,BlockBk_ID,Final_Prioity_Score,OSDS_count,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
1087,4963,17.61946843385631,12,1.0,Low,3.0
1095,4995,27.51137793062908,13,0.0,Medium,2.0
1105,5073,25.414186664268204,24,1.0,Medium,2.0
1117,5124,29.37191995781198,12,0.0,Medium,2.0
1118,5125,27.801562543753146,17,0.0,Medium,2.0
1130,5165,24.206324447915815,118,0.0,Low,3.0
1137,5179,25.844575826146826,14,0.0,Medium,2.0
1145,5220,22.985170696769167,21,1.0,Low,3.0
1148,5226,20.966273770581584,69,0.0,Low,3.0
1153,5247,28.875412169919667,13,1.0,Medium,2.0
1156,5253,27.036594610336017,18,1.0,Medium,2.0
1158,5259,20.184673891049414,90,1.0,Low,3.0
1171,5334,16.329073070905363,19,0.0,Low,3.0
1175,5363,31.529284105876467,27,0.0,High,1.0
1189,5408,16.940082705011605,17,1.0,Low,3.0
1200,5434,31.180369949605673,13,0.0,High,1.0
1225,5506,31.512350660720035,21,0.0,High,1.0
1227,5510,29.012043180988133,58,0.0,Medium,2.0
1239,5541,16.071530579330535,24,1.0,Low,3.0
1240,5542,17.934557497146802,18,1.0,Low,3.0
1242,5565,26.903274669381837,25,0.0,Medium,2.0
1243,5568,19.927077010111237,23,0.0,Low,3.0
1253,5629,30.376255818014375,80,0.0,Medium,2.0
1256,5653,28.75485487975173,14,0.0,Medium,2.0
1262,5661,14.183473013752385,12,0.0,Low,3.0
1285,5698,25.295570973075076,48,1.0,Medium,2.0
1287,5716,31.362881439517107,13,1.0,High,1.0
1296,5749,27.082330597982335,13,1.0,Medium,2.0
1301,5803,42.9912661892126,21,0.8095238095238095,High,1.0
1302,5805,30.464732107022435,33,0.0,High,1.0
1303,5806,28.575680021944066,12,0.0,Medium,2.0
1304,5807,28.95813678833368,13,0.0,Medium,2.0
1305,5808,28.079710340158186,16,0.0,Medium,2.0
1306,5811,23.3124812225715,11,1.0,Low,3.0
1321,5899,17.559467517981876,18,1.0,Low,3.0
1322,5900,13.972129371177342,30,0.0,Low,3.0
1325,5916,9.198080975205228,11,0.0,Low,3.0
1330,5937,28.53425628839963,14,0.0,Medium,2.0
1342,5986,33.31231589167551,23,0.9130434782608695,High,1.0
1347,5999,35.56082678064366,13,1.0,High,1.0
1352,6025,17.202345387910622,19,1.0,Low,3.0
1353,6026,16.82611303896348,11,1.0,Low,3.0
1356,6029,18.90342011575889,31,0.0,Low,3.0
1357,6031,20.247202147110922,24,1.0,Low,3.0
1364,6070,23.60533360232209,27,0.0,Low,3.0
1366,6074,37.107660807424175,11,0.0,High,1.0
1367,6076,24.548970863467403,27,1.0,Low,3.0
1387,6188,29.646135109277605,32,1.0,Medium,2.0
1388,6189,22.21207103694131,18,1.0,Low,3.0
1392,6211,15.504181444362715,14,1.0,Low,3.0
1394,6217,27.007358043789893,17,1.0,Medium,2.0
1396,6223,39.53219995364275,12,1.0,High,1.0
1400,6232,28.511223983622468,13,1.0,Medium,2.0
1401,6233,37.17790662865007,11,1.0,High,1.0
1420,6309,16.96656249195107,26,1.0,Low,3.0
1421,6310,16.979597306068783,18,1.0,Low,3.0
1422,6311,17.939747150165903,17,1.0,Low,3.0
1423,6312,17.537655996753397,21,1.0,Low,3.0
1430,6341,25.58116794177,12,0.0,Medium,2.0
1433,6364,13.495433625905678,54,0.0,Low,3.0
1435,6367,13.273307716511697,28,0.0,Low,3.0
1457,6426,23.818314199976918,16,1.0,Low,3.0
1480,6476,26.395271727150934,40,0.0,Medium,2.0
1482,6481,26.41008831804452,15,0.06666666666666667,Medium,2.0
1489,6507,11.684629413232226,18,0.0,Low,3.0
1491,6509,9.340887863416157,33,0.0,Low,3.0
1494,6522,14.689503659853019,12,0.0,Low,3.0
1495,6523,14.252117317223771,12,0.0,Low,3.0
1513,6603,26.243202882292707,21,0.0,Medium,2.0
1514,6604,27.217773043860117,26,0.0,Medium,2.0
1520,6625,17.91906323511713,18,1.0,Low,3.0
1531,6666,29.348486427019758,13,0.0,Medium,2.0
1544,6692,15.179902306914604,13,1.0,Low,3.0
1545,6693,16.94207670045081,24,1.0,Low,3.0
1547,6695,14.727598053051654,27,1.0,Low,3.0
1548,6696,15.399982512035702,19,1.0,Low,3.0
1549,6697,15.73894308877663,16,1.0,Low,3.0
1563,6732,22.82438688562384,17,0.0,Low,3.0
1565,6760,11.199612250757818,53,0.0,Low,3.0
1566,6761,11.936900397319553,61,0.0,Low,3.0
1573,6773,35.30767277403054,52,0.0,High,1.0
1579,6799,29.342492020433045,23,0.0,Medium,2.0
1584,6826,19.282305896530115,11,0.0,Low,3.0
1616,6906,19.906858266823534,21,0.0,Low,3.0
1619,6914,37.19041900267764,15,1.0,High,1.0
1644,7027,17.884365985259645,21,1.0,Low,3.0
1646,7029,14.378688092158612,27,1.0,Low,3.0
1662,7090,37.88978439194501,13,1.0,High,1.0
1668,7118,25.503184901250588,62,1.0,Medium,2.0
1671,7147,17.133178981554728,14,1.0,Low,3.0
1672,7148,17.629388643373076,13,1.0,Low,3.0
1674,7158,10.861472510808735,13,0.0,Low,3.0
1677,7164,16.377042606047624,12,0.0,Low,3.0
1678,7168,34.71915111461341,13,0.0,High,1.0
1686,7204,22.72613300497284,11,0.7272727272727273,Low,3.0
1690,7235,19.41969941293348,14,0.0,Low,3.0
1708,7272,24.73980546566281,77,0.0,Low,3.0
1712,7293,24.06670112694003,19,1.0,Low,3.0
1713,7294,26.587188043395724,16,1.0,Medium,2.0
1721,7310,18.586078334811695,13,0.15384615384615385,Low,3.0
1725,7314,30.69120178038992,73,0.0136986301369863,High,1.0
1726,7315,31.927700581172417,12,0.8333333333333334,High,1.0
1734,7337,17.450248443422407,25,0.0,Low,3.0
1740,7370,15.492704137790774,26,1.0,Low,3.0
1744,7377,16.319126055079884,19,1.0,Low,3.0
1752,7394,28.50222382495519,17,0.0,Medium,2.0
1753,7395,16.34253603949102,14,0.7857142857142857,Low,3.0
1761,7480,27.904675818177953,24,0.0,Medium,2.0
1762,7481,25.320700831952248,14,0.0,Medium,2.0
1764,7484,32.396070889107165,21,0.0,High,1.0
1765,7485,31.4977006699064,40,0.0,High,1.0
1772,7512,21.748165029340836,29,0.0,Low,3.0
1774,7514,11.797570286843511,17,0.0,Low,3.0
1776,7516,13.168381069524845,17,0.0,Low,3.0
1826,7689,18.607680668675545,30,0.0,Low,3.0
1832,7695,27.201772455309428,13,0.0,Medium,2.0
1866,7778,26.655182289081264,16,0.0,Medium,2.0
1885,7847,20.877944954006583,60,1.0,Low,3.0
1894,7911,30.346031084728445,20,0.0,Medium,2.0
1907,7947,19.775290530020875,15,0.0,Low,3.0
1935,8069,24.184323471691474,11,1.0,Low,3.0
1936,8070,20.929214931740052,106,0.0,Low,3.0
1945,8087,21.66795318206538,64,0.0,Low,3.0
1951,8099,19.655426966555027,48,0.0,Low,3.0
1952,8101,30.419834705861955,15,0.0,Medium,2.0
1966,8155,28.054822231870304,77,0.2987012987012987,Medium,2.0
1993,8218,19.068480857953244,11,0.0,Low,3.0
1999,8249,26.287233330623152,23,1.0,Medium,2.0
2011,8301,20.0307918229934,12,0.16666666666666666,Low,3.0
2033,8371,28.050267711519492,11,0.0,Medium,2.0
2036,8374,27.58577610508655,11,0.0,Medium,2.0
2037,8375,29.26406986895786,11,0.0,Medium,2.0
2045,8383,13.804751188947272,17,0.0,Low,3.0
2060,8429,25.026378521532568,13,1.0,Low,3.0
2061,8430,22.205069855055992,26,1.0,Low,3.0
2062,8431,25.449802672525742,22,1.0,Medium,2.0
2063,8432,23.839452997832073,19,1.0,Low,3.0
2064,8433,20.732538144266382,20,1.0,Low,3.0
2072,8453,23.218634103762056,18,0.0,Low,3.0
2089,8518,30.080968580499235,43,0.023255813953488372,Medium,2.0
2091,8523,21.459214936523217,128,0.0,Low,3.0
2094,8537,16.351721857339832,14,0.0,Low,3.0
2095,8539,22.50604361385327,20,0.0,Low,3.0
2100,8567,10.15100014635851,64,0.0,Low,3.0
2114,8603,15.775240900373445,29,0.13793103448275862,Low,3.0
2127,8645,27.969667366420985,15,0.0,Medium,2.0
2136,8792,24.470620651428295,44,0.8863636363636364,Low,3.0
2140,8838,43.378007177948454,12,1.0,High,1.0
2149,8952,33.26636975169331,22,1.0,High,1.0
2152,9046,24.332958788404138,12,1.0,Low,3.0
2160,9126,24.7963392806948,14,1.0,Low,3.0
2165,9251,30.349794971344494,12,0.0,Medium,2.0
2166,9255,43.21888471863715,28,0.0,High,1.0
2168,9325,29.223277682558315,11,0.0,Medium,2.0
2174,9403,40.91231207684472,15,0.0,High,1.0
2207,10141,38.68920994840506,11,1.0,High,1.0
2213,10242,39.530374527948005,13,0.0,High,1.0
2217,10248,28.430061202380394,56,0.0,Medium,2.0
2228,10320,41.90865534961337,28,0.0,High,1.0
2230,10329,30.202423248555736,14,0.5714285714285714,Medium,2.0
2237,10386,29.074513396883088,18,0.0,Medium,2.0
2240,10503,29.880530298064855,15,0.0,Medium,2.0
2246,10539,26.017946986338245,11,0.0,Medium,2.0
2250,10665,32.94120515913104,34,0.9411764705882353,High,1.0
2253,10671,33.817405903248506,22,0.0,High,1.0
2274,10872,38.67091570444332,15,0.0,High,1.0
2282,11058,47.37833533300487,14,0.0,High,1.0
2284,11061,48.886767653035136,13,0.0,High,1.0
2285,11063,42.36257735193586,28,0.0,High,1.0
2290,11185,23.668329891086213,11,0.0,Low,3.0
2302,11319,35.10609185255442,52,0.0,High,1.0
2307,11389,32.78629820306306,11,0.0,High,1.0
2321,11623,36.44119012395775,28,0.0,High,1.0
2323,11634,29.93767243766855,69,0.0,Medium,2.0
2327,11692,17.30683078093764,12,1.0,Low,3.0
2330,11759,19.771818833287274,23,0.8260869565217391,Low,3.0
2338,11972,25.242781016519142,14,0.0,Medium,2.0
2340,12075,28.94488258813934,18,0.0,Medium,2.0
2358,12159,46.75110428876401,22,0.0,High,1.0
2361,12168,29.370087330851433,12,0.16666666666666666,Medium,2.0
2370,12265,22.24016428428066,25,0.0,Low,3.0
2389,12467,29.609955677294426,18,0.0,Medium,2.0
2395,12581,39.9140595693755,12,0.0,High,1.0
2397,12591,34.53325497868959,63,0.38095238095238093,High,1.0
2400,12595,39.44510280076002,15,1.0,High,1.0
2407,12650,36.10497515281055,16,0.0,High,1.0
2409,12657,29.440765509959434,12,1.0,Medium,2.0
2410,12658,34.15173530247057,18,0.0,High,1.0
2411,12660,27.130284906647177,23,0.0,Medium,2.0
2414,12664,38.94145550632604,13,0.9230769230769231,High,1.0
2420,12722,26.256440942703605,36,1.0,Medium,2.0
2436,12983,46.54583674013339,20,1.0,High,1.0
2448,13182,40.80344894291875,21,1.0,High,1.0
2452,13190,36.744593739903436,28,0.0,High,1.0
2455,13242,34.37767943547057,33,1.0,High,1.0
2458,13253,24.054537459832705,15,0.0,Low,3.0
2459,13258,23.101313311570085,14,0.0,Low,3.0
2470,13435,35.21961961822135,16,0.0,High,1.0
2483,13663,35.51718174439326,11,1.0,High,1.0
2493,14100,36.08253486784054,12,0.0,High,1.0
2494,14103,26.208659505292502,21,0.0,Medium,2.0
2495,14104,41.390055175194995,32,0.0,High,1.0
2496,14107,42.402674177400336,13,0.0,High,1.0
2509,14237,27.93390959112342,12,0.0,Medium,2.0
2515,14317,24.595732386695364,12,0.0,Low,3.0
2522,14520,28.18588496714817,11,1.0,Medium,2.0
2526,14560,20.154449164523236,14,0.0,Low,3.0
2528,14591,23.995612877472073,17,0.0,Low,3.0
2530,14593,25.6457392500908,18,0.0,Medium,2.0
2532,14595,26.23593484442093,32,0.0,Medium,2.0
2533,14596,26.497277516188205,12,0.0,Medium,2.0
2534,14635,33.16778421960429,12,0.0,High,1.0
2537,14652,34.39912952432784,16,1.0,High,1.0
2556,14903,41.120924268107935,25,0.0,High,1.0
2562,15016,24.661813676336532,12,1.0,Low,3.0
2570,15098,45.17832982926393,14,0.0,High,1.0
2573,15101,47.76790461116893,25,0.0,High,1.0
2574,15102,47.64279602201998,41,0.0,High,1.0
2577,15177,41.75128292279297,43,1.0,High,1.0
2582,15229,21.635347302530086,11,1.0,Low,3.0
2592,15313,20.669244691865927,13,0.0,Low,3.0
2606,15427,31.24462785774876,28,0.0,High,1.0
2608,15429,46.191917530464224,11,0.0,High,1.0
2625,15622,41.574792976532365,12,0.0,High,1.0
2630,15684,30.66494930328442,18,0.0,High,1.0
2643,15834,23.650605676034367,14,0.0,Low,3.0
2644,15835,34.85279664809939,27,0.0,High,1.0
2648,15895,34.71848709730221,29,0.0,High,1.0
2652,15899,40.86481354305676,15,0.0,High,1.0
2655,15966,29.14209131975644,28,0.0,Medium,2.0
2659,15973,38.6416853248965,17,0.0,High,1.0
2665,15989,32.52662903180896,14,1.0,High,1.0
2673,16199,29.038177824151386,12,0.08333333333333333,Medium,2.0
2680,16260,22.10898393160426,13,0.0,Low,3.0
2697,16442,53.84917364034905,19,0.0,High,1.0
2706,16527,48.43311542762679,31,1.0,High,1.0
2711,16602,21.61570211210009,12,0.8333333333333334,Low,3.0
2717,16727,45.208674171397035,21,1.0,High,1.0
2719,16730,40.93762935403152,11,1.0,High,1.0
2720,16731,35.667845533998964,12,1.0,High,1.0
2722,16796,20.860303523785756,21,0.0,Low,3.0
2738,17085,28.76628209257217,18,0.0,Medium,2.0
2739,17130,27.06110303159954,11,1.0,Medium,2.0
2741,17195,17.284016789009474,32,0.0,Low,3.0
2752,17213,19.531808901165533,21,0.0,Low,3.0
2753,17214,15.340516045582216,42,1.0,Low,3.0
2759,17237,26.065041509136844,57,0.0,Medium,2.0
2766,17266,19.78197777906083,26,1.0,Low,3.0
2775,17320,34.232739446972836,13,0.0,High,1.0
2782,17348,31.816721621605772,105,0.01904761904761905,High,1.0
2800,17467,45.97869031628124,16,1.0,High,1.0
2808,17483,17.962339234406176,22,1.0,Low,3.0
2811,17498,31.46360166408959,12,1.0,High,1.0
2812,17500,44.05766200155954,21,1.0,High,1.0
2830,17565,41.472011926609255,31,1.0,High,1.0
2833,17571,15.343294742886064,12,1.0,Low,3.0
2836,17581,17.694444165780773,19,1.0,Low,3.0
2852,17629,42.261892399873176,18,0.0,High,1.0
2853,17649,26.245342870996144,39,0.0,Medium,2.0
2861,17683,26.120353658089776,20,0.0,Medium,2.0
2864,17695,19.06119892012875,35,0.0,Low,3.0
2868,17700,38.091494525539225,16,0.0,High,1.0
2871,17704,18.377096326848736,25,0.0,Low,3.0
2877,17731,24.13538313523395,16,1.0,Low,3.0
2880,17736,24.119651708857315,11,0.0,Low,3.0
2882,17762,27.04230731535485,24,1.0,Medium,2.0
2884,17767,38.42380611167978,14,1.0,High,1.0
2893,17786,25.310546148482864,14,0.0,Medium,2.0
2899,17809,41.62090539545984,50,0.0,High,1.0
2902,17812,38.600316788827435,18,0.4444444444444444,High,1.0
2903,17813,50.176469163777355,92,1.0,High,1.0
2904,17819,17.43124707577474,24,0.0,Low,3.0
2910,17863,25.343419032566835,13,0.0,Medium,2.0
2912,17865,22.57681174904814,16,0.0,Low,3.0
2919,17877,20.993875761477693,12,0.0,Low,3.0
2923,17905,24.373702632629787,21,1.0,Low,3.0
2930,17918,20.646153568117843,12,1.0,Low,3.0
2933,17926,17.6396840161889,13,1.0,Low,3.0
2935,17932,18.100702929886147,57,1.0,Low,3.0
2941,17954,24.84230514393272,14,0.0,Low,3.0
2946,17972,13.81779123830145,30,0.0,Low,3.0
2957,18030,15.143553831729001,13,0.0,Low,3.0
2958,18031,16.420354239466253,23,0.0,Low,3.0
2959,18034,29.88400157679723,41,0.0,Medium,2.0
2961,18038,26.66671282183067,44,1.0,Medium,2.0
2965,18058,28.89398451955014,13,1.0,Medium,2.0
2968,18073,30.99832852497169,13,1.0,High,1.0
2984,18133,32.85076552951965,32,0.0,High,1.0
3003,18197,40.051407272207825,15,0.0,High,1.0
3009,18219,22.80662589106146,23,1.0,Low,3.0
3012,18232,18.783275207844934,18,1.0,Low,3.0
3015,18242,26.849545390515377,17,0.0,Medium,2.0
3018,18253,16.964236936788993,15,0.0,Low,3.0
3021,18285,23.240858556696683,16,0.0,Low,3.0
3022,18286,25.1546550310457,67,0.9253731343283582,Low,3.0
3024,18292,25.265462812975965,59,1.0,Medium,2.0
3035,18347,17.814080470817625,12,1.0,Low,3.0
3042,18368,17.713593215499458,20,1.0,Low,3.0
3044,18370,23.040280301322177,21,0.0,Low,3.0
3045,18372,22.591771424276544,11,0.0,Low,3.0
3053,18424,29.60262588523256,61,1.0,Medium,2.0
3059,18440,21.525778184682252,17,1.0,Low,3.0
3060,18441,35.26914852062541,22,1.0,High,1.0
3064,18459,22.373472125316802,43,1.0,Low,3.0
3070,18474,40.90532271305691,11,0.0,High,1.0
3082,18510,19.86021446584478,27,0.0,Low,3.0
3091,18571,29.882075442801675,12,1.0,Medium,2.0
3094,18583,28.903724865146014,11,1.0,Medium,2.0
3097,18621,35.957674267301144,31,0.0,High,1.0
3098,18622,35.85130193628609,11,0.0,High,1.0
3104,18633,19.213488540767603,21,0.0,Low,3.0
3107,18657,27.596410523164767,12,0.0,Medium,2.0
3125,18761,13.709444064000879,15,1.0,Low,3.0
3127,18776,15.760580275221129,49,0.0,Low,3.0
3158,18935,39.97870348364811,24,0.0,High,1.0
3173,18997,23.840193932619524,11,1.0,Low,3.0
3176,19006,43.32727951421221,22,1.0,High,1.0
3186,19057,12.20774134236796,24,1.0,Low,3.0
3188,19061,13.571425421857963,13,1.0,Low,3.0
3195,19078,28.091298017038728,29,0.0,Medium,2.0
3197,19081,27.676054036518266,102,1.0,Medium,2.0
3198,19082,39.607575449924454,12,0.0,High,1.0
3204,19119,26.32044106575586,19,0.0,Medium,2.0
3205,19121,34.65985762712332,60,1.0,High,1.0
3216,19153,15.323088963572225,12,0.0,Low,3.0
3220,19163,20.978443652836425,16,1.0,Low,3.0
3226,19199,18.401652913721428,23,1.0,Low,3.0
3227,19200,16.524747089947283,152,0.0,Low,3.0
3228,19201,17.381084289952543,27,0.0,Low,3.0
3241,19297,31.714101250643196,21,0.0,High,1.0
3243,19306,21.744141013591264,14,1.0,Low,3.0
3248,19319,17.43836713230579,28,0.0,Low,3.0
3249,19320,42.55452848632546,16,0.0,High,1.0
3252,19325,47.02520083267286,27,1.0,High,1.0
3253,19326,49.779110956776194,13,1.0,High,1.0
3256,19344,19.637721065515464,18,1.0,Low,3.0
3267,19389,40.310370137640824,14,0.0,High,1.0
3271,19396,39.02519338668879,14,1.0,High,1.0
3276,19415,28.6090372464821,22,1.0,Medium,2.0
3279,19421,25.65584665913112,18,0.0,Medium,2.0
3282,19432,32.51762283841507,24,1.0,High,1.0
3283,19433,21.746469637191964,19,1.0,Low,3.0
3284,19443,30.95110390730468,13,1.0,High,1.0
3285,19446,27.798004118499986,45,0.0,Medium,2.0
3286,19447,44.511146354682474,16,1.0,High,1.0
3289,19459,16.875555729536277,27,0.0,Low,3.0
3294,19483,29.06870406918587,16,0.0,Medium,2.0
3298,19502,19.694976634975735,12,0.0,Low,3.0
3303,19533,33.983206790146916,23,1.0,High,1.0
3306,19557,33.10833957281601,16,1.0,High,1.0
3308,19560,31.71124111019487,18,0.0,High,1.0
3311,19564,19.697745112647944,16,1.0,Low,3.0
3319,19574,28.910606532076336,15,1.0,Medium,2.0
3324,19598,30.708880978456712,20,1.0,High,1.0
3327,19607,19.633083167132224,11,0.0,Low,3.0
3328,19629,21.181216033168095,61,0.0,Low,3.0
3339,19676,42.616702168788535,14,0.0,High,1.0
3348,19715,17.8367460667796,13,0.6153846153846154,Low,3.0
3350,19719,16.581474230558737,92,1.0,Low,3.0
3357,19750,23.456914525190765,35,0.0,Low,3.0
3366,19767,33.35386058135012,29,0.0,High,1.0
3371,19786,31.04431163040206,19,0.0,High,1.0
3374,19796,20.724189614678167,32,0.0,Low,3.0
3380,19813,34.710205814366915,17,1.0,High,1.0
3387,19833,21.943587746034463,12,1.0,Low,3.0
3401,19875,21.131970427547866,45,0.0,Low,3.0
3404,19902,26.879984384072994,21,1.0,Medium,2.0
3406,19907,29.797164048255357,23,1.0,Medium,2.0
3407,19908,35.88139635469936,63,1.0,High,1.0
3408,19912,25.898734670695283,16,1.0,Medium,2.0
3411,19966,25.24109687395918,35,1.0,Low,3.0
3413,19968,32.44882805113412,52,1.0,High,1.0
3417,19973,28.73494002991937,24,1.0,Medium,2.0
3421,19990,16.55257651063529,14,0.0,Low,3.0
3437,20133,20.721617023573618,28,1.0,Low,3.0
3439,20136,26.582433651983024,27,1.0,Medium,2.0
3443,20143,22.47305105938174,23,0.0,Low,3.0
3446,20174,32.24645119719441,22,0.0,High,1.0
3451,20197,32.817694071736234,14,1.0,High,1.0
3459,20287,29.228156992643516,25,1.0,Medium,2.0
3468,20395,23.624615009557328,15,0.0,Low,3.0
3470,20405,27.78096832747209,18,0.0,Medium,2.0
3471,20406,26.66850036649809,20,0.0,Medium,2.0
3473,20420,17.80709381515596,63,0.4444444444444444,Low,3.0
3486,20560,31.425550147796546,13,0.0,High,1.0
3491,20565,26.83831123832548,13,1.0,Medium,2.0
3493,20607,15.779180386925313,74,0.0,Low,3.0
3495,20609,17.08298885135151,47,0.9787234042553191,Low,3.0
3497,20613,14.366322018683023,19,1.0,Low,3.0
3504,20677,17.522779134082302,15,1.0,Low,3.0
3509,20685,19.504836945904334,22,0.0,Low,3.0
3511,20734,23.79295167094811,15,0.0,Low,3.0
3514,20774,22.06405108113263,54,1.0,Low,3.0
3515,20775,24.06528155898367,12,1.0,Low,3.0
3517,20780,19.872829692498605,37,1.0,Low,3.0
