,BlockBk_ID,Final_Prioity_Score,OSDS_count,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
3518,20782,15.772445284883247,35,1.0,Low,3.0
3520,20786,21.126724040102395,21,1.0,Low,3.0
3527,20868,24.257565881133704,16,1.0,Low,3.0
3529,20871,21.52589180867667,105,1.0,Low,3.0
3530,20872,19.187720626668572,52,1.0,Low,3.0
3534,20949,18.551893679308314,29,1.0,Low,3.0
3545,21034,20.00268877020697,17,1.0,Low,3.0
3551,21053,16.137635913945903,15,0.0,Low,3.0
3559,21152,17.78295230812648,41,0.0,Low,3.0
3561,21154,25.5901807552558,17,0.0,Medium,2.0
3575,21295,16.47405774511058,12,0.3333333333333333,Low,3.0
3583,21384,32.66348902427791,25,1.0,High,1.0
3584,21386,20.608325216756132,11,1.0,Low,3.0
3586,21396,23.03819499734951,12,1.0,Low,3.0
3598,21551,23.256028243230116,32,1.0,Low,3.0
3601,21556,22.727745381684194,15,1.0,Low,3.0
3603,21608,32.178330846462295,97,0.0,High,1.0
3605,21635,42.76129471568744,13,0.0,High,1.0
3606,21636,33.04903112723379,52,1.0,High,1.0
3610,21641,26.615468119341777,11,1.0,Medium,2.0
3614,21647,25.813431103822268,19,1.0,Medium,2.0
3617,21685,16.36361798106753,11,0.0,Low,3.0
3620,21689,21.418242551330152,36,0.0,Low,3.0
3623,21692,21.90539288450971,30,1.0,Low,3.0
3631,21808,27.45888435345395,70,1.0,Medium,2.0
3633,21811,24.067117401271823,35,1.0,Low,3.0
3636,21816,29.174140036687007,12,0.0,Medium,2.0
3644,21912,26.784440979352766,31,1.0,Medium,2.0
3645,21913,32.84820492615152,20,0.0,High,1.0
3646,21915,29.884051936136874,11,0.0,Medium,2.0
3647,21917,34.82587139476213,53,1.0,High,1.0
3648,21919,23.38427897109403,84,1.0,Low,3.0
3662,22007,21.778802855207942,20,1.0,Low,3.0
3663,22009,19.344709559553777,62,0.0,Low,3.0
3664,22010,18.391802024072966,60,1.0,Low,3.0
3669,22048,24.56389251532192,46,1.0,Low,3.0
3672,22160,28.621411455568992,16,1.0,Medium,2.0
3674,22179,14.972284999028638,66,0.0,Low,3.0
3676,22204,21.93407859735333,25,0.0,Low,3.0
3679,22209,19.75143666480691,11,0.0,Low,3.0
3685,22291,18.764527941043696,34,0.0,Low,3.0
3688,22337,21.21495083812339,56,1.0,Low,3.0
3690,22346,18.908467180705163,48,1.0,Low,3.0
3692,22350,16.92455505131968,79,0.189873417721519,Low,3.0
3699,22391,31.64801528135396,32,0.0,High,1.0
3702,22503,25.80817081154348,12,1.0,Medium,2.0
3704,22532,22.822240795850398,16,0.0,Low,3.0
3711,22571,23.08447399771704,11,1.0,Low,3.0
3714,22575,21.60755564609082,44,1.0,Low,3.0
3718,22584,16.058463258907228,24,1.0,Low,3.0
3720,22588,27.129317062228314,19,1.0,Medium,2.0
3724,22598,16.480146857883696,18,0.0,Low,3.0
3726,22653,27.253936194644886,15,0.0,Medium,2.0
3730,22681,21.07338289333483,33,1.0,Low,3.0
3731,22729,20.361751299527697,32,1.0,Low,3.0
3736,22806,37.5659680826114,22,1.0,High,1.0
3737,22807,23.582139764015754,28,0.9285714285714286,Low,3.0
3738,22810,27.21754363711961,16,1.0,Medium,2.0
3742,22831,38.314118462701735,19,0.0,High,1.0
3745,22863,25.7412322803238,12,0.0,Medium,2.0
3751,22941,28.02242694701201,18,1.0,Medium,2.0
3754,22948,22.03210005818981,33,1.0,Low,3.0
3755,22949,20.74996972556034,35,1.0,Low,3.0
3764,23033,29.506252685545668,64,0.0,Medium,2.0
3766,23035,32.778723560121804,36,0.0,High,1.0
3768,23042,31.29055183073734,34,0.0,High,1.0
3770,23044,21.047414734430095,16,1.0,Low,3.0
3772,23051,19.838976634913386,33,1.0,Low,3.0
3781,23129,24.548513773147995,67,0.9552238805970149,Low,3.0
3783,23132,28.835857608922865,45,1.0,Medium,2.0
3787,23139,29.149112377647437,21,1.0,Medium,2.0
3792,23148,23.872452981725235,16,1.0,Low,3.0
3798,23178,20.633777638068246,14,1.0,Low,3.0
3799,23179,16.383291764616626,19,1.0,Low,3.0
3803,23194,30.09667300879828,24,1.0,Medium,2.0
3805,23227,24.349787489852222,73,1.0,Low,3.0
3807,23230,15.689678389442253,76,1.0,Low,3.0
3809,23234,15.756134008878028,63,1.0,Low,3.0
3816,23322,24.29155986964203,27,1.0,Low,3.0
3817,23324,21.485621491650093,12,1.0,Low,3.0
3821,23329,21.61357882613343,25,1.0,Low,3.0
3824,23370,33.49025456448084,49,0.0,High,1.0
3827,23379,32.66725859829342,11,1.0,High,1.0
3836,23424,23.621395839751074,18,1.0,Low,3.0
3838,23428,30.88132909128043,36,1.0,High,1.0
3840,23441,21.36181606273394,11,1.0,Low,3.0
3845,23467,24.946125554364116,22,1.0,Low,3.0
3846,23468,18.816646845296027,36,1.0,Low,3.0
3850,23478,23.11868828133187,45,1.0,Low,3.0
3855,23519,27.277459088964655,16,0.0,Medium,2.0
3857,23523,24.439831776801945,15,0.0,Low,3.0
3861,23564,19.089721272716712,11,1.0,Low,3.0
3871,23624,26.578189112665818,21,0.0,Medium,2.0
3874,23633,22.396627414654198,15,0.0,Low,3.0
3875,23634,34.26993235748519,68,0.6911764705882353,High,1.0
3879,23649,26.722059916375592,40,1.0,Medium,2.0
3886,23696,21.166710140298402,20,0.0,Low,3.0
3889,23706,16.934406870279233,18,1.0,Low,3.0
3891,23709,23.271034228643742,24,1.0,Low,3.0
