Name_ID,Track_ID,Final_Prioity_Score,OSDS_count,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,CESSPOOL_Density_perAcre_Rank,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
BI: Pahoa: T#95: CPs=890,95,19.916314544035377,890,31.650409309791538,0.5224719101123596,0.5617977528089888,20.039610925371836,2.7035597651852084,10.44075341338958,9.660693128400874,13.691656679841524,23.931124961296145,29.325255679543826,0.0,5.444432083657754,77.3123595505618,33.0,12.519590422495517,47.85731712210888,0.0044943820224719105,Low,3.0
BI: Orchidland-Ainaloa: T#96: CPs=890,96,16.1463012196816,890,43.68151845906945,0.0,11.51685393258427,3.745997647057187,1.4679262462534737,9.163344820473057,6.630398357209328,9.97437028684201,8.48361381653379,45.425120931515856,0.0,1.646456780509508,31.85056179775281,30.070786516853932,14.367302184396818,40.31656773785459,1.0,Low,3.0
BI: Hawaiian Paradise Park: T#97: CPs=918,97,21.577739085717155,918,32.27324463118626,1.946623093681917,0.0,30.308580509361395,1.436149965484543,10.088069590248077,3.309142683731805,73.34572111523347,47.543740784563425,19.98156022213641,0.0,3.0360879225177477,62.69281045751634,14.954248366013072,15.070576127766147,29.257269902034448,1.0,Low,3.0
Oahu: Campbell High School: T#99: CPs=57,99,35.12153872975229,57,36.56691729323306,100.0,0.0,28.29332480894876,13.60501562342231,50.21004603363084,3.211547691776359,10.096653574335011,100.0,19.44945243835185,0.0,4.759423310752126,0.0,0.0,95.99725052097246,99.75498838061385,1.0,High,1.0
BI: Kea‘au: T#110: CPs=295,110,16.67174017897025,295,35.74708958837779,0.0,6.271186440677966,5.001420322791862,9.04064859861188,8.723022347289275,16.06023154524044,19.501445700735086,14.901560083958065,15.756259923770884,0.0,2.480281926497731,2.013559322033898,84.41694915254237,17.96865944639725,28.865528464599635,0.06440677966101695,Low,3.0
BI: Upper Puna (Puna Mauka): T#111: CPs=563,111,11.574317741062709,563,40.46533451746583,0.0,0.2664298401420959,2.037304167278373,3.801361150494094,8.184887314132954,3.908583953303295,1.5655648194214504,2.315246842060478,22.125106565197516,0.0,1.8606123489791138,24.207815275310836,36.02309058614565,15.303043426215313,23.12470305085627,0.16518650088809947,Low,3.0
BI: Ka‘u: T#112: CPs=753,112,16.94252121688921,753,27.95694839688867,0.2656042496679947,8.233731739707835,4.140013093469626,2.680064956018135,34.06984724810406,11.232694911204725,4.313024349049303,3.019835502623864,8.903769079943826,0.0,1.220201701445036,56.85657370517928,61.85657370517928,31.325445501683532,15.006011330062677,0.0,Low,3.0
BI: North Hilo: T#113: CPs=70,113,21.112783309035628,70,31.532933057280868,2.857142857142857,0.0,50.59140581986634,30.651320382469546,9.7867961869882,17.619524845622315,25.13397167497633,16.819883346793272,5.557881009651687,0.0,10.424328147100425,86.92857142857143,19.32857142857143,13.629758838675984,16.83843998379102,0.0,Low,3.0
BI: Volcano-Mt. View: T#114: CPs=554,114,15.531858516959355,554,29.682502578648734,0.0,0.7220216606498195,2.026980961070683,7.713891958372384,7.841584886180392,7.7042353311554335,2.1424765471133216,2.994809064814925,43.78803754414107,0.0,1.7156950352074825,12.989169675090253,68.61552346570397,18.294433614692405,42.278373948509085,0.0,Low,3.0
BI: Hilo: Upper Waiakea Forest Reserve: T#115: CPs=45,115,21.41979117855828,45,26.066619047619046,4.444444444444445,0.0,33.49972755755354,30.581066752488653,7.993569614371666,9.987807259361741,11.695629697537129,22.168000959776364,6.0479489634551085,15.555555555555555,20.682068206820688,59.4,13.2,41.164222557005154,40.22999824094335,0.0,Low,3.0
BI: Kailua: T#116: CPs=125,116,34.126768691448355,125,42.38438095238089,0.0,0.0,26.4508204835731,15.621899277864413,33.145607252898735,10.172570206470962,6.058013618775366,21.134585457358643,12.435376292960493,0.0,87.11287128712868,87.272,99.728,55.39949892472049,49.11267530904174,0.944,High,1.0
BI: South Kona: T#117: CPs=427,117,24.78752749401507,427,33.58505854800936,5.763466042154567,3.629976580796253,35.7997884808463,1.6664449767653207,31.36711761659895,6.94160394385799,16.847076450773383,27.489877168048082,16.256948086755685,0.0,8.94335335172861,59.91100702576112,85.35597189695551,43.465663144744404,19.577086590445326,0.3044496487119438,Low,3.0
BI: Waimea-Pu‘u Anahulu: T#118: CPs=870,118,27.371060243187504,870,23.92874794745498,0.0,3.5057471264367814,3.025783597907047,25.621877764741544,27.89844541803995,12.417713117373841,1.923276388618426,2.083688550778312,31.318392603687943,54.02298850574713,7.860475702742768,33.98620689655172,64.10344827586206,98.88926124226543,47.35091075279081,0.0,Medium,2.0
BI: Pauka‘a-Wailea: T#119: CPs=128,119,19.89481689652586,128,21.66123697916667,0.0,5.078125,38.78614568964833,36.90129889160996,8.838114114993685,18.144790437883472,32.26186403441093,21.62108985831847,4.821318349864273,0.0,7.255569306930685,58.6640625,35.578125,13.825596553119519,14.879733628467818,0.0,Low,3.0
BI: Pa‘auhau-Pa‘auilo: T#120: CPs=85,120,15.588449915424468,85,21.95917647058823,0.0,0.0,7.820669089878197,20.94017942402289,33.842190051080934,5.662743974076941,2.3996972943079364,3.196263929156282,6.907609246341309,0.0,4.403028538147932,65.43529411764706,31.95294117647059,35.352819876905336,9.54258545816794,0.0,Low,3.0
BI: Hualalai: T#121: CPs=594,121,24.89626615458126,594,36.40723945807264,0.0,36.784511784511785,6.4753429662136,3.803746425550915,28.62930997076246,25.000802398726545,4.347537702315528,3.287984148618825,17.239208323161467,9.932659932659933,33.46167950128369,42.11952861952862,79.37205387205387,54.532373308724,16.946280061116195,0.05555555555555555,Low,3.0
BI: North Kohala: T#122: CPs=528,122,22.389375737814298,528,26.448456890331858,0.0,5.587121212121212,25.13514476316632,27.4194100353067,46.06254230171106,14.02055171650682,21.473229396864845,15.405453679058196,14.862879649096072,0.0,3.3884638463846457,49.17045454545455,33.81439393939394,56.03967589553576,19.402233934096948,0.0,Low,3.0
BI: Hilo:  Haihai: T#123: CPs=264,123,22.587326961216974,264,30.017446789321735,0.0,13.825757575757576,5.335174109592261,13.555386711476288,7.9975309397266745,9.255361451246864,10.795474508548892,11.491268914876219,35.445397377148815,11.742424242424242,14.828982898289812,36.375,61.33712121212121,31.252839612856818,68.14206503608416,0.8787878787878788,Low,3.0
BI: Hilo:  Piihonua-Kaumana: T#124: CPs=310,124,21.451362850336857,310,27.5888548387096,0.0,0.0,8.523380996228694,18.531803969137467,7.7719749630482715,14.285444565386692,9.666569065039155,10.026823798972748,25.854262126711703,0.0,39.942510380070296,31.403225806451612,0.0,69.17301618248554,80.45393891314774,0.9870967741935484,Low,3.0
BI: Hilo:  Kawailani: T#125: CPs=208,125,24.265889079494688,208,30.269740155677628,0.0,0.9615384615384616,6.652368776302176,26.399618661543805,8.341980112608478,10.535305004866352,12.71668130243042,13.48621859812569,39.25608883779251,0.0,42.59329779131755,28.08173076923077,30.76923076923077,39.65924474560231,98.5311812856481,1.0,Low,3.0
Oahu: Waianae Kai: T#139: CPs=58,139,33.2304339415818,58,21.47812807881774,32.172413793103445,3.4482758620689653,22.474380567446296,35.72324491502468,43.19125133290797,22.580001044716663,26.54549353873062,53.80531569247881,11.132465504375872,87.93103448275862,15.24411061795835,33.0,27.310344827586206,59.14693823122883,36.5035445761058,0.0,High,1.0
BI: Hilo:  Puainako: T#140: CPs=352,140,27.476737160801495,352,31.101387987012995,0.0,0.0,8.419618033827604,14.137840610604355,8.974403489800089,14.215671002873016,39.21594941289481,28.86582942076616,41.514189657987984,8.238636363636363,39.93024302430246,33.65625,39.20454545454545,36.05276206566345,96.10046804890914,1.0,Medium,2.0
BI: Hilo:  University-Houselots: T#141: CPs=109,141,27.108926966662242,109,31.67664045434694,12.53211009174312,0.0,14.104521323526162,13.703574007996881,9.195718157298238,7.822473370133035,28.29171242358648,63.38796294482763,29.142036645774603,0.0,86.97429375965115,17.559633027522935,3.669724770642202,47.21846519062387,68.46396529892294,1.0,Medium,2.0
BI: Hilo:  Villa Franca-Kaiko'o: T#142: CPs=30,142,26.92254520579146,30,39.00405555555554,23.3,0.0,24.308667423273505,34.069479247365884,8.989730442767636,13.182651778435766,29.25599912289777,60.991408520533746,10.172451842817472,0.0,61.58415841584161,31.9,0.0,69.29813471072433,24.703986232450145,1.0,Medium,2.0
BI: Hilo: Pu‘u‘eo-Downtown: T#143: CPs=87,143,25.554865755840396,87,27.941707717569777,1.1494252873563218,0.0,18.547578095801807,25.04116768904904,7.902576773820448,21.039937642781084,18.652649695251046,20.296430655521593,22.199289303435613,0.0,88.7788778877888,42.48275862068966,0.0,67.5152601106466,47.33019261373463,0.8735632183908046,Low,3.0
BI: Hilo: Kahuku-Kaumana: T#144: CPs=367,144,19.497361333297874,367,33.4801012066952,0.0,0.0,5.395577043974198,15.659584411428705,7.0421570100297215,18.579266828154427,7.131352589461945,7.262599322677542,36.27975128775047,0.0,51.09936061726066,7.193460490463215,0.0,62.93352853588856,59.90104198898142,0.4250681198910082,Low,3.0
BI: Hilo: Keaukaha-Pana‘ewa: T#145: CPs=418,145,28.42758493337523,418,31.698948507632732,19.248803827751196,0.0,15.164555501715142,13.055605517968296,9.546479064534767,12.210335993394212,18.13067004486345,58.63904569623396,38.99226382176824,14.832535885167465,18.53237955374493,40.421052631578945,83.04306220095694,28.963672365680246,52.36194832101318,0.9138755980861244,Medium,2.0
Oahu: Diamond Head: T#148: CPs=38,148,31.186878447012006,38,29.996484962406015,31.55263157894737,0.0,82.43734526740964,3.34695649809222,46.047702106172295,6.55099141894517,4.975582624897243,76.60495711917522,17.79004966905118,0.0,67.06618030224072,33.0,0.0,38.60318447433358,61.017989130521165,1.0,Medium,2.0
Oahu: Round Top-Tantalus: T#170: CPs=56,170,28.670740816691225,56,27.22290901360545,0.0,38.392857142857146,9.315644802127895,29.918328247115056,18.426962060825808,17.568496804029685,14.324060842813983,10.395579933224509,17.005076200827045,19.642857142857142,99.61103253182462,26.517857142857142,0.0,76.27691461508392,54.11327658701013,0.0,Medium,2.0
Oahu: Maili: T#185: CPs=38,185,27.400997694550824,38,30.405903508771924,42.10526315789474,0.0,26.751558596148794,29.692060209625293,47.47774690431538,4.200386514481749,21.562062232656302,77.02606022430001,7.4579194562651026,39.473684210526315,9.953100573215215,0.0,46.026315789473685,44.385814163968995,11.89808757116974,0.0,Medium,2.0
Oahu: Olomana: T#189: CPs=33,189,21.148860445646545,33,19.567965367965364,0.0,0.0,11.90259859288847,27.98747018177769,27.773007930925417,6.250335746383819,21.39194409042979,30.934590205513683,11.237828124692948,63.63636363636363,27.06270627062706,0.0,0.0,83.60633975013057,7.030617232646212,0.0,Low,3.0
Oahu: Hauula-Kaaawa: T#197: CPs=406,197,39.31460828818372,406,24.32672310405638,79.86699507389163,12.192118226600986,68.71472932409038,38.73987925231455,19.613823441424554,26.500918025597404,18.784271414923673,92.73347836551876,26.912908881729532,0.0,32.70740867190167,71.30049261083744,9.509852216748769,59.23308427352289,47.843511868321926,0.0,High,1.0
Oahu: Waimanalo Beach-Homesteads: T#200: CPs=128,200,41.90345847484736,128,27.446497023809552,87.46875,0.78125,66.89405902623614,9.343972974183012,33.7397305059295,12.2294839419727,5.717105720514052,96.41799736700273,35.32054873265124,58.59375,55.97926980198016,32.2265625,2.3203125,70.65865452930706,75.3173909739718,0.9765625,High,1.0
Oahu: Campbell Industrial Park: T#221: CPs=146,221,26.384091425146547,146,36.348571428571546,100.0,0.0,33.804665245261795,12.162498747655928,50.086620186277145,5.82005171838333,3.7332502931660128,99.98801551933195,15.164556403730806,0.0,8.971924589719238,0.0,2.4863013698630136,37.63438877212648,15.944618528257687,0.0,Medium,2.0
Oahu: Ahuimanu: T#232: CPs=66,232,24.758349889115685,66,18.321847763347762,19.181818181818183,0.0,35.25023692155851,34.412909386947625,19.091101465538973,10.593690901166893,11.047556653088403,53.49538805518889,12.238308730092104,0.0,16.756675667566746,30.5,11.0,100.0,24.244064499536886,0.7727272727272727,Low,3.0
Oahu: Waimanalo: T#244: CPs=129,244,21.717316652414375,129,19.216531930601686,10.829457364341085,5.038759689922481,12.624412133962345,48.366473408741925,24.17145254600541,16.519164907918253,15.646102533777707,53.3875295952161,10.581950779393797,30.232558139534884,26.08028244684935,3.8372093023255816,0.0,56.55694159725531,14.388240062784105,0.9689922480620154,Low,3.0
Oahu: Laie: T#257: CPs=164,257,39.165771434686036,164,28.129515098722432,90.4390243902439,0.0,76.77536984108386,23.206094819391296,21.320229571718862,24.00561813508203,23.461818335819512,97.45191910441753,35.01160316606677,0.0,28.20574740400865,81.66463414634147,16.298780487804876,24.445278110370793,56.23671034390472,0.0,High,1.0
Oahu: Kahaluu-Waikane: T#258: CPs=325,258,29.001606060213888,325,19.055906227106192,25.935384615384617,0.0,43.04967000445974,37.12567443114071,17.80934700166876,12.044315750019573,26.202199586786193,62.57476504369255,18.162150982340584,0.0,20.46306169078449,38.99076923076923,6.803076923076923,99.93868301706773,35.87069245912506,0.7046153846153846,Medium,2.0
Oahu: Maunawili: T#267: CPs=30,267,18.106449827063667,30,13.238388888888888,0.0,0.0,10.394157307347061,30.49248408451979,22.488531631977416,13.14013343466131,17.40872223253359,46.41420791339355,7.317026762171521,0.0,30.198019801980188,0.0,0.0,90.50506750590151,8.106457669643884,0.0,Low,3.0
Oahu: Waimea-Kahuku: T#268: CPs=584,268,36.34992032928057,584,19.205854778212743,36.09931506849315,1.6267123287671232,53.19582375610444,28.060917892144932,24.918425956357662,8.473226378902671,4.7871249130013975,59.722973492688226,32.01627048490321,35.61643835616438,69.29506306795085,90.56164383561644,62.648972602739725,10.891162115755524,44.47880024068712,0.0,High,1.0
Oahu: Lualualei: Halona Road: T#269: CPs=80,269,23.846439815499025,80,26.919358928571405,14.125,0.0,12.286452471560331,35.46711410054358,45.10106936352378,8.611962950043875,13.932900416139793,69.8259173197633,11.901322582446374,22.5,16.163366336633658,7.425,25.575,49.785634036002456,21.922938542755926,0.0,Low,3.0
Kauai: Princeville-Kilauea: T#278: CPs=1023,278,20.10436156411163,1023,23.19989039690304,5.895405669599218,4.9853372434017595,25.541753084198934,31.109999672868287,18.309175302560188,9.753164632687854,35.930276071287444,23.71732782926884,21.403127646593266,1.5640273704789833,19.9645771028716,57.85434995112414,10.387096774193548,10.98784041742984,21.043282945139314,0.007820136852394917,Low,3.0
Kauai: Koloa-Po'ipu: T#279: CPs=206,279,31.639090417424992,206,30.878288257050464,10.660194174757281,7.281553398058253,34.90383715061265,23.096281938687213,27.624847155786064,14.23807677723577,4.713396372971318,46.881866627447806,26.514909165825788,24.75728155339806,92.12246467365186,85.51456310679612,0.6407766990291263,32.927692247442174,43.46941738005034,0.941747572815534,High,1.0
Kauai: Omao-Kukui'ula: T#280: CPs=350,280,24.054937453798267,350,24.787958503401352,9.52,0.7142857142857143,19.68036649448305,32.394801353740014,20.847253016458673,22.7033409754564,9.663961703815511,25.185498676215975,29.1686774152886,0.0,48.91371994342291,51.668571428571425,0.0,42.65770145252276,46.97286258310967,1.0,Low,3.0
Kauai: Wailua Homesteads: T#281: CPs=264,281,34.752168232937564,264,23.51724567099566,17.170454545454547,14.393939393939394,22.021952326581253,28.319542986064096,22.806821231500646,23.795999359189505,19.159840599424218,48.26722277285562,25.13639354346202,42.803030303030305,87.63126312631262,57.25,22.625,30.312924813246013,70.82306105494519,0.9962121212121212,High,1.0
Kauai: Wailua Houselots: T#282: CPs=646,282,31.80063019981966,646,23.318741264927247,3.1408668730650153,13.69969040247678,7.315448591283757,40.02603511129449,18.71047749829559,10.543662369297572,28.68360213689243,39.10781776649588,29.633323107888092,56.5015479876161,77.4208380590377,61.6578947368421,20.126934984520123,33.21279100919942,45.7104112979824,0.9891640866873065,High,1.0
Kauai: Ha'ena-Hanalei: T#283: CPs=337,283,44.32400553926748,337,32.1991829871413,92.27596439169139,0.0,66.51312500815106,35.04508832045778,14.848954797936084,18.459297434064624,22.178592074445618,96.9757199961733,35.116644694374315,43.62017804154303,77.65079178541004,98.1839762611276,14.688427299703264,16.21325315204897,45.21489238401087,0.543026706231454,High,1.0
Kauai: Puhi-Hanama'ulu: T#284: CPs=102,284,25.97155942049366,102,27.39736694677872,47.05882352941177,0.49019607843137253,44.08989683764901,35.61466047456965,24.10367675189293,14.230493451575407,7.617006134172093,66.36922243985252,21.261719228708262,0.0,27.926616191030863,52.411764705882355,1.6176470588235294,21.918779349561877,23.437081549558062,0.00980392156862745,Low,3.0
Kauai: Lihu'e: T#285: CPs=145,285,26.629931353101554,145,23.901098522167484,11.724137931034482,1.3793103448275863,26.613046167590454,34.44431867076741,25.938576899577097,21.333202457550698,5.151291908505965,44.68794080305455,18.30795186255592,0.0,77.1252987367703,60.310344827586206,0.45517241379310347,21.367216256144605,53.339993847699255,0.0,Medium,2.0
Kauai: Kekaha-Waimea: T#286: CPs=343,286,39.16638262986119,343,28.036909620991146,80.25364431486881,0.0,52.40674289475227,28.050465558416725,53.363712071249296,15.86037422119784,11.98639233467358,93.35884473590666,36.91188448043073,2.9154518950437316,18.416418901365372,92.25947521865889,0.577259475218659,42.84437023429573,70.50213680469331,0.0,High,1.0
Kauai: Kaumakani-Hanapepe: T#287: CPs=40,287,26.62603621418112,40,27.148541666666677,54.975,0.0,32.13607870400877,34.11684280204235,42.11035275465164,11.394934442365402,9.882406577200719,70.03731282598639,6.313166445314959,5.0,16.83168316831682,49.5,12.375,43.411304469341204,10.783955571002902,0.0,Medium,2.0
Kauai: Kapa'a: T#288: CPs=490,288,30.44266205336467,490,24.72598979591854,13.730612244897959,16.428571428571427,24.078749197051884,28.29234296513875,26.397885085862736,16.021839834612827,32.0662061744813,46.25154932340155,34.66937676179857,0.0,52.673267326732585,66.0,0.0,25.495553931578648,80.25064878378834,0.32653061224489793,Medium,2.0
Kauai: Eleele-Kalaheo: T#289: CPs=692,289,17.31291827562314,692,21.197870561519593,0.14450867052023122,0.9393063583815029,10.738641990620648,24.45356527221739,21.660592810809874,14.797802708765845,16.404319749393547,10.464588267656136,40.90666075656984,0.0,6.9020774909860805,12.065028901734104,0.0,40.71139792416092,55.62033094663406,0.9696531791907514,Low,3.0
Kauai: Anahola: T#290: CPs=604,290,26.0081973192016,604,24.081192058218818,16.935430463576157,2.7317880794701987,34.85159637883784,30.26351435929128,24.58170963235829,20.10792233703973,34.310913543938184,46.10903354715458,24.40850690254655,11.42384105960265,25.331125827814656,62.94039735099338,19.06788079470199,17.292666130546873,22.220167299008995,0.24834437086092714,Medium,2.0
Maui: Honokowai: T#293: CPs=33,293,25.35820548627574,33,20.86613275613275,0.0,0.0,14.381448891637087,20.990183028518032,40.518849845072786,11.649335509560043,6.700970602278545,14.25303995814778,9.236867513517815,0.0,100.0,14.0,73.57575757575758,76.91213467863288,2.646567421156622,0.0,Low,3.0
Maui: Honokahua: T#299: CPs=86,299,22.995203017870327,86,19.37243355481727,2.3255813953488373,6.395348837209302,34.36220656511259,22.121254149516012,25.389426464072766,11.743411049329062,19.94535163385534,23.557532076720634,9.807223243220362,3.488372093023256,56.00967073451529,54.104651162790695,35.30232558139535,39.92390176289581,4.074557982102643,0.0,Low,3.0
Maui: Launiupoko: T#302: CPs=292,302,31.566108350984923,292,25.129037018917234,4.674657534246576,16.438356164383563,22.57791298214627,39.37526413397138,60.88937878825795,24.621077537104593,26.400952833343787,17.61290438827478,25.444575605987094,0.0,11.481079614810781,25.42808219178082,98.16780821917808,100.0,6.816646603355569,0.0,High,1.0
Maui: Makawao: T#304: CPs=241,304,21.13415706136176,241,17.550577949021925,0.0,1.2448132780082988,3.285399271529833,28.00218629912307,16.855934705960994,13.638203646053194,6.462145355713675,2.5852122725859394,18.30996909295711,10.37344398340249,42.57425742574259,16.431535269709542,63.087136929460584,57.75951329117012,39.98618421134855,0.979253112033195,Low,3.0
Maui: Spreckelsville: T#305: CPs=27,305,26.565653129937555,27,18.91752204585537,44.44444444444444,0.0,42.63556508340522,5.357904959922869,60.679636121161806,5.508153523256881,13.070322748042573,68.35175162094863,5.631532850731412,11.11111111111111,44.921158782544914,33.0,41.7037037037037,23.25483050405955,6.462812579812404,0.0,Medium,2.0
Maui: Wailea: T#307: CPs=258,307,32.38155780660263,258,25.640675526024342,6.317829457364341,0.0,23.571437818708546,20.0734446354968,67.25033843570135,6.383934044485622,5.130920481706486,20.423364120634968,35.193390887236625,2.7131782945736433,72.34657317871869,33.25581395348837,35.68604651162791,99.1079950817182,65.14525868369402,0.0,High,1.0
