Name_ID,Track_ID,Final_Prioity_Score,OSDS_count,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,CESSPOOL_Density_perAcre_Rank,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
Oahu: Lualualei-Camp Waianae: T#2: CPs=30,2,30.22638225321017,30,22.52515079365079,14.4,0.0,20.816512383882294,26.55830368159856,43.09575470042888,16.0546902309486,28.478514840546573,45.6392556902571,7.317026795709231,100.0,18.67986798679869,33.0,15.4,59.438307425896404,32.21873152164577,0.0,Medium,2.0
Oahu: Lualualei Transmitter: T#3: CPs=38,3,22.091145013212678,38,27.853126566416048,4.368421052631579,0.0,18.503294988837187,29.442544416694975,43.8450122486957,3.5036946200398367,17.69903121295176,57.737919154263516,7.434437350388077,0.0,5.05471599791558,7.815789473684211,65.13157894736842,51.25538759946236,13.813366582053579,0.0,Low,3.0
Oahu: Makua Valley: T#5: CPs=36,5,35.14979441583783,36,31.669034391534385,69.44444444444444,0.0,72.82109739767775,16.365851055179306,41.790582454194606,13.740983134078137,40.55922290821308,83.27885315227735,15.0008964148518,2.7777777777777777,17.93179317931794,31.166666666666668,55.916666666666664,24.844367926246704,45.088473084278775,0.0,High,1.0
Oahu: Kaena Point: T#6: CPs=458,6,34.41832953024261,458,25.182498960282693,69.84279475982532,5.240174672489083,52.42737164857293,18.348545534750503,36.25989939057583,14.039215873386638,13.497134284651656,89.80928991952159,34.300949782570065,0.0,12.13195555363397,52.45414847161572,28.31877729257642,39.672832030610046,59.16768430881927,0.6026200873362445,High,1.0
Oahu: Kawailoa: T#7: CPs=164,7,36.84760632407757,164,22.340547328687588,68.6280487804878,0.0,62.693516367428224,26.600409219201644,32.01484023972416,7.243878198397713,19.527361080104054,86.09521454383182,16.708154350701236,53.65853658536585,55.9949287611688,41.25,51.542682926829265,17.14173665890331,28.12184614440963,0.15853658536585366,High,1.0
Oahu: Nanakuli: T#13: CPs=35,13,34.996479521877404,35,34.06252108843537,77.02857142857142,0.0,53.80674812374639,12.462578904618594,43.16573752696531,4.058569313221725,6.816592726597783,92.44643734385113,9.866513488442937,71.42857142857143,9.30693069306931,33.0,33.0,61.23535105217591,18.258549231771102,0.0,High,1.0
Oahu: Kunia West: T#14: CPs=33,14,25.023840528890418,33,27.110490620490626,54.484848484848484,1.5151515151515151,22.65328107030831,29.678940963628932,46.15980694966343,12.70082248010029,37.526686004214866,71.81929003602602,8.317507093178348,0.0,4.380438043804379,0.0,0.0,70.38714928390199,13.647035916929413,0.0,Low,3.0
Oahu: Kalaheo Avenue: T#23: CPs=43,23,34.57630471553251,43,32.69457364341083,100.0,0.0,74.37189165924931,39.16058737573816,31.441879788838182,2.9910059880216338,5.914314262484117,100.0,21.1791195912266,0.0,8.7036610637808,33.0,0.7674418604651163,29.249613700458017,73.74678651484734,0.0,High,1.0
Oahu: Haiku: T#49: CPs=54,49,24.44478431791344,54,16.43885802469135,0.6111111111111112,0.9259259259259259,17.612147257102325,44.52241485863073,17.335585264534462,26.439584251950873,5.0688112698599,26.3759975940028,16.603767931117815,0.0,8.452511917858448,33.0,33.611111111111114,100.0,44.11872256871818,0.037037037037037035,Low,3.0
Oahu: Haleiwa: T#66: CPs=188,66,39.6213082824203,188,22.589137537993942,92.88829787234043,0.0,45.859324317170866,43.6301513296623,36.91775592070828,11.670060709824389,15.552218672085628,98.54192973980281,25.932347942157108,26.06382978723404,65.01474615546668,46.691489361702125,13.691489361702128,45.0173201640749,43.880833646799125,0.973404255319149,High,1.0
Oahu: Makaha: T#72: CPs=39,72,26.185137307569686,39,13.695305250305246,21.307692307692307,2.5641025641025643,35.67685878082401,29.327877632904347,44.934584538969546,23.237230497404774,11.926457469718184,75.41487340550434,12.602308826365629,0.0,17.009393247017012,33.0,33.0,37.996681314886104,27.268831085420935,0.0,Medium,2.0
BI: Kealakehe: T#74: CPs=143,74,24.102939690125474,143,31.633794538794476,4.895104895104895,0.0,19.58130144234491,1.2854177606347945,40.79654969705228,8.379831737175172,2.972990340018663,25.9029638152402,16.402470251408133,0.0,36.05899051443608,37.61538461538461,78.6013986013986,48.86648636501814,32.65435046799659,1.0,Low,3.0
BI: Kalapana-Kapoho: T#75: CPs=420,75,26.4099966251389,420,28.191666099773155,28.54047619047619,0.0,54.11795102676305,10.368943740622234,13.734273235306247,4.823611195453029,33.99201837702851,60.59831328317539,29.289352783493662,0.0,15.280528052805275,62.78333333333333,33.15714285714286,15.070538105004346,32.611797721844766,0.3880952380952381,Medium,2.0
BI: Kawaihae-Waikoloa: T#89: CPs=1119,89,30.3028772041303,1119,22.086387505851565,5.002680965147453,0.0,11.505160954759052,20.49593359979731,72.59495427473018,8.085617211963081,2.0802740823410586,12.278611750515083,72.17844492417923,10.36639857015192,17.538643944823384,61.45844504021448,65.61662198391421,87.92401133530053,15.633849122395562,0.044682752457551385,Medium,2.0
BI: Kalaoa: T#90: CPs=1322,90,24.9474518590695,1322,30.332888300554885,0.5279878971255674,11.497730711043873,7.171098424194334,4.541998219907802,35.311777896071945,17.628278643070413,3.274797901598228,7.7246107787307015,65.66719065209568,0.0,15.663336379023933,25.436459909228443,65.85476550680787,47.24735811246236,61.27895041319619,0.6036308623298033,Low,3.0
BI: Holualoa: T#91: CPs=181,91,36.263693047154405,181,43.2051223362272,2.3756906077348066,0.0,30.998253361601613,3.0136042352388235,33.98422281492338,13.549139562883479,17.628929288700313,26.818521392878825,17.76358369905065,13.812154696132596,55.36896231059564,99.2486187845304,88.9171270718232,53.3205191520581,80.21463944009133,1.0,High,1.0
BI: Kaumalumalu-Keahou: T#92: CPs=120,92,29.834565246463537,120,40.798255952380934,4.991666666666666,4.166666666666667,41.230290321913,3.3343799854992593,30.29023044972801,12.834867552924504,20.127061225304214,33.63616544851058,10.194759916062223,44.166666666666664,36.38613861386136,53.25,73.36666666666666,45.618300950617254,22.960926859948632,0.7833333333333333,Medium,2.0
BI: Honoka‘a-Kukuihaele: T#93: CPs=63,93,17.12319860586252,63,18.975725623582765,0.0,16.666666666666668,17.631611747395795,24.245836715024353,14.420949987831243,18.6392444895629,6.885759492643287,4.875512125260652,4.85252301025435,0.0,11.472575829011463,64.46031746031746,15.19047619047619,18.945217731528064,36.708760624245215,0.0,Low,3.0
BI: Konawaena: T#94: CPs=224,94,24.466725066057705,224,39.46983418367341,0.44642857142857145,16.071428571428573,13.92196092552498,5.643043535423669,23.704740713587615,20.50316293284748,5.0641499014801346,5.153459112950798,20.689880952411123,0.0,3.6465700141442703,44.53125,99.08928571428571,44.209421758671226,49.32298416906577,0.06696428571428571,Low,3.0
