,BlockBk_ID,Final_Prioity_Score,OSDS_count,Soil_Suitability_Rank,SLR_Rank,WELLCZ_Rank,dist2_coast_m_Rank,dist2_Strm_Wtlnd_m_Rank,rainfall_in_Rank,dist2_MunWells_m_Rank,dist2_DomWells_m_Rank,Dep_to_Water_m_Rank,OSDS_Density_perAcre_Rank,Swim_beach_Rank,UserDays_Rank,Fish_Rank,Coral_Rank,Wave_pwr_Rank,CESSPOOL_Density_perAcre_Rank,In_2017_CP_zone,Final_Cat_Ranking,Fin_Rank
456,2100,18.027043349546787,11,34.846666666666664,0.0,0.0,48.077851366954185,21.463323928858994,8.682413655422256,18.296988597733158,9.706177125368967,11.355797276600507,9.750627821644478,0.0,3.51035103510351,100.0,0.0,11.3009329513353,11.441563167060607,0.0,Low,3.0
464,2144,20.71123268240962,51,31.726755368814164,0.0,0.0,9.07458366464755,10.410041652535982,8.047775674430966,14.406714151180843,8.427978456213959,12.122582868107282,18.81221227629251,0.0,23.354688410017495,33.0,0.0,69.57518288039547,92.42120751591762,1.0,Low,3.0
470,2213,20.014007038819326,88,25.224821428571406,0.0,0.0,7.1323169583147354,19.34066146356038,7.514708106437373,11.03562849740161,9.28793855177366,7.728607618180737,34.44153683898696,0.0,20.612061206120647,33.0,0.0,69.57518288039562,75.33064907136617,1.0,Low,3.0
475,2254,22.723113813370677,15,22.44333333333333,0.0,0.0,7.060999777403953,2.473977901949639,35.85486602785716,8.836061293070449,2.946209821550424,6.826367586441392,42.414959908195314,0.0,1.980198019801981,33.0,66.0,48.431484110625284,85.30136323370193,1.0,Low,3.0
481,2290,31.831377108410493,38,30.172593984962393,0.0,0.0,7.699312105958728,45.285584764019,9.309080745940003,18.21323357049327,28.528466936777914,43.233958150244746,54.5395577650673,0.0,12.76706618030224,53.8421052631579,100.0,30.052728776890632,75.65834549075396,1.0,High,1.0
501,2330,16.043883664793288,14,44.27666666666665,0.0,28.571428571428573,3.24194894090488,1.341697860457763,9.042354414652575,5.743878561514103,6.390067309021214,7.194415435707372,48.30002541347288,0.0,0.9900990099009904,33.0,33.0,14.231838336648831,21.377718116316768,1.0,Low,3.0
505,2339,36.611796022519854,29,38.37773399014776,3.4482758620689653,0.0,56.103982517099055,1.769031299638762,35.66558893089014,9.861631313196135,33.82262138859639,52.99382309243582,12.424791616234694,82.75862068965517,39.569819050870606,90.62068965517241,66.0,49.69520234145433,12.676924612857388,1.0,High,1.0
521,2432,8.841337255376432,11,42.618571428571435,0.0,0.0,1.9261262016812253,2.592661519803776,6.98640714100896,3.001974274195811,1.2628194391950045,1.950892572782943,17.051430725677672,0.0,0.9900990099009903,0.0,33.0,13.958944564479873,16.12146920872523,0.0,Low,3.0
523,2434,14.62587935288633,52,44.27666666666665,0.0,19.23076923076923,3.961100901484758,1.4390665453830447,9.281193269962246,7.650096830098349,10.647133939979057,8.806445692099667,29.968235333541084,0.0,0.9900990099009894,13.326923076923077,33.0,14.14822655841197,37.28811259096116,1.0,Low,3.0
539,2542,27.348259209025905,16,27.06285714285714,0.0,0.0,2.8648593904510937,36.54593528979453,29.23229400770325,5.728413099047273,1.850361646502944,2.372663883667711,28.73271531417306,6.25,5.94059405940594,33.0,66.0,99.82845491419901,92.16299859661237,0.0,Medium,2.0
543,2550,19.373973168554127,38,29.85929824561402,0.0,0.0,5.470317086651499,7.0215245585342885,7.844089294576953,7.674661514749855,7.407453290828307,9.323504851556052,69.40373645063794,0.0,5.888483585200626,33.0,5.2631578947368425,36.42910308732781,85.39824083645192,1.0,Low,3.0
549,2577,15.964024460019694,16,44.27666666666665,0.0,53.125,3.0873328401492985,1.319468468228982,8.992797537322662,5.243720915194048,5.749616242115205,6.688644816806374,33.807786913900884,0.0,0.9900990099009905,28.875,33.0,14.247649069624838,16.020608880405156,1.0,Low,3.0
550,2578,16.726142796520445,12,44.27666666666665,0.0,41.666666666666664,3.206438011879783,1.3725643437089448,9.04144327476783,5.730150180157955,6.191732919700396,7.08836351497843,46.876560427101246,0.0,0.9900990099009904,33.0,33.0,14.201400811593723,20.976198917204517,1.0,Low,3.0
563,2626,18.20567798622287,11,44.27666666666665,0.0,0.0,4.597212493382738,30.56172348450633,6.600568088616874,7.531952742487753,6.183237687019628,4.987663773441607,28.732715055032372,0.0,28.712871287128714,0.0,0.0,61.26373779026097,67.84249871102219,0.0,Low,3.0
586,2773,18.90451333965493,11,33.33285714285715,0.0,0.0,5.590170133327619,9.540322794456877,23.305536439599624,25.001215394992755,2.7785527410080193,6.031236915210698,12.589828962879619,0.0,3.9603960396039612,33.0,33.0,16.590660527900006,97.75143634264258,0.0,Low,3.0
594,2814,30.968124180069243,110,21.04483333333331,0.0,0.0,7.283292936018367,33.710198175334526,77.20715467063586,6.195548066995861,1.9627092741825767,7.745993432715692,82.62266777919797,0.0,10.891089108910897,66.0,66.0,86.53834569869123,28.288154405091426,0.0,High,1.0
612,2866,29.5627278918789,42,22.517392290249454,0.0,0.0,9.388202332865557,1.360720699282449,48.115020400906374,5.519831978428527,3.0202264180480194,13.68180712601688,91.93485241358617,0.0,41.584158415841564,33.0,66.0,48.43148411062525,88.44995008421198,1.0,Medium,2.0
659,3047,20.32073763757437,12,34.58607142857144,0.0,75.0,4.515831788962937,1.7897406846033306,23.745397590183916,11.629022514601123,2.5050697558139787,2.28179455512667,12.89402875228003,0.0,31.765676567656765,19.25,52.333333333333336,42.65838466248388,10.177450567572507,0.0,Low,3.0
662,3122,36.87934184356879,20,22.987833333333324,0.0,0.0,76.20815755457464,21.753187354651875,93.02646567967301,5.598199000298591,29.854122736437496,44.13342488548107,24.895737570706633,0.0,1.485148514851486,100.0,66.0,100.0,4.127192867092525,0.0,High,1.0
672,3171,25.280680370123207,12,32.895476190476195,0.0,0.0,8.4717144336389,6.436369199124737,9.144829505708378,12.83118964768852,30.912628603464956,33.006906416028635,57.13824639626892,0.0,10.89108910891089,33.0,33.333333333333336,36.42910308732781,100.0,1.0,Medium,2.0
682,3224,33.314101923845875,32,33.47580357142857,0.0,0.0,6.764585486162327,21.909763428560517,9.25030590205437,33.89638426814618,32.548189472202544,28.989854521912648,28.537519460193174,62.5,13.459158415841582,60.84375,96.875,24.506295585034547,79.46902066999759,1.0,High,1.0
694,3291,31.102405786677927,18,28.61857142857143,0.0,0.0,7.4284500493029855,14.62204050495819,9.107338895728903,18.564111367967538,50.231615435327186,31.20045666806656,38.99439861904045,0.0,7.810781078107809,64.16666666666667,100.0,26.89406187310926,100.0,1.0,High,1.0
711,3345,27.615878414180525,16,29.207916666666666,0.0,43.75,5.895948541787283,18.114030366030658,8.395774845804747,9.514609744070034,13.276039964097828,12.981132317900434,19.08450162478931,0.0,13.11881188118812,45.375,100.0,30.119149342624354,93.02113933192894,1.0,Medium,2.0
733,3406,25.075381356585368,16,32.12357142857143,0.0,0.0,10.450241737425362,4.00894179824826,9.595329898422769,8.993339526905238,16.607365565685917,51.203270046427846,47.08105086562205,0.0,13.490099009900991,33.0,100.0,30.119149342624354,44.5337424855316,1.0,Low,3.0
758,3518,14.990244912984387,11,44.27666666666665,0.0,0.0,4.9264172092048995,1.1487313259472551,9.482119174409757,7.024492331683805,20.145317167146786,11.074147973166118,26.136874011675797,0.0,0.9900990099009903,33.0,33.0,14.201400811593725,34.43765292635437,1.0,Low,3.0
762,3536,20.28187478738966,16,36.39714285714285,0.0,15.625,5.663015949577576,3.943892944298418,27.49168917970178,26.465773040034776,2.6609306631631657,3.8904299422890714,42.56367969967925,0.0,1.980198019801981,18.5625,66.0,45.76221972536169,27.503524577184045,0.0,Low,3.0
777,3589,20.925520306592702,60,29.65895238095235,0.0,0.0,25.234831495384565,0.7776616778760951,10.292344572417843,3.3843543235805402,77.16155505394653,51.825022877427244,17.296142488153592,0.0,2.4587458745874575,46.75,33.0,14.38009922375001,22.588614937406884,1.0,Low,3.0
778,3590,20.83557349111024,19,28.71285714285715,0.0,0.0,27.877842251353538,1.3441847199164831,10.30018532598815,3.02262126410415,86.15560459763775,51.90170172172408,24.7407552236055,0.0,2.553413236060448,66.0,6.947368421052632,15.534899093255637,8.277742860208333,1.0,Low,3.0
779,3591,22.440819642012055,25,28.71285714285715,0.0,0.0,28.482417605292852,0.8956829265800181,10.273443255052607,2.9745325804379883,83.42785791927228,51.192490647995264,24.91358368946213,0.0,2.3762376237623775,66.0,26.4,14.694069719457374,18.709941162022854,1.0,Low,3.0
783,3649,32.176395591904644,18,24.849761904761905,14.666666666666666,0.0,97.03631328973604,0.7501679079003286,42.85770152279574,1.2057678272012646,40.325985692899415,80.88867859003112,28.63356851449886,0.0,3.0803080308030815,66.0,66.0,34.553138623290025,13.974270899889927,0.0,High,1.0
789,3660,17.047074302957466,23,29.144813664596274,0.0,19.565217391304348,3.75360330392796,27.42941069482097,6.733475061283734,3.9956845438066644,4.061544980036745,5.267542507077571,4.213303887305853,17.391304347826086,19.629789065863104,33.0,52.08695652173913,27.864761098764546,18.61578177896646,0.43478260869565216,Low,3.0
790,3662,18.4748546180186,18,23.904285714285717,0.0,0.0,3.22864363181523,3.7398506004298135,5.883970640702414,27.739877392451433,4.34977285486181,2.8744605122246183,56.840804748919446,0.0,18.81188118811881,27.5,0.0,68.18994203203971,52.53418457244861,0.0,Low,3.0
802,3690,16.625907058360564,23,44.27666666666665,0.0,0.0,3.543969484999671,1.4517244485685565,9.168528609850524,7.303671378659381,7.4299428778769006,7.62539809893045,76.45245523518761,0.0,0.9900990099009906,21.52173913043478,33.0,14.181874103238043,39.06844388945547,1.0,Low,3.0
808,3703,27.282900953033575,15,34.258936507936504,0.0,0.0,6.392843408781321,3.37293268952544,33.152332080532474,11.03486237139949,3.0153620559194305,5.736454691632786,66.3886330747587,0.0,25.742574257425737,33.0,66.0,48.431484110625284,100.0,1.0,Medium,2.0
809,3704,23.7285981883311,12,34.86107142857143,0.0,50.0,5.41178881966328,4.429242304159281,26.962207364237315,29.791543608803753,2.6851232931333784,3.4645478515440993,22.783912531827102,0.0,22.77227722772278,22.0,66.0,47.10558565016669,41.39027093346853,0.0,Low,3.0
864,3986,29.416629019749692,18,20.97055555555555,0.0,0.0,6.221497717465778,43.71367018618993,73.96088007765735,7.923092083165735,1.889938540350004,6.5223316138405085,65.86315545195379,0.0,10.891089108910897,66.0,66.0,86.53834569869144,14.171508282214123,0.0,Medium,2.0
868,3997,30.55304152996777,17,33.284285714285716,0.0,0.0,8.818469422816735,7.782895888736537,9.37982752690827,12.359527138311352,22.859811798347042,51.86290294473514,85.84121618731295,0.0,22.77227722772278,33.0,100.0,36.42910308732781,64.4583475429801,1.0,High,1.0
878,4050,22.401101790718645,15,33.284285714285716,0.0,0.0,8.62880210461791,7.382113638936177,8.614161590370887,12.704624362953885,16.907581512236106,15.683363630751634,17.132550528596298,0.0,73.86138613861385,13.2,0.0,51.01875943013577,100.0,1.0,Low,3.0
884,4086,22.922707728016807,13,34.98285714285714,0.0,26.923076923076923,6.126724290922135,1.754550403981114,25.281970203946077,27.710741831252747,2.762149242014412,3.8359236534232846,16.514790570952954,0.0,37.62376237623762,33.0,76.46153846153847,46.72123052607172,27.06400802199431,0.0,Low,3.0
908,4207,9.266184206906082,15,42.61857142857143,0.0,0.0,1.898514239486366,2.6242923404957432,6.916530689803296,3.094294980209366,1.2524523652963717,1.9402045999522597,25.16343364476774,0.0,0.9900990099009905,0.0,33.0,14.145261525071156,14.615292486942634,0.0,Low,3.0
915,4216,24.995795490747234,316,32.57985834840267,0.0,33.860759493670884,5.209053643058166,3.7904248249596133,31.78823339167596,28.392280600624982,3.4680107216685037,4.309842522455636,65.15540267574897,0.0,12.648828173956677,20.050632911392405,65.16455696202532,46.42360454931771,47.09123903299819,0.3227848101265823,Low,3.0
935,4293,27.51519963772814,19,28.61857142857143,0.0,0.0,2.6578608494578475,13.803417480110772,30.981468412748743,16.561389824885623,1.6481721333160966,2.1301731404493927,71.14141267380307,0.0,5.94059405940594,33.0,66.0,99.82845491419901,67.93167928670229,0.0,Medium,2.0
940,4308,24.480605355622593,64,32.603147321428565,0.0,0.0,8.849582402706215,5.309179386360847,9.04986432462435,11.353825524995475,44.133249566910955,30.647242239920946,55.39078464584644,0.0,27.22772277227724,33.0,0.0,35.845744689292935,98.27934281559745,1.0,Low,3.0
975,4470,24.80062391163452,68,22.374534313725473,0.0,27.941176470588236,10.874556282235096,32.87038060463678,56.980314777665065,11.90782928073127,9.534761853194553,5.319917847886149,8.222469516864479,0.0,2.096680256260921,41.26470588235294,66.0,96.86212044486972,4.560535055141559,0.0,Low,3.0
976,4471,16.555102777936444,45,28.75476190476188,0.0,0.0,14.288493891714344,18.485729491121756,21.63716059220763,47.420772781838565,23.99341093736775,10.579513593929004,39.42072896147511,0.0,0.9900990099009898,33.0,0.0,15.366912580065001,10.944060702600902,0.0,Low,3.0
986,4561,20.487435863857517,36,29.91460317460316,0.0,5.555555555555555,6.612633486485185,9.711073285763241,8.23367831735829,10.651020956070637,10.151562967366909,11.795164114841189,22.93263261955494,0.0,44.71947194719475,32.083333333333336,0.0,36.146690054573384,99.29155400901975,1.0,Low,3.0
1002,4623,15.163924606434724,31,44.27666666666665,0.0,3.225806451612903,3.4476466170426723,1.3735730972587774,9.122723062026662,6.568732406907236,7.246901774597836,7.565279218630401,62.46818062502965,0.0,0.9900990099009908,24.483870967741936,33.0,14.26480713510527,24.588506670434594,1.0,Low,3.0
1003,4625,12.615893159444068,51,33.69700280112046,0.0,0.0,2.082862024665122,2.911392084217467,10.01838070594495,2.192211335746422,1.1498460403177941,1.63591220726342,28.400281821818616,0.0,1.8637157833430391,36.23529411764706,33.0,16.370345044300425,32.29704658472029,0.0,Low,3.0
1025,4682,33.25430670848079,14,24.937023809523804,40.42857142857143,0.0,66.15909251802016,8.815284411569241,85.68324037285763,4.37915401017715,4.9612282359168,63.834813492825624,5.27743748273245,7.142857142857143,40.381895332390386,33.0,44.785714285714285,96.24713003208078,6.035464780455636,0.0,High,1.0
1029,4694,30.5481691025151,62,31.553456221198143,0.0,0.0,8.452304252985291,10.750356247516365,9.324663990868245,13.676178211762377,23.305925609055684,50.56954831489135,86.92063631555948,0.0,22.772277227722746,33.0,100.0,36.42910308732781,62.01625616135409,1.0,High,1.0
1046,4801,26.923295437467353,32,28.61857142857141,0.0,0.0,2.7264587716413535,15.608975040666577,29.086277961250918,22.61804391305959,1.6851756581504833,2.1192655699396745,56.004255374519545,15.625,5.940594059405944,33.0,66.0,99.82845491419901,51.91165430807308,0.0,Medium,2.0
1048,4805,25.446177280149616,37,11.630630630630623,0.0,0.0,3.6242125986715528,3.6664421179936695,22.76304051500258,4.884712716162997,2.4593284170352616,1.9815897944482082,18.169571522828562,100.0,5.940594059405945,33.0,66.0,99.82845491419901,33.19025919601541,0.0,Medium,2.0
1049,4806,29.727609232871426,50,20.719633333333327,0.0,0.0,3.70482427147322,22.010078832319437,18.627784278968434,6.659972280115779,2.245075632374904,1.904487314392106,28.03670515272021,100.0,5.940594059405948,33.0,66.0,99.82845491419901,66.96413765664045,0.0,Medium,2.0
1074,4936,43.64912369268972,12,32.454484126984134,100.0,0.0,85.5142282222368,5.369479278127408,93.2243652505919,3.1413376728413858,2.614207661652896,100.0,11.1837482045852,0.0,17.326732673267323,66.0,66.0,89.25578619631018,26.30160979643829,0.8333333333333334,High,1.0
1077,4942,30.149788782897108,24,21.32041666666666,0.0,0.0,6.01772399610968,51.07550163493275,73.55184853803503,8.481248537965016,1.8679490511725563,6.278258659003984,79.81805442232313,0.0,10.891089108910897,66.0,66.0,86.53834569869144,4.556184212542738,0.0,Medium,2.0
1086,4962,17.535480222273403,11,44.27666666666665,0.0,0.0,3.6924395348114816,1.5409180968171887,9.225911090009408,8.447215138751401,7.644913179073861,7.899519418997744,63.046488328975926,0.0,0.9900990099009903,27.0,33.0,14.191193668589621,59.61231942378019,1.0,Low,3.0
1087,4963,17.61946843385631,12,44.27666666666665,0.0,0.0,4.016016449236547,1.3490971602122928,9.301432844902752,8.273554016777732,9.60272054481857,9.028311394183882,58.17928631163709,0.0,1.7326732673267327,30.25,33.0,14.20388107913917,58.69785520679952,1.0,Low,3.0
1095,4995,27.51137793062908,13,20.57333333333333,0.0,0.0,5.579295351948015,26.489843632491105,72.10100376491503,10.323411773331998,1.8504817987962363,5.669279882935781,63.39592732495404,0.0,13.17593297791318,66.0,66.0,86.53834569869142,2.485191350755056,0.0,Medium,2.0
1105,5073,25.414186664268204,24,29.129285714285704,0.0,0.0,8.211866252347408,20.726289574353537,7.58957530030775,12.750670293609064,14.258848657671019,8.710429939189968,17.132550581698116,0.0,100.0,33.0,0.0,69.57518288039547,85.54228743443319,1.0,Medium,2.0
1117,5124,29.37191995781198,12,21.169166666666662,0.0,0.0,6.104578636530344,41.13521659571962,73.27586403978593,8.30360145018704,1.8940035315730082,6.558687997339309,79.59497424883239,0.0,10.891089108910892,66.0,66.0,86.5383456986914,2.4851913507550556,0.0,Medium,2.0
1118,5125,27.801562543753146,17,21.83509803921568,0.0,0.0,5.775286546240996,11.612234124748575,72.38241501615306,9.32603464540921,1.881381702969414,5.9285287191490585,77.18046156027061,0.0,17.880023296447288,66.0,66.0,86.53834569869143,2.4851913507550565,0.0,Medium,2.0
1130,5165,24.206324447915815,118,27.609794188861937,0.2796610169491525,0.0,54.584374538507625,8.017401836544245,13.296076163263576,6.324583153252659,54.46079000655243,41.436673047375336,26.169184448370164,0.0,19.986574928679318,64.17796610169492,33.0,16.788853912934048,21.169257823667614,0.0,Low,3.0
1137,5179,25.844575826146826,14,28.618571428571432,0.0,0.0,2.6838922316771012,54.68835078614883,32.20475394080816,18.084231357759354,1.6842011530041359,2.127306677038555,46.32417244809012,0.0,5.94059405940594,33.0,66.0,99.82845491419901,22.3286842216466,0.0,Medium,2.0
1145,5220,22.985170696769167,21,28.71285714285715,0.0,0.0,34.81332968288931,0.9221885161317245,10.306820732894156,2.879543022266119,85.2835116667638,57.27502525810641,25.248416555238812,0.0,2.5459688826025473,66.0,23.571428571428573,14.785310600510472,15.418330516617614,1.0,Low,3.0
1148,5226,20.966273770581584,69,28.47571428571428,0.0,1.4492753623188406,2.2341357420604524,2.430781173528095,7.1875222664832155,12.495597223282273,2.8855047257574333,4.027823082186549,90.75071258793068,0.0,1.6932127995408224,0.0,99.5072463768116,20.12617998075727,62.19667472293357,0.0,Low,3.0
1153,5247,28.875412169919667,13,42.020219780219776,0.0,0.0,9.486044575291334,1.5976514239467643,28.945044280893732,8.803698024508225,3.5582899354875845,7.351057000460482,17.9562309697262,0.0,58.415841584158436,33.0,100.0,50.87251714402213,100.0,1.0,Medium,2.0
1156,5253,27.036594610336017,18,33.284285714285716,0.0,0.0,10.270602173264496,3.9518101218656088,9.567303696087466,9.260710601230254,17.097302786321503,50.9668235310805,50.892001314441444,0.0,15.34653465346535,33.0,100.0,31.38114009156505,67.56699908176884,1.0,Medium,2.0
1158,5259,20.184673891049414,90,35.13756613756618,0.0,0.0,6.703433898783838,16.82246444344876,7.903907494912169,16.069652870027895,7.868948646195086,10.94607715980746,30.98334501556786,0.0,84.09240924092414,0.36666666666666664,0.0,60.961870364760244,45.098440318130514,1.0,Low,3.0
1171,5334,16.329073070905363,19,26.670827067669173,0.0,0.0,3.1657184539261376,0.9867480675477754,34.43285466804693,8.118773338534677,4.756071315057521,2.0347494099013743,7.692740673883641,0.0,0.9900990099009906,64.26315789473684,66.0,34.90339713920968,7.250032096071084,0.0,Low,3.0
1175,5363,31.529284105876467,27,22.388333333333325,0.0,0.0,2.8324218483640435,16.70765374949156,30.34474626502461,23.102707182294566,1.7914606896095122,2.0803761786251833,35.57383725036576,100.0,5.940594059405942,33.0,66.0,99.82845491419901,64.87796022330994,0.0,High,1.0
1189,5408,16.940082705011605,17,44.27666666666665,0.0,0.0,3.7624565937748335,1.471086917610016,9.234194976789512,8.352262523824807,8.126463817520033,8.038196374918593,63.58569681147453,0.0,0.9900990099009905,17.470588235294116,33.0,14.174982323818393,58.5586290285932,1.0,Low,3.0
1200,5434,31.180369949605673,13,20.848333333333333,0.0,0.0,5.56914488888036,70.82127551395773,72.15567158713758,10.44928452506888,1.837782552978357,5.694827313879362,79.59497332009778,0.0,10.891089108910894,66.0,66.0,86.53834569869142,2.485191350755056,0.0,High,1.0
1225,5506,31.512350660720035,21,21.4245238095238,0.0,0.0,7.382991981139169,51.3086964864813,76.73447058102788,6.28621157535252,1.9953327881565304,7.6159725871781845,91.03948745392515,0.0,10.891089108910897,66.0,66.0,86.53834569869144,10.980488501133697,0.0,High,1.0
1227,5510,29.012043180988133,58,23.221867816091954,0.0,0.0,3.4164582303946025,17.29966436178943,19.598949783797842,9.182622136860585,2.087456355609039,1.906045514425198,35.117420704276334,100.0,5.940594059405948,33.0,66.0,99.82845491419901,47.593157018960305,0.0,Medium,2.0
1239,5541,16.071530579330535,24,44.27666666666665,0.0,0.0,3.5146907437529293,1.4162004448940186,9.15331417466058,7.031793402379531,7.411700664974661,7.623895811168537,72.67949121765301,0.0,0.9900990099009906,24.75,33.0,14.187365989963077,31.109271143274565,1.0,Low,3.0
1240,5542,17.934557497146802,18,44.27666666666665,0.0,0.0,3.7233969337518023,1.3834971750635365,9.212798908208539,7.635699061858536,8.37790787740955,7.909961355509903,63.33491557228021,0.0,0.9900990099009905,29.333333333333332,33.0,14.195163113091215,63.57948094727458,1.0,Low,3.0
1242,5565,26.903274669381837,25,28.35403809523809,0.0,0.0,2.635990370381287,9.887693486817325,29.725465884087935,14.033020358797957,1.6189911368472176,2.105560472643544,39.583330265147055,16.0,5.940594059405941,33.0,66.0,99.82845491419901,81.739255666544,0.0,Medium,2.0
1243,5568,19.927077010111237,23,28.61857142857142,0.0,0.0,2.6020606335318486,21.779190194735378,38.65288842639786,13.158603286631216,1.6671551853725475,2.123211949837937,24.620281999610473,0.0,11.622901420576838,33.0,34.43478260869565,93.07026379218703,13.483321235631553,0.0,Low,3.0
1253,5629,30.376255818014375,80,21.42377083333333,0.0,0.0,6.128478700892783,6.016273684361803,72.9436868356461,8.988205653161513,1.944006751277152,5.945495299570477,99.08457260484758,0.0,18.193069306930674,66.0,66.0,86.5383456986913,26.814187719517285,0.0,Medium,2.0
1256,5653,28.75485487975173,14,34.20836734693878,0.0,50.0,5.26693305116015,35.52619262415412,28.38988128401249,36.05956565822673,2.981183384884171,3.6486688587535716,65.63653408909639,0.0,7.07213578500707,14.142857142857142,66.0,49.31988313788999,61.825475713047126,0.0,Medium,2.0
1262,5661,14.183473013752385,12,23.998571428571434,0.0,0.0,3.7916470444908885,3.038770948530839,10.052614438528225,51.00849075601547,6.406514937756682,7.994300983444561,14.009429284461325,0.0,1.9801980198019808,33.0,33.0,12.427385976364233,26.22764440207254,0.0,Low,3.0
1285,5698,25.295570973075076,48,31.34023809523808,0.0,0.0,9.37845171133207,5.455797063257311,8.938867287293688,9.528458696692947,40.54986166100121,29.8120868945721,52.71382407291812,0.0,53.21782178217821,33.0,0.0,35.16515989158558,95.62856841313187,1.0,Medium,2.0
1287,5716,31.362881439517107,13,28.712857142857146,38.23076923076923,0.0,70.3338464198774,0.767337962557638,10.453226302813404,2.961304254795606,89.38470106700775,88.48695406823776,26.536233825068926,0.0,9.900990099009901,66.0,33.0,14.343442595184227,22.694440064094717,1.0,High,1.0
1296,5749,27.082330597982335,13,28.98124542124542,0.0,0.0,13.287282655409808,12.800078489961116,8.401169205015993,26.671488644512124,12.3292140202666,15.902375745627698,16.720710215148024,0.0,100.0,33.0,0.0,69.57518288039547,95.64854229013507,1.0,Medium,2.0
1301,5803,42.9912661892126,21,30.37213151927437,95.23809523809524,0.0,91.28484206820534,4.483079020073733,93.69407834900451,2.9197827499719886,2.5379224050986595,99.09776618750469,9.399107583086202,0.0,20.320603488920327,64.42857142857143,66.0,88.43943253404707,19.644846455548016,0.8095238095238095,High,1.0
1302,5805,30.464732107022435,33,21.71166666666667,0.0,0.0,5.63381501864017,50.138500865218234,72.4890195355046,10.074402818808705,1.8343191250076878,5.723238098775197,87.91612542538019,0.0,10.891089108910892,66.0,66.0,86.53834569869146,2.485191350755058,0.0,High,1.0
1303,5806,28.575680021944066,12,20.57333333333333,0.0,0.0,5.900127648755652,19.154917500959,72.91021780221594,8.967953806536466,1.876369890400655,6.205394331863457,89.70793987868319,0.0,10.891089108910892,66.0,66.0,86.5383456986914,2.4851913507550556,0.0,Medium,2.0
1304,5807,28.95813678833368,13,20.848333333333333,0.0,0.0,5.739486546530511,25.82642395089552,72.45412354487563,9.605429605183513,1.8604101838469946,5.9454186770516975,89.13593661326422,0.0,10.891089108910894,66.0,66.0,86.53834569869142,2.485191350755056,0.0,Medium,2.0
1305,5808,28.079710340158186,16,22.03083333333333,0.0,0.0,5.820576596091651,7.633784415819801,72.42658937644026,9.007607013368352,1.9005732679206375,5.8323388306622155,82.80744635152745,0.0,20.792079207920786,66.0,66.0,86.53834569869143,2.4851913507550565,0.0,Medium,2.0
1306,5811,23.3124812225715,11,33.284285714285716,51.09090909090909,0.0,16.035235536527672,8.589463571474086,9.596232226137504,6.230657142300735,13.988899257354683,94.22482016797984,21.999752257271915,0.0,29.252925292529252,33.0,0.0,35.79271210765341,19.91380719672005,1.0,Low,3.0
1321,5899,17.559467517981876,18,44.27666666666665,0.0,0.0,3.97191506283702,1.3449127032305732,9.288696641155667,8.173994551213761,9.450244895455215,8.752235310704956,56.93995208892001,0.0,3.4653465346534658,27.5,33.0,14.215906068581056,60.57160976429168,1.0,Low,3.0
1322,5900,13.972129371177342,30,33.284285714285716,0.0,16.666666666666668,4.984962035563684,3.3787284576028416,8.897721070799765,10.538133041081307,59.95678092887872,15.524640469573024,14.306869526983894,0.0,0.9900990099009908,0.0,33.0,14.806293646111564,7.21888937138923,0.0,Low,3.0
1325,5916,9.198080975205228,11,42.618571428571435,0.0,0.0,1.8719640443355763,2.734860225516622,6.861458046278677,3.1932156031421712,1.2426921180899162,1.9567043521771117,27.597034415629082,0.0,0.9900990099009903,0.0,33.0,14.145261525071152,10.957434834570902,0.0,Low,3.0
1330,5937,28.53425628839963,14,20.828690476190474,0.0,0.0,6.072478119219421,19.74678665839097,74.1667282108216,8.117526804225635,1.860284098972303,6.237334914551437,59.64524202499375,0.0,10.891089108910894,66.0,66.0,86.53834569869142,30.44359449942607,0.0,Medium,2.0
1342,5986,33.31231589167551,23,28.50788819875777,89.78260869565217,0.0,57.43408717530454,19.559454639703468,14.893579361035753,1.995276603466797,12.45770884484253,98.12391571489317,43.86336332121907,0.0,3.5299182092122265,63.130434782608695,33.0,13.796589786671785,52.92222893344007,0.9130434782608695,High,1.0
1347,5999,35.56082678064366,13,28.712857142857146,100.0,0.0,75.6974312131557,13.407489808954749,14.662909493495492,1.996242049091511,7.954665692696949,100.0,30.997836056941612,0.0,40.59405940594059,66.0,33.0,13.728793609002707,42.22094401816208,1.0,High,1.0
1352,6025,17.202345387910622,19,44.27666666666665,0.0,0.0,3.8447763802812243,1.4092551692042359,9.25733482065291,8.273898838261863,8.644324007119351,8.223801948246674,63.90892173401403,0.0,1.459093277748828,17.36842105263158,33.0,14.179329702033975,61.39170260970856,1.0,Low,3.0
1353,6026,16.82611303896348,11,44.27666666666665,0.0,0.0,3.9271121132549704,1.3977053835503073,9.28538016317759,8.500372247978127,8.980236009679803,8.491461544582675,61.01848699552643,0.0,2.6102610261026107,12.0,33.0,14.181294446909892,61.5488320259866,1.0,Low,3.0
1356,6029,18.90342011575889,31,34.53142857142858,0.0,0.0,5.411906182030723,13.380961797562573,8.954731356775246,13.999481491967973,15.070379900034293,15.325184228172857,38.433100613174325,0.0,3.1938677738741625,0.0,100.0,18.57077801886814,35.582901918253285,0.0,Low,3.0
