,Uid,UserDays
260,-155.75226_19.10615,0
261,-155.75168_19.10634,0
262,-155.75156_19.10597,0
263,-155.73831_19.12813,0
264,-155.77563_19.06201,0
265,-155.74349_19.10436,0
266,-155.74342_19.10418,0
267,-155.89931_19.20604,3
268,-155.78280_19.12661,1
269,-155.62678_19.05496,0
270,-155.74092_19.10926,0
271,-155.76515_19.08167,0
272,-155.78403_19.10485,0
273,-155.78440_19.10474,0
274,-155.78477_19.10462,0
275,-155.75421_19.11317,0
276,-155.74546_19.12172,0
277,-155.74485_19.09482,0
278,-155.86127_19.19667,0
279,-155.74610_19.09318,0
280,-155.76994_19.10542,1
281,-155.76890_19.09458,0
282,-155.75639_19.08628,0
283,-155.903_19.20544,3
284,-155.90313_19.20533,3
285,-155.90350_19.20498,3
286,-155.90363_19.20487,3
287,-155.90381_19.20457,3
288,-155.76226_19.08907,0
289,-155.79800_19.10028,0
290,-155.79954_19.09961,0
291,-155.75819_19.11781,0
292,-155.89829_19.20432,0
293,-155.89783_19.20851,1
294,-155.89389_19.20453,0
295,-155.90310_19.20290,3
296,-155.58881_19.06075,0
297,-155.78010_19.13318,0
298,-155.79775_19.10036,0
299,-155.79922_19.09875,0
300,-155.76820_19.09604,0
301,-155.76814_19.09586,0
302,-155.75854_19.14704,1
303,-155.78719_19.11684,0
304,-155.78731_19.11717,0
305,-155.78134_19.10089,0
306,-155.88636_19.20217,0
307,-155.76778_19.08399,0
308,-155.78223_19.11743,0
309,-155.76343_19.10017,0
310,-155.74920_19.08827,0
311,-155.75471_19.11795,0
312,-155.90254_19.20601,3
313,-155.90225_19.20660,1
314,-155.76870_19.10107,1
315,-155.76661_19.11478,0
316,-155.74372_19.09773,0
317,-155.90204_19.20723,1
318,-155.90167_19.20759,1
319,-155.90116_19.20804,1
320,-155.90064_19.20845,1
321,-155.90034_19.20862,1
322,-155.74852_19.09363,0
323,-155.77078_19.11413,1
324,-155.78781_19.11852,1
325,-155.58466_19.06016,0
326,-155.63352_19.03164,0
327,-155.63436_19.03086,0
328,-155.76651_19.12318,1
329,-155.73640_19.11284,0
330,-155.60722_19.06551,0
331,-155.76422_19.10046,1
332,-155.76353_19.10493,0
333,-155.79527_19.10630,0
334,-155.79295_19.11077,0
335,-155.79325_19.11039,0
336,-155.78379_19.10008,0
337,-155.77351_19.09689,0
338,-155.66096_19.01338,10
339,-155.78296_19.04337,0
340,-155.78288_19.12760,1
341,-155.76958_19.10096,1
342,-155.75452_19.13926,0
343,-155.77759_19.09370,0
344,-155.77687_19.09434,0
345,-155.89984_19.20761,1
346,-155.90035_19.20697,1
347,-155.74769_19.11133,0
348,-155.89977_19.20575,3
349,-155.75648_19.09488,0
350,-155.77800_19.07773,0
351,-155.74700_19.09654,0
352,-155.75835_19.11712,0
353,-155.87326_19.21588,0
354,-155.76568_19.13724,1
355,-155.74990_19.11560,0
356,-155.78516_19.11804,0
357,-155.75203_19.07733,0
358,-155.77346_19.09328,0
359,-155.78917_19.11124,0
360,-155.74652_19.10625,0
361,-155.76817_19.10035,1
362,-155.90089_19.20635,1
363,-155.78056_19.09109,0
364,-155.76444_19.09000,1
365,-155.76474_19.09071,1
366,-155.75352_19.08174,0
367,-155.75278_19.08203,0
368,-155.76655_19.09012,1
369,-155.76584_19.09076,1
370,-155.78454_19.09696,0
371,-155.88934_19.20804,1
372,-155.74253_19.11358,0
373,-155.73794_19.13113,0
374,-155.65942_19.04497,10
375,-155.78007_19.10819,0
376,-155.78043_19.10645,0
377,-155.77504_19.09453,0
378,-155.78843_19.10926,0
379,-155.81266_19.05637,0
380,-155.74289_19.12050,0
381,-155.76773_19.10686,1
382,-155.74154_19.10460,0
383,-155.74167_19.10496,0
384,-155.74169_19.10578,0
385,-155.78444_19.11603,0
386,-155.76064_19.10710,0
387,-155.75125_19.13011,0
388,-155.77648_19.11851,0
389,-155.77346_19.09443,0
390,-155.77163_19.09576,0
391,-155.76301_19.12024,0
392,-155.76314_19.12060,0
393,-155.74524_19.10614,0
394,-155.74549_19.10605,0
395,-155.88455_19.21401,1
396,-155.89999_19.20315,3
397,-155.89990_19.20339,3
398,-155.76646_19.12035,0
399,-155.79059_19.11249,1
400,-155.73711_19.10725,0
401,-155.73689_19.10747,0
402,-155.75030_19.09477,0
403,-155.48982_19.23782,3
404,-155.74418_19.09639,0
405,-155.7751_19.09247,0
406,-155.62941_19.05141,0
407,-155.63379_19.04707,0
408,-155.89569_19.20532,0
409,-155.77499_19.12691,0
410,-155.77747_19.11778,0
411,-155.77722_19.12545,0
412,-155.77443_19.10360,0
413,-155.77393_19.10222,0
414,-155.86402_19.16675,0
415,-155.90101_19.20603,3
416,-155.78689_19.10001,0
417,-155.73681_19.12780,0
418,-155.75618_19.09669,0
419,-155.77641_19.08730,0
420,-155.89787_19.20352,0
421,-155.58041_19.05895,0
422,-155.89524_19.20497,0
423,-155.90316_19.20446,3
424,-155.89648_19.20371,0
425,-155.57969_19.06121,0
426,-155.75196_19.13211,0
427,-155.75207_19.13242,0
428,-155.75218_19.13274,0
429,-155.76060_19.13422,1
430,-155.63455_19.03973,0
431,-155.77858_19.12395,0
432,-155.77214_19.10057,0
433,-155.77820_19.11049,0
434,-155.78311_19.08994,0
435,-155.78596_19.10139,0
436,-155.75118_19.10813,0
437,-155.75147_19.10561,0
438,-155.63224_19.03268,0
439,-155.74332_19.11901,0
440,-155.76704_19.08616,0
441,-155.79370_19.09450,0
442,-155.79433_19.09618,0
443,-155.79445_19.09650,0
444,-155.77537_19.08512,0
445,-155.75123_19.11398,0
446,-155.77079_19.11532,1
447,-155.58585_19.06000,0
448,-155.77136_19.11272,1
449,-155.77447_19.11791,0
450,-155.73804_19.10547,0
451,-155.75512_19.08996,0
452,-155.78899_19.11537,1
453,-155.79030_19.11381,1
454,-155.75651_19.11961,0
455,-155.78851_19.09328,0
456,-155.78944_19.09369,0
457,-155.78956_19.09401,0
458,-155.78968_19.09433,0
459,-155.89497_19.20773,1
460,-155.89500_19.20812,1
461,-155.75719_19.11957,0
462,-155.73691_19.11142,0
463,-155.73650_19.11155,0
464,-155.79547_19.11000,0
465,-155.76182_19.11240,0
466,-155.76746_19.08870,1
467,-155.63247_19.04598,0
468,-155.80017_19.09687,0
469,-155.62775_19.03179,0
470,-155.78811_19.10578,0
471,-155.77314_19.10679,0
472,-155.78287_19.09002,0
473,-155.76506_19.12476,1
474,-155.76261_19.12557,0
475,-155.73981_19.10622,0
476,-155.75178_19.07954,0
477,-155.78076_19.11456,0
478,-155.79515_19.07321,0
479,-155.77362_19.08455,0
480,-155.79344_19.05065,0
481,-155.75817_19.13501,0
482,-155.77358_19.08771,0
483,-155.77566_19.09942,0
484,-155.77521_19.10355,0
485,-155.77546_19.10413,0
486,-155.64575_18.98297,0
487,-155.78407_19.10081,0
488,-155.79822_19.09711,0
489,-155.62473_19.04211,0
490,-155.47356_19.20104,0
491,-155.75789_19.10146,0
492,-155.77299_19.11047,0
493,-155.75394_19.09051,0
494,-155.61220_19.06763,0
495,-155.58746_19.05968,0
496,-155.58789_19.05991,0
497,-155.76289_19.10773,0
498,-155.77431_19.08747,0
499,-155.75672_19.09479,0
500,-155.77662_19.05680,0
501,-155.73462_19.11362,0
502,-155.73474_19.11393,0
503,-155.79164_19.11044,1
504,-155.77401_19.10130,0
505,-155.76773_19.11786,1
506,-155.76784_19.11818,1
507,-155.76475_19.10831,0
508,-155.90082_19.20763,1
509,-155.90146_19.20707,1
510,-155.77581_19.12161,0
511,-155.77404_19.12166,0
512,-155.72099_19.14397,0
513,-155.77067_19.11842,1
514,-155.77637_19.14476,0
515,-155.76480_19.12070,0
516,-155.77455_19.10392,0
517,-155.76835_19.06094,0
518,-155.76150_19.12249,0
519,-155.76496_19.11001,0
520,-155.76461_19.10905,0
521,-155.87117_19.29193,0
522,-155.79263_19.10430,1
523,-155.74380_19.09535,0
524,-155.73986_19.10961,0
525,-155.76590_19.09651,1
526,-155.78544_19.10573,0
527,-155.78521_19.11477,0
528,-155.80328_19.10214,0
529,-155.76538_19.11587,0
530,-155.75437_19.11688,0
531,-155.76710_19.11615,1
532,-155.75229_19.08329,0
533,-155.76237_19.09538,0
534,-155.74485_19.09743,0
535,-155.74442_19.09703,0
536,-155.78021_19.11192,0
537,-155.76983_19.10169,1
538,-155.79770_19.09871,0
539,-155.79666_19.09923,1
540,-155.65883_19.04186,0
541,-155.77016_19.10265,0
542,-155.78000_19.12214,0
543,-155.58302_19.06011,0
544,-155.74197_19.11534,0
545,-155.75311_19.08818,0
546,-155.63278_19.04940,0
547,-155.78047_19.10442,0
548,-155.76374_19.10663,0
549,-155.76350_19.09501,0
550,-155.76326_19.09437,0
551,-155.74871_19.09795,0
552,-155.74915_19.09727,0
553,-155.74498_19.12890,0
554,-155.77241_19.11221,0
555,-155.79639_19.09414,0
556,-155.77785_19.12052,0
557,-155.77267_19.08783,0
558,-155.76173_19.09695,0
559,-155.79141_19.10980,1
560,-155.74755_19.09242,0
561,-155.77200_19.12777,0
562,-155.72133_19.14048,0
563,-155.72182_19.14032,0
564,-155.75323_19.09193,0
565,-155.74382_19.09886,0
566,-155.77857_19.13315,0
567,-155.78095_19.08892,0
568,-155.74494_19.10193,0
569,-155.78162_19.10162,0
570,-155.78174_19.10193,0
571,-155.77191_19.12948,0
572,-155.77198_19.12856,0
573,-155.74072_19.11193,0
574,-155.77843_19.11267,0
575,-155.77786_19.11302,0
576,-155.63646_19.03956,0
577,-155.80062_19.09925,0
578,-155.74327_19.10812,0
579,-155.75824_19.10241,0
580,-155.78765_19.05586,0
581,-155.75336_19.12514,0
582,-155.77408_19.09186,0
583,-155.77395_19.09149,0
584,-155.75558_19.11968,0
585,-155.75519_19.11990,0
586,-155.78160_19.12664,1
587,-155.75157_19.14315,0
588,-155.78497_19.12228,0
589,-155.57530_19.06396,0
590,-155.63131_19.04421,0
591,-155.77455_19.09637,0
592,-155.79345_19.11209,0
593,-155.78096_19.05879,0
594,-155.78264_19.11525,0
595,-155.78742_19.10654,0
596,-155.75947_19.12139,0
597,-155.78917_19.09299,0
598,-155.76898_19.10267,1
599,-155.74715_19.09123,0
600,-155.75050_19.10817,0
601,-155.75593_19.11151,0
602,-155.75368_19.10569,0
603,-155.75810_19.08348,0
604,-155.79140_19.09319,0
605,-155.48177_19.20290,3
606,-155.76022_19.10025,0
607,-155.78311_19.11014,0
608,-155.78318_19.11032,0
609,-155.76959_19.10436,1
610,-155.77584_19.11073,0
611,-155.75105_19.09798,0
612,-155.78063_19.11419,0
613,-155.77702_19.11654,0
614,-155.77715_19.11692,0
615,-155.81167_19.05397,0
616,-155.76290_19.12632,0
617,-155.77879_19.11397,0
618,-155.77093_19.10244,0
619,-155.77575_19.12488,0
620,-155.78702_19.10038,0
621,-155.76494_19.14289,0
622,-155.86935_19.19793,0
623,-155.76991_19.14204,1
624,-155.74576_19.09960,0
625,-155.75568_19.13159,0
626,-155.75530_19.08664,0
627,-155.77290_19.10462,0
628,-155.75366_19.14449,0
629,-155.76952_19.12171,1
630,-155.76464_19.08542,0
631,-155.88171_19.20601,1
632,-155.74400_19.10123,0
633,-155.74376_19.10130,0
634,-155.75907_19.13745,1
635,-155.78261_19.12039,0
636,-155.80129_19.09919,0
637,-155.76971_19.09378,0
638,-155.75938_19.12266,0
639,-155.74495_19.10943,0
640,-155.79851_19.10433,0
641,-155.60886_19.04232,0
642,-155.79249_19.09291,0
643,-155.74800_19.11788,0
644,-155.74480_19.14792,0
645,-155.75347_19.10334,0
646,-155.77096_19.08755,0
647,-155.74517_19.09910,0
648,-155.74586_19.09834,0
649,-155.72066_19.14052,0
650,-155.73210_19.11750,0
651,-155.73245_19.11846,0
652,-155.73288_19.11778,0
653,-155.75399_19.10157,0
654,-155.58143_19.06194,0
655,-155.74410_19.09347,0
656,-155.77955_19.04279,0
657,-155.75173_19.09538,0
658,-155.75441_19.08089,0
659,-155.75485_19.08021,0
660,-155.77090_19.11907,1
661,-155.66318_18.99860,10
662,-155.76155_19.10061,0
663,-155.76135_19.10841,0
664,-155.76208_19.10817,0
665,-155.78622_19.11751,1
666,-155.62065_19.05710,0
667,-155.77279_19.08815,0
668,-155.72759_19.12689,0
669,-155.75773_19.12886,0
670,-155.76511_19.10286,1
671,-155.76155_19.08797,0
672,-155.75333_19.08124,0
673,-155.75305_19.08161,0
674,-155.77798_19.04917,0
675,-155.76603_19.11309,0
676,-155.76482_19.08445,0
677,-155.79808_19.10647,0
678,-155.78969_19.11155,1
679,-155.78963_19.11137,1
680,-155.77809_19.11379,0
681,-155.77510_19.13792,0
682,-155.77278_19.03341,0
683,-155.58589_19.06126,0
684,-155.77416_19.11181,0
685,-155.77441_19.11173,0
686,-155.75812_19.10209,0
687,-155.76230_19.10602,0
688,-155.77004_19.13498,0
689,-155.77283_19.13180,0
690,-155.77547_19.12065,0
691,-155.61915_19.05464,0
692,-155.77921_19.08865,0
693,-155.78527_19.10821,0
694,-155.78601_19.10797,0
695,-155.78423_19.10237,0
696,-155.73580_19.10974,0
697,-155.63009_19.03450,0
698,-155.77691_19.08415,0
699,-155.75189_19.07835,0
700,-155.79362_19.10773,0
701,-155.76749_19.12054,1
702,-155.77781_19.09155,0
703,-155.75558_19.08221,0
704,-155.75133_19.12067,0
705,-155.79962_19.10098,0
706,-155.75171_19.14219,0
707,-155.79100_19.10026,0
708,-155.78693_19.10526,0
709,-155.75756_19.08691,0
710,-155.76303_19.09400,0
711,-155.47971_19.20237,3
712,-155.76934_19.09274,0
713,-155.76945_19.09305,0
714,-155.75545_19.09468,0
715,-155.76654_19.10345,1
716,-155.76894_19.10179,1
717,-155.75554_19.13534,0
718,-155.62782_19.03518,0
719,-155.75441_19.09780,0
720,-155.78168_19.11926,0
721,-155.75435_19.12789,0
722,-155.77644_19.09030,0
723,-155.77678_19.08853,0
724,-155.75093_19.13581,0
725,-155.75467_19.10760,0
726,-155.79424_19.35614,0
727,-155.90248_19.47015,14
728,-155.90228_19.46968,14
729,-155.90171_19.47004,6
730,-155.90186_19.47047,6
731,-155.92529_19.45954,1
732,-155.90060_19.46598,0
733,-155.90018_19.46548,0
734,-155.90021_19.46498,0
735,-155.89387_19.49067,5
736,-155.93761_19.56123,94
737,-155.21537_19.42236,9
738,-155.19116_19.44071,0
739,-155.22399_19.43176,0
740,-155.23520_19.42957,0
741,-155.23497_19.43003,0
742,-155.76266_19.08757,0
743,-155.75278_19.09710,0
744,-155.74591_19.09017,0
745,-155.74402_19.11772,0
746,-155.76350_19.08176,1
747,-155.76564_19.12821,1
748,-155.78522_19.09408,0
749,-155.75189_19.09916,0
750,-155.75083_19.12560,0
751,-155.78066_19.11802,0
752,-155.76088_19.08429,1
753,-155.74945_19.08902,0
754,-155.77351_19.09913,0
755,-155.77297_19.09949,0
756,-155.76006_19.12189,0
757,-155.61004_19.06582,0
758,-155.74918_19.08708,0
759,-155.73399_19.13098,0
760,-155.76850_19.09041,0
761,-155.76864_19.09192,0
762,-155.76532_19.09252,1
763,-155.47378_19.19815,0
764,-155.76091_19.09343,0
765,-155.77744_19.12715,0
766,-155.67222_19.06298,10
767,-155.77820_19.06910,0
768,-155.76282_19.11172,0
769,-155.76202_19.12837,0
770,-155.75116_19.09715,0
771,-155.78726_19.09753,0
772,-155.75367_19.13693,0
773,-155.76898_19.11490,1
774,-155.76944_19.11503,1
775,-155.76286_19.11872,0
776,-155.75380_19.10709,0
777,-155.62954_19.03196,0
778,-155.77156_19.08993,0
779,-155.76457_19.09693,1
780,-155.79712_19.10382,0
781,-155.62382_19.04708,0
782,-155.63664_19.03450,0
783,-155.77285_19.14666,0
784,-155.60964_19.04248,0
785,-155.74077_19.12293,0
786,-155.74088_19.12325,0
787,-155.75330_19.08450,0
788,-155.80146_19.10157,0
789,-155.75588_19.14297,1
790,-155.76957_19.09005,0
791,-155.64372_19.04207,1
792,-155.74342_19.11049,0
793,-155.78613_19.09218,0
794,-155.76056_19.11337,0
795,-155.76153_19.08306,1
796,-155.63365_19.03903,0
797,-155.76479_19.08937,1
798,-155.76160_19.08550,1
799,-155.75101_19.09337,0
800,-155.79493_19.09963,1
801,-155.74602_19.15352,0
802,-155.50544_19.13356,2
803,-155.76175_19.13731,1
804,-155.75985_19.13774,1
805,-155.77711_19.13262,1
806,-155.74060_19.15283,0
807,-155.75226_19.09996,0
808,-155.75239_19.10033,0
809,-155.64434_19.07384,0
810,-155.78221_19.09575,0
811,-155.77170_19.14281,0
812,-155.77296_19.09191,0
813,-155.78263_19.10772,0
814,-155.74356_19.11633,0
815,-155.74683_19.10028,0
816,-155.74590_19.10112,0
817,-155.77851_19.09902,0
818,-155.78251_19.10293,0
819,-155.78244_19.10275,0
820,-155.75998_19.09216,0
821,-155.75949_19.09232,0
822,-155.75376_19.11521,0
823,-155.75351_19.11567,0
824,-155.75414_19.11625,0
825,-155.73801_19.11987,0
826,-155.84886_19.14567,0
827,-155.78610_19.10309,0
828,-155.77165_19.09470,0
829,-155.72263_19.14416,0
830,-155.75524_19.11589,0
831,-155.75338_19.09988,0
832,-155.74199_19.12090,0
833,-155.79290_19.10573,0
834,-155.79393_19.10593,0
835,-155.79455_19.10762,0
836,-155.79467_19.10793,0
837,-155.79387_19.10764,0
838,-155.76466_19.12853,1
839,-155.76822_19.10823,1
840,-155.78063_19.11869,0
841,-155.75245_19.11357,0
842,-155.79202_19.11149,1
843,-155.77539_19.09870,0
844,-155.76197_19.09687,0
845,-155.76188_19.12356,0
846,-155.78303_19.11630,0
847,-155.74351_19.10139,0
848,-155.61291_19.06676,0
849,-155.63018_19.04769,0
850,-155.63145_19.04797,0
851,-155.80962_19.06237,0
852,-155.63415_19.04750,0
853,-155.78544_19.11652,0
854,-155.63139_19.03580,0
855,-155.75348_19.14393,0
856,-155.75337_19.14248,0
857,-155.74775_19.09862,0
858,-155.74703_19.09891,0
859,-155.75472_19.15085,0
860,-155.88649_19.31318,0
861,-155.88650_19.31302,0
862,-155.87593_19.31646,5
863,-155.88552_19.31425,5
864,-155.88674_19.31422,5
865,-155.88214_19.31548,5
866,-155.86935_19.33245,0
867,-155.88527_19.31352,0
868,-155.88639_19.31423,5
869,-155.88621_19.31423,5
870,-155.87850_19.31517,5
871,-155.88564_19.31352,0
872,-155.88566_19.31283,0
873,-155.87640_19.31592,5
874,-155.87303_19.31284,0
875,-155.87747_19.32713,2
876,-155.88723_19.31377,5
877,-155.88727_19.31414,5
878,-155.88554_19.31377,5
879,-155.87886_19.31624,5
880,-155.87180_19.32590,2
881,-155.88397_19.31337,0
882,-155.88481_19.31319,0
883,-155.88445_19.31319,0
884,-155.87392_19.30770,0
885,-155.88639_19.31377,5
886,-155.87161_19.32734,2
887,-155.87127_19.30381,0
888,-155.87019_19.30358,0
889,-155.88525_19.31455,5
890,-155.88480_19.31352,0
891,-155.88471_19.31377,5
892,-155.88434_19.31425,5
893,-155.88469_19.31425,5
894,-155.88487_19.31425,5
895,-155.88478_19.31473,5
896,-155.88528_19.31318,0
897,-155.88703_19.31267,0
898,-155.88706_19.31319,0
899,-155.88707_19.31336,0
900,-155.88717_19.31352,0
901,-155.87186_19.31642,5
902,-155.86768_19.33079,2
903,-155.88944_19.32323,2
904,-155.87322_19.32467,2
905,-155.88094_19.31558,5
906,-155.86718_19.31278,0
907,-155.86544_19.31258,0
908,-155.87314_19.32286,2
909,-155.87438_19.32460,2
910,-155.91708_19.47340,14
911,-155.91770_19.47358,14
912,-155.89994_19.46820,6
913,-155.90030_19.46795,6
914,-155.91803_19.47263,14
915,-155.91002_19.46836,14
916,-155.90034_19.46894,6
917,-155.89980_19.46899,6
918,-155.89198_19.45098,0
919,-155.87307_19.45083,3
920,-155.90304_19.47050,14
921,-155.90204_19.46587,0
922,-155.90206_19.46640,6
923,-155.90262_19.46625,1
924,-155.90282_19.46687,14
925,-155.90228_19.46704,14
926,-155.90301_19.46745,14
927,-155.90344_19.46785,14
928,-155.88153_19.44750,3
929,-155.88285_19.44979,0
930,-155.87740_19.46316,14
931,-155.89862_19.47260,6
