,Uid,RFish_rank
8175,-155.98092_19.71949,4.0
8176,-155.97883_19.71997,3.0
8177,-155.98027_19.71945,4.0
8178,-155.98504_19.72063,3.0
8179,-155.98482_19.72150,3.0
8180,-155.98451_19.72126,3.0
8181,-155.98380_19.72736,3.0
8182,-155.98241_19.72925,3.0
8183,-155.98245_19.72949,3.0
8184,-155.98243_19.72974,3.0
8185,-155.98243_19.72997,3.0
8186,-155.98273_19.72980,3.0
8187,-155.98273_19.72949,3.0
8188,-155.98279_19.72922,3.0
8189,-155.98279_19.72901,3.0
8190,-155.98270_19.72871,3.0
8191,-155.97047_19.72728,4.0
8192,-155.98628_19.72586,3.0
8193,-155.98609_19.72585,3.0
8194,-155.98228_19.72869,3.0
8195,-155.98241_19.72903,3.0
8196,-155.98303_19.72577,3.0
8197,-155.98252_19.72632,3.0
8198,-155.98254_19.72728,3.0
8199,-155.98597_19.72459,3.0
8200,-155.98701_19.72468,3.0
8201,-155.98337_19.72006,3.0
8202,-155.98322_19.72923,3.0
8203,-155.98325_19.72944,3.0
8204,-155.98326_19.72967,3.0
8205,-155.98307_19.72993,3.0
8206,-155.98325_19.72999,3.0
8207,-155.98364_19.72889,3.0
8208,-155.98286_19.72481,3.0
8209,-155.98220_19.72531,3.0
8210,-155.97796_19.72742,3.0
8211,-155.97736_19.72679,3.0
8212,-155.97724_19.72731,3.0
8213,-155.97677_19.72709,3.0
8214,-155.98162_19.72657,4.0
8215,-155.98113_19.72621,4.0
8216,-155.97637_19.72769,3.0
8217,-155.97514_19.72809,4.0
8218,-155.97906_19.73650,4.0
8219,-155.98035_19.73703,4.0
8220,-155.97985_19.73567,4.0
8221,-155.98113_19.72996,4.0
8222,-155.98101_19.72151,4.0
8223,-155.98728_19.73184,3.0
8224,-155.98050_19.72637,3.0
8225,-155.98371_19.72176,3.0
8226,-155.98361_19.72147,3.0
8227,-155.98289_19.72038,3.0
8228,-155.98242_19.72835,3.0
8229,-155.98204_19.72820,3.0
8230,-155.98262_19.71864,3.0
8231,-155.98295_19.72004,3.0
8232,-155.98079_19.72502,4.0
8233,-155.98145_19.71957,4.0
8234,-155.98194_19.71961,4.0
8235,-155.98146_19.72001,4.0
8236,-155.98295_19.71971,3.0
8237,-155.98247_19.71963,3.0
8238,-155.98282_19.73028,3.0
8239,-155.98281_19.73053,3.0
8240,-155.96856_19.72721,4.0
8241,-155.98041_19.71874,4.0
8242,-155.98091_19.71881,4.0
8243,-155.97923_19.72777,3.0
8244,-155.98089_19.72000,4.0
8245,-155.98055_19.72001,4.0
8246,-155.98455_19.73147,3.0
8247,-155.98459_19.73122,3.0
8248,-155.98458_19.73093,3.0
8249,-155.98457_19.73062,3.0
8250,-155.98457_19.73032,3.0
8251,-155.98424_19.73059,3.0
8252,-155.98425_19.73088,3.0
8253,-155.98425_19.73115,3.0
8254,-155.98889_19.72879,3.0
8255,-155.97923_19.72795,3.0
8256,-155.98087_19.71914,4.0
8257,-155.98225_19.72042,3.0
8258,-155.98260_19.72045,3.0
8259,-155.98230_19.72104,3.0
8260,-155.98142_19.72069,4.0
8261,-155.98375_19.74095,4.0
8262,-155.98140_19.72186,4.0
8263,-155.98147_19.72123,4.0
8264,-155.98143_19.72158,4.0
8265,-155.98189_19.72178,4.0
8266,-155.98182_19.72140,4.0
8267,-155.98233_19.72150,3.0
8268,-155.98259_19.72184,3.0
8269,-155.98222_19.72179,3.0
8270,-155.98286_19.72137,3.0
8271,-155.98184_19.73388,4.0
8272,-155.97923_19.72813,3.0
8273,-155.97744_19.72800,3.0
8274,-155.97699_19.72801,3.0
8275,-155.97639_19.72815,3.0
8276,-155.98597_19.72666,3.0
8277,-155.98597_19.72685,3.0
8278,-155.98656_19.72755,3.0
8279,-155.98457_19.72974,3.0
8280,-155.98504_19.72973,3.0
8281,-155.98565_19.72884,3.0
8282,-155.97564_19.72774,4.0
8283,-155.98355_19.73083,3.0
8284,-155.98354_19.73109,4.0
8285,-155.98357_19.73139,3.0
8286,-155.98178_19.71927,4.0
8287,-155.98191_19.71898,4.0
8288,-155.98166_19.71895,4.0
8289,-155.98141_19.71892,4.0
8290,-155.98513_19.71786,3.0
8291,-155.98086_19.72088,4.0
8292,-155.98296_19.72163,3.0
8293,-155.97820_19.71844,3.0
8294,-155.98931_19.72878,3.0
8295,-155.98878_19.72974,3.0
8296,-155.98927_19.72974,3.0
8297,-155.98814_19.73224,3.0
8298,-155.98499_19.72279,3.0
8299,-155.99083_19.72048,3.0
8300,-155.98833_19.73195,3.0
8301,-155.96503_19.74292,4.0
8302,-155.97950_19.72970,3.0
8303,-155.98759_19.72880,3.0
8304,-155.98801_19.72880,3.0
8305,-155.98845_19.72879,3.0
8306,-155.98548_19.71815,3.0
8307,-155.98834_19.72063,3.0
8308,-155.96515_19.74820,3.0
8309,-155.97145_19.75681,3.0
8310,-155.61470_19.77255,2.0
8311,-155.54952_19.75969,3.0
8312,-155.51690_19.76367,3.0
8313,-155.53243_19.75807,3.0
8314,-155.84929_19.82339,3.0
8315,-155.93135_19.85247,3.0
8316,-155.84354_19.81601,3.0
8317,-155.92693_19.85305,3.0
8318,-155.84968_19.81743,3.0
8319,-155.84983_19.81792,3.0
8320,-155.83825_19.81948,3.0
8321,-155.63394_19.81255,2.0
8322,-155.66952_19.86293,2.0
8323,-155.66065_19.86277,2.0
8324,-155.66101_19.85950,2.0
8325,-155.66389_19.86087,2.0
8326,-155.65393_19.86116,2.0
8327,-155.66224_19.87369,2.0
8328,-155.66081_19.85237,2.0
8329,-155.67149_19.87316,2.0
8330,-155.66306_19.85502,2.0
8331,-155.66656_19.85461,2.0
8332,-155.67485_19.87498,2.0
8333,-155.67790_19.86111,2.0
8334,-155.66369_19.86461,2.0
8335,-155.65674_19.85603,2.0
8336,-155.66975_19.86535,2.0
8337,-155.66978_19.86652,2.0
8338,-155.66457_19.85239,2.0
8339,-155.67071_19.87837,2.0
8340,-155.67452_19.87914,2.0
8341,-155.67770_19.87369,2.0
8342,-155.66770_19.87263,2.0
8343,-155.66998_19.87347,2.0
8344,-155.27801_19.81507,3.0
8345,-155.15147_19.72314,2.0
8346,-155.13125_19.70146,3.0
8347,-155.12662_19.70039,3.0
8348,-155.11877_19.69671,3.0
8349,-155.12048_19.70290,3.0
8350,-155.12243_19.69523,3.0
8351,-155.12824_19.69740,3.0
8352,-155.12846_19.69763,3.0
8353,-155.12644_19.70018,3.0
8354,-155.13482_19.69943,3.0
8355,-155.12029_19.70145,3.0
8356,-155.12064_19.69833,3.0
8357,-155.12203_19.69525,3.0
8358,-155.12452_19.69246,4.0
8359,-155.12540_19.69186,3.0
8360,-155.12523_19.69246,3.0
8361,-155.12174_19.69827,3.0
8362,-155.11639_19.70287,3.0
8363,-155.11652_19.70303,3.0
8364,-155.11948_19.69976,3.0
8365,-155.12718_19.70067,3.0
8366,-155.12103_19.70264,3.0
8367,-155.11915_19.70017,3.0
8368,-155.12796_19.69884,3.0
8369,-155.12826_19.69908,3.0
8370,-155.12382_19.69302,4.0
8371,-155.12223_19.69854,3.0
8372,-155.12205_19.69861,3.0
8373,-155.12187_19.69869,3.0
8374,-155.12415_19.70516,3.0
8375,-155.12731_19.70135,3.0
8376,-155.12078_19.69847,3.0
8377,-155.12451_19.69333,4.0
8378,-155.11887_19.69685,3.0
8379,-155.13158_19.70259,3.0
8380,-155.12144_19.70080,3.0
8381,-155.11747_19.70002,3.0
8382,-155.12518_19.69176,3.0
8383,-155.12545_19.69221,3.0
8384,-155.12502_19.69299,3.0
8385,-155.12813_19.70100,3.0
8386,-155.12543_19.69900,3.0
8387,-155.11936_19.69630,3.0
8388,-155.11977_19.69634,3.0
8389,-155.11855_19.70014,3.0
8390,-155.12476_19.69320,4.0
8391,-155.11965_19.69856,3.0
8392,-155.11954_19.69843,3.0
8393,-155.12278_19.69752,3.0
8394,-155.12250_19.69720,3.0
8395,-155.12428_19.69747,3.0
8396,-155.12226_19.69556,3.0
8397,-155.12252_19.69550,3.0
8398,-155.12275_19.69543,3.0
8399,-155.12258_19.69582,3.0
8400,-155.12232_19.69590,3.0
8401,-155.12490_19.69482,3.0
8402,-155.12178_19.69918,3.0
8403,-155.12202_19.69907,3.0
8404,-155.12383_19.69513,3.0
8405,-155.12759_19.70000,3.0
8406,-155.12090_19.70208,3.0
8407,-155.12410_19.70209,3.0
8408,-155.12856_19.69960,3.0
8409,-155.12778_19.70021,3.0
8410,-155.12013_19.69906,3.0
8411,-155.11998_19.69894,3.0
8412,-155.12936_19.69856,3.0
8413,-155.13083_19.69855,3.0
8414,-155.12577_19.70105,3.0
8415,-155.12227_19.69896,3.0
8416,-155.12276_19.69875,3.0
8417,-155.12743_19.69658,3.0
8418,-155.12760_19.69680,3.0
8419,-155.12798_19.69722,3.0
8420,-155.12029_19.69741,3.0
8421,-155.12220_19.69960,3.0
8422,-155.12409_19.69908,3.0
8423,-155.12393_19.69889,3.0
8424,-155.12165_19.69753,3.0
8425,-155.12540_19.69627,3.0
8426,-155.12524_19.69669,3.0
8427,-155.12363_19.70212,3.0
8428,-155.12201_19.70049,3.0
8429,-155.12165_19.70240,3.0
8430,-155.12036_19.70236,3.0
8431,-155.12296_19.70225,3.0
8432,-155.12262_19.70230,3.0
8433,-155.12264_19.70191,3.0
8434,-155.12868_19.70192,3.0
8435,-155.12559_19.70084,3.0
8436,-155.12467_19.69780,3.0
8437,-155.12509_19.69266,3.0
8438,-155.12846_19.69932,3.0
8439,-155.12171_19.69720,3.0
8440,-155.12323_19.69312,4.0
8441,-155.12262_19.69372,4.0
8442,-155.12128_19.69939,3.0
8443,-155.12334_19.69978,3.0
8444,-155.11958_19.70233,3.0
8445,-155.12078_19.69788,3.0
8446,-155.12723_19.69957,3.0
8447,-155.11965_19.70078,3.0
8448,-155.11990_19.70108,3.0
8449,-155.11896_19.70310,3.0
8450,-155.12204_19.69566,3.0
8451,-155.12283_19.69575,3.0
8452,-155.12493_19.70063,3.0
8453,-155.12505_19.70051,3.0
8454,-155.12478_19.70033,3.0
8455,-155.12440_19.69999,3.0
8456,-155.13242_19.70045,3.0
8457,-155.12326_19.69647,3.0
8458,-155.11628_19.69706,3.0
8459,-155.11886_19.70129,3.0
8460,-155.11729_19.69616,3.0
8461,-155.11679_19.70139,3.0
8462,-155.12474_19.69708,3.0
8463,-155.12679_19.70098,3.0
8464,-155.11949_19.69693,3.0
8465,-155.11989_19.69752,3.0
8466,-155.12001_19.69765,3.0
8467,-155.12351_19.70288,3.0
8468,-155.12257_19.70299,3.0
8469,-155.12273_19.70327,3.0
8470,-155.12929_19.70301,3.0
8471,-155.12860_19.70313,3.0
8472,-155.12567_19.70047,3.0
8473,-155.12066_19.69777,3.0
8474,-155.12054_19.69765,3.0
8475,-155.08208_19.69104,4.0
8476,-155.08635_19.69130,4.0
8477,-155.10999_19.69349,4.0
8478,-155.10995_19.70222,3.0
8479,-155.11213_19.69708,3.0
8480,-155.11215_19.69731,3.0
8481,-155.11187_19.69905,3.0
8482,-155.08483_19.69133,4.0
8483,-155.11365_19.70142,3.0
8484,-155.11124_19.69847,3.0
8485,-155.11246_19.69929,3.0
8486,-155.09359_19.69811,2.0
8487,-155.09092_19.69179,4.0
8488,-155.11609_19.70315,3.0
8489,-155.10962_19.68994,4.0
8490,-155.11161_19.69806,3.0
8491,-155.09256_19.69132,4.0
8492,-155.11187_19.69728,3.0
8493,-155.10522_19.69790,3.0
8494,-155.08849_19.69092,4.0
8495,-155.08712_19.69093,4.0
8496,-155.08491_19.69239,4.0
8497,-155.08471_19.68987,4.0
8498,-155.08520_19.68991,4.0
8499,-155.10683_19.69353,4.0
8500,-155.11283_19.69658,3.0
8501,-155.08307_19.69289,4.0
8502,-155.09297_19.69087,4.0
8503,-155.10696_19.70109,3.0
8504,-155.08805_19.69311,4.0
8505,-155.11296_19.69957,3.0
8506,-155.10562_19.69579,4.0
8507,-155.11596_19.69694,3.0
8508,-155.08578_19.69088,4.0
8509,-155.08540_19.69133,4.0
8510,-155.11521_19.70228,3.0
8511,-155.11481_19.70320,3.0
8512,-155.11315_19.70174,3.0
8513,-155.10959_19.69186,4.0
8514,-155.09393_19.69285,4.0
8515,-155.10178_19.70001,3.0
8516,-155.10197_19.69961,3.0
8517,-155.08414_19.69090,4.0
8518,-155.10713_19.69926,3.0
8519,-155.11464_19.69724,3.0
8520,-155.11127_19.69658,3.0
8521,-155.09084_19.69027,4.0
8522,-155.11218_19.69043,4.0
8523,-155.09276_19.69174,4.0
8524,-155.09469_19.69219,4.0
8525,-155.09530_19.69216,4.0
8526,-155.11581_19.70147,3.0
8527,-155.11177_19.69186,4.0
8528,-155.11140_19.69190,4.0
8529,-155.11103_19.69193,4.0
8530,-155.11064_19.69735,3.0
8531,-155.09121_19.69273,4.0
8532,-155.11595_19.70226,3.0
8533,-155.11073_19.69678,3.0
8534,-155.08549_19.69335,4.0
8535,-155.08856_19.68984,4.0
8536,-155.09896_19.69017,4.0
8537,-155.09897_19.69043,4.0
8538,-155.09900_19.69070,4.0
8539,-155.09895_19.69135,4.0
8540,-155.09917_19.69112,4.0
8541,-155.09940_19.69097,4.0
8542,-155.09961_19.69012,4.0
8543,-155.08286_19.69305,4.0
8544,-155.09894_19.68991,4.0
8545,-155.14031_19.71415,3.0
8546,-155.13477_19.71267,3.0
8547,-155.12436_19.71112,3.0
8548,-155.13438_19.71346,3.0
8549,-155.13281_19.71269,3.0
8550,-155.13270_19.71293,3.0
8551,-155.13685_19.71281,3.0
8552,-155.11660_19.70474,3.0
8553,-155.11665_19.70318,3.0
8554,-155.11827_19.70347,3.0
8555,-155.11874_19.70322,3.0
8556,-155.12638_19.71419,3.0
8557,-155.11892_19.71650,3.0
8558,-155.13550_19.71223,3.0
8559,-155.13247_19.71422,3.0
8560,-155.13038_19.71274,3.0
8561,-155.13057_19.71267,3.0
8562,-155.12889_19.71394,3.0
8563,-155.13256_19.71366,3.0
8564,-155.13237_19.71352,3.0
8565,-155.13229_19.71375,3.0
8566,-155.13293_19.71221,3.0
8567,-155.13301_19.71241,3.0
8568,-155.12482_19.71146,3.0
8569,-155.13246_19.71251,3.0
8570,-155.13078_19.71260,3.0
8571,-155.12548_19.71311,3.0
8572,-155.13214_19.71231,3.0
8573,-155.13205_19.71256,3.0
8574,-155.12377_19.71131,3.0
8575,-155.12403_19.71122,3.0
8576,-155.12379_19.71082,3.0
8577,-155.12223_19.71354,3.0
8578,-155.12749_19.71513,3.0
8579,-155.12834_19.71413,3.0
8580,-155.12452_19.71349,3.0
8581,-155.12551_19.71120,3.0
8582,-155.12329_19.70408,3.0
8583,-155.13172_19.71265,3.0
8584,-155.11695_19.70457,3.0
8585,-155.11731_19.71020,3.0
8586,-155.12490_19.71266,3.0
8587,-155.12320_19.71534,3.0
8588,-155.12990_19.71224,3.0
8589,-155.12439_19.71225,3.0
8590,-155.13098_19.71314,3.0
8591,-155.13058_19.71326,3.0
8592,-155.13215_19.71303,3.0
8593,-155.13231_19.71277,3.0
8594,-155.13158_19.71285,3.0
8595,-155.13187_19.71287,3.0
8596,-155.13159_19.71334,3.0
8597,-155.13138_19.71328,3.0
8598,-155.13203_19.71391,3.0
8599,-155.13166_19.71394,3.0
8600,-155.13177_19.71369,3.0
8601,-155.12971_19.71176,3.0
8602,-155.13000_19.71173,3.0
8603,-155.12678_19.71225,3.0
8604,-155.12670_19.71275,3.0
8605,-155.12678_19.71176,3.0
8606,-155.11852_19.71063,3.0
8607,-155.13119_19.71319,3.0
8608,-155.12226_19.71304,3.0
8609,-155.13107_19.71272,3.0
8610,-155.13110_19.71250,3.0
8611,-155.13129_19.71238,3.0
8612,-155.13153_19.71229,3.0
8613,-155.13178_19.71218,3.0
8614,-155.13216_19.71212,3.0
8615,-155.12315_19.71204,3.0
8616,-155.12339_19.71230,3.0
8617,-155.12182_19.71035,3.0
8618,-155.12484_19.70380,3.0
8619,-155.12121_19.71251,3.0
8620,-155.10882_19.70782,3.0
8621,-155.10647_19.71626,3.0
8622,-155.09694_19.71550,3.0
8623,-155.11033_19.70752,3.0
8624,-155.10713_19.71214,3.0
8625,-155.10665_19.71541,3.0
8626,-155.10635_19.71549,3.0
8627,-155.10502_19.70980,3.0
8628,-155.10555_19.70967,3.0
8629,-155.10459_19.71101,3.0
8630,-155.08616_19.70488,4.0
8631,-155.08713_19.71505,3.0
8632,-155.10639_19.71477,3.0
8633,-155.10612_19.71492,3.0
8634,-155.10409_19.71424,3.0
8635,-155.08885_19.71432,3.0
8636,-155.08598_19.70575,4.0
8637,-155.09413_19.71399,3.0
8638,-155.09436_19.71382,3.0
8639,-155.09333_19.71615,3.0
8640,-155.09668_19.71451,3.0
8641,-155.08817_19.71278,3.0
8642,-155.10585_19.70912,3.0
8643,-155.10619_19.70886,3.0
8644,-155.11065_19.70701,3.0
8645,-155.11079_19.70574,3.0
8646,-155.10362_19.71509,3.0
8647,-155.09512_19.71181,3.0
8648,-155.09225_19.71210,3.0
8649,-155.11232_19.70656,3.0
8650,-155.10613_19.71650,3.0
8651,-155.10579_19.71541,3.0
8652,-155.11269_19.70887,3.0
8653,-155.10390_19.71294,3.0
8654,-155.09427_19.71158,3.0
8655,-155.09738_19.70547,3.0
8656,-155.11368_19.70773,3.0
8657,-155.10750_19.71000,3.0
8658,-155.10355_19.71430,3.0
8659,-155.10249_19.71278,3.0
8660,-155.10677_19.71222,3.0
8661,-155.10941_19.71104,3.0
8662,-155.10651_19.71512,3.0
8663,-155.10623_19.71518,3.0
8664,-155.10810_19.71297,3.0
8665,-155.08796_19.71534,3.0
8666,-155.11193_19.70771,3.0
8667,-155.09390_19.71416,3.0
8668,-155.10592_19.71270,3.0
8669,-155.10602_19.71597,3.0
8670,-155.11004_19.71153,3.0
8671,-155.10906_19.71135,3.0
8672,-155.11019_19.70666,3.0
8673,-155.10956_19.70769,3.0
8674,-155.10916_19.70687,3.0
8675,-155.10698_19.70672,3.0
8676,-155.10734_19.70707,3.0
8677,-155.10749_19.70642,3.0
8678,-155.10852_19.70577,3.0
8679,-155.11163_19.70319,3.0
8680,-155.10571_19.71523,3.0
8681,-155.10614_19.71617,3.0
8682,-155.10586_19.71559,3.0
8683,-155.10593_19.71577,3.0
8684,-155.08681_19.70478,3.0
8685,-155.11314_19.70349,3.0
8686,-155.10155_19.71497,3.0
8687,-155.10140_19.71482,3.0
8688,-155.09981_19.70392,3.0
8689,-155.09337_19.71769,3.0
8690,-155.11129_19.70882,3.0
8691,-155.10558_19.71036,3.0
8692,-155.11593_19.70379,3.0
8693,-155.11049_19.70873,3.0
8694,-155.11219_19.70385,3.0
8695,-155.10404_19.71151,3.0
8696,-155.10343_19.71183,3.0
8697,-155.10345_19.71133,3.0
8698,-155.09670_19.71596,3.0
8699,-155.11138_19.70603,3.0
8700,-155.10755_19.71375,3.0
8701,-155.10787_19.71399,3.0
8702,-155.11491_19.70374,3.0
8703,-155.08464_19.70903,4.0
8704,-155.11147_19.70773,3.0
8705,-155.11163_19.70724,3.0
8706,-155.08190_19.71063,4.0
8707,-155.09471_19.71352,3.0
8708,-155.08134_19.71167,3.0
8709,-155.09535_19.71316,3.0
8710,-155.10981_19.70839,3.0
8711,-155.08523_19.70622,4.0
8712,-155.10668_19.71596,3.0
8713,-155.10668_19.71567,3.0
8714,-155.10422_19.71365,3.0
8715,-155.11349_19.70653,3.0
8716,-155.11182_19.70858,3.0
8717,-155.15179_19.71888,3.0
8718,-155.15680_19.74021,2.0
8719,-155.15057_19.73607,2.0
8720,-155.12136_19.71695,3.0
8721,-155.09168_19.71731,3.0
8722,-155.10133_19.72078,2.0
8723,-155.10000_19.72100,2.0
8724,-155.09215_19.74333,2.0
8725,-155.09142_19.72981,2.0
8726,-155.13539_19.72396,2.0
8727,-155.09961_19.73949,2.0
8728,-155.09213_19.74314,2.0
8729,-155.09226_19.73612,2.0
8730,-155.09073_19.72549,2.0
8731,-155.09328_19.73024,2.0
8732,-155.09257_19.74325,2.0
8733,-155.09546_19.72461,2.0
8734,-155.09965_19.72178,2.0
8735,-155.12046_19.71828,3.0
8736,-155.12004_19.71833,3.0
8737,-155.08789_19.72959,2.0
8738,-155.09272_19.73260,2.0
8739,-155.09527_19.72466,2.0
8740,-155.09018_19.73194,2.0
8741,-155.09185_19.73597,2.0
8742,-155.09933_19.72206,2.0
8743,-155.09026_19.73014,2.0
8744,-155.11650_19.71770,3.0
8745,-155.11828_19.71711,3.0
8746,-155.09159_19.73027,2.0
8747,-155.09167_19.73047,2.0
8748,-155.11665_19.73301,2.0
8749,-155.09283_19.73904,2.0
8750,-155.10374_19.72668,2.0
8751,-155.14528_19.71788,3.0
8752,-155.09054_19.73009,2.0
8753,-155.09104_19.72864,2.0
8754,-155.10469_19.74173,2.0
8755,-155.09390_19.72430,2.0
8756,-155.08751_19.71938,3.0
8757,-155.10116_19.74257,2.0
8758,-155.06468_19.69050,3.0
8759,-155.07558_19.68994,3.0
8760,-155.07479_19.68976,3.0
8761,-155.06905_19.69006,3.0
8762,-155.06928_19.69858,4.0
8763,-155.07634_19.69354,3.0
8764,-155.07651_19.69336,3.0
8765,-155.07729_19.69187,3.0
8766,-155.07727_19.69162,3.0
8767,-155.07725_19.69137,3.0
8768,-155.07723_19.69112,3.0
8769,-155.07733_19.69237,3.0
8770,-155.07731_19.69212,3.0
8771,-155.07296_19.69278,3.0
8772,-155.08020_19.69343,4.0
8773,-155.07931_19.69383,4.0
8774,-155.07939_19.69283,4.0
8775,-155.07944_19.69122,4.0
8776,-155.06654_19.69692,3.0
8777,-155.06652_19.69567,3.0
8778,-155.06349_19.68949,3.0
8779,-155.07375_19.69209,3.0
8780,-155.07360_19.69522,3.0
8781,-155.06278_19.69494,3.0
8782,-155.05672_19.69418,3.0
8783,-155.06943_19.69285,3.0
8784,-155.06349_19.70977,3.0
8785,-155.07937_19.71591,3.0
8786,-155.07411_19.69370,3.0
8787,-155.06688_19.69113,3.0
8788,-155.06778_19.69370,3.0
8789,-155.06780_19.69392,3.0
8790,-155.06681_19.69369,3.0
8791,-155.07274_19.69211,3.0
8792,-155.05011_19.69063,2.0
8793,-155.07019_19.69716,4.0
8794,-155.06636_19.69234,3.0
8795,-155.08091_19.71666,3.0
8796,-155.06457_19.71332,3.0
8797,-155.07317_19.70021,4.0
8798,-155.07735_19.69262,3.0
8799,-155.07684_19.69339,3.0
8800,-155.07681_19.69298,3.0
8801,-155.07649_19.69307,3.0
8802,-155.07510_19.69135,3.0
8803,-155.07480_19.69144,3.0
8804,-155.05898_19.69472,3.0
8805,-155.05884_19.69432,3.0
8806,-155.05798_19.69229,2.0
8807,-155.05852_19.70270,3.0
8808,-155.05699_19.70070,3.0
8809,-155.07381_19.69237,3.0
8810,-155.07384_19.69286,3.0
8811,-155.05712_19.69190,2.0
8812,-155.06218_19.70770,3.0
8813,-155.07781_19.69119,4.0
8814,-155.06343_19.69043,3.0
8815,-155.04881_19.69633,3.0
8816,-155.07010_19.69245,3.0
8817,-155.07441_19.70433,4.0
8818,-155.07628_19.70591,4.0
8819,-155.07665_19.69102,3.0
8820,-155.07633_19.69110,3.0
8821,-155.07613_19.69094,3.0
8822,-155.06863_19.69163,3.0
8823,-155.07388_19.69422,3.0
8824,-155.07361_19.69433,3.0
8825,-155.07244_19.69693,3.0
8826,-155.07329_19.69666,3.0
8827,-155.07096_19.69285,3.0
8828,-155.06851_19.69408,3.0
8829,-155.06263_19.69001,3.0
8830,-155.06261_19.68979,3.0
8831,-155.06259_19.68958,3.0
8832,-155.06634_19.69455,3.0
8833,-155.06470_19.71361,3.0
8834,-155.06914_19.70604,4.0
8835,-155.07184_19.70069,4.0
8836,-155.07331_19.70045,4.0
8837,-155.05785_19.69404,3.0
8838,-155.05841_19.69387,3.0
8839,-155.06820_19.70060,4.0
8840,-155.07288_19.69599,3.0
8841,-155.07626_19.69256,3.0
8842,-155.07643_19.69238,3.0
8843,-155.06908_19.69588,3.0
8844,-155.06804_19.69583,3.0
8845,-155.06944_19.69992,4.0
8846,-155.06134_19.70415,3.0
8847,-155.06951_19.69523,3.0
8848,-155.05154_19.69460,3.0
8849,-155.06354_19.70553,3.0
8850,-155.06354_19.70620,3.0
8851,-155.07610_19.69059,3.0
8852,-155.07627_19.69041,3.0
8853,-155.04519_19.71618,2.0
8854,-155.07353_19.70025,4.0
8855,-155.07294_19.70272,4.0
8856,-155.06382_19.70786,3.0
8857,-155.06321_19.70977,3.0
8858,-155.07490_19.70507,4.0
8859,-155.06989_19.69000,3.0
8860,-155.06189_19.70125,3.0
8861,-155.07214_19.69188,3.0
8862,-155.08023_19.71487,3.0
8863,-155.07582_19.69104,3.0
8864,-155.07721_19.69087,3.0
8865,-155.07719_19.69062,3.0
8866,-155.07717_19.69037,3.0
8867,-155.07715_19.69012,3.0
8868,-155.07713_19.68987,3.0
8869,-155.07689_19.69396,3.0
8870,-155.07657_19.69405,3.0
8871,-155.07637_19.69389,3.0
8872,-155.07174_19.69739,4.0
8873,-155.06188_19.69217,3.0
8874,-155.07375_19.70043,4.0
8875,-155.06514_19.70207,3.0
8876,-155.04914_19.69724,3.0
8877,-155.04834_19.69504,3.0
8878,-155.06311_19.68952,3.0
8879,-155.07505_19.69085,3.0
8880,-155.06196_19.70615,3.0
8881,-155.06404_19.68947,3.0
8882,-155.06404_19.68969,3.0
8883,-155.06404_19.68990,3.0
8884,-155.06314_19.68997,3.0
8885,-155.06348_19.68971,3.0
8886,-155.06349_19.68994,3.0
8887,-155.05770_19.69571,3.0
8888,-155.05732_19.69583,3.0
8889,-155.05699_19.69498,3.0
8890,-155.05715_19.69553,3.0
8891,-155.05708_19.69524,3.0
8892,-155.03983_19.70740,2.0
8893,-155.06055_19.70734,3.0
8894,-155.06324_19.69045,3.0
8895,-155.06304_19.69046,3.0
8896,-155.06283_19.69048,3.0
8897,-155.06642_19.69119,3.0
8898,-155.06861_19.69317,3.0
8899,-155.07046_19.69575,3.0
8900,-155.06471_19.71456,3.0
8901,-155.05690_19.69471,3.0
8902,-155.06989_19.69792,4.0
8903,-155.05826_19.69552,3.0
8904,-155.05882_19.69535,3.0
8905,-155.05854_19.69543,3.0
8906,-155.05937_19.69517,3.0
8907,-155.05831_19.69346,2.0
8908,-155.07442_19.70181,4.0
8909,-155.05813_19.69396,3.0
8910,-155.05169_19.69496,3.0
8911,-155.07218_19.69964,4.0
8912,-155.07676_19.69241,3.0
8913,-155.07641_19.69208,3.0
8914,-155.07621_19.69193,3.0
8915,-155.07618_19.69157,3.0
8916,-155.07635_19.69139,3.0
8917,-155.07668_19.69143,3.0
8918,-155.05998_19.70284,3.0
8919,-155.06716_19.68960,3.0
8920,-155.07454_19.70230,4.0
8921,-155.06676_19.70673,3.0
8922,-155.07347_19.70062,4.0
8923,-155.06817_19.70210,4.0
8924,-155.06082_19.69059,3.0
8925,-155.07950_19.71603,3.0
8926,-155.05856_19.69212,2.0
8927,-155.05864_19.69248,2.0
8928,-155.07337_19.69203,3.0
8929,-155.06469_19.70855,3.0
8930,-155.06912_19.69091,3.0
8931,-155.07024_19.69207,3.0
8932,-155.07485_19.70368,4.0
8933,-155.07351_19.71146,4.0
8934,-155.0668_19.71018,3.0
8935,-155.06326_19.69240,3.0
8936,-155.06093_19.70167,3.0
8937,-155.05831_19.69191,2.0
8938,-155.06372_19.70368,3.0
8939,-155.06390_19.69470,3.0
8940,-155.06263_19.69049,3.0
8941,-155.06243_19.69050,3.0
8942,-155.05730_19.69288,2.0
8943,-155.05702_19.69221,2.0
8944,-155.06510_19.70258,3.0
8945,-155.06508_19.70283,3.0
8946,-155.05965_19.69509,3.0
8947,-155.06020_19.69491,3.0
8948,-155.05992_19.69500,3.0
8949,-155.05773_19.69364,3.0
8950,-155.05744_19.69373,3.0
8951,-155.06552_19.69192,3.0
