,Uid,dist2_MunWells_m
185,-155.76872_19.13159,4748.962113312096
186,-155.89765_19.20633,19068.506535147695
187,-155.61010_19.04397,2538.603732872483
188,-155.78383_19.09678,2158.397438650856
189,-155.77880_19.11729,3464.4335230579572
190,-155.75775_19.10443,1892.4218289599385
191,-155.90103_19.20547,19265.815575951543
192,-155.74568_19.09332,2102.8930659338753
193,-155.58261_19.06007,1068.205571574145
194,-155.77905_19.09272,1529.2212263001795
195,-155.89879_19.20453,19021.09050850493
196,-155.86855_19.28008,18144.313571270934
197,-155.76034_19.10066,1401.825519054708
198,-155.77569_19.10701,2300.2455354434956
199,-155.77580_19.10733,2337.2645163600646
200,-155.89826_19.20399,18940.14095113035
201,-155.89828_19.20415,18953.61400186473
202,-155.76227_19.10261,1554.6598311683426
203,-155.74712_19.09924,2215.532194375638
204,-155.89818_19.20696,19156.82983908209
205,-155.76630_19.09527,724.1645548428622
206,-155.76159_19.08324,720.313417875326
207,-155.88155_19.21130,18271.025450277408
208,-155.89723_19.20359,18830.24475470364
209,-155.89760_19.20533,18988.81612008024
210,-155.90133_19.20382,19167.77021820584
211,-155.74495_19.11278,3394.991598633239
212,-155.75238_19.10809,2517.4238165058937
213,-155.75737_19.08904,814.1067608637918
214,-155.78672_19.11183,3414.0517057144966
215,-155.73533_19.12075,4721.700878332223
216,-155.53282_19.10450,4220.17218525012
217,-155.75170_19.11706,3428.141556916517
218,-155.75810_19.13075,4698.261350173068
219,-155.58672_19.06111,648.8286828011074
220,-155.58690_19.06177,649.4773605077918
221,-155.77278_19.09712,1222.8842760610307
222,-155.86711_19.29584,16426.720825436096
223,-155.77237_19.10121,1569.5864023742806
224,-155.77618_19.10581,2211.412400391397
225,-155.76393_19.12652,4174.070969897059
226,-155.77254_19.09565,1087.0300830953147
227,-155.89696_19.20889,19209.782550442098
228,-155.77752_19.12814,4543.819152972794
229,-155.56573_19.06895,3015.3788492858625
230,-155.47578_19.20339,1147.2264591889323
231,-155.47651_19.20358,1069.7558386943824
232,-155.90202_19.20329,19183.41890604763
233,-155.90290_19.20333,19255.826149504894
234,-155.90304_19.20353,19280.752511179217
235,-155.75724_19.11577,3094.7955760006557
236,-155.75330_19.13589,5355.161388231028
237,-155.75375_19.08469,1279.6617725953042
238,-155.63056_19.04418,4343.6325721846815
239,-155.76806_19.08589,450.5461085206781
240,-155.90750_19.18222,18201.028893831008
241,-155.75575_19.10268,1821.4904882425835
242,-155.77107_19.10850,2266.1180329808176
243,-155.77191_19.11083,2538.6925572399455
244,-155.74539_19.12482,4491.206322834219
245,-155.75949_19.14969,6763.003449233499
246,-155.74177_19.12988,5164.623192269165
247,-155.75180_19.08121,1634.4615596439019
248,-155.78449_19.12032,4039.0098591290525
249,-155.74764_19.08777,1841.3842322652206
250,-155.74847_19.08626,1773.4978170231632
251,-155.89906_19.20742,19259.193717521786
252,-155.77517_19.09489,1254.4691863468206
253,-155.90465_19.20373,19424.06556762562
254,-155.90480_19.20364,19428.881750839486
255,-155.90503_19.20339,19429.335484991465
256,-155.73188_19.13113,5843.693328362272
257,-155.73199_19.13145,5865.001764729776
258,-155.88113_19.20737,17920.676732950837
259,-155.75910_19.08624,694.1449636643422
260,-155.75226_19.10615,2345.502586803509
261,-155.75168_19.10634,2397.5306028403174
262,-155.75156_19.10597,2373.4130317204504
263,-155.73831_19.12813,5184.077442799575
264,-155.77563_19.06201,3169.166256457965
265,-155.74349_19.10436,2850.9151275582103
266,-155.74342_19.10418,2844.7463385354895
267,-155.89931_19.20604,19174.849704618053
268,-155.78280_19.12661,4578.052373192358
269,-155.62678_19.05496,3623.3068367662313
270,-155.74092_19.10926,3404.573821330389
271,-155.76515_19.08167,792.4974593046651
272,-155.78403_19.10485,2666.9438717911444
273,-155.78440_19.10474,2687.4355046237642
274,-155.78477_19.10462,2708.4615571152976
275,-155.75421_19.11317,2927.944218525769
276,-155.74546_19.12172,4186.281350635716
277,-155.74485_19.09482,2232.4051320449885
278,-155.86127_19.19667,15647.898959125292
279,-155.74610_19.09318,2056.791058734152
280,-155.76994_19.10542,1905.6754904795648
281,-155.76890_19.09458,752.1005384827945
282,-155.75639_19.08628,959.5566621114097
283,-155.903_19.20544,19417.345759193635
284,-155.90313_19.20533,19420.353639754674
285,-155.90350_19.20498,19423.90311794371
286,-155.90363_19.20487,19425.59576902812
287,-155.90381_19.20457,19418.24427431719
288,-155.76226_19.08907,300.47738417196723
289,-155.79800_19.10028,3686.569920813619
290,-155.79954_19.09961,3814.90246905592
291,-155.75819_19.11781,3288.694619692559
292,-155.89829_19.20432,18967.04141135411
293,-155.89783_19.20851,19247.579440394078
294,-155.89389_19.20453,18643.636983328848
295,-155.90310_19.20290,19240.072373688763
296,-155.58881_19.06075,425.4776358095377
297,-155.78010_19.13318,5156.640752898969
298,-155.79775_19.10036,3664.747483243184
299,-155.79922_19.09875,3754.6295939788597
300,-155.76820_19.09604,862.3385510827295
301,-155.76814_19.09586,841.0956238287204
302,-155.75854_19.14704,6480.196129642784
303,-155.78719_19.11684,3875.2003471145417
304,-155.78731_19.11717,3911.0039252916486
305,-155.78134_19.10089,2168.19385873512
306,-155.88636_19.20217,17891.512202730413
307,-155.76778_19.08399,605.6722579325203
308,-155.78223_19.11743,3642.7291853544957
309,-155.76343_19.10017,1267.6630352866575
310,-155.74920_19.08827,1674.7683202407693
311,-155.75471_19.11795,3403.718775158583
312,-155.90254_19.20601,19424.200523938893
313,-155.90225_19.20660,19444.953688482306
314,-155.76870_19.10107,1406.629123369879
315,-155.76661_19.11478,2877.177282477306
316,-155.74372_19.09773,2456.93405536667
317,-155.90204_19.20723,19475.535119088534
318,-155.90167_19.20759,19473.702579963392
319,-155.90116_19.20804,19467.766473628595
320,-155.90064_19.20845,19458.165324597794
321,-155.90034_19.20862,19448.13068058757
322,-155.74852_19.09363,1823.7157345731214
323,-155.77078_19.11413,2863.1257595259435
324,-155.78781_19.11852,4062.9519024771294
325,-155.58466_19.06016,852.9615921123932
326,-155.63352_19.03164,5310.772529414657
327,-155.63436_19.03086,5433.5396149507005
328,-155.76651_19.12318,3805.4282697276158
329,-155.73640_19.11284,4022.7877714063484
330,-155.60722_19.06551,1644.0201624749118
331,-155.76422_19.10046,1290.16702170181
332,-155.76353_19.10493,1789.6935426518764
333,-155.79527_19.10630,3717.1877634065145
334,-155.79295_19.11077,3806.186157557312
335,-155.79325_19.11039,3803.5264899470717
336,-155.78379_19.10008,2327.597303973992
337,-155.77351_19.09689,1256.0961287933392
338,-155.66096_19.01338,8835.581940621403
339,-155.78296_19.04337,5371.179547108125
340,-155.78288_19.12760,4681.642661489261
341,-155.76958_19.10096,1422.7581039829054
342,-155.75452_19.13926,5692.3973676778605
343,-155.77759_19.09370,1420.530209758342
344,-155.77687_19.09434,1380.859694042258
345,-155.89984_19.20761,19333.393040818155
346,-155.90035_19.20697,19324.53992713525
347,-155.74769_19.11133,3091.765563499527
348,-155.89977_19.20575,19189.30892962187
349,-155.75648_19.09488,1127.5638321481176
350,-155.77800_19.07773,1830.9278150736047
351,-155.74700_19.09654,2087.940556910824
352,-155.75835_19.11712,3210.7080897913306
353,-155.87326_19.21588,18089.2340953252
354,-155.76568_19.13724,5359.160605133697
355,-155.74990_19.11560,3367.5155701759004
356,-155.78516_19.11804,3861.217347851173
357,-155.75203_19.07733,1874.187945234389
358,-155.77346_19.09328,1007.5553065624956
359,-155.78917_19.11124,3544.9796832384313
360,-155.74652_19.10625,2745.984464258694
361,-155.76817_19.10035,1314.9297965533017
362,-155.90089_19.20635,19320.291514214554
363,-155.78056_19.09109,1646.187913095747
364,-155.76444_19.09000,147.02528758408027
365,-155.76474_19.09071,211.10724026022407
366,-155.75352_19.08174,1449.8763429913108
367,-155.75278_19.08203,1499.2463783595622
368,-155.76655_19.09012,208.79483867327468
369,-155.76584_19.09076,227.1291245701643
370,-155.78454_19.09696,2234.2183324933167
371,-155.88934_19.20804,18572.67524903136
372,-155.74253_19.11358,3625.8402460937054
373,-155.73794_19.13113,5485.6462220513595
374,-155.65942_19.04497,7209.595110466823
375,-155.78007_19.10819,2659.4281498990617
376,-155.78043_19.10645,2530.9128509116485
377,-155.77504_19.09453,1221.4101789459426
378,-155.78843_19.10926,3337.4357152556713
379,-155.81266_19.05637,6161.224881561722
380,-155.74289_19.12050,4213.165239865538
381,-155.76773_19.10686,2014.6168158663916
382,-155.74154_19.10460,3032.5428661294163
383,-155.74167_19.10496,3044.7159005184153
384,-155.74169_19.10578,3096.1857121067956
385,-155.78444_19.11603,3633.724240766802
386,-155.76064_19.10710,2076.590217932887
387,-155.75125_19.13011,4796.634253975656
388,-155.77648_19.11851,3496.23489407813
389,-155.77346_19.09443,1075.5899236766754
390,-155.77163_19.09576,1029.0439248207856
391,-155.76301_19.12024,3483.358064187069
392,-155.76314_19.12060,3522.7794790961943
393,-155.74524_19.10614,2834.965521278762
394,-155.74549_19.10605,2810.1123558659197
395,-155.88455_19.21401,18705.53738501426
396,-155.89999_19.20315,19013.499028032948
397,-155.89990_19.20339,19024.108539161596
398,-155.76646_19.12035,3491.633884540045
399,-155.79059_19.11249,3748.4832278136414
400,-155.73711_19.10725,3582.8607494176317
401,-155.73689_19.10747,3614.9220182165413
402,-155.75030_19.09477,1690.5238379376722
403,-155.48982_19.23782,3167.2848561767933
404,-155.74418_19.09639,2355.808621861369
405,-155.7751_19.09247,1125.9917236068327
406,-155.62941_19.05141,3971.5981432491835
407,-155.63379_19.04707,4546.9836799198165
408,-155.89569_19.20532,18841.293031222456
409,-155.77499_19.12691,4342.109461154364
410,-155.77747_19.11778,3458.549082614314
411,-155.77722_19.12545,4249.671159102173
412,-155.77443_19.10360,1906.4812776157987
413,-155.77393_19.10222,1749.011667466999
414,-155.86402_19.16675,13516.853862555225
415,-155.90101_19.20603,19306.249093362174
416,-155.78689_19.10001,2605.165768197477
417,-155.73681_19.12780,5240.879627847892
418,-155.75618_19.09669,1280.0484460855369
419,-155.77641_19.08730,1202.0359533580208
420,-155.89787_19.20352,18874.490022131955
421,-155.58041_19.05895,1303.7956708400447
422,-155.89524_19.20497,18780.12281708281
423,-155.90316_19.20446,19359.126672145445
424,-155.89648_19.20371,18780.4426346302
425,-155.57969_19.06121,1383.0033574399117
426,-155.75196_19.13211,4985.949056843073
427,-155.75207_19.13242,5016.428759199969
428,-155.75218_19.13274,5047.284027286588
429,-155.76060_19.13422,5046.546641107111
430,-155.63455_19.03973,4933.950265682881
431,-155.77858_19.12395,4138.024746017832
432,-155.77214_19.10057,1495.8326995479495
433,-155.77820_19.11049,2764.806693417344
434,-155.78311_19.08994,1898.812259356041
435,-155.78596_19.10139,2597.983670420622
436,-155.75118_19.10813,2590.7068717065636
437,-155.75147_19.10561,2346.606478931613
438,-155.63224_19.03268,5134.224296335272
439,-155.74332_19.11901,4051.024404907933
440,-155.76704_19.08616,358.59596085433844
441,-155.79370_19.09450,3074.7151213081643
442,-155.79433_19.09618,3181.453368572028
443,-155.79445_19.09650,3202.750191723818
444,-155.77537_19.08512,1156.0440733015898
445,-155.75123_19.11398,3142.919684908685
446,-155.77079_19.11532,2992.720980746281
447,-155.58585_19.06000,727.0554917557544
448,-155.77136_19.11272,2724.737483733696
449,-155.77447_19.11791,3365.9599985032637
450,-155.73804_19.10547,3391.3284538386256
451,-155.75512_19.08996,1058.0940979197758
452,-155.78899_19.11537,3866.4283912976666
453,-155.79030_19.11381,3831.1915137154992
454,-155.75651_19.11961,3524.5206251882482
455,-155.78851_19.09328,2512.0566870373286
456,-155.78944_19.09369,2616.7070866328563
457,-155.78956_19.09401,2636.7016453521437
458,-155.78968_19.09433,2656.5906367549073
459,-155.89497_19.20773,18970.16846222252
460,-155.89500_19.20812,19002.31881389574
461,-155.75719_19.11957,3502.883901888252
462,-155.73691_19.11142,3880.085270024048
463,-155.73650_19.11155,3922.900736610678
464,-155.79547_19.11000,3962.039417387472
465,-155.76182_19.11240,2632.018041281937
466,-155.76746_19.08870,248.11307644651902
467,-155.63247_19.04598,4455.577080099408
468,-155.80017_19.09687,3795.6410375204964
469,-155.62775_19.03179,4822.596855585448
470,-155.78811_19.10578,3063.2071838362854
471,-155.77314_19.10679,2160.9760056749874
472,-155.78287_19.09002,1874.080569626857
473,-155.76506_19.12476,3977.508488555828
474,-155.76261_19.12557,4074.743095893719
475,-155.73981_19.10622,3284.3091006396003
476,-155.75178_19.07954,1738.854935369061
477,-155.78076_19.11456,3290.1283176747334
478,-155.79515_19.07321,3603.7664397430517
479,-155.77362_19.08455,1013.2343982470221
480,-155.79344_19.05065,5172.970365339389
481,-155.75817_19.13501,5163.843775451573
482,-155.77358_19.08771,900.7285133173011
483,-155.77566_19.09942,1614.7636693193128
484,-155.77521_19.10355,1946.2918725687352
485,-155.77546_19.10413,2014.0293724597755
486,-155.64575_18.98297,10181.461366751142
487,-155.78407_19.10081,2396.69035640316
488,-155.79822_19.09711,3603.369463451943
489,-155.62473_19.04211,3899.825225410884
490,-155.47356_19.20104,1415.2302554053042
491,-155.75789_19.10146,1590.540380783386
492,-155.77299_19.11047,2535.5906434880812
493,-155.75394_19.09051,1188.9348906365872
494,-155.61220_19.06763,2217.6736304161254
495,-155.58746_19.05968,558.232284075112
496,-155.58789_19.05991,511.55842316872076
497,-155.76289_19.10773,2105.3257711784645
498,-155.77431_19.08747,980.3497945052353
499,-155.75672_19.09479,1101.3902740654662
500,-155.77662_19.05680,3746.788910413415
501,-155.73462_19.11362,4220.975351582998
502,-155.73474_19.11393,4234.461068442365
503,-155.79164_19.11044,3676.998939032739
504,-155.77401_19.10130,1668.2129691379278
505,-155.76773_19.11786,3225.1361197023193
506,-155.76784_19.11818,3261.354072780842
507,-155.76475_19.10831,2157.029214762326
508,-155.90082_19.20763,19410.838845740633
509,-155.90146_19.20707,19418.64788028294
510,-155.77581_19.12161,3799.8738258966973
511,-155.77404_19.12166,3753.5346429833126
512,-155.72099_19.14397,7667.517692003836
513,-155.77067_19.11842,3327.835837832117
514,-155.77637_19.14476,6303.816107914473
515,-155.76480_19.12070,3528.1636678583354
516,-155.77455_19.10392,1943.355140857768
517,-155.76835_19.06094,3106.2060205605353
518,-155.76150_19.12249,3745.549794009545
519,-155.76496_19.11001,2344.196067412377
520,-155.76461_19.10905,2238.6738423091515
521,-155.87117_19.29193,16812.342781885905
522,-155.79263_19.10430,3365.2061279199825
523,-155.74380_19.09535,2354.9021004434785
524,-155.73986_19.10961,3513.7640131245307
525,-155.76590_19.09651,854.1127491167406
526,-155.78544_19.10573,2842.453843209726
527,-155.78521_19.11477,3566.7879711891924
528,-155.80328_19.10214,4279.562067473703
529,-155.76538_19.11587,2993.621092105966
530,-155.75437_19.11688,3303.860186128892
531,-155.76710_19.11615,3031.6041224667765
532,-155.75229_19.08329,1480.7864917501797
533,-155.76237_19.09538,779.4443354841117
534,-155.74485_19.09743,2334.532685411715
535,-155.74442_19.09703,2358.329911415605
536,-155.78021_19.11192,3009.7155695647753
537,-155.76983_19.10169,1507.2048947474163
538,-155.79770_19.09871,3600.394093295066
539,-155.79666_19.09923,3514.5330477809803
540,-155.65883_19.04186,7236.570099381631
541,-155.77016_19.10265,1619.4895212628883
542,-155.78000_19.12214,4006.68566135671
543,-155.58302_19.06011,1025.2668225302
544,-155.74197_19.11534,3812.3879971530077
545,-155.75311_19.08818,1264.5646506679718
546,-155.63278_19.04940,4370.817774964452
547,-155.78047_19.10442,2365.065456305117
548,-155.76374_19.10663,1975.06720913948
549,-155.76350_19.09501,704.3185319749124
550,-155.76326_19.09437,643.0981311996891
551,-155.74871_19.09795,1998.8204150883216
552,-155.74915_19.09727,1921.5730179837265
553,-155.74498_19.12890,4915.147706740115
554,-155.77241_19.11221,2699.16612381286
555,-155.79639_19.09414,3344.297855376197
556,-155.77785_19.12052,3755.0283826430077
557,-155.77267_19.08783,804.5200806695839
558,-155.76173_19.09695,966.629183213767
559,-155.79141_19.10980,3612.7796683494953
560,-155.74755_19.09242,1889.771515176519
561,-155.77200_19.12777,4371.545086550502
562,-155.72133_19.14048,7341.282190600531
563,-155.72182_19.14032,7295.254421603894
564,-155.75323_19.09193,1295.438637667677
565,-155.74382_19.09886,2499.798368000458
566,-155.77857_19.13315,5106.5426378006
567,-155.78095_19.08892,1667.3886110111175
568,-155.74494_19.10193,2570.159617687962
569,-155.78162_19.10162,2241.8036284438253
570,-155.78174_19.10193,2273.4974538763936
571,-155.77191_19.12948,4556.0131637874465
572,-155.77198_19.12856,4456.797773471732
573,-155.74072_19.11193,3622.5523040316602
574,-155.77843_19.11267,2987.790823682247
575,-155.77786_19.11302,2995.6108089486565
576,-155.63646_19.03956,5122.583874933933
577,-155.80062_19.09925,3910.988845763734
578,-155.74327_19.10812,3136.7203266619213
579,-155.75824_19.10241,1667.5820467837452
580,-155.78765_19.05586,4353.206099438377
581,-155.75336_19.12514,4204.429004838466
582,-155.77408_19.09186,1002.3423264688035
583,-155.77395_19.09149,976.1703009508313
584,-155.75558_19.11968,3559.145100682848
585,-155.75519_19.11990,3594.0170751942064
586,-155.78160_19.12664,4531.198690662145
587,-155.75157_19.14315,6178.671138414687
588,-155.78497_19.12228,4252.201091485561
589,-155.57530_19.06396,1890.9922868237438
590,-155.63131_19.04421,4414.286529116727
591,-155.77455_19.09637,1297.865578878762
592,-155.79345_19.11209,3940.510619979805
593,-155.78096_19.05879,3720.372107658332
594,-155.78264_19.11525,3457.7283088068557
595,-155.78742_19.10654,3059.3182043035185
596,-155.75947_19.12139,3653.0088373730487
597,-155.78917_19.09299,2574.3253896257934
598,-155.76898_19.10267,1584.9061903772492
599,-155.74715_19.09123,1907.6885423197318
600,-155.75050_19.10817,2634.702924038813
601,-155.75593_19.11151,2689.0997402373155
602,-155.75368_19.10569,2219.756826717296
603,-155.75810_19.08348,944.9621811548727
604,-155.79140_19.09319,2809.0611884025484
605,-155.48177_19.20290,527.7824838139779
606,-155.76022_19.10025,1364.2501084773191
607,-155.78311_19.11014,3025.403637875142
608,-155.78318_19.11032,3045.616982579948
609,-155.76959_19.10436,1782.6342624497888
610,-155.77584_19.11073,2674.942465874109
611,-155.75105_19.09798,1792.2335311785505
612,-155.78063_19.11419,3248.4670014187377
613,-155.77702_19.11654,3313.8986421616396
614,-155.77715_19.11692,3358.019297486355
615,-155.81167_19.05397,6237.766513804809
616,-155.76290_19.12632,4156.518198998834
617,-155.77879_19.11397,3133.8011389461376
618,-155.77093_19.10244,1626.2616829832975
619,-155.77575_19.12488,4144.685836405714
620,-155.78702_19.10038,2637.4618975305034
621,-155.76494_19.14289,5984.24659533599
622,-155.86935_19.19793,16313.758683473909
623,-155.76991_19.14204,5911.447331599868
624,-155.74576_19.09960,2358.8640481655802
625,-155.75568_19.13159,4836.312248601189
626,-155.75530_19.08664,1059.5039381809063
627,-155.77290_19.10462,1931.0835156923968
628,-155.75366_19.14449,6277.234887522455
629,-155.76952_19.12171,3669.563173936534
630,-155.76464_19.08542,380.2007047523226
631,-155.88171_19.20601,17852.715369627098
632,-155.74400_19.10123,2610.070313784757
633,-155.74376_19.10130,2636.7071303462885
634,-155.75907_19.13745,5419.431153939593
635,-155.78261_19.12039,3949.83700356502
636,-155.80129_19.09919,3976.735738378263
637,-155.76971_19.09378,731.8235428150463
638,-155.75938_19.12266,3792.2979789614924
639,-155.74495_19.10943,3113.629268608704
640,-155.79851_19.10433,3911.577089014565
641,-155.60886_19.04232,2581.480742406128
642,-155.79249_19.09291,2917.02488400554
643,-155.74800_19.11788,3684.9630573555837
644,-155.74480_19.14792,6880.906893513124
645,-155.75347_19.10334,2019.367802596648
646,-155.77096_19.08755,632.2258223334444
647,-155.74517_19.09910,2386.0746064424866
648,-155.74586_19.09834,2282.6536406026817
649,-155.72066_19.14052,7389.928230279265
650,-155.73210_19.11750,4704.779482579533
651,-155.73245_19.11846,4750.281290055393
652,-155.73288_19.11778,4665.393883531414
