,Uid,Swim_beach
90,-155.95767_19.60760,True
91,-155.96799_19.60063,True
92,-155.95875_19.60699,True
93,-155.95349_19.60326,True
94,-155.97022_19.60042,True
95,-155.95316_19.60472,True
96,-155.97329_19.59840,True
97,-155.96571_19.60090,True
98,-155.95885_19.61023,True
99,-155.95882_19.60987,True
100,-155.97237_19.59999,True
101,-155.97109_19.60012,True
102,-155.97141_19.59886,True
103,-155.96964_19.59876,True
104,-155.95887_19.61054,True
105,-155.95540_19.60299,True
106,-155.94602_19.62074,True
107,-155.94255_19.62251,True
108,-155.94255_19.62319,True
109,-155.94602_19.62169,True
110,-155.94352_19.62605,True
111,-155.94962_19.62005,True
112,-155.94376_19.62071,True
113,-155.94746_19.62217,True
114,-155.94692_19.62573,True
115,-155.94652_19.62371,True
116,-155.94747_19.62398,True
117,-155.94791_19.62443,True
118,-155.94602_19.62115,True
119,-155.94690_19.62047,True
120,-155.94866_19.62053,True
121,-155.94861_19.62091,True
122,-155.94609_19.62041,True
123,-155.94395_19.62390,True
124,-155.95038_19.62611,True
125,-155.96939_19.59328,True
126,-155.96965_19.59323,True
127,-155.96860_19.59352,True
128,-155.96913_19.59402,True
129,-155.96851_19.59405,True
130,-155.96832_19.59415,True
131,-155.96776_19.59420,True
132,-155.96877_19.59326,True
133,-155.94742_19.62775,True
134,-155.97000_19.59799,True
135,-155.97227_19.59999,True
136,-155.94245_19.62319,True
137,-155.94342_19.62605,True
138,-155.09677_19.65643,True
139,-155.09789_19.65485,True
140,-155.13104_19.64045,True
141,-155.13009_19.63964,True
142,-155.06617_19.67610,True
143,-155.06615_19.67588,True
144,-155.06434_19.67524,True
145,-155.07514_19.66915,True
146,-155.06616_19.67560,True
147,-155.06332_19.67534,True
148,-155.06692_19.67434,True
149,-155.07260_19.66965,True
150,-155.07314_19.66961,True
151,-155.07316_19.66991,True
152,-155.07356_19.66988,True
153,-155.07354_19.66958,True
154,-155.07410_19.66985,True
155,-155.06650_19.67611,True
156,-155.06662_19.67685,True
157,-155.06551_19.67671,True
158,-155.04881_19.69633,True
159,-155.04834_19.69504,True
160,-155.03572_19.72417,True
161,-155.03518_19.72443,True
162,-155.03566_19.72502,True
163,-155.03629_19.72472,True
164,-155.03624_19.72391,True
165,-155.03695_19.72523,True
166,-155.03817_19.72530,True
167,-155.03658_19.72525,True
168,-155.06703_19.67528,True
169,-155.06782_19.67673,True
170,-155.06784_19.67698,True
171,-155.06805_19.67498,True
172,-155.06817_19.67671,True
173,-155.06819_19.67695,True
174,-155.06541_19.67671,True
175,-155.06561_19.67671,True
176,-155.06551_19.67681,True
177,-155.06840_19.67308,True
178,-155.05753_19.68272,True
179,-155.05497_19.68166,True
180,-155.05077_19.68357,True
181,-155.05237_19.68056,True
182,-155.05331_19.68313,True
183,-155.06763_19.67428,True
184,-155.05822_19.68242,True
185,-155.05533_19.68262,True
186,-155.06780_19.67247,True
187,-155.02145_19.73061,True
188,-155.02201_19.73064,True
189,-155.05743_19.68272,True
190,-155.12982_19.63885,True
191,-155.04453_19.68457,True
192,-155.04816_19.68525,True
193,-155.04589_19.68516,True
194,-155.01942_19.73113,True
195,-155.12767_19.63578,True
196,-155.07577_19.67067,True
197,-155.06312_19.67792,True
198,-155.06294_19.67762,True
199,-155.06082_19.67779,True
200,-155.06105_19.67776,True
201,-155.06132_19.67808,True
202,-155.06161_19.67789,True
203,-155.06133_19.67774,True
204,-155.06244_19.67800,True
205,-155.06269_19.67799,True
206,-155.06268_19.67764,True
207,-155.06823_19.67822,True
208,-155.06644_19.67747,True
209,-155.06656_19.67896,True
210,-155.06538_19.67881,True
211,-155.06601_19.67875,True
212,-155.07465_19.67117,True
213,-155.07176_19.67095,True
214,-155.06217_19.67864,True
215,-155.07429_19.67131,True
216,-155.06398_19.67748,True
217,-155.06405_19.67798,True
218,-155.06397_19.67772,True
219,-155.06169_19.67867,True
220,-155.06590_19.67736,True
221,-155.06544_19.67744,True
222,-155.06520_19.67777,True
223,-155.07403_19.67133,True
224,-155.07319_19.67022,True
225,-155.07321_19.67052,True
226,-155.07363_19.67080,True
227,-155.07361_19.67050,True
228,-155.06522_19.67808,True
229,-155.06525_19.67839,True
230,-155.06071_19.67869,True
231,-155.06063_19.67784,True
232,-155.07522_19.67118,True
233,-155.07413_19.67015,True
234,-155.07415_19.67046,True
235,-155.07418_19.67077,True
236,-155.06257_19.67824,True
237,-155.06551_19.67838,True
238,-155.06215_19.67827,True
239,-155.06807_19.67783,True
240,-155.06783_19.67724,True
241,-155.06818_19.67721,True
242,-155.07353_19.67080,True
243,-155.05669_19.68635,True
244,-155.05131_19.68506,True
245,-155.05405_19.68517,True
246,-155.03803_19.72756,True
247,-155.03781_19.72767,True
248,-155.03759_19.72777,True
249,-155.03809_19.72835,True
250,-155.03836_19.72823,True
251,-155.03847_19.72583,True
252,-155.03679_19.72666,True
253,-155.03795_19.72693,True
254,-155.03745_19.73669,True
255,-155.03787_19.73674,True
256,-155.03702_19.72588,True
257,-155.05395_19.68517,True
258,-155.03669_19.72666,True
259,,True
260,,True
261,-155.01226_19.73399,True
262,,True
263,-155.09527_19.75325,True
264,-155.09321_19.75131,True
265,-155.09109_19.75347,True
266,-155.12158_19.75778,True
267,-155.09284_19.75656,True
268,-155.09113_19.75537,True
269,-155.09162_19.75500,True
270,-155.64707_19.93463,True
271,-155.64697_19.93463,True
272,-155.82473_19.99076,True
273,,True
274,-155.75917_20.01991,True
275,-155.75751_20.01954,True
276,-155.74356_20.02043,True
277,-155.71897_20.02783,True
278,-155.71848_20.02801,True
279,-155.75888_20.01910,True
280,-155.75895_20.01930,True
281,-155.75902_20.01951,True
282,-155.75909_20.01971,True
283,-155.71835_20.02823,True
284,-155.75866_20.01972,True
285,-155.75846_20.01979,True
286,-155.75827_20.01985,True
287,-155.75807_20.01991,True
288,-155.75788_20.02001,True
289,-155.75764_20.02006,True
290,-155.72155_20.02657,True
291,-155.75923_20.02011,True
292,-155.71871_20.02788,True
293,-155.75319_20.02026,True
294,-155.75692_20.02049,True
295,-155.72298_20.02642,True
296,-155.75873_20.02024,True
297,-155.75869_20.02003,True
298,-155.72207_20.02735,True
299,-155.81810_20.01839,True
300,-155.71683_20.02825,True
301,-155.72208_20.02651,True
302,-155.72182_20.02654,True
303,-155.75752_20.01980,True
304,-155.75877_20.02044,True
305,-155.72090_20.02673,True
306,-155.74120_20.01982,True
307,-155.73497_20.01959,True
308,-155.72186_20.02763,True
309,-155.72007_20.02756,True
310,-155.71979_20.02799,True
311,-155.72020_20.02784,True
312,-155.72096_20.02773,True
313,-155.72100_20.02748,True
314,-155.72147_20.02795,True
315,-155.72014_20.02692,True
316,-155.72064_20.02679,True
317,-155.71963_20.02704,True
318,-155.71938_20.02711,True
319,-155.71887_20.02723,True
320,-155.74892_20.01955,True
321,-155.75777_20.01948,True
322,-155.75548_20.02011,True
323,-155.74902_20.01866,True
324,-155.72251_20.02725,True
325,-155.71688_20.02763,True
326,-155.75879_20.02085,True
327,-155.75879_20.02065,True
328,-155.72200_20.02704,True
329,-155.71894_20.02826,True
330,-155.74540_20.02052,True
331,-155.75801_20.01942,True
332,-155.75825_20.01935,True
333,-155.75848_20.01927,True
334,-155.75824_20.01908,True
335,-155.75816_20.01887,True
336,-155.75815_20.01865,True
337,-155.75835_20.01850,True
338,-155.75860_20.01850,True
339,-155.75875_20.01868,True
340,-155.75881_20.01890,True
341,-155.75146_20.01980,True
342,-155.75071_20.01915,True
343,-155.75157_20.01889,True
344,-155.75584_20.01862,True
345,-155.71835_20.02736,True
346,-155.71794_20.02739,True
347,-155.67491_20.02824,True
348,-155.70803_20.02763,True
349,-155.66480_20.02531,True
350,-155.67815_20.02768,True
351,-155.67293_20.02777,True
352,-155.65598_20.02862,True
353,-155.61748_20.03467,True
354,-155.61736_20.03424,True
355,-155.61710_20.03476,True
356,-155.65827_20.02241,True
357,-155.65538_20.02886,True
358,-155.65547_20.02904,True
359,-155.65576_20.02829,True
360,-155.65587_20.02846,True
361,-155.65609_20.02878,True
362,-155.61753_20.03489,True
363,-155.61634_20.03191,True
364,-155.63564_20.03589,True
365,-155.63504_20.03487,True
366,-155.63535_20.03475,True
367,-155.66180_20.02606,True
368,-155.65512_20.02730,True
369,-155.65524_20.02746,True
370,-155.74643_20.01918,True
371,-155.75238_20.01916,True
372,-155.75352_20.01913,True
373,-155.75815_20.02072,True
374,-155.69669_20.03452,True
375,-155.66745_20.02740,True
376,-155.66838_20.02747,True
377,-155.69114_20.02797,True
378,-155.71030_20.02545,True
379,-155.66712_20.02807,True
380,-155.66690_20.02822,True
381,-155.66690_20.02781,True
382,-155.66665_20.02797,True
383,-155.66640_20.02814,True
384,-155.66619_20.02852,True
385,-155.66691_20.02877,True
386,-155.66727_20.02571,True
387,-155.66726_20.02604,True
388,-155.66596_20.02700,True
389,-155.66841_20.02938,True
390,-155.67542_20.02814,True
391,-155.66899_20.02825,True
392,-155.66944_20.02793,True
393,-155.66799_20.02891,True
394,-155.66427_20.02520,True
395,-155.67130_20.02751,True
396,-155.66985_20.02842,True
397,-155.67119_20.02841,True
398,-155.70686_20.02613,True
399,-155.70347_20.02838,True
400,-155.70382_20.02820,True
401,-155.67848_20.02789,True
402,-155.67958_20.02770,True
403,-155.70103_20.02822,True
404,-155.66555_20.02418,True
405,-155.66589_20.02645,True
406,-155.71229_20.02594,True
407,-155.70115_20.02891,True
408,-155.66254_20.02331,True
409,-155.66639_20.02337,True
410,-155.69729_20.02989,True
411,-155.66124_20.02761,True
412,-155.64127_20.03067,True
413,-155.65076_20.02852,True
414,-155.66125_20.02522,True
415,-155.64325_20.03015,True
416,-155.64237_20.03156,True
417,-155.66150_20.02488,True
418,-155.63957_20.02831,True
419,-155.65263_20.02957,True
420,-155.66263_20.02665,True
421,-155.66234_20.02682,True
422,-155.66208_20.02649,True
423,-155.61636_20.03050,True
424,-155.65688_20.02656,True
425,-155.63889_20.03486,True
426,-155.63849_20.03428,True
427,-155.63743_20.03298,True
428,-155.62098_20.03575,True
429,-155.62071_20.03468,True
430,-155.62029_20.03307,True
431,-155.63851_20.03024,True
432,-155.65243_20.02151,True
433,-155.65356_20.02785,True
434,-155.65955_20.02593,True
435,-155.65917_20.02322,True
436,-155.65933_20.02340,True
437,-155.65995_20.02445,True
438,-155.61616_20.03125,True
439,-155.65400_20.02658,True
440,-155.63937_20.03338,True
441,-155.63992_20.03434,True
442,-155.63998_20.03487,True
443,-155.64052_20.03461,True
444,-155.64041_20.03556,True
445,-155.64096_20.03582,True
446,-155.64102_20.03617,True
447,-155.65211_20.01916,True
448,-155.66334_20.02559,True
449,-155.65735_20.02806,True
450,-155.65676_20.02768,True
451,-155.65639_20.02789,True
452,-155.65607_20.02801,True
453,-155.65584_20.02764,True
454,-155.65640_20.02719,True
455,-155.65657_20.02735,True
456,-155.65592_20.02714,True
457,-155.65558_20.02725,True
458,-155.65559_20.02682,True
459,-155.65524_20.02695,True
460,-155.65534_20.02763,True
461,-155.66011_20.02475,True
462,-155.62132_20.02278,True
463,-155.65912_20.02218,True
464,-155.63068_20.03200,True
465,-155.62278_20.03568,True
466,-155.63904_20.03235,True
467,-155.63821_20.03244,True
468,-155.63786_20.03197,True
469,-155.63844_20.03158,True
470,-155.63920_20.03095,True
471,-155.63940_20.03125,True
472,-155.63800_20.03498,True
473,-155.63002_20.02948,True
474,-155.62217_20.02293,True
475,-155.62193_20.02418,True
476,-155.65829_20.02459,True
477,-155.63263_20.03504,True
478,-155.61598_20.03059,True
479,-155.61592_20.03037,True
480,-155.66021_20.02343,True
481,-155.63874_20.02649,True
482,-155.64129_20.02886,True
483,-155.64646_20.02964,True
484,-155.65907_20.02624,True
485,-155.63597_20.03396,True
486,-155.63567_20.03346,True
487,-155.65825_20.01978,True
488,-155.63685_20.03540,True
489,-155.63655_20.03492,True
490,-155.63698_20.03436,True
491,-155.65943_20.02210,True
492,-155.65995_20.02226,True
493,-155.65400_20.02742,True
494,-155.65407_20.02789,True
495,-155.62017_20.02387,True
496,-155.66088_20.02673,True
497,-155.63383_20.03600,True
498,-155.63423_20.03542,True
499,-155.65786_20.02260,True
500,-155.65805_20.02252,True
501,-155.63911_20.02503,True
502,-155.62146_20.02202,True
503,-155.61640_20.03212,True
504,-155.63594_20.03578,True
505,-155.63605_20.03595,True
506,-155.65740_20.02677,True
507,-155.61865_20.03543,True
508,-155.65932_20.02465,True
509,-155.65890_20.02418,True
510,-155.65870_20.02389,True
511,-155.65893_20.02376,True
512,-155.61904_20.03036,True
513,-155.62062_20.02923,True
514,-155.65883_20.02269,True
515,-155.65894_20.02287,True
516,-155.65873_20.02343,True
517,-155.63951_20.03587,True
518,-155.65900_20.02241,True
519,-155.65727_20.02736,True
520,-155.63238_20.03587,True
521,-155.63227_20.03552,True
522,-155.64146_20.03479,True
523,-155.64126_20.03444,True
524,-155.64104_20.03408,True
525,-155.64042_20.03321,True
526,-155.64005_20.03248,True
527,-155.63958_20.03276,True
528,-155.62112_20.03114,True
529,-155.63410_20.03441,True
530,-155.63355_20.03486,True
531,-155.65351_20.02679,True
532,-155.65308_20.02610,True
533,-155.65114_20.02299,True
534,-155.63722_20.03371,True
535,-155.62118_20.02198,True
536,-155.65947_20.02495,True
537,-155.66108_20.02412,True
538,-155.65892_20.02483,True
539,-155.65736_20.02517,True
540,-155.66010_20.02396,True
541,-155.66015_20.02598,True
542,-155.65619_20.02657,True
543,-155.65805_20.02768,True
544,-155.65769_20.02791,True
545,-155.62022_20.03501,True
546,-155.63435_20.03474,True
547,-155.65440_20.02726,True
548,-155.66081_20.02516,True
549,-155.65185_20.02526,True
550,-155.61734_20.03564,True
551,-155.61728_20.03542,True
552,-155.61716_20.03498,True
553,-155.65583_20.02185,True
554,-155.65758_20.02693,True
555,-155.65768_20.02717,True
556,-155.65859_20.02232,True
557,-155.62282_20.02987,True
558,-155.61683_20.03225,True
559,-155.61645_20.03234,True
560,-155.65391_20.02584,True
561,-155.65545_20.02779,True
562,-155.65555_20.02796,True
563,-155.65566_20.02812,True
564,-155.65491_20.02811,True
565,-155.65659_20.03017,True
566,-155.65332_20.02758,True
567,-155.66147_20.02616,True
568,-155.61718_20.03358,True
569,-155.61687_20.03389,True
570,-155.61681_20.03367,True
571,-155.61712_20.03335,True
572,-155.62451_20.04029,True
573,-155.62437_20.03973,True
574,-155.64143_20.03806,True
575,-155.61826_20.03761,True
576,-155.62498_20.03662,True
577,-155.62521_20.03748,True
578,-155.62526_20.03769,True
579,-155.62532_20.03791,True
580,-155.63793_20.04044,True
581,-155.63956_20.03767,True
582,-155.62112_20.03629,True
583,-155.64366_20.03760,True
584,-155.63517_20.03861,True
585,-155.63503_20.03845,True
586,-155.63648_20.03756,True
587,-155.63690_20.03759,True
588,-155.63610_20.03713,True
589,-155.63506_20.04222,True
590,-155.63464_20.04295,True
591,-155.63662_20.03814,True
592,-155.62516_20.03931,True
593,-155.64117_20.03662,True
594,-155.64135_20.03708,True
595,-155.64139_20.03758,True
596,-155.63414_20.04166,True
597,-155.62554_20.03877,True
598,-155.62576_20.03962,True
599,-155.62591_20.04019,True
600,-155.62547_20.04052,True
601,-155.62635_20.04190,True
602,-155.63896_20.03970,True
603,-155.63984_20.03813,True
604,-155.64012_20.03858,True
605,-155.63989_20.03990,True
606,-155.63896_20.03847,True
607,-155.63808_20.03709,True
608,-155.63547_20.03914,True
609,-155.63879_20.03621,True
610,-155.61743_20.03942,True
611,-155.63597_20.03875,True
612,-155.63610_20.03918,True
613,-155.62619_20.04126,True
614,-155.63284_20.03780,True
615,-155.62586_20.04202,True
616,-155.63652_20.04062,True
617,-155.64334_20.03777,True
618,-155.63835_20.04082,True
619,-155.63816_20.04093,True
620,-155.63796_20.04103,True
621,-155.63384_20.04179,True
622,-155.63371_20.04139,True
623,-155.63400_20.04115,True
624,-155.63347_20.04038,True
625,-155.63354_20.03975,True
626,-155.61789_20.03770,True
627,-155.63313_20.03618,True
628,-155.63334_20.03666,True
629,-155.62477_20.03781,True
630,-155.62413_20.03681,True
631,-155.62441_20.03789,True
632,-155.62458_20.03854,True
633,-155.63621_20.03663,True
634,-155.63518_20.03656,True
635,-155.64155_20.03873,True
636,-155.64073_20.03835,True
637,-155.62501_20.04018,True
638,-155.62506_20.04039,True
639,-155.63758_20.03748,True
640,-155.63726_20.03770,True
641,-155.63746_20.03773,True
642,-155.63810_20.03814,True
643,-155.63789_20.03828,True
644,-155.63714_20.03854,True
645,-155.63797_20.03863,True
646,-155.63836_20.03922,True
647,-155.62414_20.03632,True
648,-155.63428_20.04200,True
649,-155.63446_20.04183,True
650,-155.63476_20.04181,True
651,-155.63504_20.04172,True
652,-155.61596_20.03714,True
653,-155.64205_20.03811,True
654,-155.64201_20.03741,True
655,-155.64247_20.03712,True
656,-155.64255_20.03639,True
657,-155.64303_20.03794,True
658,-155.62575_20.04159,True
659,-155.62569_20.04137,True
660,-155.62523_20.04103,True
661,-155.62529_20.04124,True
662,-155.62534_20.04145,True
663,-155.62573_20.04296,True
664,-155.64055_20.03778,True
665,-155.64006_20.03676,True
666,-155.63447_20.03847,True
667,-155.63452_20.03880,True
668,-155.63373_20.03905,True
669,-155.63390_20.03850,True
670,-155.63387_20.03824,True
671,-155.63374_20.03799,True
672,-155.63413_20.03637,True
673,-155.62419_20.03599,True
674,-155.63446_20.04134,True
675,-155.64197_20.03675,True
676,-155.63407_20.04238,True
677,-155.61769_20.03696,True
678,-155.61795_20.03643,True
679,-155.61783_20.03599,True
680,-155.63479_20.03993,True
681,-155.63403_20.04044,True
682,-155.63441_20.04040,True
683,-155.63477_20.04095,True
684,-155.63534_20.04126,True
685,-155.63552_20.04156,True
686,-155.62414_20.03887,True
687,-155.62403_20.03843,True
688,-155.63468_20.03714,True
689,-155.63433_20.03691,True
690,-155.63680_20.03622,True
691,-155.63684_20.03670,True
692,-155.63433_20.04317,True
693,-155.63618_20.04124,True
694,-155.63657_20.04166,True
695,-155.63612_20.04158,True
696,-155.61806_20.03687,True
697,-155.63690_20.03979,True
698,-155.61781_20.03740,True
699,-155.61326_20.03776,True
700,-155.61212_20.03103,True
701,-155.65373_20.01993,True
702,-155.65079_20.02037,True
703,-155.65049_20.01920,True
704,-155.65251_20.02010,True
705,-155.64605_20.01926,True
706,-155.62037_20.03780,True
707,-155.62146_20.03755,True
708,-155.62091_20.03768,True
709,-155.62161_20.04181,True
710,-155.62019_20.03984,True
711,-155.62237_20.04167,True
712,-155.62224_20.04118,True
713,-155.62214_20.04078,True
714,-155.62201_20.04029,True
715,-155.64268_20.02214,True
716,-155.64395_20.02188,True
717,-155.63686_20.02358,True
718,-155.63627_20.02167,True
719,-155.70538_20.02632,True
720,-155.70550_20.02570,True
721,-155.62881_20.02801,True
722,-155.65726_20.02937,True
723,-155.62664_20.04297,True
724,-155.62610_20.04374,True
725,-155.62613_20.04449,True
726,-155.62637_20.04451,True
727,-155.62684_20.04433,True
728,-155.62713_20.04477,True
729,-155.62669_20.04498,True
730,-155.62645_20.04502,True
731,-155.62621_20.04507,True
732,-155.62618_20.04422,True
733,-155.71678_20.02763,True
734,-155.74530_20.02052,True
735,-155.75061_20.01915,True
736,-155.70793_20.02763,True
737,-155.66470_20.02531,True
738,-155.66716_20.02604,True
739,-155.66934_20.02793,True
740,-155.66417_20.02520,True
741,-155.67838_20.02789,True
742,-155.66629_20.02337,True
743,-155.63879_20.03486,True
744,-155.65514_20.02695,True
745,-155.63894_20.03235,True
746,-155.62207_20.02293,True
747,-155.63228_20.03587,True
748,-155.66098_20.02412,True
749,-155.65430_20.02726,True
750,-155.66071_20.02516,True
751,-155.63946_20.03767,True
752,-155.63454_20.04295,True
753,-155.63423_20.04317,True
754,-155.61202_20.03103,True
755,-155.66545_20.02418,True
756,-155.66565_20.02418,True
757,-155.65390_20.02658,True
758,-155.65410_20.02658,True
759,-155.65649_20.03017,True
760,-155.65669_20.03017,True
761,-155.66244_20.02331,True
762,-155.66264_20.02331,True
763,-155.66254_20.02341,True
764,-155.64117_20.03067,True
765,-155.64137_20.03067,True
766,-155.64127_20.03077,True
767,-155.64127_20.03057,True
768,-155.64117_20.03077,True
769,-155.69719_20.02989,True
770,-155.69739_20.02989,True
771,-155.69729_20.02999,True
772,-155.69729_20.02979,True
773,-155.69719_20.02999,True
774,-155.69719_20.02979,True
775,-155.69739_20.02999,True
776,-155.69739_20.02979,True
777,-155.69709_20.02989,True
778,,True
779,-155.74975_20.02405,True
780,-155.72849_20.02279,True
781,-155.72919_20.02251,True
782,-155.72999_20.02218,True
783,-155.73083_20.02165,True
784,-155.75554_20.02218,True
785,-155.75935_20.02088,True
786,-155.75942_20.02110,True
787,-155.75940_20.02131,True
788,-155.75932_20.02150,True
789,-155.75667_20.02356,True
790,-155.72402_20.02658,True
791,-155.74402_20.02200,True
792,-155.71650_20.02842,True
793,-155.71594_20.02928,True
794,-155.71413_20.02830,True
795,-155.73608_20.02270,True
796,-155.71877_20.02848,True
797,-155.76155_20.02399,True
798,-155.75553_20.02090,True
799,-155.82040_20.02678,True
800,-155.77416_20.02358,True
801,-155.77335_20.02366,True
802,-155.77242_20.02363,True
803,-155.77047_20.02380,True
804,-155.76440_20.02375,True
805,-155.75795_20.02369,True
806,-155.71957_20.02944,True
807,-155.75928_20.02030,True
808,-155.75931_20.02049,True
809,-155.75932_20.02068,True
810,-155.71758_20.02879,True
811,-155.71718_20.02885,True
812,-155.71542_20.02883,True
813,-155.75275_20.02152,True
814,-155.75701_20.02106,True
815,-155.71883_20.02918,True
816,-155.73263_20.02157,True
817,-155.73364_20.02167,True
818,-155.73543_20.02191,True
819,-155.73791_20.02274,True
820,-155.73902_20.02224,True
821,-155.72111_20.02846,True
822,-155.72067_20.02873,True
823,-155.72009_20.02837,True
824,-155.72568_20.02462,True
825,-155.72518_20.02597,True
826,-155.72358_20.02664,True
827,-155.75874_20.02146,True
828,-155.75876_20.02125,True
829,-155.75877_20.02105,True
830,-155.74724_20.02389,True
831,-155.74656_20.02382,True
832,-155.73118_20.02311,True
833,-155.71878_20.02875,True
834,-155.75505_20.02339,True
835,-155.74476_20.02319,True
836,-155.75235_20.02246,True
837,-155.75062_20.02150,True
838,-155.74557_20.02190,True
839,-155.71764_20.02855,True
840,-155.75105_20.02176,True
841,-155.74196_20.02069,True
842,-155.75345_20.02401,True
843,-155.75346_20.02275,True
844,-155.75663_20.02267,True
845,-155.74839_20.02117,True
846,-155.74789_20.02127,True
847,-155.73814_20.02156,True
848,-155.77046_20.02314,True
849,-155.72909_20.02251,True
850,-155.77406_20.02358,True
851,-155.72508_20.02597,True
852,-155.73108_20.02311,True
853,-155.74186_20.02069,True
854,-155.75336_20.02275,True
855,-155.74829_20.02117,True
856,-155.73892_20.02224,True
857,-155.73912_20.02224,True
858,,True
859,,True
860,-159.44975_21.87313,True
861,-159.45026_21.87314,True
862,-159.45036_21.87262,True
863,-159.44965_21.87313,True
864,,True
865,-159.45535_21.87382,True
866,-159.45515_21.87358,True
867,-159.45557_21.87400,True
868,-159.45525_21.87382,True
869,-159.45121_21.87616,True
870,-159.45090_21.88210,True
871,-159.45212_21.87445,True
872,-159.45178_21.87877,True
873,-159.45107_21.87981,True
874,-159.45178_21.87894,True
875,-159.45177_21.87910,True
876,-159.45219_21.87412,True
877,-159.45223_21.87391,True
878,-159.45114_21.88964,True
879,-159.45071_21.88206,True
880,-159.45133_21.87477,True
881,-159.45141_21.87491,True
882,-159.45104_21.88964,True
883,-159.45065_21.87417,True
884,-159.44960_21.88299,True
885,-159.44991_21.88450,True
886,-159.45066_21.87296,True
887,-159.44766_21.89020,True
888,-159.45120_21.87411,True
889,-159.45126_21.87390,True
890,-159.45070_21.87396,True
891,-159.45046_21.87502,True
892,-159.44945_21.87325,True
893,-159.44957_21.88077,True
894,-159.45021_21.88565,True
895,-159.45048_21.88150,True
896,-159.45169_21.87363,True
897,-159.45119_21.87358,True
898,-159.44671_21.89144,True
899,-159.44981_21.88450,True
900,-159.45056_21.87296,True
901,-159.44947_21.88077,True
902,-159.45011_21.88565,True
903,-159.45109_21.87358,True
904,-159.44661_21.89144,True
905,-159.44823_21.89181,True
906,-159.45065_21.88728,True
907,-159.45133_21.88412,True
908,-159.44935_21.89143,True
909,-159.44879_21.88990,True
910,-159.45055_21.88728,True
911,-159.45075_21.88728,True
912,,True
913,,True
914,,True
915,-159.60799_21.90002,True
916,-159.60789_21.90002,True
917,,True
918,-159.73304_21.97284,True
919,,True
920,-159.72718_21.97379,True
921,-159.72724_21.97352,True
922,-159.72785_21.97470,True
923,-159.72750_21.97348,True
924,-159.72569_21.97572,True
925,-159.72586_21.97544,True
926,-159.72775_21.97470,True
927,-159.72795_21.97470,True
928,-159.72785_21.97480,True
929,-159.36389_22.04826,True
930,-159.36237_22.04735,True
931,-159.36364_22.04759,True
932,-159.36385_22.04801,True
933,-159.36145_22.04647,True
934,-159.36220_22.04688,True
935,-159.36218_22.04634,True
936,-159.36180_22.04686,True
937,-159.36201_22.04587,True
938,-159.36135_22.04647,True
939,-159.36667_22.05090,True
940,-159.37785_22.05646,True
