,Uid,dist2_DomWells_m
154,-155.86255_19.19777,3876.9708027347137
155,-155.78534_19.09445,5785.314258902961
156,-155.72174_19.14376,11707.170050019033
157,-155.78440_19.09559,5865.334957979577
158,-155.75585_19.10454,6531.356141463464
159,-155.77316_19.10978,7107.40200647958
160,-155.77007_19.11330,7461.506893312083
161,-155.90443_19.20400,748.6867187481059
162,-155.77988_19.11605,7910.150803723553
163,-155.86524_19.19993,3535.706270765177
164,-155.62645_19.03907,13431.777020205293
165,-155.78123_19.13213,9684.239678614475
166,-155.78096_19.12601,9013.282603246591
167,-155.76301_19.09707,5642.82583969539
168,-155.76998_19.13221,9548.449411699143
169,-155.77022_19.13212,9540.482576316102
170,-155.89962_19.20315,499.49776361123077
171,-155.73119_19.11879,8773.292399851955
172,-155.79000_19.06109,2396.5442527146024
173,-155.74864_19.08447,4560.872650430646
174,-155.78108_19.08815,4971.5624734096145
175,-155.78312_19.08835,5071.5822220536875
176,-155.78244_19.08877,5087.195424709841
177,-155.89799_19.20501,277.90263770537297
178,-155.77903_19.09787,5931.205930421814
179,-155.75805_19.08521,4380.5778218386395
180,-155.79366_19.10924,7634.145037517664
181,-155.79495_19.10865,7630.998716460252
182,-155.90136_19.20646,337.01300400119226
183,-155.47196_19.19937,10683.128076212039
184,-155.77017_19.10606,6663.253655870229
185,-155.76872_19.13159,9473.249438764615
186,-155.89765_19.20633,148.2049758484457
187,-155.61010_19.04397,11847.619377451792
188,-155.78383_19.09678,5968.235076983561
189,-155.77880_19.11729,8022.585315499722
190,-155.75775_19.10443,6494.5333520102895
191,-155.90103_19.20547,361.12526851006965
192,-155.74568_19.09332,5586.309377657468
193,-155.58261_19.06007,8643.249818023576
194,-155.77905_19.09272,5383.041862085866
195,-155.89879_19.20453,332.3467617822468
196,-155.86855_19.28008,4636.6281555642245
197,-155.76034_19.10066,6053.64954687364
198,-155.77569_19.10701,6844.367588940981
199,-155.77580_19.10733,6881.539577138048
200,-155.89826_19.20399,388.8365178127988
201,-155.89828_19.20415,370.5117109208664
202,-155.76227_19.10261,6258.905355972132
203,-155.74712_19.09924,6157.756663942155
204,-155.89818_19.20696,61.90018724907282
205,-155.76630_19.09527,5445.503768762669
206,-155.76159_19.08324,4121.409041735742
207,-155.88155_19.21130,1699.6709879913183
208,-155.89723_19.20359,447.84980844710816
209,-155.89760_19.20533,252.47316083833488
210,-155.90133_19.20382,514.4104173153637
211,-155.74495_19.11278,7660.025159455414
212,-155.75238_19.10809,6977.390438154341
213,-155.75737_19.08904,4810.467353752198
214,-155.78672_19.11183,7642.992009227338
215,-155.73533_19.12075,8811.900165944096
216,-155.53282_19.10450,2134.1983290547646
217,-155.75170_19.11706,7967.337039155859
218,-155.75810_19.13075,9392.855497722512
219,-155.58672_19.06111,8811.00259781759
220,-155.58690_19.06177,8765.443126227043
221,-155.77278_19.09712,5714.34717561413
222,-155.86711_19.29584,3136.7135344719704
223,-155.77237_19.10121,6156.29571493791
224,-155.77618_19.10581,6722.223419695583
225,-155.76393_19.12652,8901.332106322323
226,-155.77254_19.09565,5549.143383987481
227,-155.89696_19.20889,58.04872905713742
228,-155.77752_19.12814,9184.269609302242
229,-155.56573_19.06895,6868.613223746131
230,-155.47578_19.20339,10798.71696102882
231,-155.47651_19.20358,10772.498722675235
232,-155.90202_19.20329,605.2243685111296
233,-155.90290_19.20333,665.5252775900403
234,-155.90304_19.20353,661.1143854524316
235,-155.75724_19.11577,7748.269669934582
236,-155.75330_19.13589,10007.115577747976
237,-155.75375_19.08469,4416.462946967082
238,-155.63056_19.04418,13366.157054198655
239,-155.76806_19.08589,4419.563249210974
240,-155.90750_19.18222,2959.5789508372172
241,-155.75575_19.10268,6328.302405825804
242,-155.77107_19.10850,6941.324635832779
243,-155.77191_19.11083,7207.291801097517
244,-155.74539_19.12482,8940.3627862508
245,-155.75949_19.14969,11477.967355326195
246,-155.74177_19.12988,9575.146045103553
247,-155.75180_19.08121,4106.9000117878
248,-155.78449_19.12032,8481.145962604893
249,-155.74764_19.08777,4939.37422512872
250,-155.74847_19.08626,4752.0821892165995
251,-155.89906_19.20742,76.43666823703646
252,-155.77517_19.09489,5516.716905068798
253,-155.90465_19.20373,783.3835726552109
254,-155.90480_19.20364,802.1118308292995
255,-155.90503_19.20339,836.9809358710311
256,-155.73188_19.13113,10016.38041743311
257,-155.73199_19.13145,10045.713877841918
258,-155.88113_19.20737,1730.5597654672492
259,-155.75910_19.08624,4477.543236659738
260,-155.75226_19.10615,6768.871405567025
261,-155.75168_19.10634,6800.669054049705
262,-155.75156_19.10597,6764.0900298262595
263,-155.73831_19.12813,9486.937274029267
264,-155.77563_19.06201,2116.6961988863045
265,-155.74349_19.10436,6815.056686438018
266,-155.74342_19.10418,6798.488987063949
267,-155.89931_19.20604,191.16231334391256
268,-155.78280_19.12661,9117.927852260584
269,-155.62678_19.05496,12297.613646057876
270,-155.74092_19.10926,7416.293477774395
271,-155.76515_19.08167,3937.099666526092
272,-155.78403_19.10485,6821.097914211839
273,-155.78440_19.10474,6820.533026176084
274,-155.78477_19.10462,6819.97227972999
275,-155.75421_19.11317,7501.053644621443
276,-155.74546_19.12172,8604.70699544405
277,-155.74485_19.09482,5773.343437241722
278,-155.86127_19.19667,4043.5108043741966
279,-155.74610_19.09318,5556.620760804806
280,-155.76994_19.10542,6590.757814506795
281,-155.76890_19.09458,5386.1802831727055
282,-155.75639_19.08628,4527.082447808727
283,-155.903_19.20544,539.8984782022783
284,-155.90313_19.20533,557.8719617956214
285,-155.90350_19.20498,610.1140191826889
286,-155.90363_19.20487,627.2475615046251
287,-155.90381_19.20457,659.8843070469819
288,-155.76226_19.08907,4760.587166605727
289,-155.79800_19.10028,6786.800481740023
290,-155.79954_19.09961,6735.13039712458
291,-155.75819_19.11781,7963.552544555615
292,-155.89829_19.20432,352.1571686016477
293,-155.89783_19.20851,53.77047086360815
294,-155.89389_19.20453,571.9440421437225
295,-155.90310_19.20290,713.642772337821
296,-155.58881_19.06075,8979.577125999256
297,-155.78010_19.13318,9777.766659934157
298,-155.79775_19.10036,6791.693720966574
299,-155.79922_19.09875,6636.344490836641
300,-155.76820_19.09604,5541.217276805894
301,-155.76814_19.09586,5520.58330432036
302,-155.75854_19.14704,11189.548842370543
303,-155.78719_19.11684,8187.191115926463
304,-155.78731_19.11717,8224.820983179821
305,-155.78134_19.10089,6318.472635488261
306,-155.88636_19.20217,1388.9493212736904
307,-155.76778_19.08399,4207.180609369734
308,-155.78223_19.11743,8113.146173545658
309,-155.76343_19.10017,5985.299845931275
310,-155.74920_19.08827,4935.473939025873
311,-155.75471_19.11795,8017.943640222464
312,-155.90254_19.20601,471.08746576278526
313,-155.90225_19.20660,422.9253720717462
314,-155.76870_19.10107,6100.06524509402
315,-155.76661_19.11478,7605.096480385582
316,-155.74372_19.09773,6117.069371393742
317,-155.90204_19.20723,389.6683624723674
318,-155.90167_19.20759,350.02631719349176
319,-155.90116_19.20804,302.3271627644674
320,-155.90064_19.20845,263.4109865684709
321,-155.90034_19.20862,244.13063300871414
322,-155.74852_19.09363,5520.5586670894645
323,-155.77078_19.11413,7558.453632131689
324,-155.78781_19.11852,8383.325498678449
325,-155.58466_19.06016,8761.930459719655
326,-155.63352_19.03164,13876.173993438668
327,-155.63436_19.03086,13798.028939481166
328,-155.76651_19.12318,8534.201423228618
329,-155.73640_19.11284,7954.281112110216
330,-155.60722_19.06551,9963.889201771297
331,-155.76422_19.10046,6015.764899716447
332,-155.76353_19.10493,6511.679904535118
333,-155.79527_19.10630,7410.298602618472
334,-155.79295_19.11077,7760.529521306024
335,-155.79325_19.11039,7733.584596908077
336,-155.78379_19.10008,6310.970249645553
337,-155.77351_19.09689,5700.759608931119
338,-155.66096_19.01338,11482.165707270642
339,-155.78296_19.04337,860.3579242674724
340,-155.78288_19.12760,9226.659404319502
341,-155.76958_19.10096,6095.304072214639
342,-155.75452_19.13926,10364.199751399705
343,-155.77759_19.09370,5446.096395957334
344,-155.77687_19.09434,5496.617527986801
345,-155.89984_19.20761,157.75621324775068
346,-155.90035_19.20697,219.06262043200582
347,-155.74769_19.11133,7431.48953740575
348,-155.89977_19.20575,244.81223248727574
349,-155.75648_19.09488,5462.9209935547215
350,-155.77800_19.07773,3779.358210914716
351,-155.74700_19.09654,5877.131438835231
352,-155.75835_19.11712,7886.284916520356
353,-155.87326_19.21588,2665.0979177928807
354,-155.76568_19.13724,10088.551516313968
355,-155.74990_19.11560,7843.143112971501
356,-155.78516_19.11804,8254.890404743106
357,-155.75203_19.07733,3695.56553252325
358,-155.77346_19.09328,5306.618069672675
359,-155.78917_19.11124,7664.40710076367
360,-155.74652_19.10625,6919.0798776485
361,-155.76817_19.10035,6016.41403130641
362,-155.90089_19.20635,297.0091743166097
363,-155.78056_19.09109,5259.838345569447
364,-155.76444_19.09000,4858.132092565055
365,-155.76474_19.09071,4936.721409651807
366,-155.75352_19.08174,4109.028018119574
367,-155.75278_19.08203,4161.745070980024
368,-155.76655_19.09012,4876.553465220641
369,-155.76584_19.09076,4944.630713413068
370,-155.78454_19.09696,6012.277556585339
371,-155.88934_19.20804,864.2960915080732
372,-155.74253_19.11358,7816.6796976798705
373,-155.73794_19.13113,9816.20793471582
374,-155.65942_19.04497,11056.48107023215
375,-155.78007_19.10819,7065.716767895168
376,-155.78043_19.10645,6887.868633283216
377,-155.77504_19.09453,5474.1970214033145
378,-155.78843_19.10926,7431.442446268252
379,-155.81266_19.05637,3032.122699747218
380,-155.74289_19.12050,8541.13408369467
381,-155.76773_19.10686,6733.341390103872
382,-155.74154_19.10460,6909.065139339263
383,-155.74167_19.10496,6942.101553246181
384,-155.74169_19.10578,7025.6363346984435
385,-155.78444_19.11603,8020.065861814621
386,-155.76064_19.10710,6763.6173628967235
387,-155.75125_19.13011,9401.919063685104
388,-155.77648_19.11851,8113.111224418998
389,-155.77346_19.09443,5431.742270717255
390,-155.77163_19.09576,5547.065685816134
391,-155.76301_19.12024,8206.691861828409
392,-155.76314_19.12060,8246.78592733552
393,-155.74524_19.10614,6945.258530635136
394,-155.74549_19.10605,6929.320021662087
395,-155.88455_19.21401,1476.223427220631
396,-155.89999_19.20315,511.5290393805152
397,-155.89990_19.20339,483.3499095213739
398,-155.76646_19.12035,8220.339842102003
399,-155.79059_19.11249,7845.903261157618
400,-155.73711_19.10725,7354.508076483159
401,-155.73689_19.10747,7385.282538388526
402,-155.75030_19.09477,5588.424746204457
403,-155.48982_19.23782,13498.076373341164
404,-155.74418_19.09639,5961.2231047207715
405,-155.7751_19.09247,5252.308314372053
406,-155.62941_19.05141,12758.94957241075
407,-155.63379_19.04707,13419.180771698686
408,-155.89569_19.20532,368.7865084131421
409,-155.77499_19.12691,9012.997474762435
410,-155.77747_19.11778,8050.709286334821
411,-155.77722_19.12545,8884.999180865192
412,-155.77443_19.10360,6449.310914546129
413,-155.77393_19.10222,6290.495335090487
414,-155.86402_19.16675,5777.28953869183
415,-155.90101_19.20603,324.1076230367571
416,-155.78689_19.10001,6416.5515377025295
417,-155.73681_19.12780,9498.64883880339
418,-155.75618_19.09669,5665.824886394574
419,-155.77641_19.08730,4730.487156810797
420,-155.89787_19.20352,443.27686461135767
421,-155.58041_19.05895,8613.763584999186
422,-155.89524_19.20497,430.0567234173823
423,-155.90316_19.20446,608.5077505021438
424,-155.89648_19.20371,463.3349796112481
425,-155.57969_19.06121,8364.5064407709
426,-155.75196_19.13211,9609.58093135412
427,-155.75207_19.13242,9642.763030364838
428,-155.75218_19.13274,9676.227829161542
429,-155.76060_19.13422,9761.603290312618
430,-155.63455_19.03973,13692.546081236358
431,-155.77858_19.12395,8743.73939733797
432,-155.77214_19.10057,6082.769701448494
433,-155.77820_19.11049,7271.231710586202
434,-155.78311_19.08994,5234.025896882928
435,-155.78596_19.10139,6523.96952149257
436,-155.75118_19.10813,7006.126892452532
437,-155.75147_19.10561,6726.426542328984
438,-155.63224_19.03268,13996.767285275355
439,-155.74332_19.11901,8370.235225603721
440,-155.76704_19.08616,4441.947984331898
441,-155.79370_19.09450,6107.09804589002
442,-155.79433_19.09618,6296.968571794499
443,-155.79445_19.09650,6333.635991603221
444,-155.77537_19.08512,4467.880045888985
445,-155.75123_19.11398,7640.07308501573
446,-155.77079_19.11532,7690.1151923342895
447,-155.58585_19.06000,8851.822947113531
448,-155.77136_19.11272,7408.610340189029
449,-155.77447_19.11791,8016.97018988421
450,-155.73804_19.10547,7134.307420036951
451,-155.75512_19.08996,4952.013504289709
452,-155.78899_19.11537,8089.831695321055
453,-155.79030_19.11381,7972.656124958413
454,-155.75651_19.11961,8178.355972354839
455,-155.78851_19.09328,5803.364370719567
456,-155.78944_19.09369,5886.455716994798
457,-155.78956_19.09401,5923.833457656082
458,-155.78968_19.09433,5961.1100701293835
459,-155.89497_19.20773,296.2879215098548
460,-155.89500_19.20812,277.23640422371443
461,-155.75719_19.11957,8167.192147572908
462,-155.73691_19.11142,7788.817470881295
463,-155.73650_19.11155,7819.079126345795
464,-155.79547_19.11000,7788.619745373893
465,-155.76182_19.11240,7343.405634985517
466,-155.76746_19.08870,4725.2410486942845
467,-155.63247_19.04598,13389.005529132197
468,-155.80017_19.09687,6445.984135491779
469,-155.62775_19.03179,14100.084575674051
470,-155.78811_19.10578,7058.819243471757
471,-155.77314_19.10679,6779.345731676227
472,-155.78287_19.09002,5233.129846058499
473,-155.76506_19.12476,8706.650055813116
474,-155.76261_19.12557,8797.338013790657
475,-155.73981_19.10622,7141.020165061617
476,-155.75178_19.07954,3934.2475100664783
477,-155.78076_19.11456,7768.571054465299
478,-155.79515_19.07321,3776.723572428269
479,-155.77362_19.08455,4363.430925237952
480,-155.79344_19.05065,1292.035210321891
481,-155.75817_19.13501,9863.185049468311
482,-155.77358_19.08771,4704.323342521204
483,-155.77566_19.09942,6017.362091373742
484,-155.77521_19.10355,6458.722042578136
485,-155.77546_19.10413,6526.032258024969
486,-155.64575_18.98297,14319.315196731797
487,-155.78407_19.10081,6397.564731670876
488,-155.79822_19.09711,6441.487012129576
489,-155.62473_19.04211,13067.863366667218
490,-155.47356_19.20104,10727.115809080082
491,-155.75789_19.10146,6165.619972171052
492,-155.77299_19.11047,7181.1814443305675
493,-155.75394_19.09051,5038.053190236095
494,-155.61220_19.06763,10224.667789482848
495,-155.58746_19.05968,8982.72088439533
496,-155.58789_19.05991,8991.976603718958
497,-155.76289_19.10773,6823.28057990457
498,-155.77431_19.08747,4694.436035562365
499,-155.75672_19.09479,5450.047758526444
500,-155.77662_19.05680,1743.5510951726928
501,-155.73462_19.11362,8105.4123589664305
502,-155.73474_19.11393,8132.965174169882
503,-155.79164_19.11044,7674.305301697965
504,-155.77401_19.10130,6191.134120290336
505,-155.76773_19.11786,7949.6718302998315
506,-155.76784_19.11818,7985.466350575017
507,-155.76475_19.10831,6885.691158467513
508,-155.90082_19.20763,261.4423615327316
509,-155.90146_19.20707,331.16091039372884
510,-155.77581_19.12161,8442.854120245824
511,-155.77404_19.12166,8423.307095407265
512,-155.72099_19.14397,11758.101550052725
513,-155.77067_19.11842,8031.460517216412
514,-155.77637_19.14476,10991.986162761601
515,-155.76480_19.12070,8257.01137429872
516,-155.77455_19.10392,6486.498431624097
517,-155.76835_19.06094,1692.2017172356323
518,-155.76150_19.12249,8460.917453852386
519,-155.76496_19.11001,7073.259911929505
520,-155.76461_19.10905,6967.008907791071
521,-155.87117_19.29193,3315.137118794843
522,-155.79263_19.10430,7090.8870792764465
523,-155.74380_19.09535,5867.926036743506
524,-155.73986_19.10961,7490.310295731475
525,-155.76590_19.09651,5580.9607402735965
526,-155.78544_19.10573,6959.045203112952
527,-155.78521_19.11477,7908.248763519066
528,-155.80328_19.10214,7079.656184517048
529,-155.76538_19.11587,7723.004561741901
530,-155.75437_19.11688,7905.33333947594
531,-155.76710_19.11615,7758.20655119143
532,-155.75229_19.08329,4310.301038846621
533,-155.76237_19.09538,5457.896573799597
534,-155.74485_19.09743,6043.923871060111
535,-155.74442_19.09703,6018.171038474883
536,-155.78021_19.11192,7470.811072064987
537,-155.76983_19.10169,6177.750703136997
538,-155.79770_19.09871,6610.431236530114
539,-155.79666_19.09923,6654.710787428794
540,-155.65883_19.04186,11128.217682200388
541,-155.77016_19.10265,6287.230072036563
542,-155.78000_19.12214,8573.787957604018
543,-155.58302_19.06011,8665.296176433587
544,-155.74197_19.11534,8020.1739394397755
545,-155.75311_19.08818,4808.111141683475
546,-155.63278_19.04940,13174.651360673726
547,-155.78047_19.10442,6671.195033181844
548,-155.76374_19.10663,6699.178211174205
549,-155.76350_19.09501,5413.6191839741605
550,-155.76326_19.09437,5343.6757265377255
551,-155.74871_19.09795,5973.197896069981
552,-155.74915_19.09727,5887.858264003169
553,-155.74498_19.12890,9390.94866146763
554,-155.77241_19.11221,7364.047965503137
555,-155.79639_19.09414,6091.634814703685
556,-155.77785_19.12052,8355.972172990498
557,-155.77267_19.08783,4698.2022972706845
558,-155.76173_19.09695,5635.3397316387845
559,-155.79141_19.10980,7599.658743100467
560,-155.74755_19.09242,5426.281090579224
561,-155.77200_19.12777,9074.582214926317
562,-155.72133_19.14048,11388.903259141245
563,-155.72182_19.14032,11352.255134648867
564,-155.75323_19.09193,5208.063219451747
565,-155.74382_19.09886,6229.680712087503
566,-155.77857_19.13315,9748.781084472645
567,-155.78095_19.08892,5046.97063790898
568,-155.74494_19.10193,6511.302954675928
569,-155.78162_19.10162,6404.48886994982
570,-155.78174_19.10193,6441.537879442049
571,-155.77191_19.12948,9261.57517756018
572,-155.77198_19.12856,9160.871412073393
573,-155.74072_19.11193,7702.140167631482
574,-155.77843_19.11267,7512.656391040936
575,-155.77786_19.11302,7539.944193296115
576,-155.63646_19.03956,13492.501365528193
577,-155.80062_19.09925,6713.191025384884
578,-155.74327_19.10812,7217.40600346981
579,-155.75824_19.10241,6266.065888918461
580,-155.78765_19.05586,1834.388407154944
581,-155.75336_19.12514,8825.266328835667
582,-155.77408_19.09186,5164.397056150135
583,-155.77395_19.09149,5122.105833315987
584,-155.75558_19.11968,8197.422624942534
585,-155.75519_19.11990,8226.19275859963
586,-155.78160_19.12664,9095.258285091679
587,-155.75157_19.14315,10826.541555302729
588,-155.78497_19.12228,8703.81600704937
589,-155.57530_19.06396,7856.0610390566635
590,-155.63131_19.04421,13422.910577972807
591,-155.77455_19.09637,5664.176977287837
592,-155.79345_19.11209,7915.417487254655
593,-155.78096_19.05879,2234.011509373465
594,-155.78264_19.11525,7888.771770189852
595,-155.78742_19.10654,7112.500598494646
596,-155.75947_19.12139,8350.026314006707
597,-155.78917_19.09299,5805.300479799058
598,-155.76898_19.10267,6278.501212252021
599,-155.74715_19.09123,5316.061171211853
600,-155.75050_19.10817,7024.413028209217
601,-155.75593_19.11151,7294.259699955776
602,-155.75368_19.10569,6691.74601957403
603,-155.75810_19.08348,4190.400806438809
604,-155.79140_19.09319,5933.331325862637
605,-155.48177_19.20290,10402.758534780916
606,-155.76022_19.10025,6009.104352613608
607,-155.78311_19.11014,7354.233492546102
608,-155.78318_19.11032,7375.577793623027
609,-155.76959_19.10436,6470.5441880299295
610,-155.77584_19.11073,7253.199734920502
611,-155.75105_19.09798,5912.271166346044
612,-155.78063_19.11419,7726.360215770181
613,-155.77702_19.11654,7907.798528653716
614,-155.77715_19.11692,7951.45202359275
615,-155.81167_19.05397,2790.144917271553
616,-155.76290_19.12632,8880.464153723706
617,-155.77879_19.11397,7662.043656683288
618,-155.77093_19.10244,6272.241495139397
619,-155.77575_19.12488,8799.952803413587
620,-155.78702_19.10038,6460.317860382386
621,-155.76494_19.14289,10713.250763583696
622,-155.86935_19.19793,3199.635988303164
623,-155.76991_19.14204,10634.175671900517
624,-155.74576_19.09960,6239.63231374977
625,-155.75568_19.13159,9507.425361864
626,-155.75530_19.08664,4588.480458310391
627,-155.77290_19.10462,6537.605810026518
628,-155.75366_19.14449,10948.711470818927
629,-155.76952_19.12171,8385.863337309902
630,-155.76464_19.08542,4351.823561742132
631,-155.88171_19.20601,1692.095682150773
632,-155.74400_19.10123,6469.450155852503
633,-155.74376_19.10130,6486.328330942185
634,-155.75907_19.13745,10126.878129276016
635,-155.78261_19.12039,8441.787803441868
636,-155.80129_19.09919,6719.715306904159
637,-155.76971_19.09378,5306.031330224321
638,-155.75938_19.12266,8489.893993706413
639,-155.74495_19.10943,7303.2765558272495
640,-155.79851_19.10433,7237.989827158471
641,-155.60886_19.04232,11898.812735606129
642,-155.79249_19.09291,5924.199600074186
643,-155.74800_19.11788,8131.021622136446
644,-155.74480_19.14792,11457.995352590833
645,-155.75347_19.10334,6439.698867951322
646,-155.77096_19.08755,4638.02955778747
647,-155.74517_19.09910,6207.181572217147
648,-155.74586_19.09834,6104.340442700056
649,-155.72066_19.14052,11422.048902511824
650,-155.73210_19.11750,8605.139151921545
651,-155.73245_19.11846,8688.324784603172
652,-155.73288_19.11778,8601.293112967509
653,-155.75399_19.10157,6236.727002441637
654,-155.58143_19.06194,8402.86575516621
655,-155.74410_19.09347,5662.724694323772
656,-155.77955_19.04279,1161.9407925370026
657,-155.75173_19.09538,5615.349230265992
658,-155.75441_19.08089,3992.2569839049524
659,-155.75485_19.08021,3907.6082029036315
660,-155.77090_19.11907,8104.303125450011
661,-155.66318_18.99860,11888.98476922182
