,Uid,WT_elev_m
236,-155.10064_19.66919,11.0225543976
237,-155.11062_19.67567,11.228642463699998
238,-155.11146_19.67496,11.228642463699998
239,-155.11148_19.67526,11.228642463699998
240,-155.11151_19.67555,11.228642463699998
241,-155.11153_19.67585,11.228642463699998
242,-155.08679_19.66838,10.552901268
243,-155.08360_19.66962,10.3842353821
244,-155.08355_19.66904,10.3842353821
245,-155.09724_19.66979,10.8731498718
246,-155.08559_19.67552,10.2596664429
247,-155.10844_19.67524,11.0904445648
248,-155.10136_19.66695,11.102579116800001
249,-155.10138_19.66715,11.102579116800001
250,-155.10140_19.66735,11.102579116800001
251,-155.10132_19.66765,11.102579116800001
252,-155.10152_19.66763,11.102579116800001
253,-155.10173_19.66762,11.102579116800001
254,-155.10238_19.66766,11.102579116800001
255,-155.09851_19.67527,10.780374527000001
256,-155.10004_19.66874,10.8731498718
257,-155.10003_19.66854,10.8731498718
258,-155.10000_19.66814,10.959749221800001
259,-155.09095_19.67492,10.4392795563
260,-155.08646_19.66840,10.552901268
261,-155.11094_19.67502,11.228642463699998
262,-155.11058_19.67503,11.228642463699998
263,-155.11060_19.67534,11.228642463699998
264,-155.09296_19.67510,10.6119308472
265,-155.09809_19.67446,10.780374527000001
266,-155.08812_19.67374,10.4392795563
267,-155.10298_19.67528,10.9383440018
268,-155.10294_19.67589,10.9383440018
269,-155.09119_19.66759,10.809801101700002
270,-155.11012_19.67603,11.228642463699998
271,-155.11010_19.67571,11.228642463699998
272,-155.11007_19.67538,11.228642463699998
273,-155.11004_19.67507,11.228642463699998
274,-155.10969_19.67541,11.0904445648
275,-155.10971_19.67574,11.0904445648
276,-155.10974_19.67605,11.0904445648
277,-155.10918_19.67577,11.0904445648
278,-155.10916_19.67544,11.0904445648
279,-155.09883_19.67256,10.8731498718
280,-155.09906_19.67254,10.8731498718
281,-155.08651_19.66972,10.552901268
282,-155.08643_19.66882,10.552901268
283,-155.10757_19.66466,11.2416095734
284,-155.08591_19.67071,10.3842353821
285,-155.08259_19.67431,10.2596664429
286,-155.08261_19.67452,10.2596664429
287,-155.08263_19.67472,10.2596664429
288,-155.08333_19.66861,10.3842353821
289,-155.08298_19.66863,10.3842353821
290,-155.08683_19.67295,10.552901268
291,-155.08674_19.67253,10.552901268
292,-155.10511_19.67287,11.0225543976
293,-155.10364_19.67173,11.0225543976
294,-155.10453_19.67134,11.0225543976
295,-155.08501_19.67462,10.2596664429
296,-155.09162_19.66756,10.809801101700002
297,-155.10043_19.66771,10.959749221800001
298,-155.08307_19.66956,10.3842353821
299,-155.10361_19.67139,11.0225543976
300,-155.10060_19.66876,11.0225543976
301,-155.10024_19.67103,10.8731498718
302,-155.10022_19.67081,10.8731498718
303,-155.10020_19.67059,10.8731498718
304,-155.08217_19.67002,10.3842353821
305,-155.10580_19.66878,11.1672019958
306,-155.08717_19.67292,10.552901268
307,-155.10300_19.66438,11.102579116800001
308,-155.10481_19.66957,11.0225543976
309,-155.10241_19.66801,11.102579116800001
310,-155.10010_19.66927,10.8731498718
311,-155.10008_19.66906,10.8731498718
312,-155.10257_19.66560,11.102579116800001
313,-155.10179_19.66713,11.102579116800001
314,-155.09634_19.66850,10.8731498718
315,-155.09674_19.66898,10.8731498718
316,-155.10448_19.67079,11.0225543976
317,-155.08148_19.67266,10.2125177383
318,-155.09581_19.66798,10.959749221800001
319,-155.10090_19.66719,11.102579116800001
320,-155.08737_19.67384,10.4392795563
321,-155.08775_19.67341,10.4392795563
322,-155.08876_19.67441,10.4392795563
323,-155.10079_19.67120,11.0225543976
324,-155.10077_19.66670,11.102579116800001
325,-155.10056_19.66671,11.102579116800001
326,-155.10034_19.66673,10.959749221800001
327,-155.08298_19.67498,10.2596664429
328,-155.08320_19.67507,10.2596664429
329,-155.08323_19.67546,10.2596664429
330,-155.10450_19.67107,11.0225543976
331,-155.09356_19.67571,10.6119308472
332,-155.09358_19.67598,10.6119308472
333,-155.10089_19.66698,11.102579116800001
334,-155.10104_19.66767,11.102579116800001
335,-155.10091_19.66739,11.102579116800001
336,-155.10744_19.66805,11.2416095734
337,-155.10357_19.67009,11.0225543976
338,-155.10046_19.66701,11.102579116800001
339,-155.10048_19.66722,11.102579116800001
340,-155.10050_19.66742,11.102579116800001
341,-155.09995_19.66755,10.959749221800001
342,-155.09994_19.66736,10.959749221800001
343,-155.09992_19.66716,10.959749221800001
344,-155.09990_19.66696,10.959749221800001
345,-155.09988_19.66676,10.959749221800001
346,-155.09984_19.66656,10.959749221800001
347,-155.09979_19.66629,10.959749221800001
348,-155.09996_19.66616,10.959749221800001
349,-155.10022_19.66619,10.959749221800001
350,-155.10055_19.66629,11.102579116800001
351,-155.10099_19.66626,11.102579116800001
352,-155.10134_19.66618,11.102579116800001
353,-155.10135_19.66592,11.102579116800001
354,-155.08481_19.67314,10.2596664429
355,-155.10057_19.66471,11.102579116800001
356,-155.10913_19.67513,11.0904445648
357,-155.10481_19.67670,10.9383440018
358,-155.10036_19.67178,10.8731498718
359,-155.09437_19.67285,10.714963913
360,-155.09439_19.67312,10.6119308472
361,-155.10063_19.66770,11.102579116800001
362,-155.10083_19.66769,11.102579116800001
363,-155.10849_19.67605,11.0904445648
364,-155.10071_19.67001,11.0225543976
365,-155.10177_19.66692,11.102579116800001
366,-155.10184_19.66663,11.102579116800001
367,-155.10163_19.66664,11.102579116800001
368,-155.10142_19.66665,11.102579116800001
369,-155.10120_19.66667,11.102579116800001
370,-155.09998_19.66795,10.959749221800001
371,-155.09997_19.66775,10.959749221800001
372,-155.09000_19.66644,10.6563596725
373,-155.10243_19.66822,11.102579116800001
374,-155.08870_19.66793,10.6563596725
375,-155.10168_19.67049,11.0225543976
376,-155.08940_19.66705,10.6563596725
377,-155.08983_19.66702,10.6563596725
378,-155.08149_19.67575,10.0773248672
379,-155.08770_19.67501,10.4392795563
380,-155.08756_19.67473,10.4392795563
381,-155.10800_19.67554,11.0904445648
382,-155.10781_19.67572,11.0904445648
383,-155.08658_19.67061,10.552901268
384,-155.10055_19.66815,11.102579116800001
385,-155.10057_19.66836,11.102579116800001
386,-155.08841_19.67046,10.552901268
387,-155.08464_19.67592,10.2596664429
388,-155.09706_19.67582,10.780374527000001
389,-155.08253_19.67505,10.2596664429
390,-155.08275_19.67504,10.2596664429
391,-155.08264_19.67380,10.2596664429
392,-155.08243_19.67378,10.2596664429
393,-155.08517_19.67253,10.3842353821
394,-155.10819_19.67535,11.0904445648
395,-155.09969_19.67546,10.780374527000001
396,-155.08802_19.67061,10.552901268
397,-155.10101_19.66874,11.0225543976
398,-155.10097_19.66833,11.102579116800001
399,-155.10095_19.66812,11.102579116800001
400,-155.10160_19.66603,11.102579116800001
401,-155.10183_19.66610,11.102579116800001
402,-155.10741_19.66999,11.1672019958
403,-155.10235_19.66725,11.102579116800001
404,-155.10236_19.66745,11.102579116800001
405,-155.10181_19.66732,11.102579116800001
406,-155.10244_19.66842,11.0225543976
407,-155.10246_19.66863,11.0225543976
408,-155.10193_19.66867,11.0225543976
409,-155.10191_19.66847,11.0225543976
410,-155.10190_19.66826,11.102579116800001
411,-155.10188_19.66805,11.102579116800001
412,-155.10167_19.67590,10.9383440018
413,-155.08690_19.66925,10.552901268
414,-155.08453_19.67458,10.2596664429
415,-155.08203_19.67446,10.2596664429
416,-155.08201_19.67424,10.2596664429
417,-155.09944_19.67366,10.780374527000001
418,-155.10059_19.66856,11.0225543976
419,-155.10481_19.66588,11.102579116800001
420,-155.08181_19.67603,10.2596664429
421,-155.10156_19.66895,11.0225543976
422,-155.10159_19.66927,11.0225543976
423,-155.10177_19.67134,11.0225543976
424,-155.08284_19.67175,10.3842353821
425,-155.09900_19.67551,10.780374527000001
426,-155.09923_19.67549,10.780374527000001
427,-155.10497_19.67143,11.0225543976
428,-155.10151_19.66828,11.102579116800001
429,-155.10152_19.66849,11.0225543976
430,-155.09448_19.67446,10.6119308472
431,-155.10395_19.67340,10.9383440018
432,-155.08410_19.67075,10.3842353821
433,-155.08435_19.67310,10.2596664429
434,-155.08850_19.67365,10.4392795563
435,-155.08851_19.67331,10.4392795563
436,-155.09538_19.66437,10.809801101700002
437,-155.08163_19.67430,10.2596664429
438,-155.08136_19.67467,10.0773248672
439,-155.08169_19.67470,10.2596664429
440,-155.08172_19.67504,10.2596664429
441,-155.08144_19.67510,10.0773248672
442,-155.08146_19.67539,10.0773248672
443,-155.08173_19.67542,10.2596664429
444,-155.08175_19.67569,10.2596664429
445,-155.08181_19.67064,10.3842353821
446,-155.10879_19.67558,11.0904445648
447,-155.10358_19.67105,11.0225543976
448,-155.08520_19.67364,10.2596664429
449,-155.10542_19.67160,11.1672019958
450,-155.10501_19.66608,11.102579116800001
451,-155.10062_19.66897,11.0225543976
452,-155.08214_19.67579,10.2596664429
453,-155.08212_19.67557,10.2596664429
454,-155.08210_19.67534,10.2596664429
455,-155.08207_19.67490,10.2596664429
456,-155.08205_19.67468,10.2596664429
457,-155.08945_19.66772,10.6563596725
458,-155.08923_19.66774,10.6563596725
459,-155.10389_19.66525,11.102579116800001
460,-155.10187_19.66582,11.102579116800001
461,-155.10347_19.66636,11.102579116800001
462,-155.10348_19.66652,11.102579116800001
463,-155.10419_19.66581,11.102579116800001
464,-155.14374_19.68575,16.7863883972
465,-155.14464_19.68412,16.7863883972
466,-155.14515_19.68387,16.7863883972
467,-155.13834_19.68079,15.7570772171
468,-155.13834_19.68035,15.7570772171
469,-155.14017_19.67615,16.003795623800002
470,-155.14347_19.68589,16.7863883972
471,-155.13966_19.67745,16.003795623800002
472,-155.14024_19.68057,15.7570772171
473,-155.13918_19.68076,15.7570772171
474,-155.13055_19.68726,12.9072608948
475,-155.13515_19.68469,14.044940948499999
476,-155.13700_19.68509,14.044940948499999
477,-155.13715_19.68510,14.044940948499999
478,-155.13729_19.68511,14.044940948499999
479,-155.13744_19.68512,14.044940948499999
480,-155.14504_19.68528,16.7863883972
481,-155.13501_19.68465,14.044940948499999
482,-155.13803_19.68489,14.044940948499999
483,-155.13476_19.68513,14.044940948499999
484,-155.13448_19.68310,14.044940948499999
485,-155.13440_19.68428,14.044940948499999
486,-155.13945_19.68566,15.4197893143
487,-155.13974_19.68572,15.4197893143
488,-155.13774_19.68487,14.044940948499999
489,-155.14448_19.68372,16.7863883972
490,-155.14497_19.68355,16.7863883972
491,-155.14336_19.68409,16.7863883972
492,-155.14318_19.68415,16.7863883972
493,-155.14355_19.68403,16.7863883972
494,-155.14373_19.68397,16.7863883972
495,-155.14391_19.68391,16.7863883972
496,-155.14410_19.68385,16.7863883972
497,-155.14428_19.68378,16.7863883972
498,-155.13919_19.68031,15.7570772171
499,-155.13533_19.68764,13.6480340958
500,-155.14438_19.68425,16.7863883972
501,-155.13447_19.68393,14.044940948499999
502,-155.13716_19.68483,14.044940948499999
503,-155.13688_19.68484,14.044940948499999
504,-155.13935_19.67671,16.003795623800002
505,-155.13935_19.67631,16.003795623800002
506,-155.14156_19.68607,15.4197893143
507,-155.14299_19.68425,15.4197893143
508,-155.14161_19.68499,15.4197893143
509,-155.13974_19.68611,15.4197893143
510,-155.13944_19.68592,15.4197893143
511,-155.13864_19.68505,15.4197893143
512,-155.14174_19.68461,15.4197893143
513,-155.12221_19.68874,11.4530553818
514,-155.13680_19.68411,14.044940948499999
515,-155.13679_19.68391,14.044940948499999
516,-155.13877_19.68077,15.7570772171
517,-155.13523_19.68653,14.044940948499999
518,-155.13771_19.68393,14.044940948499999
519,-155.13619_19.67920,14.3977146149
520,-155.13934_19.67939,15.7570772171
521,-155.13934_19.67897,15.7570772171
522,-155.12952_19.68922,12.5983552933
523,-155.13959_19.68425,15.4197893143
524,-155.13678_19.68449,14.044940948499999
525,-155.13679_19.68430,14.044940948499999
526,-155.14244_19.68417,15.4197893143
527,-155.14519_19.68565,16.7863883972
528,-155.13758_19.68513,14.044940948499999
529,-155.13633_19.68481,14.044940948499999
530,-155.13630_19.68506,14.044940948499999
531,-155.13671_19.68511,14.044940948499999
532,-155.13745_19.68485,14.044940948499999
533,-155.14309_19.68489,16.7863883972
534,-155.14165_19.68353,15.4197893143
535,-155.14055_19.68588,15.4197893143
536,-155.13947_19.68615,15.4197893143
537,-155.12972_19.68508,12.9072608948
538,-155.14040_19.68417,15.4197893143
539,-155.14016_19.68418,15.4197893143
540,-155.12839_19.68797,11.820500373800002
541,-155.13295_19.68691,12.9072608948
542,-155.13355_19.68655,14.044940948499999
543,-155.13759_19.68444,14.044940948499999
544,-155.13783_19.68449,14.044940948499999
545,-155.13731_19.68450,14.044940948499999
546,-155.13731_19.68427,14.044940948499999
547,-155.13687_19.68353,14.044940948499999
548,-155.13715_19.68365,14.044940948499999
549,-155.13744_19.68381,14.044940948499999
550,-155.14121_19.68567,15.4197893143
551,-155.14115_19.68636,15.4197893143
552,-155.14040_19.68631,15.4197893143
553,-155.14134_19.68457,15.4197893143
554,-155.14299_19.68573,15.4197893143
555,-155.13428_19.68591,14.044940948499999
556,-155.14158_19.68526,15.4197893143
557,-155.13952_19.68010,15.7570772171
558,-155.13258_19.68946,12.5983552933
559,-155.13959_19.68408,15.4197893143
560,-155.13431_19.68562,14.044940948499999
561,-155.12719_19.68650,12.0172529221
562,-155.14157_19.67841,15.7570772171
563,-155.13966_19.67688,16.003795623800002
564,-155.14472_19.68364,16.7863883972
565,-155.14490_19.68399,16.7863883972
566,-155.14010_19.68010,15.7570772171
567,-155.13730_19.68554,14.044940948499999
568,-155.08183_19.67679,10.2596664429
569,-155.09878_19.68783,10.4598712921
570,-155.09882_19.68835,10.4598712921
571,-155.09884_19.68861,10.4598712921
572,-155.09886_19.68887,10.4598712921
573,-155.09888_19.68913,10.4598712921
574,-155.09029_19.67821,10.312347412100001
575,-155.10327_19.67916,10.8503656387
576,-155.11105_19.67644,11.228642463699998
577,-155.08683_19.68800,10.0106048584
578,-155.08332_19.67764,10.2596664429
579,-155.08300_19.67762,10.2596664429
580,-155.08275_19.67764,10.2596664429
581,-155.08280_19.67796,10.119058609
582,-155.08304_19.67793,10.119058609
583,-155.08334_19.67789,10.119058609
584,-155.08345_19.67815,10.119058609
585,-155.08339_19.67844,10.119058609
586,-155.08312_19.67846,10.119058609
587,-155.08240_19.67858,10.119058609
588,-155.08238_19.67840,10.119058609
589,-155.08236_19.67820,10.119058609
590,-155.10682_19.68156,11.0128421783
591,-155.11155_19.67614,11.228642463699998
592,-155.11297_19.68740,11.031786918599998
593,-155.08330_19.67635,10.2596664429
594,-155.08310_19.67647,10.2596664429
595,-155.08286_19.67644,10.2596664429
596,-155.08389_19.67690,10.2596664429
597,-155.09404_19.68145,10.4988765717
598,-155.09149_19.67861,10.4988765717
599,-155.09204_19.67853,10.4988765717
600,-155.10176_19.67936,10.8503656387
601,-155.09501_19.68139,10.4988765717
602,-155.09504_19.68180,10.4988765717
603,-155.09241_19.67964,10.4988765717
604,-155.09230_19.67838,10.4988765717
605,-155.10306_19.68144,10.8503656387
606,-155.09392_19.67971,10.4988765717
607,-155.09393_19.67990,10.4988765717
608,-155.09541_19.68146,10.4988765717
609,-155.08233_19.67801,10.119058609
610,-155.09182_19.67765,10.6119308472
611,-155.09859_19.68550,10.573970794700001
612,-155.09852_19.68457,10.573970794700001
613,-155.10101_19.68637,10.7593011856
614,-155.09873_19.68731,10.4598712921
615,-155.09221_19.67678,10.6119308472
616,-155.08447_19.68209,10.119058609
617,-155.08442_19.68094,10.119058609
618,-155.09373_19.67758,10.6119308472
619,-155.08232_19.68333,9.95962047577
620,-155.08474_19.68036,10.119058609
621,-155.10109_19.68259,10.7593011856
622,-155.08659_19.68492,10.1702795029
623,-155.09360_19.68945,10.238338470499999
624,-155.08488_19.68702,9.95962047577
625,-155.09330_19.67908,10.4988765717
626,-155.09013_19.68521,10.1702795029
627,-155.09129_19.68775,10.238338470499999
628,-155.09128_19.68805,10.238338470499999
629,-155.09085_19.68808,10.0106048584
630,-155.09078_19.68777,10.0106048584
631,-155.09079_19.68744,10.0106048584
632,-155.09067_19.68708,10.1702795029
633,-155.09173_19.68498,10.3748502731
634,-155.11071_19.67633,11.228642463699998
635,-155.09890_19.68939,10.4598712921
636,-155.10605_19.67885,11.0128421783
637,-155.09043_19.67753,10.4392795563
638,-155.08272_19.67722,10.2596664429
639,-155.08847_19.67694,10.4392795563
640,-155.10453_19.68121,10.8503656387
641,-155.10451_19.68097,10.8503656387
642,-155.10449_19.68073,10.8503656387
643,-155.10162_19.68511,10.7593011856
644,-155.09015_19.68544,10.1702795029
645,-155.09896_19.68100,10.680651664700001
646,-155.09105_19.67621,10.6119308472
647,-155.09682_19.67699,10.780374527000001
648,-155.10157_19.68416,10.7593011856
649,-155.10554_19.67993,11.0128421783
650,-155.10552_19.67969,11.0128421783
651,-155.10497_19.67855,10.8503656387
652,-155.09206_19.68954,10.238338470499999
653,-155.09169_19.68896,10.238338470499999
654,-155.09339_19.68845,10.238338470499999
655,-155.09019_19.67859,10.312347412100001
656,-155.09045_19.67846,10.312347412100001
657,-155.08608_19.68846,9.777820587159999
658,-155.08714_19.68371,10.1702795029
659,-155.09072_19.68613,10.1702795029
660,-155.08373_19.67838,10.119058609
661,-155.09347_19.67799,10.4988765717
662,-155.09480_19.67815,10.4988765717
663,-155.09481_19.67859,10.4988765717
664,-155.09196_19.68693,10.3748502731
665,-155.09161_19.68695,10.3748502731
666,-155.09132_19.68603,10.3748502731
667,-155.08228_19.67759,10.2596664429
668,-155.08709_19.68120,10.312347412100001
669,-155.08764_19.68112,10.312347412100001
670,-155.08739_19.68201,10.312347412100001
671,-155.08763_19.68200,10.312347412100001
672,-155.10492_19.67998,10.8503656387
673,-155.08463_19.68881,9.777820587159999
674,-155.08512_19.68887,9.777820587159999
675,-155.09923_19.68004,10.680651664700001
676,-155.10156_19.68287,10.7593011856
677,-155.10154_19.68362,10.7593011856
678,-155.11045_19.68854,11.031786918599998
679,-155.09253_19.68644,10.3748502731
680,-155.09250_19.68620,10.3748502731
681,-155.09148_19.68335,10.3748502731
682,-155.08918_19.68207,10.312347412100001
683,-155.08867_19.67719,10.4392795563
684,-155.09170_19.67646,10.6119308472
685,-155.08297_19.67719,10.2596664429
686,-155.08144_19.67654,10.0773248672
687,-155.08542_19.67856,10.119058609
