,Uid,Elevation_m
655,-155.74410_19.09347,798.0854492189999
656,-155.77955_19.04279,234.805145264
657,-155.75173_19.09538,809.846740723
658,-155.75441_19.08089,621.6665649409999
659,-155.75485_19.08021,612.0055541990001
660,-155.77090_19.11907,963.163146973
661,-155.66318_18.99860,303.6925354
662,-155.76155_19.10061,803.966125488
663,-155.76135_19.10841,892.595581055
664,-155.76208_19.10817,885.034790039
665,-155.78622_19.11751,853.531433105
666,-155.62065_19.05710,353.67788696300005
667,-155.77279_19.08815,635.5280761720002
668,-155.72759_19.12689,1189.98742676
669,-155.75773_19.12886,1134.96154785
670,-155.76511_19.10286,803.966125488
671,-155.76155_19.08797,677.9526367190001
672,-155.75333_19.08124,635.1080322270001
673,-155.75305_19.08161,637.2082519529998
674,-155.77798_19.04917,294.031494141
675,-155.76603_19.11309,918.2183227539999
676,-155.76482_19.08445,629.2274169919999
677,-155.79808_19.10647,683.8332519529998
678,-155.78969_19.11155,772.46270752
679,-155.78963_19.11137,771.6226196289999
680,-155.77809_19.11379,863.192443848
681,-155.77510_19.13792,1149.66308594
682,-155.77278_19.03341,192.800643921
683,-155.58589_19.06126,205.82203674299998
684,-155.77416_19.11181,868.653015137
685,-155.77441_19.11173,868.653015137
686,-155.75812_19.10209,842.6102294919999
687,-155.76230_19.10602,856.0516967769998
688,-155.77004_19.13498,1138.74194336
689,-155.77283_19.13180,1091.69689941
690,-155.77547_19.12065,949.721740723
691,-155.61915_19.05464,314.193664551
692,-155.77921_19.08865,619.98638916
693,-155.78527_19.10821,761.121520996
694,-155.78601_19.10797,751.8805541989999
695,-155.78423_19.10237,714.9165649409999
696,-155.73580_19.10974,1023.22961426
697,-155.63009_19.03450,291.091186523
698,-155.77691_19.08415,592.68347168
