,Uid,Track_ID
111,-155.89689_19.20278,117
112,-155.89728_19.20273,117
113,-155.89747_19.20854,117
114,-155.89868_19.20337,117
115,-155.86761_19.20027,117
116,-155.86572_19.19937,117
117,-155.47465_19.27137,112
118,-155.73765_19.11622,112
119,-155.86951_19.29686,117
120,-155.77780_19.13186,112
121,-155.62615_19.04545,112
122,-155.75858_19.09129,112
123,-155.89576_19.20583,117
124,-155.77975_19.05684,112
125,-155.87163_19.19592,117
126,-155.63820_19.03628,112
127,-155.85572_19.14104,117
128,-155.89680_19.20692,117
129,-155.75997_19.10714,112
130,-155.89893_19.20573,117
131,-155.89859_19.20746,117
132,-155.58274_19.05937,112
133,-155.58268_19.05919,112
134,-155.87097_19.27128,117
135,-155.87140_19.27209,117
136,-155.85996_19.19475,117
137,-155.76557_19.09003,112
138,-155.85956_19.19483,117
139,-155.78344_19.11482,112
140,-155.89913_19.20825,117
141,-155.90058_19.20636,117
142,-155.77633_19.14128,112
143,-155.80303_19.09945,112
144,-155.80316_19.09982,112
145,-155.77546_19.13130,112
146,-155.75580_19.09564,112
147,-155.75623_19.09495,112
148,-155.75565_19.08876,112
149,-155.86922_19.27496,117
150,-155.86512_19.20084,117
151,-155.86468_19.20078,117
152,-155.86376_19.20057,117
153,-155.86260_19.19854,117
154,-155.86255_19.19777,117
155,-155.78534_19.09445,112
156,-155.72174_19.14376,112
157,-155.78440_19.09559,112
158,-155.75585_19.10454,112
159,-155.77316_19.10978,112
160,-155.77007_19.11330,112
161,-155.90443_19.20400,117
162,-155.77988_19.11605,112
163,-155.86524_19.19993,117
164,-155.62645_19.03907,112
165,-155.78123_19.13213,112
166,-155.78096_19.12601,112
167,-155.76301_19.09707,112
168,-155.76998_19.13221,112
169,-155.77022_19.13212,112
170,-155.89962_19.20315,117
171,-155.73119_19.11879,112
172,-155.79000_19.06109,112
173,-155.74864_19.08447,112
174,-155.78108_19.08815,112
175,-155.78312_19.08835,112
176,-155.78244_19.08877,112
177,-155.89799_19.20501,117
178,-155.77903_19.09787,112
179,-155.75805_19.08521,112
180,-155.79366_19.10924,112
181,-155.79495_19.10865,112
182,-155.90136_19.20646,117
183,-155.47196_19.19937,112
184,-155.77017_19.10606,112
185,-155.76872_19.13159,112
186,-155.89765_19.20633,117
187,-155.61010_19.04397,112
188,-155.78383_19.09678,112
189,-155.77880_19.11729,112
190,-155.75775_19.10443,112
191,-155.90103_19.20547,117
192,-155.74568_19.09332,112
193,-155.58261_19.06007,112
194,-155.77905_19.09272,112
195,-155.89879_19.20453,117
196,-155.86855_19.28008,117
197,-155.76034_19.10066,112
198,-155.77569_19.10701,112
199,-155.77580_19.10733,112
200,-155.89826_19.20399,117
201,-155.89828_19.20415,117
202,-155.76227_19.10261,112
203,-155.74712_19.09924,112
204,-155.89818_19.20696,117
205,-155.76630_19.09527,112
206,-155.76159_19.08324,112
207,-155.88155_19.21130,117
208,-155.89723_19.20359,117
209,-155.89760_19.20533,117
210,-155.90133_19.20382,117
211,-155.74495_19.11278,112
212,-155.75238_19.10809,112
213,-155.75737_19.08904,112
214,-155.78672_19.11183,112
215,-155.73533_19.12075,112
216,-155.53282_19.10450,112
217,-155.75170_19.11706,112
218,-155.75810_19.13075,112
219,-155.58672_19.06111,112
220,-155.58690_19.06177,112
221,-155.77278_19.09712,112
222,-155.86711_19.29584,117
223,-155.77237_19.10121,112
224,-155.77618_19.10581,112
225,-155.76393_19.12652,112
226,-155.77254_19.09565,112
227,-155.89696_19.20889,117
228,-155.77752_19.12814,112
229,-155.56573_19.06895,112
230,-155.47578_19.20339,112
231,-155.47651_19.20358,112
232,-155.90202_19.20329,117
233,-155.90290_19.20333,117
234,-155.90304_19.20353,117
235,-155.75724_19.11577,112
236,-155.75330_19.13589,112
237,-155.75375_19.08469,112
238,-155.63056_19.04418,112
239,-155.76806_19.08589,112
240,-155.90750_19.18222,117
241,-155.75575_19.10268,112
242,-155.77107_19.10850,112
243,-155.77191_19.11083,112
244,-155.74539_19.12482,112
245,-155.75949_19.14969,112
246,-155.74177_19.12988,112
247,-155.75180_19.08121,112
248,-155.78449_19.12032,112
249,-155.74764_19.08777,112
250,-155.74847_19.08626,112
251,-155.89906_19.20742,117
252,-155.77517_19.09489,112
253,-155.90465_19.20373,117
254,-155.90480_19.20364,117
255,-155.90503_19.20339,117
256,-155.73188_19.13113,112
257,-155.73199_19.13145,112
258,-155.88113_19.20737,117
259,-155.75910_19.08624,112
260,-155.75226_19.10615,112
261,-155.75168_19.10634,112
262,-155.75156_19.10597,112
263,-155.73831_19.12813,112
264,-155.77563_19.06201,112
265,-155.74349_19.10436,112
266,-155.74342_19.10418,112
267,-155.89931_19.20604,117
268,-155.78280_19.12661,112
269,-155.62678_19.05496,112
270,-155.74092_19.10926,112
271,-155.76515_19.08167,112
272,-155.78403_19.10485,112
273,-155.78440_19.10474,112
274,-155.78477_19.10462,112
275,-155.75421_19.11317,112
276,-155.74546_19.12172,112
277,-155.74485_19.09482,112
278,-155.86127_19.19667,117
279,-155.74610_19.09318,112
280,-155.76994_19.10542,112
281,-155.76890_19.09458,112
282,-155.75639_19.08628,112
283,-155.903_19.20544,117
284,-155.90313_19.20533,117
285,-155.90350_19.20498,117
286,-155.90363_19.20487,117
287,-155.90381_19.20457,117
288,-155.76226_19.08907,112
289,-155.79800_19.10028,112
290,-155.79954_19.09961,112
291,-155.75819_19.11781,112
292,-155.89829_19.20432,117
293,-155.89783_19.20851,117
294,-155.89389_19.20453,117
295,-155.90310_19.20290,117
296,-155.58881_19.06075,112
297,-155.78010_19.13318,112
298,-155.79775_19.10036,112
299,-155.79922_19.09875,112
300,-155.76820_19.09604,112
301,-155.76814_19.09586,112
302,-155.75854_19.14704,112
303,-155.78719_19.11684,112
304,-155.78731_19.11717,112
305,-155.78134_19.10089,112
306,-155.88636_19.20217,117
307,-155.76778_19.08399,112
308,-155.78223_19.11743,112
309,-155.76343_19.10017,112
310,-155.74920_19.08827,112
311,-155.75471_19.11795,112
312,-155.90254_19.20601,117
313,-155.90225_19.20660,117
314,-155.76870_19.10107,112
315,-155.76661_19.11478,112
316,-155.74372_19.09773,112
317,-155.90204_19.20723,117
318,-155.90167_19.20759,117
319,-155.90116_19.20804,117
320,-155.90064_19.20845,117
321,-155.90034_19.20862,117
322,-155.74852_19.09363,112
323,-155.77078_19.11413,112
324,-155.78781_19.11852,112
325,-155.58466_19.06016,112
326,-155.63352_19.03164,112
327,-155.63436_19.03086,112
328,-155.76651_19.12318,112
329,-155.73640_19.11284,112
330,-155.60722_19.06551,112
331,-155.76422_19.10046,112
332,-155.76353_19.10493,112
333,-155.79527_19.10630,112
334,-155.79295_19.11077,112
335,-155.79325_19.11039,112
336,-155.78379_19.10008,112
337,-155.77351_19.09689,112
338,-155.66096_19.01338,112
339,-155.78296_19.04337,112
340,-155.78288_19.12760,112
341,-155.76958_19.10096,112
342,-155.75452_19.13926,112
343,-155.77759_19.09370,112
344,-155.77687_19.09434,112
345,-155.89984_19.20761,117
346,-155.90035_19.20697,117
347,-155.74769_19.11133,112
348,-155.89977_19.20575,117
349,-155.75648_19.09488,112
350,-155.77800_19.07773,112
351,-155.74700_19.09654,112
352,-155.75835_19.11712,112
353,-155.87326_19.21588,117
354,-155.76568_19.13724,112
355,-155.74990_19.11560,112
356,-155.78516_19.11804,112
357,-155.75203_19.07733,112
358,-155.77346_19.09328,112
359,-155.78917_19.11124,112
360,-155.74652_19.10625,112
361,-155.76817_19.10035,112
362,-155.90089_19.20635,117
363,-155.78056_19.09109,112
364,-155.76444_19.09000,112
365,-155.76474_19.09071,112
366,-155.75352_19.08174,112
367,-155.75278_19.08203,112
368,-155.76655_19.09012,112
369,-155.76584_19.09076,112
370,-155.78454_19.09696,112
371,-155.88934_19.20804,117
372,-155.74253_19.11358,112
373,-155.73794_19.13113,112
374,-155.65942_19.04497,112
375,-155.78007_19.10819,112
376,-155.78043_19.10645,112
377,-155.77504_19.09453,112
378,-155.78843_19.10926,112
379,-155.81266_19.05637,112
380,-155.74289_19.12050,112
381,-155.76773_19.10686,112
382,-155.74154_19.10460,112
383,-155.74167_19.10496,112
384,-155.74169_19.10578,112
385,-155.78444_19.11603,112
386,-155.76064_19.10710,112
387,-155.75125_19.13011,112
388,-155.77648_19.11851,112
389,-155.77346_19.09443,112
390,-155.77163_19.09576,112
391,-155.76301_19.12024,112
392,-155.76314_19.12060,112
393,-155.74524_19.10614,112
394,-155.74549_19.10605,112
395,-155.88455_19.21401,117
396,-155.89999_19.20315,117
397,-155.89990_19.20339,117
398,-155.76646_19.12035,112
399,-155.79059_19.11249,112
400,-155.73711_19.10725,112
401,-155.73689_19.10747,112
402,-155.75030_19.09477,112
403,-155.48982_19.23782,112
404,-155.74418_19.09639,112
405,-155.7751_19.09247,112
406,-155.62941_19.05141,112
407,-155.63379_19.04707,112
408,-155.89569_19.20532,117
409,-155.77499_19.12691,112
410,-155.77747_19.11778,112
411,-155.77722_19.12545,112
412,-155.77443_19.10360,112
413,-155.77393_19.10222,112
414,-155.86402_19.16675,117
415,-155.90101_19.20603,117
416,-155.78689_19.10001,112
417,-155.73681_19.12780,112
418,-155.75618_19.09669,112
419,-155.77641_19.08730,112
420,-155.89787_19.20352,117
421,-155.58041_19.05895,112
422,-155.89524_19.20497,117
423,-155.90316_19.20446,117
424,-155.89648_19.20371,117
425,-155.57969_19.06121,112
426,-155.75196_19.13211,112
427,-155.75207_19.13242,112
428,-155.75218_19.13274,112
429,-155.76060_19.13422,112
430,-155.63455_19.03973,112
431,-155.77858_19.12395,112
432,-155.77214_19.10057,112
433,-155.77820_19.11049,112
434,-155.78311_19.08994,112
435,-155.78596_19.10139,112
436,-155.75118_19.10813,112
437,-155.75147_19.10561,112
438,-155.63224_19.03268,112
439,-155.74332_19.11901,112
440,-155.76704_19.08616,112
441,-155.79370_19.09450,112
442,-155.79433_19.09618,112
443,-155.79445_19.09650,112
444,-155.77537_19.08512,112
445,-155.75123_19.11398,112
446,-155.77079_19.11532,112
447,-155.58585_19.06000,112
448,-155.77136_19.11272,112
449,-155.77447_19.11791,112
450,-155.73804_19.10547,112
451,-155.75512_19.08996,112
452,-155.78899_19.11537,112
453,-155.79030_19.11381,112
454,-155.75651_19.11961,112
455,-155.78851_19.09328,112
456,-155.78944_19.09369,112
457,-155.78956_19.09401,112
458,-155.78968_19.09433,112
459,-155.89497_19.20773,117
460,-155.89500_19.20812,117
461,-155.75719_19.11957,112
462,-155.73691_19.11142,112
463,-155.73650_19.11155,112
464,-155.79547_19.11000,112
465,-155.76182_19.11240,112
466,-155.76746_19.08870,112
467,-155.63247_19.04598,112
468,-155.80017_19.09687,112
469,-155.62775_19.03179,112
470,-155.78811_19.10578,112
471,-155.77314_19.10679,112
472,-155.78287_19.09002,112
473,-155.76506_19.12476,112
474,-155.76261_19.12557,112
475,-155.73981_19.10622,112
476,-155.75178_19.07954,112
477,-155.78076_19.11456,112
478,-155.79515_19.07321,112
479,-155.77362_19.08455,112
480,-155.79344_19.05065,112
481,-155.75817_19.13501,112
482,-155.77358_19.08771,112
483,-155.77566_19.09942,112
484,-155.77521_19.10355,112
485,-155.77546_19.10413,112
486,-155.64575_18.98297,112
487,-155.78407_19.10081,112
488,-155.79822_19.09711,112
489,-155.62473_19.04211,112
490,-155.47356_19.20104,112
491,-155.75789_19.10146,112
492,-155.77299_19.11047,112
493,-155.75394_19.09051,112
494,-155.61220_19.06763,112
495,-155.58746_19.05968,112
496,-155.58789_19.05991,112
497,-155.76289_19.10773,112
498,-155.77431_19.08747,112
499,-155.75672_19.09479,112
500,-155.77662_19.05680,112
501,-155.73462_19.11362,112
502,-155.73474_19.11393,112
503,-155.79164_19.11044,112
504,-155.77401_19.10130,112
505,-155.76773_19.11786,112
506,-155.76784_19.11818,112
507,-155.76475_19.10831,112
508,-155.90082_19.20763,117
509,-155.90146_19.20707,117
510,-155.77581_19.12161,112
511,-155.77404_19.12166,112
512,-155.72099_19.14397,112
513,-155.77067_19.11842,112
514,-155.77637_19.14476,112
515,-155.76480_19.12070,112
516,-155.77455_19.10392,112
517,-155.76835_19.06094,112
518,-155.76150_19.12249,112
519,-155.76496_19.11001,112
520,-155.76461_19.10905,112
521,-155.87117_19.29193,117
522,-155.79263_19.10430,112
523,-155.74380_19.09535,112
524,-155.73986_19.10961,112
525,-155.76590_19.09651,112
526,-155.78544_19.10573,112
527,-155.78521_19.11477,112
528,-155.80328_19.10214,112
529,-155.76538_19.11587,112
530,-155.75437_19.11688,112
531,-155.76710_19.11615,112
532,-155.75229_19.08329,112
533,-155.76237_19.09538,112
534,-155.74485_19.09743,112
535,-155.74442_19.09703,112
536,-155.78021_19.11192,112
537,-155.76983_19.10169,112
538,-155.79770_19.09871,112
539,-155.79666_19.09923,112
540,-155.65883_19.04186,112
541,-155.77016_19.10265,112
542,-155.78000_19.12214,112
543,-155.58302_19.06011,112
544,-155.74197_19.11534,112
545,-155.75311_19.08818,112
546,-155.63278_19.04940,112
547,-155.78047_19.10442,112
548,-155.76374_19.10663,112
549,-155.76350_19.09501,112
550,-155.76326_19.09437,112
551,-155.74871_19.09795,112
552,-155.74915_19.09727,112
553,-155.74498_19.12890,112
554,-155.77241_19.11221,112
555,-155.79639_19.09414,112
556,-155.77785_19.12052,112
557,-155.77267_19.08783,112
558,-155.76173_19.09695,112
559,-155.79141_19.10980,112
560,-155.74755_19.09242,112
561,-155.77200_19.12777,112
562,-155.72133_19.14048,112
563,-155.72182_19.14032,112
564,-155.75323_19.09193,112
565,-155.74382_19.09886,112
566,-155.77857_19.13315,112
567,-155.78095_19.08892,112
568,-155.74494_19.10193,112
569,-155.78162_19.10162,112
570,-155.78174_19.10193,112
571,-155.77191_19.12948,112
572,-155.77198_19.12856,112
573,-155.74072_19.11193,112
574,-155.77843_19.11267,112
575,-155.77786_19.11302,112
576,-155.63646_19.03956,112
577,-155.80062_19.09925,112
578,-155.74327_19.10812,112
579,-155.75824_19.10241,112
580,-155.78765_19.05586,112
581,-155.75336_19.12514,112
582,-155.77408_19.09186,112
583,-155.77395_19.09149,112
584,-155.75558_19.11968,112
585,-155.75519_19.11990,112
586,-155.78160_19.12664,112
587,-155.75157_19.14315,112
588,-155.78497_19.12228,112
589,-155.57530_19.06396,112
590,-155.63131_19.04421,112
591,-155.77455_19.09637,112
592,-155.79345_19.11209,112
593,-155.78096_19.05879,112
594,-155.78264_19.11525,112
595,-155.78742_19.10654,112
596,-155.75947_19.12139,112
597,-155.78917_19.09299,112
598,-155.76898_19.10267,112
599,-155.74715_19.09123,112
600,-155.75050_19.10817,112
601,-155.75593_19.11151,112
602,-155.75368_19.10569,112
603,-155.75810_19.08348,112
604,-155.79140_19.09319,112
605,-155.48177_19.20290,112
606,-155.76022_19.10025,112
607,-155.78311_19.11014,112
608,-155.78318_19.11032,112
609,-155.76959_19.10436,112
610,-155.77584_19.11073,112
611,-155.75105_19.09798,112
612,-155.78063_19.11419,112
613,-155.77702_19.11654,112
614,-155.77715_19.11692,112
615,-155.81167_19.05397,112
616,-155.76290_19.12632,112
617,-155.77879_19.11397,112
618,-155.77093_19.10244,112
619,-155.77575_19.12488,112
620,-155.78702_19.10038,112
621,-155.76494_19.14289,112
622,-155.86935_19.19793,117
623,-155.76991_19.14204,112
624,-155.74576_19.09960,112
625,-155.75568_19.13159,112
626,-155.75530_19.08664,112
627,-155.77290_19.10462,112
628,-155.75366_19.14449,112
629,-155.76952_19.12171,112
630,-155.76464_19.08542,112
631,-155.88171_19.20601,117
632,-155.74400_19.10123,112
633,-155.74376_19.10130,112
634,-155.75907_19.13745,112
635,-155.78261_19.12039,112
636,-155.80129_19.09919,112
637,-155.76971_19.09378,112
638,-155.75938_19.12266,112
639,-155.74495_19.10943,112
640,-155.79851_19.10433,112
641,-155.60886_19.04232,112
642,-155.79249_19.09291,112
643,-155.74800_19.11788,112
644,-155.74480_19.14792,112
645,-155.75347_19.10334,112
646,-155.77096_19.08755,112
647,-155.74517_19.09910,112
648,-155.74586_19.09834,112
649,-155.72066_19.14052,112
650,-155.73210_19.11750,112
651,-155.73245_19.11846,112
652,-155.73288_19.11778,112
653,-155.75399_19.10157,112
654,-155.58143_19.06194,112
655,-155.74410_19.09347,112
656,-155.77955_19.04279,112
657,-155.75173_19.09538,112
658,-155.75441_19.08089,112
659,-155.75485_19.08021,112
660,-155.77090_19.11907,112
661,-155.66318_18.99860,112
662,-155.76155_19.10061,112
663,-155.76135_19.10841,112
664,-155.76208_19.10817,112
665,-155.78622_19.11751,112
666,-155.62065_19.05710,112
667,-155.77279_19.08815,112
668,-155.72759_19.12689,112
669,-155.75773_19.12886,112
670,-155.76511_19.10286,112
671,-155.76155_19.08797,112
672,-155.75333_19.08124,112
673,-155.75305_19.08161,112
674,-155.77798_19.04917,112
675,-155.76603_19.11309,112
676,-155.76482_19.08445,112
677,-155.79808_19.10647,112
678,-155.78969_19.11155,112
679,-155.78963_19.11137,112
680,-155.77809_19.11379,112
681,-155.77510_19.13792,112
682,-155.77278_19.03341,112
683,-155.58589_19.06126,112
684,-155.77416_19.11181,112
685,-155.77441_19.11173,112
686,-155.75812_19.10209,112
687,-155.76230_19.10602,112
688,-155.77004_19.13498,112
689,-155.77283_19.13180,112
690,-155.77547_19.12065,112
691,-155.61915_19.05464,112
692,-155.77921_19.08865,112
693,-155.78527_19.10821,112
694,-155.78601_19.10797,112
695,-155.78423_19.10237,112
696,-155.73580_19.10974,112
697,-155.63009_19.03450,112
698,-155.77691_19.08415,112
699,-155.75189_19.07835,112
700,-155.79362_19.10773,112
701,-155.76749_19.12054,112
702,-155.77781_19.09155,112
703,-155.75558_19.08221,112
704,-155.75133_19.12067,112
705,-155.79962_19.10098,112
706,-155.75171_19.14219,112
707,-155.79100_19.10026,112
708,-155.78693_19.10526,112
709,-155.75756_19.08691,112
710,-155.76303_19.09400,112
711,-155.47971_19.20237,112
712,-155.76934_19.09274,112
713,-155.76945_19.09305,112
714,-155.75545_19.09468,112
715,-155.76654_19.10345,112
716,-155.76894_19.10179,112
717,-155.75554_19.13534,112
718,-155.62782_19.03518,112
719,-155.75441_19.09780,112
720,-155.78168_19.11926,112
721,-155.75435_19.12789,112
722,-155.77644_19.09030,112
723,-155.77678_19.08853,112
724,-155.75093_19.13581,112
725,-155.75467_19.10760,112
726,-155.79424_19.35614,117
727,-155.90248_19.47015,117
728,-155.90228_19.46968,117
729,-155.90171_19.47004,117
730,-155.90186_19.47047,117
731,-155.92529_19.45954,117
732,-155.90060_19.46598,117
733,-155.90018_19.46548,117
734,-155.90021_19.46498,117
735,-155.89387_19.49067,117
736,-155.93761_19.56123,121
737,-155.21537_19.42236,111
738,-155.19116_19.44071,111
739,-155.22399_19.43176,111
740,-155.23520_19.42957,114
741,-155.23497_19.43003,114
742,-155.76266_19.08757,112
743,-155.75278_19.09710,112
744,-155.74591_19.09017,112
745,-155.74402_19.11772,112
746,-155.76350_19.08176,112
747,-155.76564_19.12821,112
748,-155.78522_19.09408,112
749,-155.75189_19.09916,112
750,-155.75083_19.12560,112
751,-155.78066_19.11802,112
752,-155.76088_19.08429,112
753,-155.74945_19.08902,112
754,-155.77351_19.09913,112
755,-155.77297_19.09949,112
756,-155.76006_19.12189,112
757,-155.61004_19.06582,112
758,-155.74918_19.08708,112
759,-155.73399_19.13098,112
760,-155.76850_19.09041,112
761,-155.76864_19.09192,112
762,-155.76532_19.09252,112
763,-155.47378_19.19815,112
764,-155.76091_19.09343,112
765,-155.77744_19.12715,112
766,-155.67222_19.06298,112
767,-155.77820_19.06910,112
768,-155.76282_19.11172,112
769,-155.76202_19.12837,112
770,-155.75116_19.09715,112
771,-155.78726_19.09753,112
772,-155.75367_19.13693,112
773,-155.76898_19.11490,112
774,-155.76944_19.11503,112
775,-155.76286_19.11872,112
776,-155.75380_19.10709,112
777,-155.62954_19.03196,112
778,-155.77156_19.08993,112
779,-155.76457_19.09693,112
780,-155.79712_19.10382,112
781,-155.62382_19.04708,112
782,-155.63664_19.03450,112
783,-155.77285_19.14666,112
784,-155.60964_19.04248,112
785,-155.74077_19.12293,112
786,-155.74088_19.12325,112
787,-155.75330_19.08450,112
788,-155.80146_19.10157,112
789,-155.75588_19.14297,112
790,-155.76957_19.09005,112
791,-155.64372_19.04207,112
792,-155.74342_19.11049,112
793,-155.78613_19.09218,112
794,-155.76056_19.11337,112
795,-155.76153_19.08306,112
796,-155.63365_19.03903,112
797,-155.76479_19.08937,112
798,-155.76160_19.08550,112
799,-155.75101_19.09337,112
800,-155.79493_19.09963,112
801,-155.74602_19.15352,112
802,-155.50544_19.13356,112
803,-155.76175_19.13731,112
804,-155.75985_19.13774,112
805,-155.77711_19.13262,112
806,-155.74060_19.15283,112
807,-155.75226_19.09996,112
808,-155.75239_19.10033,112
809,-155.64434_19.07384,112
810,-155.78221_19.09575,112
811,-155.77170_19.14281,112
812,-155.77296_19.09191,112
813,-155.78263_19.10772,112
814,-155.74356_19.11633,112
815,-155.74683_19.10028,112
816,-155.74590_19.10112,112
817,-155.77851_19.09902,112
818,-155.78251_19.10293,112
819,-155.78244_19.10275,112
820,-155.75998_19.09216,112
821,-155.75949_19.09232,112
822,-155.75376_19.11521,112
823,-155.75351_19.11567,112
824,-155.75414_19.11625,112
825,-155.73801_19.11987,112
826,-155.84886_19.14567,117
827,-155.78610_19.10309,112
828,-155.77165_19.09470,112
829,-155.72263_19.14416,112
830,-155.75524_19.11589,112
831,-155.75338_19.09988,112
832,-155.74199_19.12090,112
833,-155.79290_19.10573,112
834,-155.79393_19.10593,112
835,-155.79455_19.10762,112
836,-155.79467_19.10793,112
837,-155.79387_19.10764,112
838,-155.76466_19.12853,112
839,-155.76822_19.10823,112
840,-155.78063_19.11869,112
841,-155.75245_19.11357,112
842,-155.79202_19.11149,112
843,-155.77539_19.09870,112
844,-155.76197_19.09687,112
845,-155.76188_19.12356,112
846,-155.78303_19.11630,112
847,-155.74351_19.10139,112
848,-155.61291_19.06676,112
849,-155.63018_19.04769,112
850,-155.63145_19.04797,112
851,-155.80962_19.06237,112
852,-155.63415_19.04750,112
853,-155.78544_19.11652,112
854,-155.63139_19.03580,112
855,-155.75348_19.14393,112
856,-155.75337_19.14248,112
857,-155.74775_19.09862,112
858,-155.74703_19.09891,112
859,-155.75472_19.15085,112
860,-155.88649_19.31318,117
861,-155.88650_19.31302,117
862,-155.87593_19.31646,117
863,-155.88552_19.31425,117
864,-155.88674_19.31422,117
865,-155.88214_19.31548,117
866,-155.86935_19.33245,117
867,-155.88527_19.31352,117
868,-155.88639_19.31423,117
869,-155.88621_19.31423,117
870,-155.87850_19.31517,117
871,-155.88564_19.31352,117
872,-155.88566_19.31283,117
873,-155.87640_19.31592,117
874,-155.87303_19.31284,117
875,-155.87747_19.32713,117
876,-155.88723_19.31377,117
877,-155.88727_19.31414,117
878,-155.88554_19.31377,117
879,-155.87886_19.31624,117
880,-155.87180_19.32590,117
881,-155.88397_19.31337,117
882,-155.88481_19.31319,117
883,-155.88445_19.31319,117
884,-155.87392_19.30770,117
885,-155.88639_19.31377,117
886,-155.87161_19.32734,117
887,-155.87127_19.30381,117
888,-155.87019_19.30358,117
889,-155.88525_19.31455,117
890,-155.88480_19.31352,117
891,-155.88471_19.31377,117
892,-155.88434_19.31425,117
893,-155.88469_19.31425,117
894,-155.88487_19.31425,117
895,-155.88478_19.31473,117
896,-155.88528_19.31318,117
897,-155.88703_19.31267,117
898,-155.88706_19.31319,117
899,-155.88707_19.31336,117
900,-155.88717_19.31352,117
901,-155.87186_19.31642,117
902,-155.86768_19.33079,117
903,-155.88944_19.32323,117
904,-155.87322_19.32467,117
905,-155.88094_19.31558,117
906,-155.86718_19.31278,117
907,-155.86544_19.31258,117
908,-155.87314_19.32286,117
909,-155.87438_19.32460,117
910,-155.91708_19.47340,117
911,-155.91770_19.47358,117
912,-155.89994_19.46820,117
913,-155.90030_19.46795,117
914,-155.91803_19.47263,117
915,-155.91002_19.46836,117
916,-155.90034_19.46894,117
917,-155.89980_19.46899,117
918,-155.89198_19.45098,117
919,-155.87307_19.45083,117
920,-155.90304_19.47050,117
921,-155.90204_19.46587,117
922,-155.90206_19.46640,117
923,-155.90262_19.46625,117
924,-155.90282_19.46687,117
925,-155.90228_19.46704,117
926,-155.90301_19.46745,117
927,-155.90344_19.46785,117
928,-155.88153_19.44750,117
929,-155.88285_19.44979,117
930,-155.87740_19.46316,117
