,Uid,dist2_Wetlands_m
453,-155.79030_19.11381,5486.288278325294
454,-155.75651_19.11961,7853.083641956768
455,-155.78851_19.09328,7253.886093334464
456,-155.78944_19.09369,7158.979798449362
457,-155.78956_19.09401,7123.106412684156
458,-155.78968_19.09433,7087.45948928956
459,-155.89497_19.20773,6088.92844922673
460,-155.89500_19.20812,6082.702543273604
461,-155.75719_19.11957,7913.250805789949
462,-155.73691_19.11142,6667.26430477246
463,-155.73650_19.11155,6625.765175690237
464,-155.79547_19.11000,5372.635722034898
465,-155.76182_19.11240,8105.815814316956
466,-155.76746_19.08870,9127.213255150376
467,-155.63247_19.04598,7859.101493846711
468,-155.80017_19.09687,6230.223769086525
469,-155.62775_19.03179,6931.207504295986
470,-155.78811_19.10578,6249.288729280616
471,-155.77314_19.10679,7396.994419829153
472,-155.78287_19.09002,7906.960682379809
473,-155.76506_19.12476,7269.280933475378
474,-155.76261_19.12557,7488.779946047238
475,-155.73981_19.10622,6944.974520564407
476,-155.75178_19.07954,8706.06260383859
477,-155.78076_19.11456,6252.4267205372535
478,-155.79515_19.07321,6809.1045898431885
479,-155.77362_19.08455,8598.458570159428
480,-155.79344_19.05065,4382.1229929212595
481,-155.75817_19.13501,7156.5208351867705
482,-155.77358_19.08771,8747.043381205958
483,-155.77566_19.09942,7691.32223417312
484,-155.77521_19.10355,7435.568207536844
485,-155.77546_19.10413,7375.618354766052
486,-155.64575_18.98297,4741.645784717564
487,-155.78407_19.10081,6937.9416513346205
488,-155.79822_19.09711,6316.712578676499
489,-155.62473_19.04211,7875.1315140835095
490,-155.47356_19.20104,5887.193541529853
491,-155.75789_19.10146,8861.020856651552
492,-155.77299_19.11047,7184.924407473128
493,-155.75394_19.09051,8601.984520995467
494,-155.61220_19.06763,4850.856807382632
495,-155.58746_19.05968,5006.375682094952
496,-155.58789_19.05991,5028.940038294062
497,-155.76289_19.10773,8252.201869307053
498,-155.77431_19.08747,8714.121099497701
499,-155.75672_19.09479,8810.515356471204
500,-155.77662_19.05680,5681.579714514953
501,-155.73462_19.11362,6455.568949485728
502,-155.73474_19.11393,6472.582547559423
503,-155.79164_19.11044,5624.899343450174
504,-155.77401_19.10130,7690.333480837882
505,-155.76773_19.11786,7284.84287065701
506,-155.76784_19.11818,7259.209487267073
507,-155.76475_19.10831,8050.421281533596
508,-155.90082_19.20763,6692.668841612119
509,-155.90146_19.20707,6770.818066863909
510,-155.77581_19.12161,6338.26044845375
511,-155.77404_19.12166,6506.658390541375
512,-155.72099_19.14397,3244.7434933553673
513,-155.77067_19.11842,6977.349493736449
514,-155.77637_19.14476,5721.719496301569
515,-155.76480_19.12070,7446.281262139347
516,-155.77455_19.10392,7466.187575782658
517,-155.76835_19.06094,6530.7984273429
518,-155.76150_19.12249,7704.531453007205
519,-155.76496_19.11001,7937.979510339945
520,-155.76461_19.10905,8022.2179161974855
521,-155.87117_19.29193,8634.45781248834
522,-155.79263_19.10430,6038.438724971934
523,-155.74380_19.09535,7456.398238585434
524,-155.73986_19.10961,6961.932649139393
525,-155.76590_19.09651,8687.842704516275
526,-155.78544_19.10573,6458.037299205524
527,-155.78521_19.11477,5850.607814866817
528,-155.80328_19.10214,5561.062025582973
529,-155.76538_19.11587,7601.166032972152
530,-155.75437_19.11688,7855.131476668031
531,-155.76710_19.11615,7424.135342423037
532,-155.75229_19.08329,8628.521893741838
533,-155.76237_19.09538,9058.029802250489
534,-155.74485_19.09743,7532.922168572992
535,-155.74442_19.09703,7493.987041521641
536,-155.78021_19.11192,6462.607863525208
537,-155.76983_19.10169,8011.345165890529
538,-155.79770_19.09871,6198.971524489185
539,-155.79666_19.09923,6214.403350474049
540,-155.65883_19.04186,7206.865282336722
541,-155.77016_19.10265,7919.5532726326155
542,-155.78000_19.12214,5914.061990936681
543,-155.58302_19.06011,4610.475457048106
544,-155.74197_19.11534,7002.363241611244
545,-155.75311_19.08818,8570.705732086659
546,-155.63278_19.04940,7525.729403496873
547,-155.78047_19.10442,6946.3374925732705
548,-155.76374_19.10663,8237.37435262241
549,-155.76350_19.09501,8989.373080681897
550,-155.76326_19.09437,9052.290029710835
551,-155.74871_19.09795,7930.044883251444
552,-155.74915_19.09727,7984.202432238574
553,-155.74498_19.12890,6268.618317667775
554,-155.77241_19.11221,7137.6163650838025
555,-155.79639_19.09414,6697.3839025149
556,-155.77785_19.12052,6195.926306738348
557,-155.77267_19.08783,8803.83693650421
558,-155.76173_19.09695,9007.590341747913
559,-155.79141_19.10980,5690.927055488521
560,-155.74755_19.09242,7900.598529547341
561,-155.77200_19.12777,6472.134246450164
562,-155.72133_19.14048,3510.3253873989775
563,-155.72182_19.14032,3561.1269299129917
564,-155.75323_19.09193,8498.678108435612
565,-155.74382_19.09886,7407.316479101087
566,-155.77857_19.13315,5647.78596323174
567,-155.78095_19.08892,8130.162016609248
568,-155.74494_19.10193,7496.874313547986
569,-155.78162_19.10162,7061.893013938395
570,-155.78174_19.10193,7029.097514298913
571,-155.77191_19.12948,6428.308789126551
572,-155.77198_19.12856,6449.251081613005
573,-155.74072_19.11193,7071.669114146984
574,-155.77843_19.11267,6572.567126838756
575,-155.77786_19.11302,6601.001342247103
576,-155.63646_19.03956,8107.261781106084
577,-155.80062_19.09925,5981.597186353
578,-155.74327_19.10812,7312.873560544979
579,-155.75824_19.10241,8891.901630173486
580,-155.78765_19.05586,5107.513110614145
581,-155.75336_19.12514,7233.148845860677
582,-155.77408_19.09186,8382.567746546967
583,-155.77395_19.09149,8420.924476392358
584,-155.75558_19.11968,7768.475598093165
585,-155.75519_19.11990,7721.150732086106
586,-155.78160_19.12664,5560.945303862382
587,-155.75157_19.14315,6183.180978439252
588,-155.78497_19.12228,5439.324988193212
589,-155.57530_19.06396,3718.6145670898054
590,-155.63131_19.04421,8088.376799712232
591,-155.77455_19.09637,8003.060260613949
592,-155.79345_19.11209,5361.042334451664
593,-155.78096_19.05879,5669.721255753197
594,-155.78264_19.11525,6045.202511128177
595,-155.78742_19.10654,6243.948847380357
596,-155.75947_19.12139,7945.667580729422
597,-155.78917_19.09299,7237.01506847059
598,-155.76898_19.10267,8018.731262050353
599,-155.74715_19.09123,7885.824070152525
600,-155.75050_19.10817,8073.658232703263
601,-155.75593_19.11151,8361.495355541912
602,-155.75368_19.10569,8404.031078535367
603,-155.75810_19.08348,9209.965075430056
604,-155.79140_19.09319,7079.830922879112
605,-155.48177_19.20290,5364.460686435446
606,-155.76022_19.10025,8929.10983126262
607,-155.78311_19.11014,6332.164767474772
608,-155.78318_19.11032,6314.192428567259
609,-155.76959_19.10436,7857.993566429362
610,-155.77584_19.11073,6917.354642548268
611,-155.75105_19.09798,8174.451594367882
612,-155.78063_19.11419,6285.789148504167
613,-155.77702_19.11654,6477.59933723412
614,-155.77715_19.11692,6444.862063899236
615,-155.81167_19.05397,4707.37268702787
616,-155.76290_19.12632,7435.675031033715
617,-155.77879_19.11397,6462.093403397688
618,-155.77093_19.10244,7868.300820375602
619,-155.77575_19.12488,6204.906643755105
620,-155.78702_19.10038,6756.250425319948
621,-155.76494_19.14289,6929.134578281512
622,-155.86935_19.19793,4063.164141428786
623,-155.76991_19.14204,6410.010556386136
624,-155.74576_19.09960,7602.859523206213
625,-155.75568_19.13159,7082.723460077654
626,-155.75530_19.08664,8835.649690557417
627,-155.77290_19.10462,7557.569066990194
628,-155.75366_19.14449,6347.672949893701
629,-155.76952_19.12171,6943.0738670148085
630,-155.76464_19.08542,9070.714852647678
631,-155.88171_19.20601,4799.079815023551
632,-155.74400_19.10123,7403.841459900393
633,-155.74376_19.10130,7377.38297527577
634,-155.75907_19.13745,7139.873787699705
635,-155.78261_19.12039,5756.326213642975
636,-155.80129_19.09919,5949.179800673989
637,-155.76971_19.09378,8573.315872939074
638,-155.75938_19.12266,7909.946877173801
639,-155.74495_19.10943,7496.083618373651
640,-155.79851_19.10433,5643.567428665371
641,-155.60886_19.04232,7382.079081298278
642,-155.79249_19.09291,7038.967641174432
643,-155.74800_19.11788,7268.590272242051
644,-155.74480_19.14792,5345.977388046188
645,-155.75347_19.10334,8387.030957203011
646,-155.77096_19.08755,8951.98702388217
647,-155.74517_19.09910,7545.943076340598
648,-155.74586_19.09834,7626.872640075226
649,-155.72066_19.14052,3453.203461329723
650,-155.73210_19.11750,6137.095863793279
651,-155.73245_19.11846,6077.644179567696
652,-155.73288_19.11778,6164.7619260017655
653,-155.75399_19.10157,8449.867644378728
654,-155.58143_19.06194,4352.32199019463
655,-155.74410_19.09347,7522.793523599195
656,-155.77955_19.04279,4209.65752044328
657,-155.75173_19.09538,8281.584650621253
658,-155.75441_19.08089,8920.627365185743
