,Uid,BlockBk_ID
1839,-155.19517_19.44641,7163
1840,-155.19172_19.45201,6760
1841,-155.18549_19.44383,2432
1842,-155.18481_19.44364,2432
1843,-155.23528_19.44731,6959
1844,-155.24367_19.44399,6760
1845,-155.18839_19.44403,2422
1846,-155.23437_19.44716,6959
1847,-154.92237_19.40396,5158
1848,-154.93234_19.39053,7778
1849,-154.93261_19.39081,7778
1850,-154.92099_19.40170,1199
1851,-154.92776_19.40057,8391
1852,-154.91906_19.40092,5165
1853,-154.92095_19.39966,5165
1854,-154.93245_19.39436,5165
1855,-154.93424_19.39313,8392
1856,-154.93387_19.39344,8392
1857,-154.93139_19.39490,5165
1858,-154.92413_19.40829,8390
1859,-154.90219_19.41070,5165
1860,-154.89080_19.41722,5165
1861,-154.89012_19.41896,5165
1862,-155.18580_19.44555,2422
1863,-155.18673_19.45148,7509
1864,-155.19609_19.44314,8567
1865,-155.18231_19.45286,6509
1866,-155.18246_19.45237,6509
1867,-155.19137_19.44666,5916
1868,-155.20023_19.44758,8567
1869,-155.18556_19.45106,7509
1870,-155.23468_19.44765,6959
1871,-155.23480_19.44263,7616
1872,-155.18344_19.44415,2429
1873,-155.19251_19.44309,4207
1874,-155.19267_19.44228,4207
1875,-155.18436_19.44495,2422
1876,-155.18376_19.44553,2429
1877,-155.19529_19.44360,8567
1878,-155.19555_19.44406,8567
1879,-155.23850_19.44644,6760
1880,-155.24012_19.44554,6760
1881,-155.23731_19.44551,7616
1882,-155.23694_19.44605,7616
1883,-155.23762_19.44600,7616
1884,-155.18492_19.45020,6509
1885,-155.18487_19.45119,6509
1886,-155.19122_19.44622,5916
1887,-155.18509_19.44902,2423
1888,-155.18199_19.45034,6509
1889,-155.23801_19.44776,7616
1890,-155.19444_19.44844,5460
1891,-155.23361_19.44594,6959
1892,-155.18913_19.45029,7509
1893,-155.18217_19.44652,2429
1894,-155.18170_19.44662,2429
1895,-155.23223_19.44373,6959
1896,-155.23269_19.44447,6959
1897,-155.23344_19.44438,6959
1898,-155.23356_19.44877,4213
1899,-155.23364_19.44327,4214
1900,-155.23402_19.44273,4214
1901,-155.23349_19.44303,4214
1902,-155.23908_19.44851,6760
1903,-155.19821_19.44628,8567
1904,-155.18723_19.44455,2422
1905,-155.23935_19.44517,6370
1906,-155.23954_19.44506,6370
1907,-155.19757_19.44715,8567
1908,-155.19219_19.44958,5460
1909,-155.19230_19.44909,5460
1910,-155.19820_19.44577,8567
1911,-155.23786_19.44752,7616
1912,-155.12217_19.47023,6504
1913,-155.13526_19.47319,6505
1914,-155.13408_19.47053,6505
1915,-155.14604_19.44697,7834
1916,-155.15075_19.45121,6763
1917,-155.13958_19.46076,6764
1918,-155.10177_19.46103,7619
1919,-155.15313_19.44549,6763
1920,-155.12314_19.46290,7828
1921,-155.16748_19.44199,7506
1922,-155.12692_19.46086,7828
1923,-154.96505_19.36547,5165
1924,-154.96214_19.36417,5664
1925,-154.96386_19.36917,5165
1926,-154.96590_19.36444,5165
1927,-154.96437_19.36493,5165
1928,-154.98047_19.35220,6713
1929,-154.96346_19.36436,5165
1930,-154.96418_19.36524,5165
1931,-154.98209_19.34875,6713
1932,-154.98505_19.34757,7324
1933,-154.98590_19.34777,7324
1934,-154.98587_19.34828,6459
1935,-154.96453_19.36533,5165
1936,-154.96400_19.36519,5165
1937,-154.96594_19.36378,5165
1938,-154.92853_19.40088,8001
1939,-154.92897_19.40056,8001
1940,-154.92962_19.40009,8001
1941,-154.92106_19.40186,1199
1942,-154.93295_19.39278,7542
1943,-154.92049_19.40555,5165
1944,-154.91936_19.40117,5165
1945,-154.91972_19.40097,5165
1946,-154.92027_19.40227,8388
1947,-154.93474_19.39325,5165
1948,-154.92953_19.39832,5165
1949,-154.93487_19.39309,5165
1950,-154.93258_19.39479,5165
1951,-154.91889_19.40185,5165
1952,-154.93267_19.39554,5165
1953,-154.93293_19.39525,5165
1954,-154.92533_19.39989,5165
1955,-154.91893_19.40046,5165
1956,-154.92168_19.40326,5158
1957,-154.92174_19.40342,5158
1958,-154.91967_19.40008,5165
1959,-154.93183_19.39444,5165
1960,-154.92127_19.40235,1199
1961,-154.92674_19.40108,5165
1962,-154.92696_19.40126,5165
1963,-154.92019_19.40308,5165
1964,-154.92003_19.40314,5165
1965,-154.91986_19.40321,5165
1966,-154.91984_19.40359,5165
1967,-154.92051_19.40382,5165
1968,-154.92859_19.39771,5165
1969,-154.92881_19.39779,5165
1970,-154.92930_19.39813,5165
1971,-154.93146_19.39963,5165
1972,-154.93135_19.39035,7778
1973,-154.93148_19.39018,7778
1974,-154.93072_19.39396,5165
1975,-154.93208_19.39024,7778
1976,-154.93332_19.39239,7542
1977,-154.92132_19.40156,1199
1978,-154.92125_19.40140,1199
1979,-154.92118_19.40124,1199
1980,-154.92093_19.40094,1199
1981,-154.92182_19.40271,1199
1982,-154.93004_19.39960,8001
1983,-154.93044_19.40006,8001
1984,-154.93028_19.40031,8001
1985,-154.92986_19.40064,8001
1986,-154.92965_19.40080,8001
1987,-154.92293_19.40287,5165
1988,-154.92621_19.39712,5165
1989,-154.92674_19.39715,5165
1990,-154.92699_19.39819,5165
1991,-154.92702_19.39781,5165
1992,-154.92780_19.39794,5165
1993,-154.93317_19.39255,7542
1994,-154.92074_19.40087,1199
1995,-154.92871_19.39848,5159
1996,-154.92843_19.39832,5159
1997,-154.93122_19.40040,5165
1998,-154.93153_19.40040,5165
1999,-154.92582_19.39727,5165
2000,-154.92002_19.40169,8388
2001,-154.91905_19.40179,5165
2002,-154.93163_19.39531,5165
2003,-154.93205_19.39486,5165
2004,-154.93186_19.40012,5165
2005,-154.93179_19.39984,5165
2006,-154.93230_19.39114,8393
2007,-154.93216_19.39100,8393
2008,-154.93081_19.39107,7778
2009,-154.93094_19.39087,7778
2010,-154.93123_19.39053,7778
2011,-154.91935_19.40291,5165
2012,-154.92059_19.39947,5165
2013,-154.92739_19.39923,5159
2014,-154.92481_19.39775,5165
2015,-154.92985_19.40151,5165
2016,-154.93008_19.40134,5165
2017,-154.93031_19.40118,5165
2018,-154.92414_19.39783,5165
2019,-154.92455_19.39859,5165
2020,-154.92222_19.40265,5165
2021,-154.93275_19.39095,7778
2022,-154.93297_19.39209,7709
2023,-154.93282_19.39225,7709
2024,-154.93223_19.39287,7709
2025,-154.93102_19.39365,5165
2026,-154.93116_19.39350,5165
2027,-154.92949_19.39913,8391
2028,-154.92928_19.39946,8391
2029,-154.92906_19.39962,8391
2030,-154.92884_19.39978,8391
2031,-154.92860_19.39922,8391
2032,-154.92773_19.39986,8391
2033,-154.92751_19.40002,8391
2034,-154.92016_19.40202,8388
2035,-154.91822_19.40030,5165
2036,-154.92105_19.39880,5165
2037,-154.92583_19.39945,5159
2038,-154.93042_19.39427,5165
2039,-154.93057_19.39411,5165
2040,-154.91494_19.40669,5165
2041,-154.93114_19.39265,5164
2042,-154.93225_19.39260,7709
2043,-154.93054_19.40102,5165
2044,-154.9274_19.40163,5165
2045,-154.92783_19.40199,5165
2046,-154.93157_19.39357,5165
2047,-154.93113_19.39403,5165
2048,-154.93094_19.39487,5165
2049,-154.93141_19.39463,5165
2050,-154.93229_19.39347,7542
2051,-154.92761_19.39907,5159
2052,-154.92723_19.39873,5159
2053,-154.92005_19.40114,8388
2054,-154.92035_19.40156,8388
2055,-154.92064_19.40222,8388
2056,-154.92071_19.40238,8388
2057,-154.93183_19.39280,7709
2058,-154.93176_19.39058,8393
2059,-154.92078_19.40255,8388
2060,-154.93377_19.39201,5165
2061,-154.93346_19.39224,7542
2062,-154.92834_19.40157,8001
2063,-154.92891_19.40218,5165
2064,-154.93025_19.39444,5165
2065,-154.92648_19.39910,5159
2066,-154.92601_19.39870,5159
2067,-154.92653_19.40004,5159
2068,-154.92732_19.40070,8391
2069,-154.92755_19.40090,8391
2070,-154.91951_19.40285,5165
2071,-154.94227_19.38278,5165
2072,-154.93192_19.39126,8393
2073,-154.93190_19.39184,7710
2074,-154.93140_19.39181,7710
2075,-154.92545_19.39808,5165
2076,-154.93167_19.39209,7710
2077,-154.93180_19.39223,7710
2078,-154.93116_19.39230,5164
2079,-154.92228_19.40139,5165
2080,-154.92038_19.40032,5165
2081,-154.92153_19.40013,5165
2082,-154.92157_19.40117,5165
2083,-154.92209_19.40097,5165
2084,-154.92537_19.39866,5159
2085,-154.92572_19.39796,5165
2086,-154.92106_19.40320,8388
2087,-154.92542_19.39770,5165
2088,-154.95736_19.40873,7324
2089,-155.07828_19.47294,4140
2090,-154.95721_19.47720,7324
2091,-155.09236_19.47408,5471
2092,-154.95594_19.41151,7642
2093,-154.88272_19.42561,5165
2094,-154.88302_19.42595,5165
2095,-154.88351_19.42563,5165
2096,-154.92809_19.41179,8389
2097,-154.92732_19.41356,5165
2098,-154.92596_19.41027,7708
2099,-154.88474_19.42741,5165
2100,-154.92426_19.41280,7541
2101,-154.88078_19.42614,7778
2102,-154.90293_19.41244,5165
2103,-154.87949_19.42975,5987
2104,-154.92798_19.41282,7323
2105,-154.92772_19.41010,5161
2106,-154.88271_19.42628,5165
2107,-154.88067_19.42875,8583
2108,-154.92612_19.40962,7326
2109,-154.88998_19.41621,7778
2110,-154.88886_19.41758,7778
2111,-154.92918_19.40950,7323
2112,-154.91234_19.40997,5165
2113,-154.88183_19.42541,7778
2114,-154.89115_19.41523,7778
2115,-154.88540_19.42488,5165
2116,-154.92761_19.40965,7708
2117,-154.89258_19.41484,7778
2118,-154.88875_19.42127,5165
2119,-154.88531_19.42785,5165
2120,-154.92521_19.40923,7641
2121,-154.92687_19.40915,7326
2122,-154.89281_19.41912,5165
2123,-154.91690_19.47101,7702
2124,-154.90337_19.45844,4668
2125,-154.90128_19.46755,7536
2126,-154.91053_19.46384,6859
2127,-154.91020_19.45705,6859
2128,-154.92708_19.46035,6863
2129,-154.91073_19.45456,5660
2130,-154.91026_19.47047,4669
2131,-154.92522_19.46698,7181
2132,-154.90145_19.46562,7536
2133,-154.84872_19.45171,5986
2134,-154.84164_19.45989,8588
2135,-154.84975_19.45039,5986
2136,-155.17473_19.48718,6761
2137,-155.17204_19.49297,6761
2138,-155.14619_19.49700,6761
2139,-155.15678_19.49839,6761
2140,-155.11786_19.50506,7963
2141,-155.16849_19.50624,6761
2142,-155.14057_19.47707,5459
2143,-155.15654_19.50294,350
2144,-155.11689_19.48320,2419
2145,-155.16017_19.50066,6761
2146,-155.11382_19.48155,2419
2147,-155.14893_19.49255,6761
2148,-155.14749_19.49491,6761
2149,-155.15579_19.50475,6761
2150,-155.15052_19.50109,6761
2151,-155.15233_19.52021,6761
2152,-155.14088_19.51745,8624
2153,-155.14740_19.51563,1280
2154,-155.14392_19.53475,352
2155,-155.14313_19.54022,6761
2156,-155.14355_19.53987,6761
2157,-155.13801_19.53588,5724
2158,-155.14159_19.51727,8208
2159,-155.14173_19.51690,8208
2160,-155.13698_19.53082,6761
2161,-155.11395_19.56891,351
2162,-155.11484_19.56988,937
2163,-155.13220_19.58544,113
2164,-155.13206_19.58555,113
2165,-155.11709_19.56905,937
2166,-155.11736_19.56934,937
2167,-155.11749_19.56948,937
2168,-155.10306_19.55527,1341
2169,-155.11679_19.56981,937
2170,-155.11713_19.56799,937
2171,-155.11726_19.56814,937
2172,-155.11740_19.56829,937
2173,-155.11780_19.56872,937
2174,-155.11793_19.56886,937
2175,-155.11675_19.56805,937
2176,-155.10847_19.49148,7220
2177,-155.14946_19.50077,6761
2178,-155.15761_19.50285,8573
2179,-155.15723_19.50243,8573
2180,-155.15331_19.49490,6761
2181,-155.10870_19.50812,2321
2182,-155.15182_19.50149,6761
2183,-155.17098_19.50632,6761
2184,-155.15656_19.50096,6761
2185,-155.15228_19.49783,6761
2186,-155.15785_19.50058,6761
2187,-155.11534_19.50895,1963
2188,-155.15455_19.49994,6761
2189,-155.17223_19.49900,6761
2190,-155.15318_19.50055,6761
2191,-155.14190_19.53628,349
2192,-155.10985_19.51538,4140
2193,-155.15097_19.48835,5913
2194,-155.15278_19.49982,6761
2195,-155.10217_19.51920,2594
2196,-155.14051_19.53989,6761
2197,-155.14075_19.54015,6761
2198,-155.14124_19.54068,6761
2199,-155.14469_19.53536,352
2200,-155.14452_19.53530,352
2201,-155.14017_19.53753,1636
2202,-155.13733_19.53207,6761
2203,-155.13745_19.53511,6761
2204,-155.14384_19.53964,6761
2205,-155.14168_19.54117,6761
2206,-155.13712_19.53537,6761
2207,-155.14734_19.51581,1280
2208,-155.13790_19.53380,6761
2209,-155.13832_19.53411,6761
2210,-155.14070_19.53756,1636
2211,-155.14082_19.53770,1636
2212,-155.14095_19.53783,1636
2213,-155.14100_19.51565,8624
2214,-155.14136_19.51464,8624
2215,-155.13948_19.53444,6899
2216,-155.13985_19.53440,6899
2217,-155.15165_19.52258,6761
2218,-155.14343_19.53974,6761
2219,-155.12035_19.53921,7753
2220,-155.14352_19.53929,7680
2221,-155.14141_19.53699,8213
2222,-155.14153_19.53712,8213
2223,-155.10330_19.54110,7372
2224,-155.14022_19.53442,6899
2225,-155.13777_19.53562,5724
2226,-155.13789_19.53575,5724
2227,-155.14334_19.53782,8065
2228,-155.14121_19.51653,8624
2229,-155.14169_19.51372,8624
2230,-155.12735_19.53570,5729
2231,-155.14194_19.53497,8571
2232,-155.13479_19.53095,6761
2233,-155.14526_19.53550,352
2234,-155.15537_19.52576,6761
2235,-155.14128_19.51635,8624
2236,-155.14230_19.53508,8571
2237,-155.14283_19.53525,8571
2238,-155.14448_19.53611,8219
2239,-155.14269_19.53973,7679
2240,-155.14299_19.53926,7680
2241,-155.14391_19.54027,6761
2242,-155.14379_19.54014,6761
2243,-155.14146_19.51764,8208
2244,-155.14206_19.51598,8208
2245,-155.14219_19.51562,8208
2246,-155.14232_19.51525,8208
2247,-155.14376_19.51448,5722
2248,-155.14293_19.53792,8065
2249,-155.11301_19.53954,7751
2250,-155.13584_19.53279,6761
2251,-155.14494_19.51935,8572
2252,-155.13311_19.53157,6761
2253,-155.13891_19.53561,6900
2254,-155.13928_19.53601,6900
2255,-155.14320_19.53625,110
2256,-155.11726_19.53849,865
2257,-155.14504_19.52054,1280
2258,-155.13978_19.51392,8622
2259,-155.13972_19.51410,8622
2260,-155.14191_19.53682,349
2261,-155.13454_19.53310,6761
2262,-155.14025_19.51776,8624
2263,-155.13766_19.53154,6761
2264,-155.14331_19.51577,5722
2265,-155.14078_19.51920,8208
2266,-155.15212_19.52476,6761
2267,-155.14396_19.53977,6761
2268,-155.14076_19.53682,8213
2269,-155.14049_19.53367,5721
2270,-155.14066_19.53372,5721
2271,-155.14055_19.53405,5721
2272,-155.14199_19.51433,8624
2273,-155.14213_19.51724,8208
2274,-155.14044_19.53485,6899
2275,-155.14026_19.53480,6899
2276,-155.14238_19.53427,641
2277,-155.14256_19.53432,641
2278,-155.14330_19.53540,8219
2279,-155.13723_19.53629,6761
2280,-155.13760_19.53669,6761
2281,-155.13772_19.53683,6761
2282,-155.13717_19.53330,8207
2283,-155.13770_19.53324,8207
2284,-155.13793_19.53321,8207
2285,-155.14882_19.51530,8210
2286,-155.14742_19.51746,8210
2287,-155.13940_19.51497,8622
2288,-155.14240_19.53997,7679
2289,-155.15212_19.52272,6761
2290,-155.13838_19.53456,6761
2291,-155.13856_19.53454,6761
2292,-155.14284_19.51378,8208
2293,-155.14202_19.53766,8213
2294,-155.14214_19.53779,8213
2295,-155.14372_19.53751,6761
2296,-155.14360_19.53738,6761
2297,-155.14226_19.51871,5722
2298,-155.13875_19.53669,5724
2299,-155.14179_19.53669,349
2300,-155.14209_19.53454,641
2301,-155.14192_19.53448,641
2302,-155.14071_19.51318,104
2303,-155.14840_19.51613,8210
2304,-155.14802_19.51724,8210
2305,-155.14384_19.53764,6761
2306,-155.13888_19.53611,6900
2307,-155.13379_19.53152,6761
2308,-155.13366_19.53137,6761
2309,-155.11593_19.56778,5226
2310,-155.11606_19.56793,5226
2311,-155.11639_19.56765,5226
2312,-155.11522_19.57137,937
2313,-155.11680_19.56655,5226
2314,-155.11694_19.56669,5226
2315,-155.11220_19.57035,8218
2316,-155.11180_19.56992,8218
2317,-155.11140_19.56949,8218
2318,-155.11190_19.56933,351
2319,-155.11204_19.56947,351
2320,-155.11217_19.56962,351
2321,-155.11572_19.56693,5226
2322,-155.11559_19.56679,5226
2323,-155.11546_19.56664,5226
2324,-155.11532_19.56650,5226
2325,-155.11556_19.56630,5226
2326,-155.11597_19.56673,5226
2327,-155.11479_19.56873,5226
2328,-155.11492_19.56887,5226
2329,-155.11525_19.56860,5226
2330,-155.11512_19.56845,5226
2331,-155.11435_19.56934,351
2332,-155.11348_19.56776,5226
2333,-155.11541_19.56940,937
2334,-155.11582_19.56984,937
2335,-155.11595_19.56998,937
2336,-155.12667_19.57796,937
2337,-155.11755_19.56669,5226
2338,-155.11500_19.56677,5226
2339,-155.11707_19.56684,5226
2340,-155.11720_19.56698,5226
2341,-155.11474_19.57022,937
2342,-155.10590_19.54904,7752
2343,-155.11872_19.56796,937
2344,-155.11689_19.56597,5226
2345,-155.11460_19.57008,937
2346,-155.11845_19.56767,937
2347,-155.11702_19.56611,5226
2348,-155.10452_19.55401,5226
2349,-155.14052_19.57974,113
2350,-155.11540_19.56720,5226
2351,-155.11553_19.56735,5226
2352,-155.11513_19.56691,5226
2353,-155.14005_19.57486,937
2354,-155.11258_19.56851,351
2355,-155.11318_19.56853,351
2356,-155.11331_19.56867,351
2357,-155.11696_19.56718,5226
2358,-155.11656_19.56675,5226
2359,-155.11643_19.56660,5226
2360,-155.11629_19.56646,5226
2361,-155.11576_19.56588,5226
2362,-155.11600_19.56568,5226
2363,-155.11640_19.56611,5226
2364,-155.11405_19.56729,5226
2365,-155.11429_19.56709,5226
2366,-155.11422_19.56920,351
2367,-155.11538_19.57045,937
2368,-155.11525_19.57031,937
2369,-155.11458_19.56787,5226
2370,-155.11664_19.56515,5226
2371,-155.11677_19.56530,5226
2372,-155.12802_19.58090,937
2373,-155.11487_19.57037,937
2374,-155.11729_19.56640,5226
2375,-155.11495_19.57107,937
2376,-155.11481_19.57093,937
2377,-155.11468_19.57079,937
2378,-155.11782_19.56921,937
2379,-155.11696_19.56890,937
2380,-155.11807_19.56901,937
2381,-155.11826_19.56859,937
2382,-155.11812_19.56845,937
2383,-155.13519_19.59004,113
2384,-155.12438_19.58052,937
2385,-155.13282_19.58610,113
2386,-155.11498_19.57002,937
2387,-155.11441_19.56878,5226
2388,-155.11468_19.56907,5226
2389,-155.11385_19.56771,5226
2390,-155.11399_19.56785,5226
2391,-155.11412_19.56800,5226
2392,-155.12972_19.57947,937
2393,-155.11284_19.57034,351
2394,-155.11297_19.57049,351
2395,-155.11308_19.57014,351
2396,-155.11295_19.57000,351
2397,-155.11281_19.56985,351
2398,-155.11254_19.56956,351
2399,-155.11241_19.56942,351
2400,-155.11228_19.56927,351
2401,-155.11234_19.56871,351
2402,-155.11401_19.56835,5226
2403,-155.11415_19.56849,5226
2404,-155.11428_19.56863,5226
2405,-155.11628_19.56972,937
2406,-155.11457_19.57113,937
2407,-155.11471_19.57127,937
2408,-155.11499_19.56831,5226
2409,-155.11414_19.57021,937
2410,-155.11434_19.56979,937
2411,-155.11447_19.56993,937
2412,-155.11390_19.57041,937
2413,-155.11528_19.56926,937
2414,-155.11314_19.56958,351
2415,-155.11354_19.57001,351
2416,-155.11378_19.56981,351
2417,-155.11109_19.56974,8218
2418,-155.11136_19.57003,8218
2419,-155.11176_19.57047,8218
2420,-155.11189_19.57061,8218
2421,-155.11784_19.56646,5226
2422,-155.13416_19.58894,113
2423,-155.13455_19.58861,113
2424,-155.13442_19.58848,113
2425,-155.07010_19.50907,3188
2426,-155.08085_19.53562,6650
2427,-154.99884_19.51890,6697
2428,-154.99908_19.51929,6697
2429,-154.99982_19.51863,6692
2430,-155.00204_19.51205,7377
2431,-155.00201_19.51283,7377
2432,-155.00178_19.51245,7377
2433,-155.00166_19.51226,7377
2434,-155.00131_19.51168,7377
2435,-154.99679_19.52409,6695
2436,-154.99656_19.52370,6695
2437,-155.00406_19.51809,6211
2438,-155.00417_19.51827,6211
2439,-155.00169_19.51148,7377
2440,-155.00181_19.51167,7377
2441,-154.99870_19.51490,1069
2442,-154.99916_19.51566,1069
2443,-154.99672_19.51727,6696
2444,-154.99995_19.52260,6696
2445,-154.99102_19.52214,6693
2446,-154.99009_19.52060,6693
2447,-155.00673_19.51688,2577
2448,-154.99055_19.52576,5542
2449,-154.99132_19.52530,7027
2450,-155.00100_19.51975,6692
2451,-155.00148_19.51948,1069
2452,-155.00138_19.51473,2578
2453,-155.00126_19.51454,2578
2454,-155.00967_19.51147,1970
2455,-155.13050_19.58623,113
2456,-155.11382_19.56876,351
2457,-155.11858_19.56781,937
2458,-155.13026_19.58180,937
2459,-155.11690_19.56544,5226
2460,-155.11704_19.56559,5226
2461,-155.11569_19.56798,5226
2462,-155.13385_19.58787,113
2463,-155.12616_19.58018,937
2464,-155.11586_19.56708,5226
2465,-155.11203_19.57076,8218
2466,-155.11216_19.57090,8218
2467,-155.11230_19.57105,8218
2468,-155.10902_19.54823,7752
2469,-155.10465_19.54986,7752
2470,-155.11065_19.56911,8218
2471,-155.11675_19.56582,5226
2472,-155.11648_19.56553,5226
2473,-155.11635_19.56539,5226
2474,-155.11757_19.56738,937
2475,-155.11797_19.56782,937
2476,-155.11810_19.56796,937
2477,-155.11823_19.56810,937
2478,-155.11836_19.56825,937
2479,-155.11850_19.56839,937
2480,-155.11885_19.56810,937
2481,-155.11384_19.56925,351
2482,-155.13289_19.58758,113
2483,-155.10800_19.54846,1348
2484,-155.10711_19.55186,5226
2485,-155.10686_19.55144,2938
2486,-155.11742_19.56877,937
2487,-155.11715_19.56849,937
2488,-155.11702_19.56834,937
2489,-155.11260_19.56900,351
2490,-155.11315_19.56804,351
2491,-155.13295_19.58651,113
2492,-155.13323_19.58628,113
2493,-155.11257_19.57005,351
2494,-155.11271_19.57020,351
2495,-155.11306_19.57483,640
2496,-155.11531_19.56975,937
2497,-155.11571_19.57018,937
2498,-155.10928_19.54915,5226
2499,-155.11424_19.57140,937
2500,-155.11792_19.56709,937
2501,-155.11778_19.56694,937
2502,-155.11176_19.57124,707
2503,-155.13233_19.58531,113
2504,-155.11523_19.56811,5226
2505,-155.11536_19.56825,5226
2506,-155.11689_19.56819,937
2507,-155.11629_19.56818,937
2508,-155.11642_19.56832,937
2509,-155.11805_19.56723,937
2510,-155.13049_19.58568,113
2511,-155.11016_19.57409,8503
2512,-155.11462_19.56682,5226
2513,-155.11374_19.57132,937
2514,-155.11368_19.57188,937
2515,-155.11309_19.57131,937
2516,-155.11320_19.57074,937
2517,-155.11347_19.57103,937
2518,-155.11360_19.57117,937
2519,-155.13401_19.58738,113
2520,-155.12470_19.57961,937
2521,-155.11580_19.56764,5226
2522,-155.10667_19.57839,180
2523,-155.10933_19.55094,5226
2524,-155.13979_19.58222,113
2525,-155.13336_19.58901,113
2526,-155.13356_19.58715,113
2527,-155.13316_19.58712,113
2528,-155.11799_19.56830,937
2529,-155.11786_19.56816,937
2530,-155.11772_19.56801,937
2531,-155.11745_19.56772,937
2532,-155.11732_19.56758,937
2533,-155.11743_19.56724,937
2534,-155.11078_19.57077,707
2535,-155.11091_19.57091,707
2536,-155.11833_19.56700,937
2537,-155.11873_19.56743,937
2538,-155.11900_19.56772,937
2539,-155.11635_19.57042,937
2540,-155.11668_19.57015,937
2541,-155.11469_19.56753,5226
2542,-155.11496_19.56782,5226
2543,-155.11509_19.56796,5226
2544,-155.13205_19.59257,113
2545,-155.11301_19.56944,351
2546,-155.07650_19.47903,4140
2547,-155.06522_19.50603,1628
2548,-155.13172_19.58753,113
2549,-155.13187_19.58742,113
2550,-155.13201_19.58730,113
2551,-155.13214_19.58719,113
2552,-155.11193_19.57202,937
2553,-155.11218_19.57230,937
2554,-155.11224_19.57176,937
2555,-155.11252_19.57129,937
2556,-155.11265_19.57143,937
2557,-155.11290_19.57171,937
2558,-155.11408_19.57231,937
2559,-155.13302_19.58772,113
2560,-155.13275_19.58783,113
2561,-155.13531_19.58849,113
2562,-155.11489_19.56711,5226
2563,-155.11542_19.56769,5226
2564,-155.11529_19.56755,5226
2565,-155.11631_19.56867,937
2566,-155.11618_19.56852,937
2567,-155.11585_19.56879,937
2568,-155.11598_19.56894,937
2569,-155.11639_19.56937,937
2570,-155.14498_19.56127,937
2571,-155.13859_19.55565,937
2572,-155.11913_19.56787,937
2573,-155.11927_19.56801,937
2574,-155.13178_19.58565,113
2575,-155.13158_19.58544,113
2576,-155.13144_19.58529,113
2577,-155.13172_19.58519,113
2578,-155.13186_19.58507,113
2579,-155.11136_19.57080,707
2580,-155.13263_19.58851,113
2581,-155.10494_19.55021,1065
2582,-155.10520_19.55052,1065
2583,-155.11511_19.57017,937
2584,-155.11082_19.54829,936
2585,-155.11258_19.54736,937
2586,-155.13254_19.58646,113
2587,-155.10340_19.55600,1341
2588,-155.10287_19.55589,1341
2589,-155.10204_19.55417,6208
2590,-155.08284_19.51060,355
2591,-155.09527_19.50995,3515
2592,-155.06066_19.49855,1628
2593,-155.06990_19.49417,4622
2594,-155.07301_19.50407,7624
2595,-155.05911_19.49093,7966
2596,-155.09977_19.49490,7220
2597,-155.05667_19.48688,7966
2598,-155.09945_19.47922,5470
2599,-155.07745_19.50676,7624
2600,-155.06084_19.49375,7966
2601,-155.06638_19.50288,3188
2602,-155.03691_19.50188,1278
2603,-155.05119_19.48690,6650
2604,-155.03778_19.49849,1278
2605,-155.00875_19.50994,1970
2606,-155.00864_19.50975,1970
2607,-154.95388_19.49891,7337
2608,-154.95724_19.50859,8085
2609,-154.95494_19.50446,7773
2610,-155.00427_19.51008,2577
2611,-155.00985_19.50986,8629
2612,-155.00648_19.50889,650
2613,-155.00846_19.50756,8629
2614,-154.95814_19.50503,140
2615,-154.96016_19.49132,1854
2616,-155.00809_19.50720,2434
2617,-155.00755_19.50983,650
2618,-155.00743_19.50964,650
2619,-155.00720_19.50926,650
2620,-154.95486_19.50348,6710
2621,-155.00950_19.50929,8629
2622,-155.00634_19.50972,871
2623,-155.00841_19.50937,1970
2624,-155.00818_19.50898,1970
2625,-155.00263_19.51016,2434
2626,-154.95346_19.50164,6710
2627,-155.00806_19.50879,1970
2628,-155.00485_19.50895,2434
2629,-155.00526_19.50873,2434
2630,-155.00384_19.50950,2434
2631,-155.00404_19.50939,2434
2632,-155.00562_19.50935,871
2633,-154.95025_19.49216,7337
2634,-155.09065_19.51867,355
2635,-155.04944_19.51767,1641
2636,-155.02639_19.51426,867
2637,-155.08527_19.53924,2942
2638,-155.08314_19.53083,861
2639,-155.08825_19.53918,861
2640,-155.09249_19.54130,861
2641,-155.08796_19.52882,863
2642,-155.06583_19.51319,7371
2643,-155.09030_19.54251,861
2644,-155.08782_19.53847,861
2645,-155.08340_19.52135,3010
2646,-155.07532_19.52287,1628
2647,-155.08642_19.54116,1576
2648,-155.08046_19.53135,1628
2649,-155.08897_19.53559,861
2650,-155.09481_19.52542,643
2651,-155.08237_19.51970,3010
2652,-155.07496_19.52599,6650
2653,-155.07663_19.51521,1773
2654,-155.06408_19.53191,1070
2655,-155.08512_19.51947,3010
2656,-155.08611_19.51609,355
2657,-155.08107_19.53599,6650
2658,-155.07418_19.52879,2579
2659,-155.08511_19.51442,355
2660,-155.09006_19.52246,355
2661,-155.08412_19.52255,3010
2662,-155.04874_19.53629,8627
2663,-155.05636_19.53896,8634
2664,-155.08287_19.53897,6650
2665,-155.08410_19.51782,3010
2666,-155.08380_19.51734,3010
2667,-155.07790_19.53485,2579
2668,-154.99591_19.52591,6694
2669,-154.99089_19.51814,3690
2670,-155.00207_19.52044,1069
2671,-155.00218_19.52063,1069
2672,-155.00230_19.52082,1069
