,Uid,In_2017_CP_zone
2266,-155.98405_19.62670,True
2267,-155.98447_19.62658,True
2268,-155.98468_19.62653,True
2269,-155.98566_19.62675,True
2270,-155.98503_19.62694,True
2271,-155.96168_19.63411,True
2272,-155.98051_19.63529,True
2273,-155.97833_19.63301,True
2274,-155.96091_19.63346,True
2275,-155.95175_19.61883,True
2276,-155.96893_19.61446,True
2277,-155.98204_19.62501,True
2278,-155.98575_19.61799,True
2279,-155.98627_19.61822,True
2280,-155.98482_19.62699,True
2281,-155.98440_19.62711,True
2282,-155.95906_19.61570,True
2283,-155.98456_19.62786,True
2284,-155.96343_19.62455,True
2285,-155.96266_19.62487,True
2286,-155.96308_19.62461,True
2287,-155.96371_19.62446,True
2288,-155.96393_19.62390,True
2289,-155.96364_19.62395,True
2290,-155.96336_19.62402,True
2291,-155.96291_19.62398,True
2292,-155.96403_19.63077,True
2293,-155.96334_19.63025,True
2294,-155.98409_19.62717,True
2295,-155.96439_19.62383,True
2296,-155.96320_19.61559,True
2297,-155.96536_19.62399,True
2298,-155.96470_19.62378,True
2299,-155.96284_19.62427,True
2300,-155.96217_19.61509,True
2301,-155.96135_19.61555,True
2302,-155.96145_19.61591,True
2303,-155.96098_19.61555,True
2304,-155.96093_19.61502,True
2305,-155.96562_19.62766,True
2306,-155.96241_19.61532,True
2307,-155.96577_19.61517,True
2308,-155.96345_19.61587,True
2309,-155.96362_19.61613,True
2310,-155.96184_19.61533,True
2311,-156.01655_19.65268,True
2312,-155.98891_19.63822,True
2313,-155.98864_19.63861,True
2314,-155.98830_19.63868,True
2315,-155.98823_19.63835,True
2316,-155.98746_19.64101,True
2317,-155.98748_19.64156,True
2318,-155.98765_19.64146,True
2319,-155.98781_19.64090,True
2320,-155.98951_19.63961,True
2321,-155.98824_19.63993,True
2322,-155.96546_19.64496,True
2323,-155.95662_19.64104,True
2324,-155.97429_19.63900,True
2325,-155.98973_19.63999,True
2326,-155.98235_19.63802,True
2327,-155.97005_19.64101,True
2328,-155.97217_19.64040,True
2329,-155.98539_19.63575,True
2330,-155.97231_19.64143,True
2331,-155.97608_19.63920,True
2332,-155.96599_19.63771,True
2333,-155.98536_19.63715,True
2334,-155.98099_19.63756,True
2335,-155.98980_19.64114,True
2336,-155.97991_19.63866,True
2337,-155.96769_19.63989,True
2338,-155.96743_19.63998,True
2339,-155.98490_19.63649,True
2340,-155.98506_19.63674,True
2341,-155.98871_19.64083,True
2342,-155.98800_19.64207,True
2343,-155.96793_19.63681,True
2344,-155.98801_19.64085,True
2345,-155.98574_19.63647,True
2346,-155.98864_19.64175,True
2347,-155.97799_19.63663,True
2348,-155.96616_19.65002,True
2349,-155.96548_19.65019,True
2350,-155.98633_19.63689,True
2351,-155.98653_19.63684,True
2352,-155.98972_19.64170,True
2353,-155.96189_19.64127,True
2354,-155.97094_19.64258,True
2355,-155.96852_19.63961,True
2356,-155.98926_19.64194,True
2357,-155.97129_19.64133,True
2358,-155.96158_19.63967,True
2359,-155.96246_19.64029,True
2360,-155.96536_19.63992,True
2361,-155.96282_19.63932,True
2362,-155.98632_19.64141,True
2363,-155.96244_19.64110,True
2364,-155.96495_19.64052,True
2365,-156.01668_19.68770,True
2366,-156.01733_19.68766,True
2367,-156.01361_19.67342,True
2368,-156.02529_19.66875,True
2369,-156.01103_19.67432,True
2370,-156.01033_19.67536,True
2371,-156.01093_19.67534,True
2372,-156.00700_19.66375,True
2373,-156.01550_19.67308,True
2374,-156.02115_19.68882,True
2375,-156.01579_19.68798,True
2376,-156.01533_19.68692,True
2377,-156.01534_19.68593,True
2378,-156.02297_19.66819,True
2379,-156.01467_19.68489,True
2380,-156.02024_19.68566,True
2381,-156.02014_19.68526,True
2382,-156.01980_19.68382,True
2383,-156.01663_19.68566,True
2384,-156.01807_19.68863,True
2385,-156.01753_19.68861,True
2386,-156.01666_19.68893,True
2387,-156.02132_19.68920,True
2388,-156.01452_19.67326,True
2389,-156.02093_19.68824,True
2390,-156.02073_19.68764,True
2391,-156.02057_19.68705,True
2392,-156.02043_19.68646,True
2393,-154.95583_19.61855,True
2394,-154.95188_19.61908,True
2395,-154.95103_19.61947,True
2396,-154.95857_19.61629,True
2397,-154.96014_19.61768,True
2398,-154.96121_19.61703,True
2399,-154.94950_19.61417,True
2400,-154.94692_19.61812,True
2401,-154.95614_19.61773,True
2402,-154.94753_19.61656,True
2403,-154.94793_19.61552,True
2404,-154.95103_19.61694,True
2405,-154.94799_19.61951,True
2406,-154.94875_19.61768,True
2407,-154.94854_19.61798,True
2408,-154.94911_19.61846,True
2409,-154.94952_19.61893,True
2410,-154.95451_19.61585,True
2411,-154.95345_19.61583,True
2412,-154.94736_19.61921,True
2413,-155.12361_19.66042,True
2414,-155.12303_19.66059,True
2415,-155.11043_19.67656,True
2416,-155.11011_19.67637,True
2417,-155.10980_19.67639,True
2418,-155.10919_19.67643,True
2419,-155.10921_19.67609,True
2420,-155.08174_19.68688,True
2421,-155.08582_19.68037,True
2422,-155.09716_19.68070,True
2423,-155.07014_19.68495,True
2424,-155.06294_19.68647,True
2425,-155.07626_19.68600,True
2426,-155.06305_19.68868,True
2427,-155.06345_19.68886,True
2428,-155.06343_19.68866,True
2429,-155.06303_19.68847,True
2430,-156.01219_19.67362,True
2431,-156.02032_19.68895,True
2432,-156.01955_19.68924,True
2433,-156.01920_19.68938,True
2434,-156.01869_19.68836,True
2435,-156.01923_19.68820,True
2436,-156.01862_19.68739,True
2437,-156.01878_19.68623,True
2438,-156.01915_19.68615,True
2439,-156.01951_19.68608,True
2440,-156.01930_19.68514,True
2441,-156.01894_19.68521,True
2442,-156.01858_19.68528,True
2443,-156.01822_19.68535,True
2444,-156.01786_19.68543,True
2445,-156.01741_19.68435,True
2446,-156.01885_19.68405,True
2447,-156.01373_19.67472,True
2448,-155.96947_19.67748,True
2449,-155.98110_19.67044,True
2450,-155.97889_19.68554,True
2451,-155.97902_19.68592,True
2452,-155.97016_19.67848,True
2453,-155.97887_19.67000,True
2454,-155.98622_19.67417,True
2455,-155.97794_19.68594,True
2456,-155.97802_19.68635,True
2457,-155.97467_19.67122,True
2458,-155.98432_19.67171,True
2459,-155.98125_19.67683,True
2460,-155.97799_19.67699,True
2461,-155.97635_19.68897,True
2462,-155.97766_19.68761,True
2463,-155.96775_19.67406,True
2464,-155.97986_19.67521,True
2465,-155.98061_19.67373,True
2466,-155.98460_19.67467,True
2467,-155.98807_19.67766,True
2468,-155.98397_19.66922,True
2469,-155.97605_19.68763,True
2470,-155.97795_19.68914,True
2471,-155.98165_19.68858,True
2472,-155.97700_19.68833,True
2473,-155.97186_19.67940,True
2474,-155.97501_19.68679,True
2475,-155.97820_19.68980,True
2476,-155.97841_19.67094,True
2477,-155.97748_19.68933,True
2478,-155.97618_19.68806,True
2479,-154.95243_19.61720,True
2480,-154.95820_19.61754,True
2481,-154.96050_19.61648,True
2482,-154.95960_19.61574,True
2483,-154.95900_19.61525,True
2484,-154.95302_19.61788,True
2485,-154.95773_19.61820,True
2486,-154.95188_19.61657,True
2487,-154.95835_19.61771,True
2488,-154.95768_19.61416,True
2489,-154.95790_19.61720,True
2490,-154.96217_19.61648,True
2491,-154.96211_19.61530,True
2492,-154.96151_19.61481,True
2493,-154.95970_19.61450,True
2494,-154.96000_19.61474,True
2495,-154.95568_19.61838,True
2496,-154.95656_19.61567,True
2497,-154.95730_19.61652,True
2498,-154.95380_19.61505,True
2499,-154.95580_19.61599,True
2500,-154.95275_19.61502,True
2501,-154.9529_19.61519,True
2502,-154.95319_19.61553,True
2503,-154.95679_19.61456,True
2504,-154.95088_19.61677,True
2505,-154.95611_19.61879,True
2506,-154.95439_19.61825,True
2507,-154.95394_19.61774,True
2508,-154.95379_19.61757,True
2509,-154.95538_19.61804,True
2510,-154.95173_19.61640,True
2511,-154.94859_19.61598,True
2512,-154.94843_19.61640,True
2513,-154.94819_19.61702,True
2514,-154.94787_19.61785,True
2515,-154.95364_19.61740,True
2516,-154.95349_19.61723,True
2517,-154.95319_19.61689,True
2518,-154.95200_19.61418,True
2519,-154.95215_19.61435,True
2520,-154.95245_19.61468,True
2521,-154.95491_19.61496,True
2522,-154.95506_19.61514,True
2523,-154.95641_19.61550,True
2524,-154.94713_19.61760,True
2525,-154.95389_19.61634,True
2526,-154.95404_19.61651,True
2527,-154.95419_19.61668,True
2528,-154.95449_19.61702,True
2529,-154.95494_19.61753,True
2530,-154.94720_19.61739,True
2531,-154.94728_19.61718,True
2532,-154.94736_19.61697,True
2533,-154.94745_19.61677,True
2534,-154.96119_19.61573,True
2535,-154.95582_19.61482,True
2536,-154.94667_19.61901,True
2537,-154.94669_19.61875,True
2538,-154.94882_19.61949,True
2539,-154.95332_19.61823,True
2540,-154.96077_19.61419,True
2541,-154.95205_19.61557,True
2542,-154.95190_19.61540,True
2543,-154.95552_19.61448,True
2544,-154.95537_19.61431,True
2545,-154.95174_19.61775,True
2546,-154.95555_19.61705,True
2547,-154.94867_19.61577,True
2548,-154.94692_19.61567,True
2549,-154.94682_19.61587,True
2550,-154.94673_19.61608,True
2551,-154.95115_19.61456,True
2552,-154.95024_19.61470,True
2553,-154.94729_19.61460,True
2554,-154.94719_19.61482,True
2555,-154.95145_19.61490,True
2556,-154.94907_19.61686,True
2557,-154.94875_19.61556,True
2558,-154.94968_19.61657,True
2559,-154.95540_19.61688,True
2560,-154.95525_19.61671,True
2561,-154.96221_19.61405,True
2562,-154.96251_19.61430,True
2563,-154.96383_19.61535,True
2564,-154.96371_19.61411,True
2565,-154.95897_19.61389,True
2566,-154.94984_19.61558,True
2567,-154.94816_19.61487,True
2568,-154.95249_19.61860,True
2569,-154.94850_19.61426,True
2570,-154.94651_19.61671,True
2571,-154.94625_19.61732,True
2572,-154.94612_19.61776,True
2573,-154.94592_19.61841,True
2574,-155.12340_19.65431,True
2575,-155.12397_19.66080,True
2576,-155.12379_19.66081,True
2577,-155.12099_19.65057,True
2578,-155.12521_19.65144,True
2579,-155.10021_19.65631,True
2580,-155.10193_19.65934,True
2581,-155.12579_19.65569,True
2582,-155.11724_19.66075,True
2583,-155.10541_19.66129,True
2584,-155.09677_19.65643,True
2585,-155.09802_19.65640,True
2586,-155.09789_19.65485,True
2587,-155.11953_19.64770,True
2588,-155.12645_19.65573,True
2589,-155.12821_19.65673,True
2590,-155.12420_19.64764,True
2591,-155.12729_19.66114,True
2592,-155.11323_19.65525,True
2593,-155.11830_19.65485,True
2594,-155.08131_19.67390,True
2595,-155.10397_19.67363,True
2596,-155.08260_19.67594,True
2597,-155.08282_19.67593,True
2598,-155.08305_19.67587,True
2599,-155.10539_19.67121,True
2600,-155.08913_19.66650,True
2601,-155.11102_19.67609,True
2602,-155.11100_19.67573,True
2603,-155.11097_19.67538,True
2604,-155.10069_19.66980,True
2605,-155.10065_19.66939,True
2606,-155.10064_19.66919,True
2607,-155.11062_19.67567,True
2608,-155.11146_19.67496,True
2609,-155.11148_19.67526,True
2610,-155.11151_19.67555,True
2611,-155.11153_19.67585,True
2612,-155.08679_19.66838,True
2613,-155.08360_19.66962,True
2614,-155.08355_19.66904,True
2615,-155.09724_19.66979,True
2616,-155.08559_19.67552,True
2617,-155.10844_19.67524,True
2618,-155.10136_19.66695,True
2619,-155.10138_19.66715,True
2620,-155.10140_19.66735,True
2621,-155.10132_19.66765,True
2622,-155.10152_19.66763,True
2623,-155.10173_19.66762,True
2624,-155.10238_19.66766,True
2625,-155.09851_19.67527,True
2626,-155.10004_19.66874,True
2627,-155.10003_19.66854,True
2628,-155.10000_19.66814,True
2629,-155.09095_19.67492,True
2630,-155.08646_19.66840,True
2631,-155.11094_19.67502,True
2632,-155.11058_19.67503,True
2633,-155.11060_19.67534,True
2634,-155.09296_19.67510,True
2635,-155.09809_19.67446,True
2636,-155.08812_19.67374,True
2637,-155.10298_19.67528,True
2638,-155.10294_19.67589,True
2639,-155.09119_19.66759,True
2640,-155.11012_19.67603,True
2641,-155.11010_19.67571,True
2642,-155.11007_19.67538,True
2643,-155.11004_19.67507,True
2644,-155.10969_19.67541,True
2645,-155.10971_19.67574,True
2646,-155.10974_19.67605,True
2647,-155.10918_19.67577,True
2648,-155.10916_19.67544,True
2649,-155.09883_19.67256,True
2650,-155.09906_19.67254,True
2651,-155.08651_19.66972,True
2652,-155.08643_19.66882,True
2653,-155.10757_19.66466,True
2654,-155.08591_19.67071,True
2655,-155.08259_19.67431,True
2656,-155.08261_19.67452,True
2657,-155.08263_19.67472,True
2658,-155.08333_19.66861,True
2659,-155.08298_19.66863,True
2660,-155.08683_19.67295,True
2661,-155.08674_19.67253,True
2662,-155.10511_19.67287,True
2663,-155.10364_19.67173,True
2664,-155.10453_19.67134,True
2665,-155.08501_19.67462,True
2666,-155.09162_19.66756,True
2667,-155.10043_19.66771,True
2668,-155.08307_19.66956,True
2669,-155.10361_19.67139,True
2670,-155.10060_19.66876,True
2671,-155.10024_19.67103,True
2672,-155.10022_19.67081,True
2673,-155.10020_19.67059,True
2674,-155.08217_19.67002,True
2675,-155.10580_19.66878,True
2676,-155.08717_19.67292,True
2677,-155.10300_19.66438,True
2678,-155.10481_19.66957,True
2679,-155.10241_19.66801,True
2680,-155.10010_19.66927,True
2681,-155.10008_19.66906,True
2682,-155.10257_19.66560,True
2683,-155.10179_19.66713,True
2684,-155.09634_19.66850,True
2685,-155.09674_19.66898,True
2686,-155.10448_19.67079,True
2687,-155.08148_19.67266,True
2688,-155.09581_19.66798,True
2689,-155.10090_19.66719,True
2690,-155.08737_19.67384,True
2691,-155.08775_19.67341,True
2692,-155.08876_19.67441,True
2693,-155.10079_19.67120,True
2694,-155.10077_19.66670,True
2695,-155.10056_19.66671,True
2696,-155.10034_19.66673,True
2697,-155.08298_19.67498,True
2698,-155.08320_19.67507,True
2699,-155.08323_19.67546,True
2700,-155.10450_19.67107,True
2701,-155.09356_19.67571,True
2702,-155.09358_19.67598,True
2703,-155.10089_19.66698,True
2704,-155.10104_19.66767,True
2705,-155.10091_19.66739,True
2706,-155.10744_19.66805,True
2707,-155.10357_19.67009,True
2708,-155.10046_19.66701,True
2709,-155.10048_19.66722,True
2710,-155.10050_19.66742,True
2711,-155.09995_19.66755,True
2712,-155.09994_19.66736,True
2713,-155.09992_19.66716,True
2714,-155.09990_19.66696,True
2715,-155.09988_19.66676,True
2716,-155.09984_19.66656,True
2717,-155.09979_19.66629,True
2718,-155.09996_19.66616,True
2719,-155.10022_19.66619,True
2720,-155.10055_19.66629,True
2721,-155.10099_19.66626,True
2722,-155.10134_19.66618,True
2723,-155.10135_19.66592,True
2724,-155.08481_19.67314,True
2725,-155.10057_19.66471,True
2726,-155.10913_19.67513,True
2727,-155.10481_19.67670,True
2728,-155.10036_19.67178,True
2729,-155.09437_19.67285,True
2730,-155.09439_19.67312,True
2731,-155.10063_19.66770,True
2732,-155.10083_19.66769,True
2733,-155.10849_19.67605,True
2734,-155.10071_19.67001,True
2735,-155.10177_19.66692,True
2736,-155.10184_19.66663,True
2737,-155.10163_19.66664,True
2738,-155.10142_19.66665,True
2739,-155.10120_19.66667,True
2740,-155.09998_19.66795,True
2741,-155.09997_19.66775,True
2742,-155.09000_19.66644,True
2743,-155.10243_19.66822,True
2744,-155.08870_19.66793,True
2745,-155.10168_19.67049,True
2746,-155.08940_19.66705,True
2747,-155.08983_19.66702,True
2748,-155.08149_19.67575,True
2749,-155.08770_19.67501,True
2750,-155.08756_19.67473,True
2751,-155.10800_19.67554,True
2752,-155.10781_19.67572,True
2753,-155.08658_19.67061,True
2754,-155.10055_19.66815,True
2755,-155.10057_19.66836,True
2756,-155.08841_19.67046,True
2757,-155.08464_19.67592,True
2758,-155.09706_19.67582,True
2759,-155.08253_19.67505,True
2760,-155.08275_19.67504,True
2761,-155.08264_19.67380,True
2762,-155.08243_19.67378,True
2763,-155.10630_19.66338,True
2764,-155.08517_19.67253,True
2765,-155.10819_19.67535,True
2766,-155.09969_19.67546,True
2767,-155.08802_19.67061,True
2768,-155.10101_19.66874,True
2769,-155.10097_19.66833,True
2770,-155.10095_19.66812,True
2771,-155.10160_19.66603,True
2772,-155.10183_19.66610,True
2773,-155.10741_19.66999,True
2774,-155.10235_19.66725,True
2775,-155.10236_19.66745,True
2776,-155.10181_19.66732,True
2777,-155.10244_19.66842,True
2778,-155.10246_19.66863,True
2779,-155.10193_19.66867,True
2780,-155.10191_19.66847,True
2781,-155.10190_19.66826,True
2782,-155.10188_19.66805,True
2783,-155.10167_19.67590,True
2784,-155.08690_19.66925,True
2785,-155.08453_19.67458,True
2786,-155.08203_19.67446,True
2787,-155.08201_19.67424,True
2788,-155.09944_19.67366,True
2789,-155.10059_19.66856,True
2790,-155.10481_19.66588,True
2791,-155.08181_19.67603,True
2792,-155.10156_19.66895,True
2793,-155.10159_19.66927,True
2794,-155.10177_19.67134,True
2795,-155.08284_19.67175,True
2796,-155.09900_19.67551,True
2797,-155.09923_19.67549,True
2798,-155.10497_19.67143,True
2799,-155.10151_19.66828,True
2800,-155.10152_19.66849,True
2801,-155.09448_19.67446,True
2802,-155.10395_19.67340,True
2803,-155.08410_19.67075,True
2804,-155.08435_19.67310,True
2805,-155.08850_19.67365,True
2806,-155.08851_19.67331,True
2807,-155.09538_19.66437,True
2808,-155.08163_19.67430,True
2809,-155.08136_19.67467,True
2810,-155.08169_19.67470,True
2811,-155.08172_19.67504,True
2812,-155.08144_19.67510,True
2813,-155.08146_19.67539,True
2814,-155.08173_19.67542,True
2815,-155.08175_19.67569,True
2816,-155.08181_19.67064,True
2817,-155.10879_19.67558,True
2818,-155.10358_19.67105,True
2819,-155.08520_19.67364,True
2820,-155.10542_19.67160,True
2821,-155.10501_19.66608,True
2822,-155.10062_19.66897,True
2823,-155.08214_19.67579,True
2824,-155.08212_19.67557,True
2825,-155.08210_19.67534,True
2826,-155.08207_19.67490,True
2827,-155.08205_19.67468,True
2828,-155.08945_19.66772,True
2829,-155.08923_19.66774,True
2830,-155.10389_19.66525,True
2831,-155.10187_19.66582,True
2832,-155.10347_19.66636,True
2833,-155.10348_19.66652,True
2834,-155.10419_19.66581,True
2835,-155.13055_19.68726,True
2836,-155.12221_19.68874,True
2837,-155.12952_19.68922,True
2838,-155.12972_19.68508,True
2839,-155.12839_19.68797,True
2840,-155.13258_19.68946,True
2841,-155.12719_19.68650,True
2842,-155.08183_19.67679,True
2843,-155.09878_19.68783,True
2844,-155.09882_19.68835,True
2845,-155.09884_19.68861,True
2846,-155.09886_19.68887,True
2847,-155.09888_19.68913,True
2848,-155.09029_19.67821,True
2849,-155.10327_19.67916,True
2850,-155.11105_19.67644,True
2851,-155.08683_19.68800,True
2852,-155.08332_19.67764,True
2853,-155.08300_19.67762,True
2854,-155.08275_19.67764,True
2855,-155.08280_19.67796,True
2856,-155.08304_19.67793,True
2857,-155.08334_19.67789,True
2858,-155.08345_19.67815,True
2859,-155.08339_19.67844,True
2860,-155.08312_19.67846,True
2861,-155.08240_19.67858,True
2862,-155.08238_19.67840,True
2863,-155.08236_19.67820,True
2864,-155.10682_19.68156,True
2865,-155.11155_19.67614,True
2866,-155.11297_19.68740,True
2867,-155.08330_19.67635,True
2868,-155.08310_19.67647,True
2869,-155.08286_19.67644,True
2870,-155.08389_19.67690,True
2871,-155.09404_19.68145,True
2872,-155.09149_19.67861,True
2873,-155.09204_19.67853,True
2874,-155.10176_19.67936,True
2875,-155.09501_19.68139,True
2876,-155.09504_19.68180,True
2877,-155.09241_19.67964,True
2878,-155.09230_19.67838,True
2879,-155.10306_19.68144,True
2880,-155.09392_19.67971,True
2881,-155.09393_19.67990,True
2882,-155.09541_19.68146,True
2883,-155.08233_19.67801,True
2884,-155.09182_19.67765,True
2885,-155.09859_19.68550,True
2886,-155.09852_19.68457,True
2887,-155.10101_19.68637,True
2888,-155.09873_19.68731,True
2889,-155.09221_19.67678,True
2890,-155.08447_19.68209,True
2891,-155.08442_19.68094,True
2892,-155.09373_19.67758,True
2893,-155.08232_19.68333,True
2894,-155.08474_19.68036,True
2895,-155.10109_19.68259,True
2896,-155.08659_19.68492,True
2897,-155.09360_19.68945,True
2898,-155.08488_19.68702,True
2899,-155.09330_19.67908,True
2900,-155.09013_19.68521,True
2901,-155.09129_19.68775,True
2902,-155.09128_19.68805,True
2903,-155.09085_19.68808,True
2904,-155.09078_19.68777,True
2905,-155.09079_19.68744,True
2906,-155.09067_19.68708,True
2907,-155.09173_19.68498,True
2908,-155.11071_19.67633,True
2909,-155.09890_19.68939,True
2910,-155.10605_19.67885,True
2911,-155.09043_19.67753,True
2912,-155.08272_19.67722,True
2913,-155.08847_19.67694,True
2914,-155.10453_19.68121,True
2915,-155.10451_19.68097,True
2916,-155.10449_19.68073,True
2917,-155.10162_19.68511,True
2918,-155.09015_19.68544,True
2919,-155.09896_19.68100,True
2920,-155.09105_19.67621,True
2921,-155.09682_19.67699,True
2922,-155.10157_19.68416,True
2923,-155.10554_19.67993,True
2924,-155.10552_19.67969,True
2925,-155.10497_19.67855,True
2926,-155.09206_19.68954,True
2927,-155.09169_19.68896,True
2928,-155.09339_19.68845,True
2929,-155.09019_19.67859,True
2930,-155.09045_19.67846,True
2931,-155.08608_19.68846,True
2932,-155.08714_19.68371,True
2933,-155.09072_19.68613,True
2934,-155.08373_19.67838,True
2935,-155.09347_19.67799,True
2936,-155.09480_19.67815,True
2937,-155.09481_19.67859,True
2938,-155.09196_19.68693,True
2939,-155.09161_19.68695,True
2940,-155.09132_19.68603,True
2941,-155.08228_19.67759,True
2942,-155.08709_19.68120,True
2943,-155.08764_19.68112,True
2944,-155.08739_19.68201,True
2945,-155.08763_19.68200,True
2946,-155.10492_19.67998,True
2947,-155.08463_19.68881,True
2948,-155.08512_19.68887,True
2949,-155.09923_19.68004,True
2950,-155.10156_19.68287,True
2951,-155.10154_19.68362,True
2952,-155.11045_19.68854,True
2953,-155.09253_19.68644,True
2954,-155.09250_19.68620,True
2955,-155.09148_19.68335,True
2956,-155.08918_19.68207,True
2957,-155.08867_19.67719,True
2958,-155.09170_19.67646,True
2959,-155.08297_19.67719,True
2960,-155.08144_19.67654,True
2961,-155.08542_19.67856,True
2962,-155.08229_19.68546,True
2963,-155.09039_19.68247,True
2964,-155.09098_19.68170,True
2965,-155.08328_19.67706,True
2966,-155.08338_19.67736,True
2967,-155.10892_19.67645,True
2968,-155.10866_19.67660,True
2969,-155.10832_19.67659,True
2970,-155.10772_19.67661,True
2971,-155.10718_19.67663,True
2972,-155.09290_19.67930,True
2973,-155.09258_19.68172,True
2974,-155.09168_19.68447,True
2975,-155.10245_19.68071,True
2976,-155.08761_19.68949,True
2977,-155.09017_19.68568,True
2978,-155.10703_19.67628,True
2979,-155.08985_19.68912,True
2980,-155.09060_19.68470,True
2981,-155.09058_19.68447,True
2982,-155.09056_19.68423,True
2983,-155.09054_19.68400,True
2984,-155.09232_19.68384,True
2985,-155.09070_19.68588,True
2986,-155.09066_19.68540,True
2987,-155.08682_19.68778,True
2988,-155.09246_19.68570,True
2989,-155.09601_19.67756,True
2990,-155.09181_19.68725,True
2991,-155.09259_19.68802,True
2992,-155.10677_19.67667,True
2993,-155.09295_19.67988,True
2994,-155.09296_19.68007,True
2995,-155.08592_19.68417,True
2996,-155.09685_19.67741,True
2997,-155.09651_19.67700,True
2998,-155.11257_19.68964,True
2999,-155.09597_19.67713,True
3000,-155.09130_19.68743,True
3001,-155.09400_19.68087,True
3002,-155.08264_19.67646,True
3003,-155.08272_19.67676,True
3004,-155.09925_19.67737,True
3005,-155.09646_19.67672,True
3006,-155.09766_19.68014,True
3007,-155.09357_19.68124,True
3008,-155.08823_19.67702,True
3009,-155.10691_19.67836,True
3010,-155.09634_19.68206,True
3011,-155.10156_19.68537,True
3012,-155.09863_19.68601,True
3013,-155.08574_19.68388,True
3014,-155.08572_19.68364,True
3015,-155.08563_19.68423,True
3016,-155.08596_19.68462,True
3017,-155.09952_19.68909,True
3018,-155.09954_19.68878,True
3019,-155.09933_19.68840,True
3020,-155.08437_19.68436,True
3021,-155.09238_19.68472,True
3022,-155.08834_19.68904,True
3023,-155.10747_19.67655,True
3024,-155.10728_19.67616,True
3025,-155.08921_19.68245,True
3026,-155.10069_19.67801,True
3027,-155.10076_19.67888,True
3028,-155.10080_19.67936,True
3029,-155.10358_19.68199,True
3030,-155.09968_19.68848,True
3031,-155.09978_19.68823,True
3032,-155.09991_19.68783,True
3033,-155.09960_19.68785,True
3034,-155.09931_19.68787,True
3035,-155.08149_19.67605,True
3036,-155.08600_19.68721,True
3037,-155.08604_19.68782,True
3038,-155.08230_19.67780,True
3039,-155.08775_19.67719,True
3040,-155.09305_19.67757,True
3041,-155.10070_19.67649,True
3042,-155.09107_19.68901,True
3043,-155.11193_19.68898,True
3044,-155.10110_19.68290,True
3045,-155.08524_19.67895,True
3046,-155.08514_19.67869,True
3047,-155.10956_19.68925,True
3048,-155.09596_19.67691,True
3049,-155.09599_19.67735,True
3050,-155.08959_19.67718,True
3051,-155.07517_19.67819,True
3052,-155.06617_19.67610,True
3053,-155.06615_19.67588,True
3054,-155.06711_19.68823,True
3055,-155.07213_19.68868,True
3056,-155.10898_19.67990,True
3057,-155.10074_19.68285,True
3058,-155.09130_19.68702,True
3059,-155.10640_19.67636,True
3060,-155.09578_19.67954,True
3061,-155.09582_19.68012,True
3062,-155.08226_19.67737,True
3063,-155.08223_19.67716,True
3064,-155.08220_19.67663,True
3065,-155.08215_19.67603,True
3066,-155.08144_19.68345,True
3067,-155.10159_19.68436,True
3068,-155.10128_19.68438,True
3069,-155.10118_19.68408,True
3070,-155.10152_19.68381,True
3071,-155.08527_19.68323,True
3072,-155.06840_19.67308,True
3073,-155.07875_19.68487,True
3074,-155.08093_19.67671,True
3075,-155.07971_19.67734,True
3076,-155.07656_19.67236,True
3077,-155.07147_19.68482,True
3078,-155.07241_19.68523,True
3079,-155.07685_19.68644,True
3080,-155.06111_19.68952,True
3081,-155.07950_19.68352,True
3082,-155.06615_19.68249,True
3083,-155.06632_19.68330,True
3084,-155.06251_19.68852,True
3085,-155.05230_19.68967,True
3086,-155.06493_19.68611,True
3087,-155.06524_19.68609,True
3088,-155.07042_19.67252,True
3089,-155.07577_19.67067,True
3090,-155.06312_19.67792,True
3091,-155.07260_19.68756,True
3092,-155.07163_19.68855,True
3093,-155.06285_19.68751,True
3094,-155.07009_19.68614,True
3095,-155.07390_19.68456,True
3096,-155.07396_19.68573,True
3097,-155.06294_19.67762,True
3098,-155.08115_19.66877,True
3099,-155.06964_19.68506,True
3100,-155.06956_19.68593,True
3101,-155.06944_19.68654,True
3102,-155.06983_19.68940,True
3103,-155.06885_19.68561,True
3104,-155.06434_19.67524,True
3105,-155.07257_19.68727,True
3106,-155.06942_19.68433,True
3107,-155.06841_19.68227,True
3108,-155.06249_19.68831,True
3109,-155.07943_19.67565,True
3110,-155.07940_19.67698,True
3111,-155.07942_19.67741,True
3112,-155.07249_19.68621,True
3113,-155.06760_19.68085,True
3114,-155.06753_19.67998,True
3115,-155.06678_19.67991,True
3116,-155.06282_19.68723,True
3117,-155.07470_19.68854,True
3118,-155.06082_19.67779,True
3119,-155.06105_19.67776,True
3120,-155.06132_19.67808,True
3121,-155.06161_19.67789,True
3122,-155.06133_19.67774,True
3123,-155.06244_19.67800,True
3124,-155.06269_19.67799,True
3125,-155.06268_19.67764,True
3126,-155.08096_19.68490,True
3127,-155.06726_19.68501,True
3128,-155.06717_19.68660,True
3129,-155.06823_19.67822,True
3130,-155.07193_19.67976,True
3131,-155.06335_19.68781,True
3132,-155.06314_19.68782,True
3133,-155.06293_19.68784,True
3134,-155.06270_19.68782,True
3135,-155.06245_19.68808,True
3136,-155.06243_19.68783,True
3137,-155.06253_19.68873,True
3138,-155.07294_19.68287,True
3139,-155.06644_19.67747,True
