,Uid,LOWINCPCT
55,-155.86215_19.19665,0.2888816433
56,-155.74747_19.10313,0.8055980756610001
57,-155.75324_19.12140,0.8055980756610001
58,-155.78636_19.09109,0.8055980756610001
59,-155.63670_19.04375,0.422771815212
60,-155.74521_19.10380,0.8055980756610001
61,-155.78990_19.09984,0.8055980756610001
62,-155.79240_19.09840,0.8055980756610001
63,-155.90180_19.20631,0.2888816433
64,-155.86984_19.20140,0.2888816433
65,-155.87002_19.20071,0.2888816433
66,-155.77006_19.11674,0.8055980756610001
67,-155.78675_19.09963,0.8055980756610001
68,-155.80007_19.09774,0.8055980756610001
69,-155.74286_19.13197,0.8055980756610001
70,-155.77196_19.10771,0.8055980756610001
71,-155.76042_19.08995,0.8055980756610001
72,-155.76408_19.08738,0.8055980756610001
73,-155.79972_19.09634,0.8055980756610001
74,-155.89586_19.20974,0.2888816433
75,-155.77931_19.13516,0.8055980756610001
76,-155.75716_19.07743,0.422771815212
77,-155.89944_19.20756,0.2888816433
78,-155.74814_19.11824,0.8055980756610001
79,-155.89848_19.20920,0.2888816433
80,-155.62261_19.04501,0.422771815212
81,-155.73720_19.11311,0.8055980756610001
82,-155.77665_19.14746,0.8055980756610001
83,-155.80010_19.09669,0.8055980756610001
84,-155.88300_19.21130,0.2888816433
85,-155.63086_19.03071,0.422771815212
86,-155.89486_19.20283,0.2888816433
87,-155.89500_19.20321,0.2888816433
88,-155.76610_19.08870,0.8055980756610001
89,-155.76212_19.08778,0.8055980756610001
90,-155.77469_19.11530,0.8055980756610001
91,-155.89955_19.20359,0.2888816433
92,-155.85655_19.19473,0.2888816433
93,-155.85698_19.19467,0.2888816433
94,-155.85831_19.19462,0.2888816433
95,-155.89822_19.20748,0.2888816433
96,-155.76281_19.12923,0.8055980756610001
97,-155.89521_19.20437,0.2888816433
98,-155.89796_19.20290,0.2888816433
99,-155.59500_19.05975,0.299474605954
100,-155.58974_19.05960,0.299474605954
101,-155.77928_19.08883,0.8055980756610001
102,-155.77935_19.08901,0.8055980756610001
103,-155.58281_19.05955,0.299474605954
104,-155.75765_19.11064,0.8055980756610001
105,-155.76574_19.09562,0.8055980756610001
106,-155.74656_19.11723,0.8055980756610001
107,-155.74668_19.11755,0.8055980756610001
108,-155.76222_19.09904,0.8055980756610001
109,-155.90417_19.20309,0.2888816433
110,-155.90401_19.20303,0.2888816433
111,-155.89689_19.20278,0.2888816433
112,-155.89728_19.20273,0.2888816433
113,-155.89747_19.20854,0.2888816433
114,-155.89868_19.20337,0.2888816433
115,-155.86761_19.20027,0.2888816433
116,-155.86572_19.19937,0.2888816433
117,-155.47465_19.27137,0.306818181818
118,-155.73765_19.11622,0.8055980756610001
119,-155.86951_19.29686,0.2888816433
120,-155.77780_19.13186,0.8055980756610001
121,-155.62615_19.04545,0.422771815212
122,-155.75858_19.09129,0.8055980756610001
123,-155.89576_19.20583,0.2888816433
124,-155.77975_19.05684,0.422771815212
125,-155.87163_19.19592,0.2888816433
126,-155.63820_19.03628,0.422771815212
127,-155.85572_19.14104,0.2888816433
128,-155.89680_19.20692,0.2888816433
129,-155.75997_19.10714,0.8055980756610001
130,-155.89893_19.20573,0.2888816433
131,-155.89859_19.20746,0.2888816433
132,-155.58274_19.05937,0.299474605954
133,-155.58268_19.05919,0.299474605954
134,-155.87097_19.27128,0.2888816433
135,-155.87140_19.27209,0.2888816433
136,-155.85996_19.19475,0.2888816433
137,-155.76557_19.09003,0.8055980756610001
138,-155.85956_19.19483,0.2888816433
139,-155.78344_19.11482,0.8055980756610001
140,-155.89913_19.20825,0.2888816433
141,-155.90058_19.20636,0.2888816433
142,-155.77633_19.14128,0.8055980756610001
143,-155.80303_19.09945,0.8055980756610001
144,-155.80316_19.09982,0.8055980756610001
145,-155.77546_19.13130,0.8055980756610001
146,-155.75580_19.09564,0.8055980756610001
147,-155.75623_19.09495,0.8055980756610001
148,-155.75565_19.08876,0.8055980756610001
149,-155.86922_19.27496,0.2888816433
150,-155.86512_19.20084,0.2888816433
151,-155.86468_19.20078,0.2888816433
152,-155.86376_19.20057,0.2888816433
153,-155.86260_19.19854,0.2888816433
154,-155.86255_19.19777,0.2888816433
155,-155.78534_19.09445,0.8055980756610001
156,-155.72174_19.14376,0.8055980756610001
157,-155.78440_19.09559,0.8055980756610001
158,-155.75585_19.10454,0.8055980756610001
159,-155.77316_19.10978,0.8055980756610001
160,-155.77007_19.11330,0.8055980756610001
161,-155.90443_19.20400,0.2888816433
162,-155.77988_19.11605,0.8055980756610001
163,-155.86524_19.19993,0.2888816433
164,-155.62645_19.03907,0.422771815212
165,-155.78123_19.13213,0.8055980756610001
166,-155.78096_19.12601,0.8055980756610001
167,-155.76301_19.09707,0.8055980756610001
168,-155.76998_19.13221,0.8055980756610001
169,-155.77022_19.13212,0.8055980756610001
170,-155.89962_19.20315,0.2888816433
171,-155.73119_19.11879,0.8055980756610001
172,-155.79000_19.06109,0.422771815212
173,-155.74864_19.08447,0.8055980756610001
174,-155.78108_19.08815,0.8055980756610001
175,-155.78312_19.08835,0.8055980756610001
176,-155.78244_19.08877,0.8055980756610001
177,-155.89799_19.20501,0.2888816433
178,-155.77903_19.09787,0.8055980756610001
179,-155.75805_19.08521,0.8055980756610001
180,-155.79366_19.10924,0.8055980756610001
181,-155.79495_19.10865,0.8055980756610001
182,-155.90136_19.20646,0.2888816433
183,-155.47196_19.19937,0.306818181818
184,-155.77017_19.10606,0.8055980756610001
185,-155.76872_19.13159,0.8055980756610001
186,-155.89765_19.20633,0.2888816433
187,-155.61010_19.04397,0.422771815212
188,-155.78383_19.09678,0.8055980756610001
189,-155.77880_19.11729,0.8055980756610001
190,-155.75775_19.10443,0.8055980756610001
191,-155.90103_19.20547,0.2888816433
192,-155.74568_19.09332,0.8055980756610001
193,-155.58261_19.06007,0.299474605954
194,-155.77905_19.09272,0.8055980756610001
195,-155.89879_19.20453,0.2888816433
196,-155.86855_19.28008,0.2888816433
197,-155.76034_19.10066,0.8055980756610001
198,-155.77569_19.10701,0.8055980756610001
199,-155.77580_19.10733,0.8055980756610001
200,-155.89826_19.20399,0.2888816433
201,-155.89828_19.20415,0.2888816433
202,-155.76227_19.10261,0.8055980756610001
203,-155.74712_19.09924,0.8055980756610001
204,-155.89818_19.20696,0.2888816433
205,-155.76630_19.09527,0.8055980756610001
206,-155.76159_19.08324,0.8055980756610001
207,-155.88155_19.21130,0.2888816433
208,-155.89723_19.20359,0.2888816433
209,-155.89760_19.20533,0.2888816433
210,-155.90133_19.20382,0.2888816433
211,-155.74495_19.11278,0.8055980756610001
212,-155.75238_19.10809,0.8055980756610001
213,-155.75737_19.08904,0.8055980756610001
214,-155.78672_19.11183,0.8055980756610001
215,-155.73533_19.12075,0.8055980756610001
216,-155.53282_19.10450,0.8055980756610001
217,-155.75170_19.11706,0.8055980756610001
218,-155.75810_19.13075,0.8055980756610001
219,-155.58672_19.06111,0.8055980756610001
220,-155.58690_19.06177,0.8055980756610001
221,-155.77278_19.09712,0.8055980756610001
222,-155.86711_19.29584,0.2888816433
223,-155.77237_19.10121,0.8055980756610001
224,-155.77618_19.10581,0.8055980756610001
225,-155.76393_19.12652,0.8055980756610001
226,-155.77254_19.09565,0.8055980756610001
227,-155.89696_19.20889,0.2888816433
228,-155.77752_19.12814,0.8055980756610001
229,-155.56573_19.06895,0.299474605954
230,-155.47578_19.20339,0.306818181818
231,-155.47651_19.20358,0.306818181818
232,-155.90202_19.20329,0.2888816433
233,-155.90290_19.20333,0.2888816433
234,-155.90304_19.20353,0.2888816433
235,-155.75724_19.11577,0.8055980756610001
236,-155.75330_19.13589,0.8055980756610001
237,-155.75375_19.08469,0.8055980756610001
238,-155.63056_19.04418,0.422771815212
239,-155.76806_19.08589,0.8055980756610001
240,-155.90750_19.18222,0.2888816433
241,-155.75575_19.10268,0.8055980756610001
242,-155.77107_19.10850,0.8055980756610001
243,-155.77191_19.11083,0.8055980756610001
244,-155.74539_19.12482,0.8055980756610001
245,-155.75949_19.14969,0.8055980756610001
246,-155.74177_19.12988,0.8055980756610001
247,-155.75180_19.08121,0.8055980756610001
248,-155.78449_19.12032,0.8055980756610001
249,-155.74764_19.08777,0.8055980756610001
250,-155.74847_19.08626,0.8055980756610001
251,-155.89906_19.20742,0.2888816433
252,-155.77517_19.09489,0.8055980756610001
253,-155.90465_19.20373,0.2888816433
254,-155.90480_19.20364,0.2888816433
255,-155.90503_19.20339,0.2888816433
256,-155.73188_19.13113,0.8055980756610001
257,-155.73199_19.13145,0.8055980756610001
258,-155.88113_19.20737,0.2888816433
259,-155.75910_19.08624,0.8055980756610001
260,-155.75226_19.10615,0.8055980756610001
261,-155.75168_19.10634,0.8055980756610001
262,-155.75156_19.10597,0.8055980756610001
263,-155.73831_19.12813,0.8055980756610001
264,-155.77563_19.06201,0.422771815212
265,-155.74349_19.10436,0.8055980756610001
266,-155.74342_19.10418,0.8055980756610001
267,-155.89931_19.20604,0.2888816433
268,-155.78280_19.12661,0.8055980756610001
269,-155.62678_19.05496,0.422771815212
270,-155.74092_19.10926,0.8055980756610001
271,-155.76515_19.08167,0.8055980756610001
272,-155.78403_19.10485,0.8055980756610001
273,-155.78440_19.10474,0.8055980756610001
274,-155.78477_19.10462,0.8055980756610001
275,-155.75421_19.11317,0.8055980756610001
276,-155.74546_19.12172,0.8055980756610001
277,-155.74485_19.09482,0.8055980756610001
278,-155.86127_19.19667,0.2888816433
279,-155.74610_19.09318,0.8055980756610001
280,-155.76994_19.10542,0.8055980756610001
281,-155.76890_19.09458,0.8055980756610001
282,-155.75639_19.08628,0.8055980756610001
283,-155.903_19.20544,0.2888816433
284,-155.90313_19.20533,0.2888816433
285,-155.90350_19.20498,0.2888816433
286,-155.90363_19.20487,0.2888816433
287,-155.90381_19.20457,0.2888816433
288,-155.76226_19.08907,0.8055980756610001
289,-155.79800_19.10028,0.8055980756610001
290,-155.79954_19.09961,0.8055980756610001
291,-155.75819_19.11781,0.8055980756610001
292,-155.89829_19.20432,0.2888816433
293,-155.89783_19.20851,0.2888816433
294,-155.89389_19.20453,0.2888816433
295,-155.90310_19.20290,0.2888816433
296,-155.58881_19.06075,0.8055980756610001
297,-155.78010_19.13318,0.8055980756610001
298,-155.79775_19.10036,0.8055980756610001
299,-155.79922_19.09875,0.8055980756610001
300,-155.76820_19.09604,0.8055980756610001
301,-155.76814_19.09586,0.8055980756610001
302,-155.75854_19.14704,0.8055980756610001
303,-155.78719_19.11684,0.8055980756610001
304,-155.78731_19.11717,0.8055980756610001
305,-155.78134_19.10089,0.8055980756610001
306,-155.88636_19.20217,0.2888816433
307,-155.76778_19.08399,0.8055980756610001
308,-155.78223_19.11743,0.8055980756610001
309,-155.76343_19.10017,0.8055980756610001
310,-155.74920_19.08827,0.8055980756610001
311,-155.75471_19.11795,0.8055980756610001
312,-155.90254_19.20601,0.2888816433
313,-155.90225_19.20660,0.2888816433
314,-155.76870_19.10107,0.8055980756610001
315,-155.76661_19.11478,0.8055980756610001
316,-155.74372_19.09773,0.8055980756610001
317,-155.90204_19.20723,0.2888816433
318,-155.90167_19.20759,0.2888816433
319,-155.90116_19.20804,0.2888816433
320,-155.90064_19.20845,0.2888816433
321,-155.90034_19.20862,0.2888816433
322,-155.74852_19.09363,0.8055980756610001
323,-155.77078_19.11413,0.8055980756610001
324,-155.78781_19.11852,0.8055980756610001
325,-155.58466_19.06016,0.299474605954
326,-155.63352_19.03164,0.422771815212
327,-155.63436_19.03086,0.422771815212
328,-155.76651_19.12318,0.8055980756610001
329,-155.73640_19.11284,0.8055980756610001
330,-155.60722_19.06551,0.8055980756610001
331,-155.76422_19.10046,0.8055980756610001
332,-155.76353_19.10493,0.8055980756610001
333,-155.79527_19.10630,0.8055980756610001
334,-155.79295_19.11077,0.8055980756610001
335,-155.79325_19.11039,0.8055980756610001
336,-155.78379_19.10008,0.8055980756610001
337,-155.77351_19.09689,0.8055980756610001
338,-155.66096_19.01338,0.422771815212
339,-155.78296_19.04337,0.422771815212
340,-155.78288_19.12760,0.8055980756610001
341,-155.76958_19.10096,0.8055980756610001
342,-155.75452_19.13926,0.8055980756610001
343,-155.77759_19.09370,0.8055980756610001
344,-155.77687_19.09434,0.8055980756610001
345,-155.89984_19.20761,0.2888816433
346,-155.90035_19.20697,0.2888816433
347,-155.74769_19.11133,0.8055980756610001
348,-155.89977_19.20575,0.2888816433
349,-155.75648_19.09488,0.8055980756610001
350,-155.77800_19.07773,0.422771815212
351,-155.74700_19.09654,0.8055980756610001
352,-155.75835_19.11712,0.8055980756610001
353,-155.87326_19.21588,0.2888816433
354,-155.76568_19.13724,0.8055980756610001
355,-155.74990_19.11560,0.8055980756610001
356,-155.78516_19.11804,0.8055980756610001
357,-155.75203_19.07733,0.8055980756610001
358,-155.77346_19.09328,0.8055980756610001
359,-155.78917_19.11124,0.8055980756610001
360,-155.74652_19.10625,0.8055980756610001
361,-155.76817_19.10035,0.8055980756610001
362,-155.90089_19.20635,0.2888816433
363,-155.78056_19.09109,0.8055980756610001
364,-155.76444_19.09000,0.8055980756610001
365,-155.76474_19.09071,0.8055980756610001
366,-155.75352_19.08174,0.8055980756610001
367,-155.75278_19.08203,0.8055980756610001
368,-155.76655_19.09012,0.8055980756610001
369,-155.76584_19.09076,0.8055980756610001
370,-155.78454_19.09696,0.8055980756610001
371,-155.88934_19.20804,0.2888816433
372,-155.74253_19.11358,0.8055980756610001
373,-155.73794_19.13113,0.8055980756610001
374,-155.65942_19.04497,0.422771815212
375,-155.78007_19.10819,0.8055980756610001
376,-155.78043_19.10645,0.8055980756610001
377,-155.77504_19.09453,0.8055980756610001
378,-155.78843_19.10926,0.8055980756610001
379,-155.81266_19.05637,0.422771815212
380,-155.74289_19.12050,0.8055980756610001
381,-155.76773_19.10686,0.8055980756610001
382,-155.74154_19.10460,0.8055980756610001
383,-155.74167_19.10496,0.8055980756610001
384,-155.74169_19.10578,0.8055980756610001
385,-155.78444_19.11603,0.8055980756610001
386,-155.76064_19.10710,0.8055980756610001
387,-155.75125_19.13011,0.8055980756610001
388,-155.77648_19.11851,0.8055980756610001
389,-155.77346_19.09443,0.8055980756610001
390,-155.77163_19.09576,0.8055980756610001
391,-155.76301_19.12024,0.8055980756610001
392,-155.76314_19.12060,0.8055980756610001
393,-155.74524_19.10614,0.8055980756610001
394,-155.74549_19.10605,0.8055980756610001
395,-155.88455_19.21401,0.2888816433
396,-155.89999_19.20315,0.2888816433
397,-155.89990_19.20339,0.2888816433
398,-155.76646_19.12035,0.8055980756610001
399,-155.79059_19.11249,0.8055980756610001
400,-155.73711_19.10725,0.8055980756610001
401,-155.73689_19.10747,0.8055980756610001
402,-155.75030_19.09477,0.8055980756610001
403,-155.48982_19.23782,0.306818181818
404,-155.74418_19.09639,0.8055980756610001
405,-155.7751_19.09247,0.8055980756610001
406,-155.62941_19.05141,0.422771815212
407,-155.63379_19.04707,0.422771815212
408,-155.89569_19.20532,0.2888816433
409,-155.77499_19.12691,0.8055980756610001
410,-155.77747_19.11778,0.8055980756610001
411,-155.77722_19.12545,0.8055980756610001
412,-155.77443_19.10360,0.8055980756610001
413,-155.77393_19.10222,0.8055980756610001
414,-155.86402_19.16675,0.2888816433
415,-155.90101_19.20603,0.2888816433
416,-155.78689_19.10001,0.8055980756610001
417,-155.73681_19.12780,0.8055980756610001
418,-155.75618_19.09669,0.8055980756610001
419,-155.77641_19.08730,0.8055980756610001
420,-155.89787_19.20352,0.2888816433
421,-155.58041_19.05895,0.299474605954
422,-155.89524_19.20497,0.2888816433
423,-155.90316_19.20446,0.2888816433
424,-155.89648_19.20371,0.2888816433
425,-155.57969_19.06121,0.299474605954
426,-155.75196_19.13211,0.8055980756610001
427,-155.75207_19.13242,0.8055980756610001
428,-155.75218_19.13274,0.8055980756610001
429,-155.76060_19.13422,0.8055980756610001
430,-155.63455_19.03973,0.422771815212
431,-155.77858_19.12395,0.8055980756610001
432,-155.77214_19.10057,0.8055980756610001
433,-155.77820_19.11049,0.8055980756610001
434,-155.78311_19.08994,0.8055980756610001
435,-155.78596_19.10139,0.8055980756610001
436,-155.75118_19.10813,0.8055980756610001
437,-155.75147_19.10561,0.8055980756610001
438,-155.63224_19.03268,0.422771815212
439,-155.74332_19.11901,0.8055980756610001
440,-155.76704_19.08616,0.8055980756610001
441,-155.79370_19.09450,0.8055980756610001
442,-155.79433_19.09618,0.8055980756610001
443,-155.79445_19.09650,0.8055980756610001
444,-155.77537_19.08512,0.8055980756610001
445,-155.75123_19.11398,0.8055980756610001
446,-155.77079_19.11532,0.8055980756610001
447,-155.58585_19.06000,0.299474605954
448,-155.77136_19.11272,0.8055980756610001
449,-155.77447_19.11791,0.8055980756610001
450,-155.73804_19.10547,0.8055980756610001
451,-155.75512_19.08996,0.8055980756610001
452,-155.78899_19.11537,0.8055980756610001
453,-155.79030_19.11381,0.8055980756610001
454,-155.75651_19.11961,0.8055980756610001
455,-155.78851_19.09328,0.8055980756610001
456,-155.78944_19.09369,0.8055980756610001
457,-155.78956_19.09401,0.8055980756610001
458,-155.78968_19.09433,0.8055980756610001
459,-155.89497_19.20773,0.2888816433
460,-155.89500_19.20812,0.2888816433
461,-155.75719_19.11957,0.8055980756610001
462,-155.73691_19.11142,0.8055980756610001
463,-155.73650_19.11155,0.8055980756610001
464,-155.79547_19.11000,0.8055980756610001
465,-155.76182_19.11240,0.8055980756610001
466,-155.76746_19.08870,0.8055980756610001
467,-155.63247_19.04598,0.422771815212
468,-155.80017_19.09687,0.8055980756610001
469,-155.62775_19.03179,0.422771815212
470,-155.78811_19.10578,0.8055980756610001
471,-155.77314_19.10679,0.8055980756610001
472,-155.78287_19.09002,0.8055980756610001
473,-155.76506_19.12476,0.8055980756610001
474,-155.76261_19.12557,0.8055980756610001
475,-155.73981_19.10622,0.8055980756610001
476,-155.75178_19.07954,0.8055980756610001
477,-155.78076_19.11456,0.8055980756610001
478,-155.79515_19.07321,0.422771815212
479,-155.77362_19.08455,0.8055980756610001
480,-155.79344_19.05065,0.422771815212
481,-155.75817_19.13501,0.8055980756610001
482,-155.77358_19.08771,0.8055980756610001
483,-155.77566_19.09942,0.8055980756610001
484,-155.77521_19.10355,0.8055980756610001
485,-155.77546_19.10413,0.8055980756610001
486,-155.64575_18.98297,0.299474605954
487,-155.78407_19.10081,0.8055980756610001
488,-155.79822_19.09711,0.8055980756610001
489,-155.62473_19.04211,0.422771815212
490,-155.47356_19.20104,0.306818181818
491,-155.75789_19.10146,0.8055980756610001
492,-155.77299_19.11047,0.8055980756610001
493,-155.75394_19.09051,0.8055980756610001
494,-155.61220_19.06763,0.299474605954
495,-155.58746_19.05968,0.299474605954
496,-155.58789_19.05991,0.299474605954
497,-155.76289_19.10773,0.8055980756610001
498,-155.77431_19.08747,0.8055980756610001
499,-155.75672_19.09479,0.8055980756610001
500,-155.77662_19.05680,0.422771815212
501,-155.73462_19.11362,0.8055980756610001
502,-155.73474_19.11393,0.8055980756610001
503,-155.79164_19.11044,0.8055980756610001
504,-155.77401_19.10130,0.8055980756610001
505,-155.76773_19.11786,0.8055980756610001
506,-155.76784_19.11818,0.8055980756610001
507,-155.76475_19.10831,0.8055980756610001
508,-155.90082_19.20763,0.2888816433
509,-155.90146_19.20707,0.2888816433
510,-155.77581_19.12161,0.8055980756610001
511,-155.77404_19.12166,0.8055980756610001
512,-155.72099_19.14397,0.8055980756610001
513,-155.77067_19.11842,0.8055980756610001
514,-155.77637_19.14476,0.8055980756610001
515,-155.76480_19.12070,0.8055980756610001
516,-155.77455_19.10392,0.8055980756610001
517,-155.76835_19.06094,0.422771815212
518,-155.76150_19.12249,0.8055980756610001
519,-155.76496_19.11001,0.8055980756610001
520,-155.76461_19.10905,0.8055980756610001
521,-155.87117_19.29193,0.2888816433
522,-155.79263_19.10430,0.8055980756610001
523,-155.74380_19.09535,0.8055980756610001
524,-155.73986_19.10961,0.8055980756610001
525,-155.76590_19.09651,0.8055980756610001
526,-155.78544_19.10573,0.8055980756610001
527,-155.78521_19.11477,0.8055980756610001
528,-155.80328_19.10214,0.8055980756610001
529,-155.76538_19.11587,0.8055980756610001
530,-155.75437_19.11688,0.8055980756610001
531,-155.76710_19.11615,0.8055980756610001
532,-155.75229_19.08329,0.8055980756610001
533,-155.76237_19.09538,0.8055980756610001
534,-155.74485_19.09743,0.8055980756610001
535,-155.74442_19.09703,0.8055980756610001
536,-155.78021_19.11192,0.8055980756610001
537,-155.76983_19.10169,0.8055980756610001
538,-155.79770_19.09871,0.8055980756610001
539,-155.79666_19.09923,0.8055980756610001
540,-155.65883_19.04186,0.422771815212
541,-155.77016_19.10265,0.8055980756610001
542,-155.78000_19.12214,0.8055980756610001
543,-155.58302_19.06011,0.299474605954
544,-155.74197_19.11534,0.8055980756610001
545,-155.75311_19.08818,0.8055980756610001
546,-155.63278_19.04940,0.422771815212
547,-155.78047_19.10442,0.8055980756610001
548,-155.76374_19.10663,0.8055980756610001
549,-155.76350_19.09501,0.8055980756610001
550,-155.76326_19.09437,0.8055980756610001
551,-155.74871_19.09795,0.8055980756610001
552,-155.74915_19.09727,0.8055980756610001
553,-155.74498_19.12890,0.8055980756610001
554,-155.77241_19.11221,0.8055980756610001
555,-155.79639_19.09414,0.8055980756610001
556,-155.77785_19.12052,0.8055980756610001
557,-155.77267_19.08783,0.8055980756610001
558,-155.76173_19.09695,0.8055980756610001
559,-155.79141_19.10980,0.8055980756610001
560,-155.74755_19.09242,0.8055980756610001
561,-155.77200_19.12777,0.8055980756610001
562,-155.72133_19.14048,0.8055980756610001
563,-155.72182_19.14032,0.8055980756610001
564,-155.75323_19.09193,0.8055980756610001
565,-155.74382_19.09886,0.8055980756610001
566,-155.77857_19.13315,0.8055980756610001
567,-155.78095_19.08892,0.8055980756610001
568,-155.74494_19.10193,0.8055980756610001
569,-155.78162_19.10162,0.8055980756610001
570,-155.78174_19.10193,0.8055980756610001
571,-155.77191_19.12948,0.8055980756610001
572,-155.77198_19.12856,0.8055980756610001
573,-155.74072_19.11193,0.8055980756610001
574,-155.77843_19.11267,0.8055980756610001
575,-155.77786_19.11302,0.8055980756610001
576,-155.63646_19.03956,0.422771815212
577,-155.80062_19.09925,0.8055980756610001
578,-155.74327_19.10812,0.8055980756610001
579,-155.75824_19.10241,0.8055980756610001
580,-155.78765_19.05586,0.422771815212
581,-155.75336_19.12514,0.8055980756610001
582,-155.77408_19.09186,0.8055980756610001
583,-155.77395_19.09149,0.8055980756610001
584,-155.75558_19.11968,0.8055980756610001
585,-155.75519_19.11990,0.8055980756610001
586,-155.78160_19.12664,0.8055980756610001
587,-155.75157_19.14315,0.8055980756610001
588,-155.78497_19.12228,0.8055980756610001
589,-155.57530_19.06396,0.299474605954
590,-155.63131_19.04421,0.422771815212
591,-155.77455_19.09637,0.8055980756610001
592,-155.79345_19.11209,0.8055980756610001
593,-155.78096_19.05879,0.422771815212
594,-155.78264_19.11525,0.8055980756610001
595,-155.78742_19.10654,0.8055980756610001
596,-155.75947_19.12139,0.8055980756610001
597,-155.78917_19.09299,0.8055980756610001
598,-155.76898_19.10267,0.8055980756610001
599,-155.74715_19.09123,0.8055980756610001
600,-155.75050_19.10817,0.8055980756610001
601,-155.75593_19.11151,0.8055980756610001
602,-155.75368_19.10569,0.8055980756610001
603,-155.75810_19.08348,0.8055980756610001
604,-155.79140_19.09319,0.8055980756610001
605,-155.48177_19.20290,0.306818181818
606,-155.76022_19.10025,0.8055980756610001
607,-155.78311_19.11014,0.8055980756610001
608,-155.78318_19.11032,0.8055980756610001
609,-155.76959_19.10436,0.8055980756610001
610,-155.77584_19.11073,0.8055980756610001
611,-155.75105_19.09798,0.8055980756610001
612,-155.78063_19.11419,0.8055980756610001
613,-155.77702_19.11654,0.8055980756610001
614,-155.77715_19.11692,0.8055980756610001
615,-155.81167_19.05397,0.422771815212
616,-155.76290_19.12632,0.8055980756610001
617,-155.77879_19.11397,0.8055980756610001
618,-155.77093_19.10244,0.8055980756610001
619,-155.77575_19.12488,0.8055980756610001
620,-155.78702_19.10038,0.8055980756610001
621,-155.76494_19.14289,0.8055980756610001
622,-155.86935_19.19793,0.2888816433
623,-155.76991_19.14204,0.8055980756610001
624,-155.74576_19.09960,0.8055980756610001
625,-155.75568_19.13159,0.8055980756610001
626,-155.75530_19.08664,0.8055980756610001
627,-155.77290_19.10462,0.8055980756610001
628,-155.75366_19.14449,0.8055980756610001
629,-155.76952_19.12171,0.8055980756610001
630,-155.76464_19.08542,0.8055980756610001
631,-155.88171_19.20601,0.2888816433
632,-155.74400_19.10123,0.8055980756610001
633,-155.74376_19.10130,0.8055980756610001
634,-155.75907_19.13745,0.8055980756610001
635,-155.78261_19.12039,0.8055980756610001
636,-155.80129_19.09919,0.8055980756610001
637,-155.76971_19.09378,0.8055980756610001
638,-155.75938_19.12266,0.8055980756610001
639,-155.74495_19.10943,0.8055980756610001
640,-155.79851_19.10433,0.8055980756610001
641,-155.60886_19.04232,0.422771815212
642,-155.79249_19.09291,0.8055980756610001
643,-155.74800_19.11788,0.8055980756610001
644,-155.74480_19.14792,0.8055980756610001
645,-155.75347_19.10334,0.8055980756610001
646,-155.77096_19.08755,0.8055980756610001
647,-155.74517_19.09910,0.8055980756610001
648,-155.74586_19.09834,0.8055980756610001
649,-155.72066_19.14052,0.8055980756610001
650,-155.73210_19.11750,0.8055980756610001
651,-155.73245_19.11846,0.8055980756610001
652,-155.73288_19.11778,0.8055980756610001
