,Uid,InSLR2030
91,-155.84479_19.96883,True
92,-155.84173_19.97142,True
93,-155.84206_19.97052,True
94,-155.84243_19.97013,True
95,-155.84010_19.97177,True
96,-155.84032_19.97163,True
97,-155.84149_19.97159,True
98,-155.84117_19.97182,True
99,-155.85453_19.96463,True
100,-155.85425_19.96412,True
101,-155.84010_19.97252,True
102,-155.82960_19.97862,True
103,-155.84532_19.96789,True
104,-155.85710_19.96049,True
105,-155.85116_19.96706,True
106,-155.24731_19.99446,True
107,-155.24146_19.99264,True
108,-155.82212_20.02368,True
109,-155.82959_20.03853,True
110,-155.82999_20.03892,True
111,-155.82418_20.03303,True
112,-156.02140_19.67009,True
113,-155.82757_20.03704,True
114,-155.06395_19.71439,True
115,-155.84727_19.96714,True
116,-155.84303_19.96945,True
117,-155.84378_19.96887,True
118,-155.84402_19.96872,True
119,-155.84426_19.96857,True
120,-155.85014_19.96754,True
121,-155.85177_19.96665,True
122,-155.85201_19.96649,True
123,-155.84841_19.96709,True
124,-155.84915_19.96706,True
125,-155.85171_19.96607,True
126,-155.85541_19.96224,True
127,-155.85467_19.96343,True
128,-155.85572_19.96273,True
129,-155.85621_19.96096,True
130,-155.85635_19.96072,True
131,-155.85681_19.95997,True
132,-155.85727_19.96022,True
133,-155.99796_19.81667,True
134,-155.99113_19.82785,True
135,-155.85873_19.95646,True
136,-155.85708_19.95953,True
137,-155.85742_19.95998,True
138,-155.85755_19.95972,True
139,-155.85766_19.95943,True
140,-156.05453_19.72260,True
141,-155.06459_19.70786,True
142,-155.04216_19.73541,True
143,-155.82853_19.97968,True
144,-155.84000_19.97177,True
145,-155.85106_19.96706,True
146,-155.82202_20.02368,True
147,-155.84416_19.96857,True
148,-155.99786_19.81667,True
149,-155.99103_19.82785,True
150,-156.02287_19.66819,True
151,-156.02307_19.66819,True
152,-156.05437_19.73736,True
153,-156.05457_19.73736,True
154,-156.05447_19.73746,True
155,-156.05447_19.73726,True
156,-156.05437_19.73746,True
157,-156.05437_19.73726,True
158,-156.05457_19.73746,True
159,-156.05457_19.73726,True
160,-156.05427_19.73736,True
161,-156.05467_19.73736,True
162,-156.05447_19.73756,True
163,-156.05447_19.73716,True
164,-156.05427_19.73756,True
165,-155.53282_19.10450,True
166,-155.90750_19.18222,True
167,-155.92529_19.45954,True
168,-155.50544_19.13356,True
169,-155.91803_19.47263,True
170,-155.91948_19.47456,True
171,-155.91939_19.47425,True
172,-155.92092_19.47067,True
173,-155.92095_19.46995,True
174,-155.91942_19.47111,True
175,-155.92043_19.47061,True
176,-155.90041_19.38426,True
177,-155.89562_19.37187,True
178,-155.92111_19.46894,True
179,-155.91868_19.47315,True
180,-155.91881_19.47339,True
181,-155.92483_19.46046,True
182,-155.91840_19.47231,True
183,-155.92378_19.46192,True
184,-155.92422_19.45945,True
185,-155.95565_19.52720,True
186,-155.96505_19.56277,True
187,-155.96747_19.58197,True
188,-155.97222_19.59553,True
189,-155.97017_19.58559,True
190,-155.97041_19.58578,True
191,-154.93135_19.39035,True
192,-154.88183_19.42541,True
193,-154.84164_19.45989,True
194,-154.81855_19.49351,True
195,-154.82017_19.49244,True
196,-154.82035_19.49249,True
197,-154.82053_19.49254,True
198,-154.82071_19.49260,True
199,-154.82101_19.49262,True
200,-154.82041_19.49188,True
201,-154.82066_19.49190,True
202,-154.82030_19.49110,True
203,-154.81669_19.50264,True
204,-154.81979_19.49399,True
205,-154.81997_19.49404,True
206,-154.81947_19.49219,True
207,-154.81919_19.49305,True
208,-154.81889_19.49373,True
209,-154.81925_19.49383,True
210,-154.81699_19.50356,True
211,-154.81677_19.50390,True
212,-154.82242_19.48888,True
213,-154.81820_19.50144,True
214,-154.81862_19.50212,True
215,-154.81947_19.49557,True
216,-154.81788_19.49469,True
217,-154.82083_19.49819,True
218,-154.82170_19.49095,True
219,-154.82015_19.49004,True
220,-154.81823_19.50315,True
221,-154.81771_19.50354,True
222,-154.82062_19.49051,True
223,-154.81942_19.49510,True
224,-154.82061_19.49987,True
225,-154.81827_19.50232,True
226,-154.81810_19.50191,True
227,-154.81844_19.49552,True
228,-154.81821_19.49547,True
229,-154.81800_19.49538,True
230,-154.81748_19.49539,True
231,-154.81728_19.49533,True
232,-154.82034_19.49414,True
233,-154.82067_19.49358,True
234,-154.81894_19.50142,True
235,-154.81923_19.50128,True
236,-154.81852_19.50125,True
237,-154.81570_19.50354,True
238,-154.82225_19.49361,True
239,-154.81603_19.50382,True
240,-154.82147_19.49185,True
241,-154.81899_19.50088,True
242,-154.81922_19.49926,True
243,-154.82176_19.49153,True
244,-154.82091_19.49188,True
245,-154.82084_19.49305,True
246,-154.82092_19.49283,True
247,-154.82061_19.49292,True
248,-154.81948_19.49331,True
249,-154.81959_19.49297,True
250,-154.81970_19.49263,True
251,-154.81981_19.49229,True
252,-154.81986_19.49212,True
253,-154.81992_19.49194,True
254,-154.81997_19.49177,True
255,-154.81999_19.50081,True
256,-154.82055_19.50056,True
257,-154.81952_19.50153,True
258,-154.81900_19.50168,True
259,-154.82129_19.49218,True
260,-154.82118_19.49234,True
261,-154.82189_19.49210,True
262,-154.82168_19.49245,True
263,-154.82159_19.49260,True
264,-154.82130_19.49316,True
265,-154.82109_19.49376,True
266,-154.81745_19.50128,True
267,-154.81752_19.50171,True
268,-154.81602_19.50298,True
269,-154.81651_19.50227,True
270,-154.81631_19.50339,True
271,-154.82038_19.50066,True
272,-154.82090_19.50033,True
273,-154.82110_19.50061,True
274,-154.82075_19.50084,True
275,-154.82040_19.50105,True
276,-154.82021_19.50112,True
277,-154.82004_19.50122,True
278,-154.81983_19.50038,True
279,-154.82037_19.49368,True
280,-154.82019_19.49362,True
281,-154.82000_19.49357,True
282,-154.81993_19.49320,True
283,-154.82011_19.49325,True
284,-154.82029_19.49330,True
285,-154.82047_19.49335,True
286,-154.81574_19.50250,True
287,-154.81557_19.50290,True
288,-154.82236_19.49300,True
289,-154.89184_19.56333,True
290,-154.89218_19.56347,True
291,-154.93525_19.59538,True
292,-154.93233_19.59413,True
293,-154.93826_19.59777,True
294,-154.93888_19.59807,True
295,-154.92746_19.58958,True
296,-154.93261_19.59340,True
297,-155.98627_19.61822,True
298,-155.91835_19.47203,True
299,-154.81901_19.49206,True
300,-154.81891_19.49240,True
301,-154.81932_19.49109,True
302,-154.82082_19.48860,True
303,-154.82263_19.48984,True
304,-154.82269_19.48964,True
305,-154.81742_19.50171,True
306,-154.81621_19.50339,True
307,-154.81973_19.50038,True
308,-159.33499_22.05483,True
309,-159.33575_22.05437,True
310,-159.33549_22.05453,True
311,-159.33524_22.05467,True
312,-159.33479_22.05499,True
313,-159.33497_22.05526,True
314,-159.33523_22.05516,True
315,-159.54525_22.22066,True
316,-159.42997_22.21426,True
317,-159.38456_22.06385,True
318,-159.38376_22.06305,True
319,-159.49555_22.21149,True
320,-159.50211_22.20279,True
321,-159.50189_22.20302,True
322,-159.49347_22.20350,True
323,-159.49646_22.20556,True
324,-159.32145_22.06058,True
325,-159.50568_22.20036,True
326,-159.50447_22.20020,True
327,-159.50459_22.20056,True
328,-159.49909_22.20509,True
329,-159.49965_22.20224,True
330,-159.50320_22.20228,True
331,-159.49484_22.21291,True
332,-159.49590_22.21252,True
333,-159.49811_22.20475,True
334,-159.49781_22.20491,True
335,-159.49685_22.20528,True
336,-159.54408_22.21768,True
337,-159.54715_22.22223,True
338,-159.54817_22.22203,True
339,-159.33551_22.05500,True
340,-159.33515_22.05389,True
341,-159.54858_22.22269,True
342,-159.32992_22.05420,True
343,-159.31810_22.06507,True
344,-159.31816_22.06487,True
345,-159.31801_22.06757,True
346,-159.31811_22.06993,True
347,-159.32064_22.07468,True
348,-159.31540_22.08257,True
349,-159.31992_22.08606,True
350,-159.30947_22.14347,True
351,-159.30434_22.14599,True
352,-159.30722_22.14427,True
353,-159.30466_22.14401,True
354,-159.30468_22.14475,True
355,-159.30681_22.15265,True
356,-159.29934_22.14619,True
357,-159.31083_22.16037,True
358,-159.33439_22.18831,True
359,-159.33391_22.19198,True
360,-159.33418_22.19381,True
361,-159.50240_22.20135,True
362,-159.50259_22.20252,True
363,-159.56125_22.22290,True
364,-159.49536_22.21305,True
365,-159.43127_22.21227,True
366,-159.44454_22.22353,True
367,-159.49519_22.20403,True
368,-159.49259_22.20376,True
369,-159.49698_22.21277,True
370,-159.49682_22.20931,True
371,-159.49690_22.20906,True
372,-159.49619_22.20464,True
373,-159.49949_22.20303,True
374,-159.49652_22.20705,True
375,-159.49596_22.20653,True
376,-159.49213_22.20483,True
377,-159.49358_22.20400,True
378,-159.51685_22.20307,True
379,-159.49526_22.20438,True
380,-159.55544_22.19795,True
381,-159.54747_22.20841,True
382,-159.54404_22.21090,True
383,-159.54698_22.22271,True
384,-159.54574_22.22263,True
385,-159.54939_22.22169,True
386,-159.55280_22.22272,True
387,-159.55209_22.22361,True
388,-159.55011_22.22383,True
389,-159.55049_22.22390,True
390,-159.55575_22.22282,True
391,-159.55553_22.22283,True
392,-159.54497_22.22072,True
393,-159.54244_22.21710,True
394,-159.49522_22.20470,True
395,-159.49561_22.20418,True
396,-159.30923_22.14264,True
397,-159.42887_22.21392,True
398,-159.49967_22.20294,True
399,-159.49657_22.21227,True
400,-159.33393_22.19288,True
401,-159.44210_22.22038,True
402,-159.30805_22.14598,True
403,-159.50056_22.20190,True
404,-159.50571_22.20182,True
405,-159.49324_22.20356,True
406,-159.49661_22.20567,True
407,-159.31406_22.14682,True
408,-159.42994_22.21408,True
409,-159.33575_22.05485,True
410,-159.59918_22.10355,True
411,-159.49881_22.20287,True
412,-159.49908_22.20268,True
413,-159.49722_22.20550,True
414,-159.50527_22.19942,True
415,-159.32214_22.05999,True
416,-159.50165_22.20075,True
417,-159.50053_22.20244,True
418,-159.50531_22.20192,True
419,-159.50462_22.20192,True
420,-159.32664_22.10482,True
421,-159.49823_22.20635,True
422,-159.33351_22.05281,True
423,-159.33424_22.05370,True
424,-159.33583_22.05642,True
425,-159.33738_22.05569,True
426,-159.31852_22.06540,True
427,-159.32036_22.06470,True
428,-159.54771_22.22242,True
429,-159.54743_22.22232,True
430,-159.31715_22.06914,True
431,-159.31844_22.06762,True
432,-159.32019_22.07426,True
433,-159.31620_22.08279,True
434,-159.31472_22.08314,True
435,-159.31655_22.08283,True
436,-159.31821_22.09746,True
437,-159.31675_22.09543,True
438,-159.30511_22.14672,True
439,-159.30465_22.14623,True
440,-159.30596_22.14457,True
441,-159.30815_22.14461,True
442,-159.30381_22.14488,True
443,-159.31597_22.14573,True
444,-159.30693_22.15312,True
445,-159.30967_22.16254,True
446,-159.30909_22.16047,True
447,-159.33420_22.18928,True
448,-159.33331_22.18992,True
449,-159.33421_22.19236,True
450,-159.33335_22.19176,True
451,-159.33252_22.19217,True
452,-159.33411_22.19262,True
453,-159.50531_22.20143,True
454,-159.50502_22.20138,True
455,-159.56095_22.22206,True
456,-159.44114_22.22205,True
457,-159.44039_22.22190,True
458,-159.45276_22.22491,True
459,-159.45557_22.22552,True
460,-159.46017_22.22377,True
461,-159.49387_22.21486,True
462,-159.49095_22.21451,True
463,-159.49068_22.21405,True
464,-159.49589_22.20846,True
465,-159.49633_22.20830,True
466,-159.49770_22.20507,True
467,-159.49885_22.20310,True
468,-159.49669_22.20733,True
469,-159.49675_22.20711,True
470,-159.49543_22.20577,True
471,-159.49501_22.20360,True
472,-159.51197_22.20274,True
473,-159.55403_22.20123,True
474,-159.55412_22.19998,True
475,-159.55449_22.19950,True
476,-159.53873_22.21260,True
477,-159.54893_22.22413,True
478,-159.54867_22.22329,True
479,-159.55051_22.22200,True
480,-159.55227_22.22317,True
481,-159.55093_22.22264,True
482,-159.55133_22.22465,True
483,-159.55063_22.22438,True
484,-159.55228_22.22411,True
485,-159.55630_22.22373,True
486,-159.54603_22.22080,True
487,-159.54501_22.22124,True
488,-159.54790_22.22142,True
489,-159.38226_22.06132,True
490,-159.49875_22.20540,True
491,-159.42775_22.21524,True
492,-159.54995_22.20801,True
493,-159.50569_22.20210,True
494,-159.49975_22.20459,True
495,-159.49656_22.21156,True
496,-159.49662_22.21038,True
497,-159.33557_22.19060,True
498,-159.32395_22.06165,True
499,-159.38909_22.21267,True
500,-159.50172_22.20279,True
501,-159.50393_22.20260,True
502,-159.50419_22.20199,True
503,-159.50299_22.20236,True
504,-159.32320_22.10348,True
505,-159.49561_22.21184,True
506,-159.49757_22.20522,True
507,-159.33475_22.05224,True
508,-159.38366_22.06220,True
509,-159.38536_22.06588,True
510,-159.33013_22.05405,True
511,-159.31875_22.06458,True
512,-159.31958_22.06289,True
513,-159.31679_22.07014,True
514,-159.31742_22.06821,True
515,-159.31748_22.06800,True
516,-159.31796_22.06799,True
517,-159.32143_22.10175,True
518,-159.32960_22.08194,True
519,-159.30291_22.14580,True
520,-159.30464_22.14590,True
521,-159.30404_22.14593,True
522,-159.30707_22.14484,True
523,-159.31447_22.14615,True
524,-159.30747_22.15067,True
525,-159.30615_22.15428,True
526,-159.33364_22.19112,True
527,-159.33413_22.19051,True
528,-159.33173_22.19226,True
529,-159.35954_22.21136,True
530,-159.49057_22.21319,True
531,-159.50453_22.20104,True
532,-159.56248_22.21975,True
533,-159.43034_22.21376,True
534,-159.44572_22.22246,True
535,-159.44297_22.22267,True
536,-159.44208_22.22103,True
537,-159.44364_22.22268,True
538,-159.44333_22.22253,True
539,-159.44137_22.22280,True
540,-159.49559_22.20383,True
541,-159.49604_22.20802,True
542,-159.49659_22.21092,True
543,-159.49699_22.20881,True
544,-159.49707_22.20856,True
545,-159.49615_22.20445,True
546,-159.49687_22.20678,True
547,-159.49638_22.20750,True
548,-159.49699_22.20386,True
549,-159.49632_22.20643,True
550,-159.49417_22.20621,True
551,-159.54669_22.20886,True
552,-159.54754_22.22290,True
553,-159.54999_22.22261,True
554,-159.54966_22.22176,True
555,-159.54987_22.22182,True
556,-159.55207_22.22421,True
557,-159.55188_22.22429,True
558,-159.55090_22.22405,True
559,-159.54277_22.21787,True
560,-159.54540_22.21964,True
561,-159.56461_22.22067,True
562,-159.49487_22.20410,True
563,-159.30968_22.14180,True
564,-159.50315_22.19849,True
565,-159.49856_22.20211,True
566,-159.49550_22.20334,True
567,-159.49596_22.20541,True
568,-159.49611_22.20529,True
569,-159.49676_22.20591,True
570,-159.49699_22.20606,True
571,-159.33206_22.07719,True
572,-159.32145_22.06536,True
573,-159.50263_22.20040,True
574,-159.50493_22.20056,True
575,-159.50471_22.20027,True
576,-159.50058_22.20389,True
577,-159.50053_22.20289,True
578,-159.50100_22.20281,True
579,-159.49525_22.21243,True
580,-159.49869_22.20362,True
581,-159.49747_22.20562,True
582,-159.49703_22.20538,True
583,-159.33440_22.05397,True
584,-159.33624_22.05571,True
585,-159.33493_22.05453,True
586,-159.33439_22.05441,True
587,-159.31864_22.06499,True
588,-159.32071_22.06503,True
589,-159.31780_22.06683,True
590,-159.31791_22.06643,True
591,-159.31819_22.06720,True
592,-159.31857_22.06724,True
593,-159.31758_22.06980,True
594,-159.32003_22.08583,True
595,-159.32100_22.10002,True
596,-159.32159_22.10239,True
597,-159.32174_22.10221,True
598,-159.31208_22.08375,True
599,-159.31503_22.09527,True
600,-159.30763_22.14469,True
601,-159.30422_22.14544,True
602,-159.30619_22.15316,True
603,-159.30621_22.15289,True
604,-159.30623_22.15262,True
605,-159.30951_22.16122,True
606,-159.33397_22.19079,True
607,-159.33193_22.19176,True
608,-159.33217_22.19247,True
609,-159.50335_22.20122,True
610,-159.50398_22.20143,True
611,-159.50418_22.20141,True
612,-159.50498_22.20102,True
613,-159.55739_22.22551,True
614,-159.55818_22.22595,True
615,-159.55928_22.22392,True
616,-159.56046_22.22306,True
617,-159.56048_22.22204,True
618,-159.56006_22.22171,True
619,-159.54398_22.21826,True
620,-159.44515_22.22314,True
621,-159.44264_22.22240,True
622,-159.44219_22.22228,True
623,-159.44375_22.22339,True
624,-159.44305_22.22325,True
625,-159.44969_22.22447,True
626,-159.46524_22.22187,True
627,-159.49448_22.21471,True
628,-159.48525_22.21019,True
629,-159.49716_22.20832,True
630,-159.49726_22.20807,True
631,-159.49511_22.20603,True
632,-159.49579_22.20575,True
633,-159.49581_22.20633,True
634,-159.49664_22.20669,True
635,-159.49338_22.20407,True
636,-159.49386_22.20389,True
637,-159.51181_22.20223,True
638,-159.55325_22.20222,True
639,-159.55342_22.20078,True
640,-159.54714_22.20855,True
641,-159.54860_22.20827,True
642,-159.54937_22.22264,True
643,-159.54895_22.22339,True
644,-159.54637_22.22313,True
645,-159.54977_22.22368,True
646,-159.54953_22.22430,True
647,-159.55237_22.22266,True
648,-159.55281_22.22331,True
649,-159.55278_22.22398,True
650,-159.55141_22.22295,True
651,-159.55169_22.22437,True
652,-159.55152_22.22449,True
653,-159.55021_22.22426,True
654,-159.55412_22.22292,True
655,-159.54576_22.22048,True
656,-159.54611_22.22031,True
657,-159.54342_22.21785,True
658,-159.54378_22.21763,True
659,-159.54609_22.21948,True
660,-159.54578_22.21971,True
661,-159.56635_22.22014,True
662,-159.56518_22.22014,True
663,-159.57941_22.22210,True
664,-159.49476_22.20465,True
665,-159.38209_22.06112,True
666,-159.31505_22.14709,True
667,-159.44589_22.22187,True
668,-159.49876_22.20255,True
669,-159.49901_22.20245,True
670,-159.50137_22.20207,True
671,-159.50231_22.20270,True
672,-159.49508_22.21027,True
673,-159.49541_22.21107,True
674,-159.50614_22.20198,True
675,-159.50693_22.20145,True
676,-159.50641_22.20105,True
677,-159.49568_22.20280,True
678,-159.49861_22.20136,True
679,-159.31925_22.08552,True
680,-159.32127_22.06072,True
681,-159.50523_22.19987,True
682,-159.50042_22.20223,True
683,-159.50080_22.20233,True
684,-159.50486_22.20192,True
685,-159.50363_22.20210,True
686,-159.50217_22.20180,True
687,-159.49972_22.20338,True
688,-159.49748_22.20539,True
689,-159.49836_22.20611,True
690,-159.49764_22.20684,True
691,-159.49934_22.20245,True
692,-159.33446_22.05319,True
693,-159.33537_22.05375,True
694,-159.33526_22.05430,True
695,-159.33454_22.05426,True
696,-159.33029_22.05347,True
697,-159.32006_22.06420,True
698,-159.31926_22.06269,True
699,-159.31808_22.06583,True
700,-159.31840_22.06613,True
701,-159.31866_22.06990,True
702,-159.31870_22.06789,True
703,-159.32091_22.06812,True
704,-159.31801_22.07434,True
705,-159.31318_22.08310,True
706,-159.31424_22.08270,True
707,-159.31538_22.08315,True
708,-159.31546_22.08272,True
709,-159.31880_22.08380,True
710,-159.30568_22.09734,True
711,-159.31629_22.09672,True
712,-159.31534_22.09612,True
713,-159.32908_22.08132,True
714,-159.31055_22.14276,True
715,-159.31232_22.14444,True
716,-159.31278_22.14382,True
717,-159.31378_22.14333,True
718,-159.31267_22.14455,True
719,-159.30495_22.14591,True
720,-159.30625_22.14450,True
721,-159.30511_22.14476,True
722,-159.30638_22.14500,True
723,-159.30787_22.14500,True
724,-159.30442_22.14492,True
725,-159.30412_22.14507,True
726,-159.30352_22.14493,True
727,-159.30456_22.14541,True
728,-159.31536_22.14635,True
729,-159.30727_22.15051,True
730,-159.30615_22.15401,True
731,-159.30603_22.15229,True
732,-159.30674_22.15178,True
733,-159.30688_22.15132,True
734,-159.30663_22.15148,True
735,-159.30523_22.15799,True
736,-159.30631_22.15905,True
737,-159.30934_22.16212,True
738,-159.30682_22.15931,True
739,-159.33433_22.19220,True
740,-159.33363_22.19214,True
741,-159.33333_22.19201,True
742,-159.33383_22.19374,True
743,-159.33389_22.19389,True
744,-159.49030_22.21207,True
745,-159.50259_22.20190,True
746,-159.50312_22.20121,True
747,-159.50596_22.20141,True
748,-159.50597_22.20104,True
749,-159.50701_22.20201,True
750,-159.55752_22.22331,True
751,-159.55958_22.22301,True
752,-159.56096_22.22187,True
753,-159.56294_22.22061,True
754,-159.46717_22.20127,True
755,-159.44435_22.22292,True
756,-159.44036_22.22252,True
757,-159.44524_22.22363,True
758,-159.45232_22.22480,True
759,-159.44636_22.22163,True
760,-159.45367_22.22510,True
761,-159.43932_22.22241,True
762,-159.46340_22.22280,True
763,-159.46050_22.22358,True
764,-159.49339_22.21502,True
765,-159.49304_22.21507,True
766,-159.49656_22.21205,True
767,-159.49656_22.21188,True
768,-159.49640_22.20808,True
769,-159.49635_22.20501,True
770,-159.49849_22.20588,True
771,-159.49918_22.20324,True
772,-159.49897_22.20333,True
773,-159.49657_22.20779,True
774,-159.49663_22.20756,True
775,-159.49695_22.20658,True
776,-159.49629_22.20776,True
777,-159.49596_22.20770,True
778,-159.49541_22.20662,True
779,-159.49422_22.20382,True
780,-159.49459_22.20363,True
781,-159.51302_22.20361,True
782,-159.51571_22.20167,True
783,-159.51593_22.20544,True
784,-159.55505_22.19965,True
785,-159.54392_22.21219,True
786,-159.54304_22.21133,True
787,-159.54071_22.21274,True
788,-159.54029_22.21307,True
789,-159.54033_22.21203,True
790,-159.54742_22.21257,True
791,-159.54649_22.21289,True
792,-159.54506_22.21374,True
793,-159.54604_22.22170,True
794,-159.54667_22.22210,True
795,-159.54870_22.22395,True
796,-159.54839_22.22394,True
797,-159.54758_22.22360,True
798,-159.54731_22.22349,True
799,-159.54704_22.22339,True
800,-159.54654_22.22206,True
801,-159.54846_22.22210,True
802,-159.55169_22.22305,True
803,-159.55197_22.22250,True
804,-159.55105_22.22457,True
805,-159.55085_22.22446,True
806,-159.55123_22.22422,True
807,-159.55249_22.22404,True
808,-159.55543_22.22404,True
809,-159.55462_22.22390,True
810,-159.55351_22.22382,True
811,-159.55709_22.22357,True
812,-159.54839_22.22101,True
813,-159.56368_22.22035,True
814,-159.56268_22.22161,True
815,-159.49446_22.20421,True
816,-159.49462_22.20444,True
817,-159.33578_22.18949,True
818,-159.33521_22.18889,True
819,-159.32054_22.07468,True
820,-159.30937_22.14347,True
821,-159.56115_22.22290,True
822,-159.44444_22.22353,True
823,-159.49203_22.20483,True
824,-159.51675_22.20307,True
825,-159.33383_22.19288,True
826,-159.59908_22.10355,True
827,-159.49898_22.20268,True
828,-159.33414_22.05370,True
829,-159.31645_22.08283,True
830,-159.30957_22.16254,True
831,-159.33242_22.19217,True
832,-159.49623_22.20830,True
833,-159.49491_22.20360,True
834,-159.38216_22.06132,True
835,-159.32385_22.06165,True
836,-159.49649_22.21092,True
837,-159.49407_22.20621,True
838,-159.50048_22.20389,True
839,-159.50043_22.20289,True
840,-159.49515_22.21243,True
841,-159.33430_22.05397,True
842,-159.33183_22.19176,True
843,-159.33207_22.19247,True
844,-159.44959_22.22447,True
845,-159.49716_22.20807,True
846,-159.49654_22.20669,True
847,-159.54943_22.22430,True
848,-159.55268_22.22398,True
849,-159.56625_22.22014,True
850,-159.57931_22.22210,True
851,-159.50127_22.20207,True
852,-159.49558_22.20280,True
853,-159.49962_22.20338,True
854,-159.49826_22.20611,True
855,-159.30432_22.14492,True
856,-159.30924_22.16212,True
857,-159.46707_22.20127,True
858,-159.45222_22.22480,True
859,-159.49653_22.20756,True
860,-159.33568_22.18949,True
861,-159.33341_22.05281,True
862,-159.33361_22.05281,True
863,-159.38526_22.06588,True
864,-159.38546_22.06588,True
865,-159.31870_22.08380,True
866,-159.31890_22.08380,True
867,-159.51561_22.20167,True
868,-159.51581_22.20167,True
869,-159.55341_22.22382,True
870,-159.55361_22.22382,True
871,-159.38366_22.06305,True
872,-159.38386_22.06305,True
873,-159.38376_22.06315,True
874,-159.30881_22.15962,True
875,-159.30891_22.15972,True
876,-159.43117_22.21227,True
877,-159.43137_22.21227,True
878,-159.43127_22.21237,True
879,-159.30829_22.15926,True
880,-159.30839_22.15936,True
881,-159.49020_22.21207,True
882,-159.49040_22.21207,True
883,-159.49030_22.21217,True
884,-159.38446_22.06385,True
885,-159.38466_22.06385,True
886,-159.38456_22.06395,True
887,-159.38456_22.06375,True
888,-159.69923_21.96276,True
889,-159.35313_21.96211,True
890,-159.36003_21.95187,True
891,-159.72228_21.96984,True
892,-159.72214_21.97182,True
893,-159.72024_21.97164,True
894,-159.71812_21.97283,True
895,-159.71652_21.97351,True
896,-159.71686_21.97353,True
897,-159.72026_21.97495,True
898,-159.71953_21.97374,True
899,-159.71830_21.97226,True
900,-159.71809_21.97212,True
901,-159.71689_21.97380,True
902,-159.71669_21.97374,True
903,-159.71388_21.96734,True
904,-159.69835_21.96118,True
905,-159.69849_21.96075,True
906,-159.70637_21.96449,True
907,-159.70248_21.96473,True
908,-159.71315_21.97024,True
909,-159.71260_21.97046,True
910,-159.70294_21.96250,True
911,-159.70541_21.96471,True
912,-159.70690_21.96351,True
913,-159.70708_21.96298,True
914,-159.71189_21.96732,True
915,-159.64663_21.93651,True
916,-159.58437_21.91349,True
917,-159.65807_21.96495,True
918,-159.67072_21.95629,True
919,-159.36569_21.95075,True
920,-159.36299_21.94951,True
921,-159.47195_21.88055,True
922,-159.47175_21.88055,True
923,-159.58725_21.91408,True
924,-159.48110_21.88225,True
925,-159.45065_21.87417,True
926,-159.36502_21.95401,True
927,-159.35654_21.95521,True
928,-159.33762_22.04777,True
929,-159.70469_21.96352,True
930,-159.73304_21.97284,True
