,Uid,In_WellCZ_B
212,-155.98078_19.72972,True
213,-155.98078_19.72996,True
214,-155.97707_19.73079,True
215,-155.98318_19.73082,True
216,-155.96832_19.69301,True
217,-155.97045_19.69354,True
218,-155.96988_19.69255,True
219,-155.96065_19.70606,True
220,-155.95995_19.70553,True
221,-155.96445_19.70395,True
222,-155.96335_19.70545,True
223,-155.96870_19.70285,True
224,-155.96893_19.70355,True
225,-155.96921_19.70426,True
226,-155.97224_19.70332,True
227,-155.96754_19.69328,True
228,-155.96262_19.70310,True
229,-155.96039_19.70363,True
230,-155.96189_19.70546,True
231,-155.96227_19.70480,True
232,-155.96380_19.70329,True
233,-155.96301_19.70408,True
234,-155.96177_19.70399,True
235,-155.96792_19.70428,True
236,-155.96615_19.70358,True
237,-155.96627_19.70498,True
238,-155.98301_19.73240,True
239,-155.98351_19.73242,True
240,-155.98345_19.73213,True
241,-155.98350_19.73184,True
242,-155.98111_19.72949,True
243,-155.97954_19.73468,True
244,-155.97826_19.73593,True
245,-155.98105_19.72873,True
246,-155.98158_19.72903,True
247,-155.98159_19.72924,True
248,-155.98162_19.72949,True
249,-155.98161_19.72973,True
250,-155.98162_19.72997,True
251,-155.98195_19.72997,True
252,-155.98195_19.72972,True
253,-155.98193_19.72945,True
254,-155.98084_19.73199,True
255,-155.98178_19.73235,True
256,-155.98172_19.73208,True
257,-155.98177_19.73179,True
258,-155.98220_19.73180,True
259,-155.98223_19.73209,True
260,-155.98028_19.72995,True
261,-155.98028_19.72972,True
262,-155.98026_19.72947,True
263,-155.98030_19.72925,True
264,-155.98029_19.72904,True
265,-155.98259_19.73210,True
266,-155.98263_19.73181,True
267,-155.98307_19.73183,True
268,-155.98309_19.73212,True
269,-155.97539_19.71778,True
270,-155.98317_19.73107,True
271,-155.98215_19.73236,True
272,-155.98264_19.73238,True
273,-155.98182_19.73458,True
274,-155.98192_19.73609,True
275,-155.98114_19.72903,True
276,-155.98331_19.73138,True
277,-155.98304_19.73138,True
278,-155.98281_19.73078,True
279,-155.98281_19.73103,True
280,-155.98276_19.73133,True
281,-155.98064_19.73367,True
282,-155.98072_19.73489,True
283,-155.98236_19.73297,True
284,-155.98007_19.73199,True
285,-155.98021_19.72874,True
286,-155.98062_19.72871,True
287,-155.98075_19.72903,True
288,-155.98075_19.72924,True
289,-155.98041_19.72871,True
290,-155.98082_19.72874,True
291,-155.98113_19.72973,True
292,-155.98243_19.72974,True
293,-155.98243_19.72997,True
294,-155.97906_19.73650,True
295,-155.97985_19.73567,True
296,-155.98113_19.72996,True
297,-155.98282_19.73028,True
298,-155.98281_19.73053,True
299,-155.98184_19.73388,True
300,-155.96503_19.74292,True
301,-155.97950_19.72970,True
302,-155.96515_19.74820,True
303,-155.97145_19.75681,True
304,-155.83825_19.81948,True
305,-155.14340_19.83204,True
306,-155.12456_19.88862,True
307,-155.14085_19.87921,True
308,-155.13532_19.83621,True
309,-155.12516_19.88860,True
310,-155.82039_20.09819,True
311,-155.81941_20.10017,True
312,-155.81863_20.10142,True
313,-155.81821_20.10205,True
314,-155.81823_20.10425,True
315,-155.82101_20.10103,True
316,-155.81564_20.10646,True
317,-155.81712_20.10513,True
318,-155.81633_20.10363,True
319,-155.81488_20.10233,True
320,-155.81558_20.10552,True
321,-155.81200_20.10172,True
322,-155.81160_20.10047,True
323,-155.81692_20.09747,True
324,-155.81827_20.09682,True
325,-155.81934_20.09669,True
326,-155.82136_20.10296,True
327,-155.81372_20.10178,True
328,-155.81448_20.10094,True
329,-155.82029_20.10083,True
330,-155.81992_20.10476,True
331,-155.81413_20.09220,True
332,-155.82146_20.10436,True
333,-155.82000_20.10230,True
334,-155.66124_20.02761,True
335,-155.66263_20.02665,True
336,-155.66234_20.02682,True
337,-155.66208_20.02649,True
338,-155.65688_20.02656,True
339,-155.65955_20.02593,True
340,-155.65735_20.02806,True
341,-155.65676_20.02768,True
342,-155.65907_20.02624,True
343,-155.66088_20.02673,True
344,-155.65740_20.02677,True
345,-155.65727_20.02736,True
346,-155.66015_20.02598,True
347,-155.65805_20.02768,True
348,-155.65769_20.02791,True
349,-155.65758_20.02693,True
350,-155.65768_20.02717,True
351,-155.66147_20.02616,True
352,-155.82543_20.23218,True
353,-155.46627_20.08562,True
354,-155.46826_20.08051,True
355,-155.46640_20.07883,True
356,-155.47025_20.08027,True
357,-155.47151_20.07958,True
358,-155.47172_20.08042,True
359,-155.91174_19.50617,True
360,-155.95854_19.70423,True
361,-155.95812_19.70502,True
362,-155.95814_19.70618,True
363,-155.95730_19.70557,True
364,-155.95665_19.70622,True
365,-155.95218_19.70617,True
366,-155.47262_20.07218,True
367,-155.46640_20.07231,True
368,-155.11149_19.83373,True
369,-155.65726_20.02937,True
370,-155.83637_19.81539,True
371,-155.83617_19.81577,True
372,-155.83595_19.81614,True
373,-155.83205_19.82034,True
374,-155.83589_19.81975,True
375,-155.84157_19.81591,True
376,-155.83351_19.82073,True
377,-155.83291_19.82062,True
378,-155.83205_19.82117,True
379,-155.83275_19.81835,True
380,-155.83398_19.81823,True
381,-155.83581_19.81662,True
382,-155.83552_19.81710,True
383,-155.83525_19.81760,True
384,-155.83479_19.81804,True
385,-155.83266_19.81921,True
386,-155.83309_19.81974,True
387,-155.83375_19.82013,True
388,-155.83423_19.82060,True
389,-155.83738_19.81536,True
390,-155.83716_19.81585,True
391,-155.83833_19.81664,True
392,-155.83822_19.81790,True
393,-155.83794_19.81833,True
394,-155.83746_19.81865,True
395,-155.83695_19.81893,True
396,-155.83640_19.81885,True
397,-155.83573_19.81878,True
398,-155.83515_19.81865,True
399,-155.83462_19.81889,True
400,-155.83408_19.81912,True
401,-155.83596_19.81783,True
402,-155.84184_19.81564,True
403,-155.84234_19.81596,True
404,-155.94854_19.61483,True
405,-155.97236_19.75652,True
406,-156.13754_20.84744,True
407,-156.02957_20.77720,True
408,-156.00160_20.76343,True
409,-156.33700_20.78852,True
410,-156.36340_20.80630,True
411,-156.36081_20.80442,True
412,-156.36394_20.80400,True
413,-156.35736_20.80230,True
414,-156.31597_20.82950,True
415,-156.31515_20.82857,True
416,-156.32714_20.87369,True
417,-156.33397_20.88101,True
418,-156.33501_20.88043,True
419,-156.33552_20.88053,True
420,-156.33607_20.87990,True
421,-156.31471_20.88694,True
422,-156.31614_20.89076,True
423,-156.31279_20.88861,True
424,-156.31329_20.88659,True
425,-156.31384_20.88726,True
426,-156.31424_20.88782,True
427,-156.31404_20.88885,True
428,-156.31389_20.88988,True
429,-156.31407_20.89097,True
430,-156.31490_20.88858,True
431,-156.31558_20.88819,True
432,-156.32264_20.90361,True
433,-156.32371_20.90568,True
434,-156.32289_20.90136,True
435,-156.32419_20.90664,True
436,-156.31568_20.88063,True
437,-156.31469_20.87952,True
438,-156.31476_20.88125,True
439,-156.31738_20.88214,True
440,-156.31313_20.88026,True
441,-156.31483_20.88045,True
442,-156.31194_20.88417,True
443,-156.31734_20.88414,True
444,-156.31442_20.88286,True
445,-156.31554_20.88310,True
446,-156.31087_20.88154,True
447,-156.31093_20.8821,True
448,-156.30989_20.88353,True
449,-156.32335_20.89625,True
450,-156.32251_20.89496,True
451,-156.32195_20.89456,True
452,-156.32092_20.89340,True
453,-156.32065_20.89294,True
454,-156.32024_20.89254,True
455,-156.31983_20.89213,True
456,-156.31917_20.89114,True
457,-156.31885_20.89069,True
458,-156.31840_20.89008,True
459,-156.31801_20.88953,True
460,-156.31763_20.88900,True
461,-156.31722_20.88849,True
462,-156.31640_20.88780,True
463,-156.31754_20.88743,True
464,-156.31864_20.88707,True
465,-156.31920_20.88689,True
466,-156.31976_20.88663,True
467,-156.31932_20.88850,True
468,-156.31919_20.88927,True
469,-156.31849_20.88823,True
470,-156.32096_20.89191,True
471,-156.32085_20.89120,True
472,-156.31996_20.89056,True
473,-156.32049_20.88887,True
474,-156.32056_20.88824,True
475,-156.32094_20.88698,True
476,-156.32064_20.88625,True
477,-156.32136_20.88616,True
478,-156.32197_20.88595,True
479,-156.32177_20.88466,True
480,-156.32107_20.88481,True
481,-156.32054_20.88505,True
482,-156.31998_20.88522,True
483,-156.31943_20.88540,True
484,-156.31777_20.88594,True
485,-156.31666_20.88630,True
486,-156.31610_20.88647,True
487,-156.31555_20.88666,True
488,-156.32494_20.90742,True
489,-156.32529_20.90852,True
490,-156.32651_20.90745,True
491,-156.32782_20.90975,True
492,-156.28523_20.91345,True
493,-156.28563_20.91899,True
494,-156.28160_20.91126,True
495,-156.28565_20.92304,True
496,-156.28280_20.91047,True
497,-156.28623_20.91559,True
498,-156.28127_20.90808,True
499,-156.28375_20.90786,True
500,-156.28500_20.92081,True
501,-156.28236_20.90692,True
502,-156.28352_20.91304,True
503,-156.28285_20.92154,True
504,-156.28337_20.91485,True
505,-156.28610_20.91666,True
506,-156.28670_20.91888,True
507,-156.28334_20.92309,True
508,-156.28424_20.91507,True
509,-156.28433_20.91573,True
510,-156.28465_20.91681,True
511,-156.28458_20.91787,True
512,-156.28431_20.91845,True
513,-156.28292_20.91894,True
514,-156.28302_20.91959,True
515,-156.28207_20.91936,True
516,-156.28127_20.91944,True
517,-156.28321_20.91576,True
518,-156.28374_20.91633,True
519,-156.28326_20.91789,True
520,-156.28219_20.91811,True
521,-156.28589_20.91967,True
522,-156.28268_20.91481,True
523,-156.28224_20.91557,True
524,-156.28153_20.91590,True
525,-156.28048_20.91512,True
526,-156.28085_20.91372,True
527,-156.28187_20.91425,True
528,-156.28157_20.91348,True
529,-156.28157_20.91271,True
530,-156.28231_20.91210,True
531,-156.28254_20.91279,True
532,-156.28495_20.92273,True
533,-156.28482_20.92357,True
534,-156.28440_20.92410,True
535,-156.28279_20.92416,True
536,-156.28198_20.92356,True
537,-156.28365_20.91385,True
538,-156.28396_20.92194,True
539,-156.28168_20.92122,True
540,-156.28135_20.92017,True
541,-156.28212_20.92037,True
542,-156.28262_20.92077,True
543,-156.28329_20.92073,True
544,-156.28450_20.92010,True
545,-156.28165_20.92177,True
546,-156.28601_20.91439,True
547,-156.27922_20.90710,True
548,-156.28122_20.91027,True
549,-156.27994_20.90907,True
550,-156.28644_20.92572,True
551,-156.28309_20.92641,True
552,-156.28310_20.92903,True
553,-156.28414_20.92627,True
554,-156.28049_20.90408,True
555,-156.27976_20.90279,True
556,-156.27696_20.89949,True
557,-156.27677_20.89898,True
558,-156.27696_20.89627,True
559,-156.27792_20.89806,True
560,-156.27815_20.89892,True
561,-156.27842_20.90000,True
562,-156.28015_20.90346,True
563,-156.28547_20.91222,True
564,-156.28393_20.91009,True
565,-156.28398_20.90981,True
566,-156.28493_20.91070,True
567,-156.54102_20.96664,True
568,-156.54118_20.96793,True
569,-156.54091_20.97039,True
570,-156.53992_20.97100,True
571,-156.54118_20.97209,True
572,-156.54069_20.97313,True
573,-156.53940_20.97267,True
574,-156.53894_20.97223,True
575,-156.54171_20.96599,True
576,-156.51951_20.94212,True
577,-156.51790_20.94301,True
578,-156.51922_20.94040,True
579,-156.51438_20.91062,True
580,-156.51081_20.91059,True
581,-156.51698_20.91489,True
582,-156.51443_20.91132,True
583,-156.53515_20.88291,True
584,-156.53379_20.88404,True
585,-156.51416_20.88531,True
586,-156.51435_20.88497,True
587,-156.51767_20.88362,True
588,-156.51364_20.88583,True
589,-156.51505_20.88487,True
590,-156.51557_20.88468,True
591,-156.52103_20.88215,True
592,-156.52047_20.88279,True
593,-156.52056_20.88251,True
594,-156.52033_20.88221,True
595,-156.52055_20.88219,True
596,-156.51816_20.88301,True
597,-156.52136_20.88238,True
598,-156.52130_20.88210,True
599,-156.52082_20.88217,True
600,-156.52558_20.88247,True
601,-156.52372_20.88207,True
602,-156.52321_20.88198,True
603,-156.52877_20.88290,True
604,-156.51493_20.85820,True
605,-156.51663_20.87625,True
606,-156.51640_20.87603,True
607,-156.51668_20.87493,True
608,-156.51682_20.87518,True
609,-156.51696_20.87542,True
610,-156.51753_20.87694,True
611,-156.51779_20.87680,True
612,-156.51764_20.87593,True
613,-156.51816_20.87553,True
614,-156.51862_20.87642,True
615,-156.51850_20.87594,True
616,-156.51597_20.87493,True
617,-156.51552_20.87416,True
618,-156.51569_20.87388,True
619,-156.51587_20.87334,True
620,-156.51593_20.87309,True
621,-156.51660_20.87369,True
622,-156.51770_20.87418,True
623,-156.51600_20.87360,True
624,-156.51580_20.87447,True
625,-156.51555_20.87227,True
626,-156.51436_20.87086,True
627,-156.51425_20.87058,True
628,-156.51405_20.87030,True
629,-156.51512_20.86975,True
630,-156.48713_20.87067,True
631,-156.63626_20.94900,True
632,-156.63686_20.86980,True
633,-156.63474_20.86172,True
634,-156.63359_20.85946,True
635,-156.63246_20.85669,True
636,-156.63074_20.85434,True
637,-156.64055_20.85308,True
638,-156.63989_20.85325,True
639,-156.63898_20.85327,True
640,-156.63727_20.85386,True
641,-156.63787_20.85252,True
642,-156.63893_20.85784,True
643,-156.63750_20.85722,True
644,-156.63665_20.85808,True
645,-156.63572_20.85712,True
646,-156.63123_20.85271,True
647,-156.64097_20.85502,True
648,-159.50406_21.93054,True
649,-159.36236_22.06906,True
650,-159.36229_22.06934,True
651,-159.36191_22.06732,True
652,-159.36211_22.06794,True
653,-159.32532_22.08542,True
654,-159.32992_22.08121,True
655,-159.32813_22.08156,True
656,-159.32687_22.08231,True
657,-159.31286_22.13298,True
658,-159.35409_22.19831,True
659,-159.43746_22.17940,True
660,-159.36304_22.06278,True
661,-159.35380_22.19794,True
662,-159.36123_22.06842,True
663,-159.37734_22.10444,True
664,-159.50417_21.92524,True
665,-159.46269_21.90946,True
666,-159.36098_22.06933,True
667,-159.36301_22.06607,True
668,-159.36484_22.06774,True
669,-159.32760_22.08585,True
670,-159.33102_22.08341,True
671,-159.33004_22.08714,True
672,-159.32948_22.08627,True
673,-159.32685_22.08370,True
674,-159.32968_22.08378,True
675,-159.32693_22.08320,True
676,-159.33070_22.08212,True
677,-159.35519_22.19434,True
678,-159.42333_22.18245,True
679,-159.35934_22.06715,True
680,-159.31226_22.13357,True
681,-159.46232_21.91282,True
682,-159.46587_21.91200,True
683,-159.46284_21.90886,True
684,-159.36223_22.06961,True
685,-159.36249_22.06457,True
686,-159.32601_22.08311,True
687,-159.32516_22.08284,True
688,-159.32891_22.08179,True
689,-159.32785_22.08275,True
690,-159.32728_22.08258,True
691,-159.32960_22.08194,True
692,-159.35402_22.19543,True
693,-159.36032_22.06389,True
694,-159.37866_22.10502,True
695,-159.50189_21.92851,True
696,-159.50360_21.92602,True
697,-159.46035_21.90923,True
698,-159.45994_21.90889,True
699,-159.46441_21.90927,True
700,-159.46353_21.91181,True
701,-159.36505_22.06630,True
702,-159.36655_22.06683,True
703,-159.36217_22.06989,True
704,-159.32607_22.08295,True
705,-159.32734_22.08340,True
706,-159.43613_22.18047,True
707,-159.35973_22.06486,True
708,-159.45966_21.90990,True
709,-159.46260_21.91175,True
710,-159.37629_22.10430,True
711,-159.36013_22.06875,True
712,-159.36079_22.06888,True
713,-159.36166_22.06949,True
714,-159.36046_22.06881,True
715,-159.36294_22.06637,True
716,-159.36304_22.06570,True
717,-159.36623_22.06826,True
718,-159.32732_22.08517,True
719,-159.32581_22.08350,True
720,-159.32916_22.08239,True
721,-159.33038_22.08291,True
722,-159.33041_22.08520,True
723,-159.32755_22.08175,True
724,-159.33096_22.08426,True
725,-159.32829_22.08415,True
726,-159.32846_22.08262,True
727,-159.33135_22.08269,True
728,-159.32908_22.08132,True
729,-159.32679_22.08217,True
730,-159.30676_22.10390,True
731,-159.35350_22.19695,True
732,-159.42238_22.18668,True
733,-159.43476_22.18521,True
734,-159.43641_22.18384,True
735,-159.44696_22.19022,True
736,-159.36110_22.06310,True
737,-159.36273_22.06406,True
738,-159.36100_22.06711,True
739,-159.30650_22.10304,True
740,-157.89156_21.58340,True
741,-157.96643_21.39227,True
742,-157.96620_21.67463,True
743,-158.12548_21.56263,True
744,-158.12530_21.56152,True
745,-157.90674_21.39669,True
746,-158.12663_21.56298,True
747,-157.96818_21.67032,True
748,-157.90729_21.39363,True
749,-157.89323_21.57272,True
750,-157.90611_21.39469,True
751,-157.82843_21.30825,True
752,-157.90630_21.39531,True
753,-157.89660_21.58830,True
754,-158.11695_21.55474,True
755,-158.10645_21.54717,True
756,-158.12489_21.56210,True
757,-158.12573_21.56338,True
758,-157.94739_21.38435,True
759,-157.90710_21.39246,True
760,-157.88249_21.55028,True
761,-157.88935_21.58543,True
762,-158.12490_21.56310,True
763,-157.90750_21.39288,True
764,-157.88858_21.58583,True
765,-157.90781_21.39330,True
766,-157.91530_21.61260,True
767,-157.88920_21.58551,True
768,-157.89596_21.39862,True
769,-158.20026_21.46248,True
770,-157.91503_21.61301,True
771,-158.02190_21.68742,True
772,-158.06478_21.35214,True
773,-157.88250_21.54944,True
774,-157.90624_21.39269,True
775,-157.91472_21.61253,True
776,-157.90774_21.39368,True
777,-157.96433_21.66722,True
778,-157.96441_21.66817,True
779,-157.89308_21.58095,True
780,-158.12406_21.56253,True
781,-157.88263_21.54904,True
782,-158.11636_21.55190,True
783,-157.90763_21.39229,True
784,-158.02888_21.49996,True
785,-158.12554_21.56342,True
786,-157.90880_21.39293,True
787,-158.12660_21.56316,True
788,-157.96704_21.67114,True
789,-157.88383_21.54761,True
790,-158.12470_21.56322,True
791,-157.89196_21.58027,True
792,-158.11699_21.55262,True
793,-157.88284_21.54867,True
794,-157.90635_21.39443,True
795,-157.90602_21.39292,True
796,-157.89536_21.59212,True
797,-157.88233_21.54971,True
798,-157.89508_21.59169,True
799,-157.89704_21.58954,True
800,-158.12402_21.56230,True
801,-157.92800_21.39911,True
802,-157.88882_21.58452,True
803,-158.11398_21.55114,True
804,-158.11536_21.55357,True
805,-158.11502_21.55345,True
806,-158.11329_21.55273,True
807,-157.90676_21.39365,True
808,-157.89415_21.59017,True
809,-157.90716_21.39503,True
810,-157.88818_21.58606,True
811,-157.89339_21.58220,True
812,-157.88273_21.54886,True
813,-157.90882_21.39247,True
814,-157.88771_21.58405,True
815,-157.90728_21.39386,True
816,-158.11550_21.55494,True
817,-157.91515_21.61280,True
818,-158.12388_21.56290,True
819,-157.90312_21.59341,True
820,-157.91647_21.61224,True
821,-157.88207_21.54993,True
822,-157.90692_21.39344,True
823,-157.88233_21.55016,True
824,-157.96660_21.66839,True
825,-157.90611_21.39617,True
826,-157.89485_21.57442,True
827,-157.88734_21.58385,True
828,-157.82797_21.30868,True
829,-158.11586_21.55391,True
830,-158.11452_21.55317,True
831,-157.95971_21.67505,True
832,-157.71109_21.32904,True
833,-158.19877_21.45991,True
834,-157.90629_21.39708,True
835,-157.94773_21.38451,True
836,-157.90728_21.39481,True
837,-157.78556_21.31338,True
838,-157.97786_21.68678,True
839,-158.20031_21.46047,True
840,-158.01920_21.42246,True
841,-158.11835_21.55349,True
842,-154.95714_19.50859,True
843,-155.94762_19.61456,True
844,-155.94984_19.64774,True
845,-155.96822_19.69301,True
846,-155.97035_19.69354,True
847,-155.96325_19.70545,True
848,-155.96860_19.70285,True
849,-155.96883_19.70355,True
850,-155.96911_19.70426,True
851,-155.98167_19.73179,True
852,-155.98205_19.73236,True
853,-155.98054_19.73367,True
854,-155.81362_20.10178,True
855,-156.33690_20.78852,True
856,-156.31414_20.88782,True
857,-156.31379_20.88988,True
858,-156.32361_20.90568,True
859,-156.31303_20.88026,True
860,-156.31432_20.88286,True
861,-156.31907_20.89114,True
862,-156.31753_20.88900,True
863,-156.31744_20.88743,True
864,-156.31854_20.88707,True
865,-156.31966_20.88663,True
866,-156.31986_20.89056,True
867,-156.32084_20.88698,True
868,-156.32167_20.88466,True
869,-156.31767_20.88594,True
870,-156.32519_20.90852,True
871,-156.32641_20.90745,True
872,-156.32772_20.90975,True
873,-156.28555_20.92304,True
874,-156.28327_20.91485,True
875,-156.28600_20.91666,True
876,-156.28660_20.91888,True
877,-156.28324_20.92309,True
878,-156.28117_20.91944,True
879,-156.28316_20.91789,True
880,-156.28214_20.91557,True
881,-156.28244_20.91279,True
882,-156.28485_20.92273,True
883,-156.28430_20.92410,True
884,-156.28202_20.92037,True
885,-156.27912_20.90710,True
886,-156.28112_20.91027,True
887,-156.28300_20.92903,True
888,-156.28039_20.90408,True
889,-156.27686_20.89949,True
890,-156.27805_20.89892,True
891,-156.51428_20.91062,True
892,-156.53505_20.88291,True
893,-156.51425_20.88497,True
894,-156.52548_20.88247,True
895,-156.51577_20.87334,True
896,-156.63464_20.86172,True
897,-156.63236_20.85669,True
898,-156.63064_20.85434,True
899,-156.63888_20.85327,True
900,-156.63740_20.85722,True
901,-156.63655_20.85808,True
902,-159.32982_22.08121,True
903,-159.37724_22.10444,True
904,-159.33092_22.08341,True
905,-159.32675_22.08370,True
906,-159.35924_22.06715,True
907,-159.46222_21.91282,True
908,-159.46274_21.90886,True
909,-159.37856_22.10502,True
910,-159.36645_22.06683,True
911,-159.37619_22.10430,True
912,-159.36284_22.06637,True
913,-159.36613_22.06826,True
914,-159.33028_22.08291,True
915,-159.32836_22.08262,True
916,-159.36263_22.06406,True
917,-159.36090_22.06711,True
918,-157.89526_21.59212,True
919,-156.52037_20.88279,True
920,-156.52057_20.88279,True
921,-156.51483_20.85820,True
922,-156.51503_20.85820,True
923,-156.63562_20.85712,True
924,-156.63582_20.85712,True
925,-159.36294_22.06278,True
926,-159.36314_22.06278,True
927,-159.35392_22.19543,True
928,-159.35412_22.19543,True
929,-159.35963_22.06486,True
930,-159.35983_22.06486,True
