,Uid,In_WellCZ_B
931,-159.33031_22.08520,True
932,-159.33051_22.08520,True
933,-159.43631_22.18384,True
934,-159.43651_22.18384,True
935,-159.36100_22.06310,True
936,-159.36120_22.06310,True
937,-157.89586_21.39862,True
938,-157.89606_21.39862,True
939,-157.89329_21.58220,True
940,-157.89349_21.58220,True
941,-156.31830_20.89008,True
942,-156.31850_20.89008,True
943,-156.31840_20.89018,True
944,-156.28150_20.91126,True
945,-156.28170_20.91126,True
946,-156.28160_20.91136,True
947,-156.63616_20.94900,True
948,-156.63636_20.94900,True
949,-156.63626_20.94910,True
950,-159.35509_22.19434,True
951,-159.35529_22.19434,True
952,-159.35519_22.19444,True
953,-159.42323_22.18245,True
954,-159.42343_22.18245,True
955,-159.42333_22.18255,True
956,-159.43603_22.18047,True
957,-159.43623_22.18047,True
958,-159.43613_22.18057,True
959,-159.42228_22.18668,True
960,-159.42248_22.18668,True
961,-159.42238_22.18678,True
962,-159.43736_22.17940,True
963,-159.43756_22.17940,True
964,-159.43746_22.17950,True
965,-159.43746_22.17930,True
966,-159.43466_22.18521,True
967,-159.43486_22.18521,True
968,-159.43476_22.18531,True
969,-159.43476_22.18511,True
970,-159.44686_22.19022,True
971,-159.44706_22.19022,True
972,-159.44696_22.19032,True
973,-159.44696_22.19012,True
974,-156.28513_20.91345,True
975,-156.28533_20.91345,True
976,-156.28523_20.91355,True
977,-156.28523_20.91335,True
978,-156.28513_20.91355,True
979,-155.05489_19.60921,True
980,-155.05509_19.60921,True
981,-155.05499_19.60931,True
982,-155.05499_19.60911,True
983,-155.05489_19.60931,True
984,-155.05489_19.60911,True
985,-155.05509_19.60931,True
986,-156.63717_20.85386,True
987,-156.63737_20.85386,True
988,-156.63727_20.85396,True
989,-156.63727_20.85376,True
990,-156.63717_20.85396,True
991,-156.63717_20.85376,True
992,-156.63737_20.85396,True
993,-156.63737_20.85376,True
994,-156.63707_20.85386,True
995,-156.63747_20.85386,True
996,-155.98074_19.73199,True
997,-155.98094_19.73199,True
998,-155.98084_19.73209,True
999,-155.98084_19.73189,True
1000,-155.98074_19.73209,True
1001,-155.98074_19.73189,True
1002,-155.98094_19.73209,True
1003,-155.98094_19.73189,True
1004,-155.98064_19.73199,True
1005,-155.98104_19.73199,True
1006,-155.98084_19.73219,True
1007,-156.63676_20.86980,True
1008,-156.63696_20.86980,True
1009,-156.63686_20.86990,True
1010,-156.63686_20.86970,True
1011,-156.63676_20.86990,True
1012,-156.63676_20.86970,True
1013,-156.63696_20.86990,True
1014,-156.63696_20.86970,True
1015,-156.63666_20.86980,True
1016,-156.63706_20.86980,True
1017,-156.63686_20.87000,True
1018,-156.63686_20.86960,True
1019,-156.63666_20.87000,True
1020,-156.63666_20.86960,True
1021,-159.32775_22.08275,True
1022,-159.32795_22.08275,True
1023,-159.32785_22.08285,True
1024,-159.32785_22.08265,True
1025,-159.32775_22.08285,True
1026,-159.32775_22.08265,True
1027,-159.32795_22.08285,True
1028,-159.32795_22.08265,True
1029,-159.32765_22.08275,True
1030,-159.32805_22.08275,True
1031,-159.32785_22.08295,True
1032,-159.32785_22.08255,True
1033,-159.32765_22.08295,True
1034,-159.32765_22.08255,True
