,Uid,CESSPOOL_Density_perAcre
56,-159.38445_22.19215,0.04955975338819999
57,-159.36370_22.19028,0.04955975338819999
58,-159.35926_22.18886,0.029735852032900002
59,-159.35409_22.19831,0.0396478027105
60,-159.35513_22.19982,0.04955975338819999
61,-159.39477_22.21995,0.00991195067763
62,-159.39627_22.21828,0.0198239013553
63,-159.41602_22.21862,0.029735852032900002
64,-159.41388_22.22139,0.059471704065800005
65,-159.41025_22.20874,1.7048554420500002
66,-159.40973_22.20393,0.60462898016
67,-159.41845_22.21634,0.059471704065800005
68,-159.40759_22.20402,0.8821635842319999
69,-159.40743_22.20429,0.8821635842319999
70,-159.40668_22.21029,2.91411352158
71,-159.40605_22.20940,3.0132329464
72,-159.40425_22.20929,2.21036505699
73,-159.40372_22.20853,2.0319497585299997
74,-159.40500_22.20847,2.55728316307
75,-159.42924_22.19033,0.0198239013553
76,-159.42957_22.19111,0.0198239013553
77,-159.43213_22.20397,0.0198239013553
78,-159.43156_22.20658,0.0198239013553
79,-159.41986_22.21202,0.0396478027105
80,-159.41505_22.20960,0.07929560542110001
81,-159.57513_22.22328,0.04955975338819999
82,-159.40543_22.20625,1.65529572964
83,-159.40539_22.20604,1.65529572964
84,-159.40416_22.20655,1.31828939915
85,-159.50240_22.20135,0.703748464584
86,-159.50259_22.20252,0.703748464584
87,-159.56125_22.22290,0.208150953054
88,-159.49536_22.21305,0.11894340813200001
89,-159.43746_22.17940,0.0
90,-159.42485_22.18704,0.0198239013553
91,-159.40826_22.21396,0.455949723721
92,-159.40755_22.21321,1.08040261269
93,-159.43119_22.21424,0.18832705915
94,-159.43127_22.21227,0.14867925643899998
95,-159.44454_22.22353,0.07929560542110001
96,-159.45694_22.19675,0.0396478027105
97,-159.45191_22.19955,0.0198239013553
98,-159.45064_22.19725,0.00991195067763
99,-159.45555_22.18906,0.0198239013553
100,-159.45536_22.18833,0.0198239013553
101,-159.43737_22.21668,0.00991195067763
102,-159.49519_22.20403,0.773132145405
103,-159.49259_22.20376,0.327094376087
104,-159.48538_22.21379,0.0
105,-159.49698_22.21277,0.09911950677629999
106,-159.49682_22.20931,0.33700633049
107,-159.49690_22.20906,0.33700633049
108,-159.49619_22.20464,0.9218114018440001
109,-159.49949_22.20303,0.594717025757
110,-159.49652_22.20705,0.72357237339
111,-159.49596_22.20653,0.792956054211
112,-159.49213_22.20483,0.168503165245
113,-159.49358_22.20400,0.43612581491499997
114,-159.51685_22.20307,0.0198239013553
115,-159.49526_22.20438,0.8226919174189999
116,-159.55544_22.19795,0.00991195067763
117,-159.54715_22.20804,0.128855362535
118,-159.54747_22.20841,0.158591210842
119,-159.40927_22.20806,2.2401008606
120,-159.54310_22.21081,0.26762264967
121,-159.54404_22.21090,0.208150953054
122,-159.54698_22.22271,0.664100706577
123,-159.54574_22.22263,0.634364843369
124,-159.54939_22.22169,0.812779963017
125,-159.55280_22.22272,0.426213860512
126,-159.55209_22.22361,0.446037769318
127,-159.55011_22.22383,0.49559751153
128,-159.55049_22.22390,0.43612581491499997
129,-159.55575_22.22282,0.36674216389700004
130,-159.55553_22.22283,0.36674216389700004
131,-159.54497_22.22072,0.535245299339
132,-159.54244_22.21710,0.0396478027105
133,-159.49522_22.20470,0.8226919174189999
134,-159.49561_22.20418,0.901987493038
135,-159.43439_22.17299,0.00991195067763
136,-159.38584_22.20046,0.029735852032900002
137,-159.42005_22.19571,0.00991195067763
138,-159.42887_22.21392,0.178415104747
139,-159.55053_22.20915,0.158591210842
140,-159.40667_22.20953,2.9834971427899997
141,-159.49967_22.20294,0.594717025757
142,-159.40987_22.20995,1.78415107727
143,-159.40792_22.21322,0.8226919174189999
144,-159.49657_22.21227,0.09911950677629999
145,-159.33393_22.19288,0.21806290745700002
146,-159.44210_22.22038,0.09911950677629999
147,-159.35380_22.19794,0.0396478027105
148,-159.40455_22.20223,0.48568558692900005
149,-159.50056_22.20190,0.60462898016
150,-159.50571_22.20182,0.594717025757
151,-159.49324_22.20356,0.376654118299
152,-159.49661_22.20567,0.8821635842319999
153,-159.42994_22.21408,0.168503165245
154,-159.49881_22.20287,0.644276797771
155,-159.49908_22.20268,0.644276797771
156,-159.49722_22.20550,0.931723356247
157,-159.50527_22.19942,0.525333344936
158,-159.50165_22.20075,0.584805071354
159,-159.40740_22.20980,2.80508208275
160,-159.40754_22.20961,2.7059624195099996
161,-159.40281_22.21050,1.34802532196
162,-159.40458_22.21006,2.37886810303
163,-159.40448_22.20945,2.55728316307
164,-159.40522_22.20719,2.08150959015
165,-159.40541_22.20757,2.2401008606
166,-159.39210_22.21036,0.029735852032900002
167,-159.39094_22.21196,0.0198239013553
168,-159.39394_22.20713,0.09911950677629999
169,-159.42868_22.18647,0.0198239013553
170,-159.43233_22.18039,0.00991195067763
171,-159.50053_22.20244,0.624452888966
172,-159.50531_22.20192,0.654188752174
173,-159.50462_22.20192,0.664100706577
174,-159.49823_22.20635,0.802868008614
175,-159.54771_22.22242,0.7533082365989999
176,-159.54743_22.22232,0.7533082365989999
177,-159.41072_22.20556,0.9812830686570001
178,-159.31757_22.16131,0.059471704065800005
179,-159.30967_22.16254,0.178415104747
180,-159.30909_22.16047,0.247798755765
181,-159.31622_22.16366,0.029735852032900002
182,-159.31702_22.17049,0.0
183,-159.31107_22.16903,0.00991195067763
184,-159.34073_22.18069,0.00991195067763
185,-159.34074_22.18307,0.0198239013553
186,-159.35598_22.18332,0.0
187,-159.34011_22.19685,0.0198239013553
188,-159.34151_22.18833,0.059471704065800005
189,-159.34126_22.18776,0.04955975338819999
190,-159.33420_22.18928,0.11894340813200001
191,-159.33331_22.18992,0.178415104747
192,-159.33421_22.19236,0.19823901355300003
193,-159.33335_22.19176,0.21806290745700002
194,-159.33252_22.19217,0.21806290745700002
195,-159.33411_22.19262,0.19823901355300003
196,-159.37214_22.20660,0.0
197,-159.36410_22.19929,0.0396478027105
198,-159.38404_22.21357,0.029735852032900002
199,-159.37854_22.19793,0.059471704065800005
200,-159.38029_22.19980,0.0396478027105
201,-159.37574_22.20905,0.00991195067763
202,-159.37517_22.21039,0.0198239013553
203,-159.38321_22.20037,0.0198239013553
204,-159.38548_22.19536,0.0396478027105
205,-159.36704_22.18621,0.0198239013553
206,-159.36183_22.19204,0.06938365101810001
207,-159.36460_22.18656,0.029735852032900002
208,-159.36326_22.18805,0.0396478027105
209,-159.35878_22.19714,0.0198239013553
210,-159.35803_22.19961,0.029735852032900002
211,-159.35683_22.19530,0.029735852032900002
212,-159.35519_22.19434,0.0396478027105
213,-159.39940_22.22242,0.029735852032900002
214,-159.39660_22.22248,0.00991195067763
215,-159.39193_22.21862,0.029735852032900002
216,-159.39240_22.21658,0.0198239013553
217,-159.40552_22.21869,0.0
218,-159.41091_22.20800,1.4768806695899999
219,-159.40654_22.21204,2.04186177254
220,-159.40537_22.21145,2.18062901497
221,-159.40627_22.21062,2.75552225113
222,-159.41056_22.20589,1.1497862339
223,-159.40942_22.20473,1.02093088627
224,-159.42446_22.21938,0.158591210842
225,-159.42556_22.21414,0.13876730203600002
226,-159.42356_22.22095,0.158591210842
227,-159.42032_22.21981,0.04955975338819999
228,-159.40384_22.21507,0.158591210842
229,-159.40754_22.21030,2.56719517708
230,-159.40364_22.20938,1.8832706213
231,-159.40413_22.20796,1.7445032596599999
232,-159.40913_22.20825,2.2401008606
233,-159.43050_22.19524,0.00991195067763
234,-159.43179_22.19818,0.029735852032900002
235,-159.42725_22.20747,0.029735852032900002
236,-159.42519_22.21069,0.04955975338819999
237,-159.40704_22.20753,2.58701896667
238,-159.40548_22.20673,1.8832706213
239,-159.40345_22.20644,1.0605787038799999
240,-159.40429_22.20693,1.5561761856099998
241,-159.40453_22.20698,1.7742391824700001
242,-159.50531_22.20143,0.654188752174
243,-159.50502_22.20138,0.654188752174
244,-159.55883_22.22572,0.257710725069
245,-159.56095_22.22206,0.22797486186000002
246,-159.43346_22.18138,0.00991195067763
247,-159.43405_22.18272,0.0198239013553
248,-159.43445_22.17751,0.0
249,-159.43178_22.17414,0.00991195067763
250,-159.40671_22.21373,0.9713711738590001
251,-159.40726_22.21405,0.6938365101809999
252,-159.40744_22.21415,0.594717025757
253,-159.40839_22.21345,0.664100706577
254,-159.42333_22.18245,0.0
255,-159.40725_22.21313,1.1497862339
256,-159.40700_22.21305,1.1497862339
257,-159.44114_22.22205,0.11894340813200001
258,-159.44039_22.22190,0.0892075523734
259,-159.45276_22.22491,0.06938365101810001
260,-159.45557_22.22552,0.0892075523734
261,-159.46017_22.22377,0.0892075523734
262,-159.46147_22.20310,0.029735852032900002
263,-159.45860_22.20093,0.0396478027105
264,-159.45670_22.19552,0.029735852032900002
265,-159.45481_22.19853,0.029735852032900002
266,-159.45461_22.19137,0.0396478027105
267,-159.45702_22.19080,0.029735852032900002
268,-159.45533_22.18545,0.00991195067763
269,-159.43794_22.21999,0.0396478027105
270,-159.43638_22.22110,0.0198239013553
271,-159.49387_22.21486,0.04955975338819999
272,-159.49095_22.21451,0.0396478027105
273,-159.49068_22.21405,0.0396478027105
274,-159.49589_22.20846,0.48568558692900005
275,-159.49633_22.20830,0.634364843369
276,-159.49770_22.20507,0.961459219456
277,-159.49885_22.20310,0.644276797771
278,-159.49669_22.20733,0.6938365101809999
279,-159.49675_22.20711,0.72357237339
280,-159.49543_22.20577,0.832603812218
281,-159.49501_22.20360,0.67401266098
282,-159.51197_22.20274,0.0396478027105
283,-159.55403_22.20123,0.07929560542110001
284,-159.55412_22.19998,0.029735852032900002
285,-159.55449_22.19950,0.029735852032900002
286,-159.55243_22.20612,0.0892075523734
287,-159.53873_22.21260,0.128855362535
288,-159.54893_22.22413,0.644276797771
289,-159.54867_22.22329,0.773132145405
290,-159.55051_22.22200,0.634364843369
291,-159.55227_22.22317,0.43612581491499997
292,-159.55093_22.22264,0.505509495735
293,-159.55133_22.22465,0.406389981508
294,-159.55063_22.22438,0.416301906109
295,-159.55228_22.22411,0.43612581491499997
296,-159.55630_22.22373,0.396478027105
297,-159.54603_22.22080,0.634364843369
298,-159.54501_22.22124,0.584805071354
299,-159.54790_22.22142,0.773132145405
300,-159.33246_22.18030,0.00991195067763
301,-159.33472_22.18137,0.0198239013553
302,-159.33638_22.18171,0.029735852032900002
303,-159.43875_22.17540,0.00991195067763
304,-159.43706_22.17546,0.0198239013553
305,-159.38726_22.19352,0.0396478027105
306,-159.49875_22.20540,0.8623396754260001
307,-159.40273_22.20403,0.664100706577
308,-159.42775_22.21524,0.168503165245
309,-159.54995_22.20801,0.128855362535
310,-159.43838_22.16980,0.0
311,-159.50569_22.20210,0.594717025757
312,-159.49975_22.20459,0.683924555779
313,-159.37238_22.20257,0.0198239013553
314,-159.40676_22.20527,1.5165283680000001
315,-159.40755_22.21360,0.8226919174189999
316,-159.43409_22.21465,0.09911950677629999
317,-159.44241_22.21851,0.029735852032900002
318,-159.49656_22.21156,0.09911950677629999
319,-159.49662_22.21038,0.168503165245
320,-159.33557_22.19060,0.13876730203600002
321,-159.40381_22.21048,1.95265424252
322,-159.40473_22.20737,1.7742391824700001
323,-159.40482_22.20722,1.7742391824700001
324,-159.39599_22.20453,0.09911950677629999
325,-159.38909_22.21267,0.00991195067763
326,-159.43049_22.18194,0.0396478027105
327,-159.50172_22.20279,0.634364843369
328,-159.50393_22.20260,0.703748464584
329,-159.50419_22.20199,0.713660418987
330,-159.50299_22.20236,0.703748464584
331,-159.49561_22.21184,0.109031453729
332,-159.49757_22.20522,0.961459219456
333,-159.41472_22.19736,0.029735852032900002
334,-159.31387_22.16875,0.0198239013553
335,-159.34098_22.18457,0.0198239013553
336,-159.34443_22.19306,0.029735852032900002
337,-159.33902_22.18812,0.059471704065800005
338,-159.33342_22.18926,0.13876730203600002
339,-159.33364_22.19112,0.22797486186000002
340,-159.33413_22.19051,0.18832705915
341,-159.33173_22.19226,0.208150953054
342,-159.36619_22.18282,0.0
343,-159.36464_22.19933,0.04955975338819999
344,-159.36276_22.20861,0.0
345,-159.35954_22.21136,0.00991195067763
346,-159.38392_22.20872,0.0
347,-159.38571_22.20500,0.0198239013553
348,-159.37768_22.19665,0.059471704065800005
349,-159.38181_22.19561,0.0396478027105
350,-159.38078_22.19791,0.0396478027105
351,-159.37341_22.21247,0.0198239013553
352,-159.37041_22.21165,0.0396478027105
353,-159.38621_22.20259,0.0198239013553
354,-159.38604_22.20155,0.0198239013553
355,-159.38799_22.19459,0.029735852032900002
356,-159.38324_22.19700,0.0198239013553
357,-159.38544_22.19039,0.029735852032900002
358,-159.36339_22.19230,0.059471704065800005
359,-159.36187_22.18843,0.029735852032900002
360,-159.35402_22.19543,0.029735852032900002
361,-159.41015_22.22186,0.04955975338819999
362,-159.40963_22.20825,2.00221395493
363,-159.49057_22.21319,0.0198239013553
364,-159.40528_22.21107,2.18062901497
365,-159.40901_22.20575,1.7445032596599999
366,-159.40799_22.20321,0.574893116951
367,-159.40989_22.20411,0.683924555779
368,-159.40597_22.20446,0.931723356247
369,-159.40107_22.21481,0.0396478027105
370,-159.40385_22.20984,2.1211574077599997
371,-159.43000_22.19197,0.0198239013553
372,-159.43194_22.19933,0.0396478027105
373,-159.43065_22.20615,0.0198239013553
374,-159.42209_22.20790,0.0198239013553
375,-159.41412_22.20897,0.277534604073
376,-159.40641_22.20862,2.94384932518
377,-159.40515_22.20675,1.8832706213
378,-159.50453_22.20104,0.67401266098
379,-159.56981_22.22111,0.04955975338819999
380,-159.56248_22.21975,0.128855362535
381,-159.42836_22.17728,0.0
382,-159.40775_22.21433,0.594717025757
383,-159.40682_22.21324,0.9218114018440001
384,-159.43033_22.21669,0.0892075523734
385,-159.43072_22.21537,0.178415104747
386,-159.43034_22.21376,0.168503165245
387,-159.44572_22.22246,0.06938365101810001
388,-159.44297_22.22267,0.109031453729
389,-159.44208_22.22103,0.128855362535
390,-159.44364_22.22268,0.109031453729
391,-159.44333_22.22253,0.109031453729
392,-159.44137_22.22280,0.128855362535
393,-159.45673_22.18944,0.029735852032900002
394,-159.43579_22.21969,0.0
395,-159.49559_22.20383,0.901987493038
396,-159.49604_22.20802,0.614540934563
397,-159.49659_22.21092,0.11894340813200001
398,-159.49699_22.20881,0.455949723721
399,-159.49707_22.20856,0.455949723721
400,-159.49615_22.20445,0.9218114018440001
401,-159.49687_22.20678,0.72357237339
402,-159.49638_22.20750,0.6938365101809999
403,-159.49699_22.20386,0.99119502306
404,-159.49632_22.20643,0.812779963017
405,-159.49417_22.20621,0.683924555779
406,-159.54669_22.20886,0.19823901355300003
407,-159.55062_22.20879,0.158591210842
408,-159.55023_22.20950,0.18832705915
409,-159.54754_22.22290,0.703748464584
410,-159.54999_22.22261,0.7433962821960001
411,-159.54966_22.22176,0.812779963017
412,-159.54987_22.22182,0.7433962821960001
413,-159.55207_22.22421,0.416301906109
414,-159.55188_22.22429,0.416301906109
415,-159.55090_22.22405,0.43612581491499997
416,-159.54277_22.21787,0.06938365101810001
417,-159.54540_22.21964,0.48568558692900005
418,-159.56461_22.22067,0.07929560542110001
419,-159.49487_22.20410,0.683924555779
420,-159.40507_22.21006,2.62666678429
421,-159.43632_22.17340,0.0198239013553
422,-159.43219_22.17107,0.00991195067763
423,-159.41457_22.20130,0.04955975338819999
424,-159.41486_22.20270,0.04955975338819999
425,-159.50315_22.19849,0.208150953054
426,-159.49856_22.20211,0.545157253742
427,-159.49550_22.20334,0.67401266098
428,-159.49596_22.20541,0.9218114018440001
429,-159.49611_22.20529,0.9218114018440001
430,-159.49676_22.20591,0.8821635842319999
431,-159.49699_22.20606,0.812779963017
432,-159.50263_22.20040,0.654188752174
433,-159.50493_22.20056,0.614540934563
434,-159.50471_22.20027,0.664100706577
435,-159.40771_22.21092,2.07159757614
436,-159.40527_22.20978,2.62666678429
437,-159.40492_22.20700,1.7742391824700001
438,-159.40524_22.20790,2.2401008606
439,-159.42927_22.18517,0.029735852032900002
440,-159.50058_22.20389,0.545157253742
441,-159.50053_22.20289,0.594717025757
442,-159.50100_22.20281,0.644276797771
443,-159.49525_22.21243,0.11894340813200001
444,-159.49869_22.20362,0.763220191002
445,-159.49747_22.20562,0.931723356247
446,-159.49703_22.20538,0.961459219456
447,-159.36795_22.20029,0.029735852032900002
448,-159.34706_22.19114,0.0396478027105
449,-159.31886_22.16347,0.0198239013553
450,-159.30998_22.16139,0.168503165245
451,-159.30951_22.16122,0.21806290745700002
452,-159.31256_22.15820,0.0198239013553
453,-159.32031_22.16761,0.0198239013553
454,-159.31324_22.16268,0.07929560542110001
455,-159.31275_22.16387,0.0892075523734
456,-159.34425_22.18007,0.0
457,-159.34283_22.18831,0.059471704065800005
458,-159.34584_22.18974,0.04955975338819999
459,-159.33881_22.18852,0.059471704065800005
460,-159.34210_22.19072,0.04955975338819999
461,-159.33397_22.19079,0.208150953054
462,-159.33193_22.19176,0.208150953054
463,-159.33217_22.19247,0.208150953054
464,-159.36516_22.19950,0.04955975338819999
465,-159.36670_22.19987,0.0396478027105
466,-159.36161_22.20077,0.029735852032900002
467,-159.38805_22.20589,0.0396478027105
468,-159.36875_22.21033,0.029735852032900002
469,-159.38625_22.19865,0.0396478027105
470,-159.38648_22.19653,0.029735852032900002
471,-159.38832_22.20147,0.00991195067763
472,-159.38848_22.20262,0.0198239013553
473,-159.38533_22.19732,0.029735852032900002
474,-159.36594_22.18798,0.0396478027105
475,-159.36486_22.18928,0.04955975338819999
476,-159.35993_22.19119,0.059471704065800005
477,-159.35969_22.19391,0.059471704065800005
478,-159.36038_22.18783,0.00991195067763
479,-159.35853_22.19016,0.029735852032900002
480,-159.35835_22.19148,0.059471704065800005
481,-159.35711_22.19187,0.0396478027105
482,-159.35670_22.19317,0.0396478027105
483,-159.40712_22.22268,0.0198239013553
484,-159.39383_22.21664,0.00991195067763
485,-159.38953_22.21984,0.00991195067763
486,-159.39248_22.21980,0.0198239013553
487,-159.40596_22.22338,0.0198239013553
488,-159.41152_22.22140,0.059471704065800005
489,-159.41237_22.22155,0.059471704065800005
490,-159.41322_22.22175,0.06938365101810001
491,-159.42289_22.17619,0.00991195067763
492,-159.40865_22.20893,2.4581637382499997
493,-159.41056_22.20797,1.4768806695899999
494,-159.41050_22.20846,1.7742391824700001
495,-159.40845_22.21072,2.08150959015
496,-159.40684_22.21230,1.4867925643900002
497,-159.40906_22.20351,0.624452888966
498,-159.41010_22.20556,1.17952215672
499,-159.42254_22.22135,0.11894340813200001
500,-159.42165_22.22034,0.128855362535
501,-159.40774_22.20382,0.654188752174
502,-159.40794_22.20453,0.8821635842319999
503,-159.39915_22.20610,0.0396478027105
504,-159.39813_22.20343,0.07929560542110001
505,-159.40005_22.20364,0.23788681626299998
506,-159.40090_22.20375,0.257710725069
507,-159.39787_22.21312,0.00991195067763
508,-159.41194_22.19916,0.0396478027105
509,-159.41371_22.20369,0.059471704065800005
510,-159.41330_22.20513,0.36674216389700004
511,-159.40610_22.20992,2.8348178863499998
512,-159.40594_22.20982,2.8348178863499998
513,-159.40634_22.20958,2.9834971427899997
514,-159.40352_22.20953,1.8832706213
515,-159.42300_22.21278,0.0892075523734
516,-159.42289_22.21041,0.0396478027105
517,-159.42392_22.20567,0.00991195067763
518,-159.42751_22.19701,0.0
519,-159.42298_22.20082,0.00991195067763
520,-159.41263_22.20613,0.624452888966
521,-159.41242_22.20748,0.733484327793
522,-159.41234_22.20724,0.892075538635
523,-159.40687_22.20872,2.91411352158
524,-159.40723_22.20864,2.91411352158
525,-159.40727_22.20727,2.41851592064
526,-159.40441_22.20716,1.7742391824700001
527,-159.50335_22.20122,0.72357237339
528,-159.50398_22.20143,0.703748464584
529,-159.50418_22.20141,0.703748464584
530,-159.50498_22.20102,0.654188752174
531,-159.55739_22.22551,0.277534604073
532,-159.55818_22.22595,0.257710725069
533,-159.55928_22.22392,0.346918255091
534,-159.56046_22.22306,0.247798755765
535,-159.56048_22.22204,0.22797486186000002
536,-159.56006_22.22171,0.22797486186000002
537,-159.43613_22.18047,0.00991195067763
538,-159.43514_22.17952,0.0
539,-159.42560_22.18926,0.00991195067763
540,-159.40653_22.21363,0.9713711738590001
541,-159.42553_22.18052,0.00991195067763
542,-159.54398_22.21826,0.13876730203600002
543,-159.43341_22.21381,0.14867925643899998
544,-159.43447_22.21358,0.109031453729
545,-159.44515_22.22314,0.07929560542110001
546,-159.44264_22.22240,0.128855362535
547,-159.44219_22.22228,0.128855362535
548,-159.44375_22.22339,0.09911950677629999
549,-159.44305_22.22325,0.109031453729
550,-159.44969_22.22447,0.0198239013553
551,-159.46524_22.22187,0.029735852032900002
552,-159.45986_22.22397,0.0892075523734
553,-159.45961_22.22418,0.09911950677629999
554,-159.45809_22.19987,0.04955975338819999
555,-159.45735_22.19781,0.04955975338819999
556,-159.45683_22.20169,0.0396478027105
557,-159.45525_22.18761,0.0198239013553
558,-159.43849_22.21873,0.00991195067763
559,-159.43783_22.21470,0.0396478027105
560,-159.47413_22.20027,0.0
561,-159.49448_22.21471,0.059471704065800005
562,-159.48525_22.21019,0.00991195067763
563,-159.48058_22.21188,0.029735852032900002
564,-159.47075_22.22350,0.0
565,-159.49155_22.22183,0.0
566,-159.49716_22.20832,0.594717025757
567,-159.49726_22.20807,0.594717025757
568,-159.49511_22.20603,0.832603812218
569,-159.49579_22.20575,0.872251629829
570,-159.49581_22.20633,0.792956054211
571,-159.49664_22.20669,0.72357237339
572,-159.49338_22.20407,0.43612581491499997
573,-159.49386_22.20389,0.545157253742
574,-159.51181_22.20223,0.0396478027105
575,-159.55325_22.20222,0.0892075523734
576,-159.55342_22.20078,0.06938365101810001
577,-159.55489_22.20419,0.0892075523734
578,-159.54679_22.20823,0.158591210842
579,-159.54714_22.20855,0.158591210842
580,-159.54860_22.20827,0.178415104747
581,-159.54937_22.22264,0.783044099808
582,-159.54895_22.22339,0.773132145405
583,-159.54637_22.22313,0.654188752174
584,-159.54977_22.22368,0.614540934563
585,-159.54953_22.22430,0.594717025757
586,-159.55237_22.22266,0.43612581491499997
587,-159.55281_22.22331,0.446037769318
588,-159.55278_22.22398,0.416301906109
589,-159.55141_22.22295,0.505509495735
590,-159.55169_22.22437,0.416301906109
591,-159.55152_22.22449,0.406389981508
592,-159.55021_22.22426,0.49559751153
593,-159.55412_22.22292,0.455949723721
594,-159.54576_22.22048,0.584805071354
595,-159.54611_22.22031,0.574893116951
596,-159.54342_22.21785,0.09911950677629999
597,-159.54378_22.21763,0.13876730203600002
598,-159.54609_22.21948,0.505509495735
599,-159.54578_22.21971,0.48568558692900005
600,-159.56635_22.22014,0.07929560542110001
601,-159.56518_22.22014,0.06938365101810001
602,-159.57941_22.22210,0.00991195067763
603,-159.49476_22.20465,0.72357237339
604,-159.55532_22.20330,0.09911950677629999
605,-159.41205_22.21526,0.00991195067763
606,-159.33798_22.18199,0.029735852032900002
607,-159.43935_22.17238,0.0
608,-159.44589_22.22187,0.07929560542110001
609,-159.49876_22.20255,0.5550692081449999
610,-159.49901_22.20245,0.5550692081449999
611,-159.50137_22.20207,0.67401266098
612,-159.50231_22.20270,0.664100706577
613,-159.49508_22.21027,0.13876730203600002
614,-159.49541_22.21107,0.11894340813200001
615,-159.50614_22.20198,0.545157253742
616,-159.50693_22.20145,0.49559751153
617,-159.50641_22.20105,0.545157253742
618,-159.49568_22.20280,0.664100706577
619,-159.49861_22.20136,0.356830209494
620,-159.32818_22.18437,0.00991195067763
621,-159.47849_22.21825,0.0
622,-159.50523_22.19987,0.5550692081449999
623,-159.40715_22.21104,2.2995724678
624,-159.40357_22.21082,1.63547182083
625,-159.40537_22.20729,2.08150959015
626,-159.40553_22.20737,2.08150959015
627,-159.39277_22.20452,0.09911950677629999
628,-159.39318_22.20880,0.0396478027105
629,-159.39046_22.20485,0.0396478027105
630,-159.39400_22.20580,0.09911950677629999
631,-159.42833_22.18847,0.029735852032900002
632,-159.43113_22.18056,0.0
633,-159.50042_22.20223,0.584805071354
634,-159.50080_22.20233,0.624452888966
635,-159.50486_22.20192,0.664100706577
636,-159.50363_22.20210,0.763220191002
637,-159.50217_22.20180,0.67401266098
638,-159.49972_22.20338,0.60462898016
639,-159.49748_22.20539,0.961459219456
640,-159.49836_22.20611,0.802868008614
641,-159.49764_22.20684,0.7433962821960001
642,-159.49934_22.20245,0.5550692081449999
643,-159.41032_22.20550,1.17952215672
644,-159.33220_22.17457,0.0
645,-159.31700_22.15865,0.11894340813200001
646,-159.31984_22.16437,0.029735852032900002
647,-159.31823_22.16276,0.0198239013553
648,-159.30523_22.15799,0.128855362535
649,-159.30631_22.15905,0.168503165245
650,-159.30934_22.16212,0.178415104747
651,-159.30839_22.15926,0.22797486186000002
652,-159.30682_22.15931,0.18832705915
653,-159.31092_22.16120,0.178415104747
654,-159.31048_22.16175,0.168503165245
655,-159.30949_22.16621,0.0396478027105
656,-159.31854_22.16677,0.0198239013553
657,-159.31739_22.16548,0.0396478027105
658,-159.31481_22.17004,0.0198239013553
659,-159.31731_22.17229,0.0198239013553
660,-159.33073_22.19200,0.13876730203600002
661,-159.33789_22.18953,0.0396478027105
662,-159.33929_22.18773,0.04955975338819999
663,-159.34510_22.19235,0.04955975338819999
664,-159.33842_22.19836,0.029735852032900002
665,-159.33936_22.18138,0.0198239013553
666,-159.33587_22.20098,0.00991195067763
667,-159.32058_22.17924,0.00991195067763
668,-159.33433_22.19220,0.19823901355300003
669,-159.33363_22.19214,0.21806290745700002
670,-159.33333_22.19201,0.21806290745700002
